,elastic/elasticsearch,meilisearch/meilisearch,typesense/typesense
2020-03-30,26,1.0,1.5984403456
2020-03-31,33,11.0,-0.7050559487999997
2020-04-01,35,9.0,1.6116624383999998
2020-04-02,29,6.0,3.355774464
2020-04-03,26,5.0,-1.1534733311999996
2020-04-04,8,4.0,1.4561935359999998
2020-04-05,1,6.0,0.2874730496
2020-04-06,33,3.0,-0.5793254400000002
2020-04-07,40,1.0,-0.3477770240000001
2020-04-08,34,0.0,-0.25570734080000007
2020-04-09,14,10.0,0.818845696
2020-04-10,29,13.0,-0.3488831487999997
2020-04-11,0,0.0,-0.18415964159999998
2020-04-12,1,0.0,-0.09370214399999993
2020-04-13,18,0.0,-0.07292641279999988
2020-04-14,23,0.0,-0.03800535039999998
2020-04-15,38,2.0,-0.02042880000000001
2020-04-16,32,2.0,-0.01692672000000001
2020-04-17,31,0.0,1.985612288
2020-04-18,3,0.0,1.5875306496000001
2020-04-19,1,0.0,-0.56
2020-04-20,25,1.0,-0.2560000000000002
2020-04-21,28,2.0,-0.1632000000000001
