,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2022-06-23,8,14,5
2022-06-24,25,5,1
2022-06-25,27,7,5
2022-06-26,40,4,8
2022-06-27,38,40,1
2022-06-28,15,41,0
2022-06-29,14,16,0
2022-06-30,10,13,0
2022-07-01,10,13,0
2022-07-02,2,2,0
2022-07-03,26,9,0
2022-07-04,22,6,0
2022-07-05,0,11,0
2022-07-06,4,9,5
2022-07-07,48,20,0
2022-07-08,29,11,4
2022-07-09,9,0,8
2022-07-10,0,2,1
2022-07-11,1,7,2
2022-07-12,0,21,1
2022-07-13,0,10,8
2022-07-14,1,21,3
2022-07-15,0,20,4
2022-07-16,0,0,6
2022-07-17,0,3,2
2022-07-18,0,30,3
2022-07-19,0,42,7
2022-07-20,0,23,0
2022-07-21,0,8,0
2022-07-22,0,8,0
2022-07-23,0,4,0
2022-07-24,0,1,0
2022-07-25,0,13,0
2022-07-26,0,18,0
2022-07-27,0,6,5
2022-07-28,136,9,14
2022-07-29,44,12,5
2022-07-30,8,9,2
2022-07-31,5,0,22
2022-08-01,4,12,15
2022-08-02,13,20,6
2022-08-03,36,19,4
2022-08-04,6,12,0
2022-08-05,4,18,0
2022-08-06,2,1,0
2022-08-07,9,2,0
2022-08-08,18,7,0
2022-08-09,6,8,3
2022-08-10,9,21,7
2022-08-11,7,13,5
2022-08-12,10,16,1
2022-08-13,7,8,0
2022-08-14,12,1,1
2022-08-15,2,20,0
2022-08-16,18,23,1
2022-08-17,20,9,4
2022-08-18,7,6,0
2022-08-19,21,17,0
2022-08-20,12,17,0
2022-08-21,6,1,0
2022-08-22,2,10,8
2022-08-23,1,8,1
2022-08-24,0,12,1
2022-08-25,4,12,0
2022-08-26,3,6,0
2022-08-27,4,2,0
2022-08-28,5,1,0
2022-08-29,1,24,0
2022-08-30,0,11,0
2022-08-31,0,10,0
2022-09-01,0,17,0
2022-09-02,0,5,0
2022-09-03,0,0,0
2022-09-04,0,6,0
2022-09-05,0,8,0
2022-09-06,0,8,0
2022-09-07,0,6,0
2022-09-08,0,9,0
2022-09-09,0,12,0
2022-09-10,0,6,0
2022-09-11,0,0,0
2022-09-12,0,5,0
2022-09-13,0,28,0
2022-09-14,0,17,1
2022-09-15,0,21,0
2022-09-16,2,15,0
2022-09-17,4,5,0
2022-09-18,0,1,0
2022-09-19,0,14,0
2022-09-20,0,14,0
2022-09-21,0,13,0
2022-09-22,0,9,0
2022-09-23,0,3,0
2022-09-24,0,2,0
2022-09-25,2,1,0
2022-09-26,2,4,0
2022-09-27,1,4,0
2022-09-28,0,5,0
2022-09-29,0,8,0
2022-09-30,0,9,0
2022-10-01,0,3,0
2022-10-02,0,7,0
2022-10-03,2,13,0
2022-10-04,0,28,0
2022-10-05,0,20,0
2022-10-06,0,14,0
2022-10-07,0,9,0
2022-10-08,3,0,0
2022-10-09,0,3,0
2022-10-10,0,18,0
2022-10-11,0,8,0
2022-10-12,0,5,0
2022-10-13,0,20,0
2022-10-14,0,5,0
2022-10-15,0,3,0
2022-10-16,0,0,0
2022-10-17,0,13,0
2022-10-18,0,13,0
2022-10-19,0,12,0
2022-10-20,0,12,0
2022-10-21,0,9,0
2022-10-22,0,4,0
2022-10-23,0,3,0
2022-10-24,1,15,0
2022-10-25,0,13,0
2022-10-26,0,19,0
2022-10-27,0,10,0
2022-10-28,0,9,0
2022-10-29,0,10,0
2022-10-30,2,2,0
2022-10-31,0,6,0
2022-11-01,1,8,0
2022-11-02,1,2,0
2022-11-03,0,12,0
2022-11-04,0,4,0
2022-11-05,0,3,0
2022-11-06,0,0,0
2022-11-07,1,2,0
2022-11-08,0,6,0
2022-11-09,2,3,0
2022-11-10,0,8,0
2022-11-11,0,0,0
2022-11-12,0,0,0
2022-11-13,0,0,1
2022-11-14,4,12,6
2022-11-15,1,4,0
2022-11-16,0,10,0
2022-11-17,2,13,0
2022-11-18,1,5,0
2022-11-19,0,1,0
2022-11-20,0,0,0
2022-11-21,8,15,2
2022-11-22,0,7,0
2022-11-23,0,3,0
2022-11-24,2,1,0
2022-11-25,1,8,0
2022-11-26,0,0,0
2022-11-27,2,0,0
2022-11-28,0,17,0
2022-11-29,0,10,0
2022-11-30,0,11,0
2022-12-01,4,7,0
2022-12-02,2,16,0
2022-12-03,0,2,0
2022-12-04,4,2,3
2022-12-05,0,13,0
2022-12-06,0,22,0
2022-12-07,0,10,0
2022-12-08,0,11,0
2022-12-09,0,19,0
2022-12-10,0,7,0
2022-12-11,2,1,0
2022-12-12,0,12,0
2022-12-13,0,15,0
2022-12-14,0,7,0
2022-12-15,0,10,0
2022-12-16,0,12,0
2022-12-17,0,4,0
2022-12-18,1,2,3
2022-12-19,0,15,0
2022-12-20,0,9,0
2022-12-21,0,7,0
2022-12-22,0,12,0
2022-12-23,0,1,0
2022-12-24,0,3,0
2022-12-25,0,2,0
2022-12-26,0,3,0
2022-12-27,0,2,0
2022-12-28,0,3,0
2022-12-29,0,6,0
2022-12-30,1,5,0
2022-12-31,2,3,0
2023-01-01,1,1,0
2023-01-02,0,2,0
2023-01-03,0,16,0
2023-01-04,4,19,0
2023-01-05,5,15,0
2023-01-06,3,17,0
2023-01-07,0,2,0
2023-01-08,5,0,0
2023-01-09,1,12,0
2023-01-10,4,15,0
2023-01-11,3,20,0
2023-01-12,6,12,0
2023-01-13,0,12,0
2023-01-14,0,3,0
2023-01-15,0,2,0
2023-01-16,2,19,0
2023-01-17,0,28,0
2023-01-18,4,26,0
2023-01-19,2,12,0
2023-01-20,1,13,0
2023-01-21,0,1,0
2023-01-22,0,5,0
2023-01-23,1,16,0
2023-01-24,1,11,0
2023-01-25,4,9,0
2023-01-26,2,15,0
2023-01-27,3,8,0
2023-01-28,3,10,0
2023-01-29,1,1,3
2023-01-30,1,31,1
2023-01-31,3,15,0
2023-02-01,2,15,0
2023-02-02,1,12,3
2023-02-03,0,13,0
2023-02-04,0,0,0
2023-02-05,0,3,0
2023-02-06,0,5,0
2023-02-07,1,7,0
2023-02-08,6,11,0
2023-02-09,3,11,8
2023-02-10,0,14,0
2023-02-11,1,12,6
2023-02-12,1,0,0
2023-02-13,1,11,0
2023-02-14,0,6,0
2023-02-15,7,18,0
2023-02-16,2,24,4
2023-02-17,0,16,4
2023-02-18,0,1,0
2023-02-19,1,2,2
2023-02-20,2,11,0
2023-02-21,0,12,2
2023-02-22,0,21,1
2023-02-23,1,9,0
2023-02-24,2,6,7
2023-02-25,4,0,0
2023-02-26,8,0,0
2023-02-27,6,11,15
2023-02-28,1,24,1
2023-03-01,1,5,3
2023-03-02,0,3,12
2023-03-03,0,4,3
2023-03-04,0,3,6
2023-03-05,0,2,5
2023-03-06,0,16,9
2023-03-07,0,19,1
2023-03-08,3,15,9
2023-03-09,0,7,5
2023-03-10,0,16,17
2023-03-11,0,3,1
2023-03-12,0,2,0
2023-03-13,0,6,4
2023-03-14,0,2,9
2023-03-15,0,20,6
2023-03-16,8,5,6
2023-03-17,0,2,4
2023-03-18,0,11,19
2023-03-19,0,6,14
2023-03-20,3,8,2
2023-03-21,1,13,10
2023-03-22,1,15,11
2023-03-23,1,24,2
2023-03-24,5,6,12
2023-03-25,0,0,5
2023-03-26,0,8,15
2023-03-27,0,17,33
2023-03-28,13,15,3
2023-03-29,4,5,25
2023-03-30,3,19,21
2023-03-31,6,20,16
2023-04-01,4,3,31
2023-04-02,5,4,6
2023-04-03,1,9,28
2023-04-04,4,12,4
2023-04-05,1,17,0
2023-04-06,1,15,8
2023-04-07,6,3,0
2023-04-08,0,0,13
2023-04-09,0,5,7
2023-04-10,0,12,0
2023-04-11,2,14,5
2023-04-12,0,7,4
2023-04-13,2,7,4
2023-04-14,0,7,5
2023-04-15,0,5,0
2023-04-16,0,2,25
2023-04-17,0,13,4
2023-04-18,0,10,1
2023-04-19,0,8,9
2023-04-20,0,13,3
2023-04-21,0,16,0
2023-04-22,0,1,1
2023-04-23,0,3,1
2023-04-24,1,0,2
2023-04-25,0,2,0
2023-04-26,0,7,0
2023-04-27,2,3,0
2023-04-28,0,2,2
2023-04-29,1,0,0
2023-04-30,0,2,0
2023-05-01,3,7,4
2023-05-02,10,15,0
2023-05-03,1,19,4
2023-05-04,0,10,5
2023-05-05,4,15,0
2023-05-06,0,4,0
2023-05-07,0,0,0
2023-05-08,2,4,1
2023-05-09,3,15,3
2023-05-10,0,27,3
2023-05-11,0,5,1
2023-05-12,0,3,0
2023-05-13,0,1,0
2023-05-14,0,5,0
2023-05-15,0,12,0
2023-05-16,0,12,0
2023-05-17,0,15,0
2023-05-18,0,22,0
2023-05-19,0,10,0
2023-05-20,0,14,0
2023-05-21,0,1,0
2023-05-22,0,13,0
2023-05-23,0,6,4
2023-05-24,0,7,3
2023-05-25,0,13,0
2023-05-26,0,15,0
2023-05-27,0,3,0
2023-05-28,0,1,0
2023-05-29,0,17,0
2023-05-30,0,18,0
2023-05-31,0,11,0
2023-06-01,0,7,3
2023-06-02,0,10,0
2023-06-03,0,1,0
2023-06-04,0,4,1
2023-06-05,0,7,0
2023-06-06,0,1,0
2023-06-07,0,4,0
2023-06-08,0,12,0
2023-06-09,0,4,5
2023-06-10,0,2,0
2023-06-11,0,0,0
2023-06-12,0,17,0
2023-06-13,0,10,6
2023-06-14,0,20,0
2023-06-15,0,14,0
2023-06-16,0,5,0
2023-06-17,0,2,0
2023-06-18,0,1,0
2023-06-19,0,10,0
2023-06-20,0,13,0
2023-06-21,0,19,0
2023-06-22,0,10,0
2023-06-23,0,34,0
2023-06-24,0,0,0
2023-06-25,0,0,0
2023-06-26,0,7,0
2023-06-27,0,21,0
2023-06-28,0,24,0
2023-06-29,0,22,0
2023-06-30,0,16,0
2023-07-01,0,3,0
2023-07-02,0,0,0
2023-07-03,0,7,0
2023-07-04,0,5,0
2023-07-05,0,0,1
2023-07-06,0,13,0
2023-07-07,0,18,1
2023-07-08,0,1,0
2023-07-09,0,1,0
2023-07-10,0,12,1
2023-07-11,0,8,0
2023-07-12,0,10,0
2023-07-13,0,9,0
2023-07-14,0,10,1
2023-07-15,0,0,0
2023-07-16,0,3,7
2023-07-17,0,12,0
2023-07-18,0,10,2
