,ant-design/ant-design,mui/material-ui,twbs/bootstrap
2022-06-13,5,10,3
2022-06-14,6,8,4
2022-06-15,4,6,1
2022-06-16,3,4,1
2022-06-17,10,8,0
2022-06-18,0,0,0
2022-06-19,1,0,0
2022-06-20,3,5,1
2022-06-21,13,8,2
2022-06-22,11,9,1
2022-06-23,11,10,0
2022-06-24,13,8,0
2022-06-25,0,0,1
2022-06-26,0,0,0
2022-06-27,9,1,2
2022-06-28,8,1,3
2022-06-29,10,2,2
2022-06-30,3,1,3
2022-07-01,6,5,0
2022-07-02,2,2,1
2022-07-03,2,1,0
2022-07-04,5,9,1
2022-07-05,11,8,1
2022-07-06,5,7,5
2022-07-07,6,1,3
2022-07-08,10,4,0
2022-07-09,0,0,1
2022-07-10,3,2,1
2022-07-11,6,10,8
2022-07-12,10,7,0
2022-07-13,7,6,2
2022-07-14,5,3,1
2022-07-15,10,4,1
2022-07-16,0,0,1
2022-07-17,0,0,1
2022-07-18,3,11,7
2022-07-19,5,4,3
2022-07-20,7,7,0
2022-07-21,5,2,0
2022-07-22,3,7,3
2022-07-23,4,1,0
2022-07-24,1,0,0
2022-07-25,7,13,8
2022-07-26,9,3,1
2022-07-27,4,6,2
2022-07-28,5,7,2
2022-07-29,8,5,2
2022-07-30,2,4,0
2022-07-31,1,1,1
2022-08-01,8,9,3
2022-08-02,3,5,0
2022-08-03,6,4,3
2022-08-04,9,9,2
2022-08-05,14,6,0
2022-08-06,0,1,0
2022-08-07,0,0,0
2022-08-08,21,10,0
2022-08-09,9,8,0
2022-08-10,4,5,1
2022-08-11,0,5,0
2022-08-12,5,3,0
2022-08-13,0,2,0
2022-08-14,0,0,0
2022-08-15,12,13,0
2022-08-16,6,5,0
2022-08-17,12,3,0
2022-08-18,10,0,0
2022-08-19,8,3,0
2022-08-20,0,0,0
2022-08-21,5,0,0
2022-08-22,5,13,0
2022-08-23,18,5,0
2022-08-24,10,4,0
2022-08-25,6,6,0
2022-08-26,11,3,0
2022-08-27,0,2,0
2022-08-28,2,3,0
2022-08-29,6,12,0
2022-08-30,15,4,0
2022-08-31,2,4,1
2022-09-01,6,3,20
2022-09-02,4,2,3
2022-09-03,1,5,0
2022-09-04,7,1,3
2022-09-05,4,4,2
2022-09-06,10,2,1
2022-09-07,8,3,3
2022-09-08,15,6,0
2022-09-09,8,3,0
2022-09-10,0,2,0
2022-09-11,0,0,0
2022-09-12,0,7,0
2022-09-13,5,0,0
2022-09-14,6,3,4
2022-09-15,5,5,1
2022-09-16,6,4,0
2022-09-17,5,4,0
2022-09-18,1,1,0
2022-09-19,18,5,0
2022-09-20,6,6,4
2022-09-21,7,3,3
2022-09-22,15,2,0
2022-09-23,11,3,2
2022-09-24,5,2,0
2022-09-25,0,0,0
2022-09-26,3,23,1
2022-09-27,13,5,7
2022-09-28,7,3,0
2022-09-29,15,0,0
2022-09-30,11,7,0
2022-10-01,4,1,0
2022-10-02,3,0,4
2022-10-03,2,14,11
2022-10-04,2,2,2
2022-10-05,3,5,0
2022-10-06,5,3,7
2022-10-07,1,1,1
2022-10-08,6,0,0
2022-10-09,2,1,0
2022-10-10,6,2,0
2022-10-11,19,4,0
2022-10-12,13,4,4
2022-10-13,5,2,0
2022-10-14,14,13,1
2022-10-15,1,1,0
2022-10-16,1,0,1
2022-10-17,20,12,0
2022-10-18,14,6,1
2022-10-19,22,8,0
2022-10-20,3,3,0
2022-10-21,9,4,0
2022-10-22,8,1,3
2022-10-23,6,4,2
2022-10-24,3,1,0
2022-10-25,2,9,2
2022-10-26,7,6,2
2022-10-27,8,5,0
2022-10-28,5,4,0
2022-10-29,1,8,1
2022-10-30,8,7,7
2022-10-31,20,17,2
2022-11-01,4,6,0
2022-11-02,9,4,0
2022-11-03,5,5,0
2022-11-04,14,2,1
2022-11-05,7,1,0
2022-11-06,3,3,1
2022-11-07,9,8,3
2022-11-08,8,3,0
2022-11-09,11,3,1
2022-11-10,15,3,0
2022-11-11,4,6,3
2022-11-12,5,4,5
2022-11-13,8,2,3
2022-11-14,14,13,6
2022-11-15,16,9,0
2022-11-16,16,0,1
2022-11-17,33,6,1
2022-11-18,40,3,0
2022-11-19,16,1,0
2022-11-20,2,4,0
2022-11-21,20,11,7
2022-11-22,19,5,2
2022-11-23,8,6,0
2022-11-24,18,5,0
2022-11-25,11,4,1
2022-11-26,1,0,0
2022-11-27,7,0,0
2022-11-28,5,6,0
2022-11-29,10,4,5
2022-11-30,15,1,1
2022-12-01,18,7,2
2022-12-02,4,4,0
2022-12-03,9,4,0
2022-12-04,5,0,0
2022-12-05,17,7,0
2022-12-06,15,4,0
2022-12-07,23,4,0
2022-12-08,16,2,0
2022-12-09,18,3,1
2022-12-10,1,0,0
2022-12-11,2,5,1
2022-12-12,7,11,0
2022-12-13,16,7,0
2022-12-14,10,2,0
2022-12-15,11,4,2
2022-12-16,4,1,5
2022-12-17,2,2,0
2022-12-18,3,0,3
2022-12-19,18,3,1
2022-12-20,4,11,5
2022-12-21,9,4,1
2022-12-22,12,8,0
2022-12-23,5,9,0
2022-12-24,5,0,3
2022-12-25,8,1,5
2022-12-26,10,12,5
2022-12-27,15,2,1
2022-12-28,8,4,6
2022-12-29,9,0,10
2022-12-30,8,4,0
2022-12-31,44,2,2
2023-01-01,4,0,0
2023-01-02,3,5,7
2023-01-03,8,5,4
2023-01-04,12,2,9
2023-01-05,7,3,0
2023-01-06,10,1,11
2023-01-07,5,0,1
2023-01-08,7,0,4
2023-01-09,11,11,0
2023-01-10,9,0,1
2023-01-11,19,1,6
2023-01-12,10,7,2
2023-01-13,6,1,2
2023-01-14,3,1,0
2023-01-15,6,2,2
2023-01-16,17,8,4
2023-01-17,5,4,8
2023-01-18,10,2,2
2023-01-19,8,0,0
2023-01-20,6,4,0
2023-01-21,10,2,4
2023-01-22,1,1,0
2023-01-23,3,10,0
2023-01-24,4,4,0
2023-01-25,1,3,0
2023-01-26,0,2,3
2023-01-27,0,7,0
2023-01-28,5,2,1
2023-01-29,6,1,0
2023-01-30,3,11,0
2023-01-31,8,4,0
2023-02-01,9,2,0
2023-02-02,3,3,0
2023-02-03,4,3,0
2023-02-04,4,5,4
2023-02-05,6,3,0
2023-02-06,7,5,2
2023-02-07,10,4,0
2023-02-08,11,5,0
2023-02-09,9,2,0
2023-02-10,7,8,0
2023-02-11,0,0,3
2023-02-12,0,1,0
2023-02-13,11,11,2
2023-02-14,6,9,8
2023-02-15,7,5,5
2023-02-16,4,8,0
2023-02-17,9,4,1
2023-02-18,0,4,0
2023-02-19,11,0,1
2023-02-20,7,3,1
2023-02-21,7,9,1
2023-02-22,12,4,1
2023-02-23,7,5,2
2023-02-24,8,4,2
2023-02-25,0,2,3
2023-02-26,1,0,0
2023-02-27,12,8,0
2023-02-28,7,8,0
2023-03-01,10,4,0
2023-03-02,4,3,8
2023-03-03,2,9,0
2023-03-04,0,3,3
2023-03-05,11,0,0
2023-03-06,2,12,0
2023-03-07,9,5,4
2023-03-08,4,1,3
2023-03-09,4,1,0
2023-03-10,4,3,11
2023-03-11,1,1,0
2023-03-12,2,2,0
2023-03-13,9,3,1
2023-03-14,14,2,7
2023-03-15,13,7,3
2023-03-16,7,8,1
2023-03-17,5,6,1
2023-03-18,3,1,0
2023-03-19,8,0,1
2023-03-20,8,6,4
2023-03-21,11,10,1
2023-03-22,5,3,6
2023-03-23,4,2,2
2023-03-24,5,7,5
2023-03-25,5,1,5
2023-03-26,5,0,5
2023-03-27,8,3,7
2023-03-28,7,6,4
2023-03-29,7,2,4
2023-03-30,5,3,1
2023-03-31,5,9,0
2023-04-01,3,1,1
2023-04-02,2,0,0
2023-04-03,10,10,1
2023-04-04,4,10,0
2023-04-05,2,2,2
2023-04-06,7,2,0
2023-04-07,5,5,0
2023-04-08,6,3,0
2023-04-09,0,1,1
2023-04-10,9,5,5
2023-04-11,10,7,3
2023-04-12,8,12,3
2023-04-13,3,2,2
2023-04-14,3,5,0
2023-04-15,0,0,0
2023-04-16,2,0,0
2023-04-17,5,6,0
2023-04-18,5,2,1
2023-04-19,12,1,0
2023-04-20,2,7,0
2023-04-21,1,1,4
2023-04-22,1,1,0
2023-04-23,8,5,0
2023-04-24,7,3,0
2023-04-25,9,9,0
2023-04-26,7,5,3
2023-04-27,8,5,0
2023-04-28,12,24,2
2023-04-29,3,0,0
2023-04-30,0,5,3
2023-05-01,0,3,0
2023-05-02,0,11,0
2023-05-03,1,9,0
2023-05-04,9,3,0
2023-05-05,5,1,0
2023-05-06,9,0,0
2023-05-07,3,0,0
2023-05-08,13,6,0
2023-05-09,8,9,0
2023-05-10,10,7,0
2023-05-11,8,10,1
2023-05-12,13,4,0
2023-05-13,3,1,0
2023-05-14,4,0,0
2023-05-15,12,4,0
2023-05-16,15,8,2
2023-05-17,12,10,3
2023-05-18,14,2,0
2023-05-19,9,10,1
2023-05-20,1,0,0
2023-05-21,0,0,0
2023-05-22,15,4,0
2023-05-23,7,5,0
2023-05-24,5,3,0
2023-05-25,15,2,0
2023-05-26,15,3,1
2023-05-27,6,0,1
2023-05-28,5,0,0
2023-05-29,3,10,0
2023-05-30,8,2,2
2023-05-31,7,4,3
2023-06-01,5,3,11
2023-06-02,6,2,0
2023-06-03,3,2,1
2023-06-04,4,1,0
2023-06-05,12,8,0
2023-06-06,9,1,1
2023-06-07,19,0,0
2023-06-08,2,2,1
2023-06-09,4,5,0
2023-06-10,0,1,0
2023-06-11,1,4,0
2023-06-12,12,11,0
2023-06-13,10,2,3
2023-06-14,8,5,0
2023-06-15,10,9,0
2023-06-16,7,6,0
2023-06-17,0,1,0
2023-06-18,2,1,1
2023-06-19,8,6,0
2023-06-20,10,6,0
2023-06-21,10,7,0
2023-06-22,2,4,0
2023-06-23,0,5,0
2023-06-24,8,1,0
2023-06-25,21,2,6
2023-06-26,10,5,0
2023-06-27,9,5,0
2023-06-28,9,4,0
2023-06-29,9,5,0
2023-06-30,11,7,1
2023-07-01,0,2,0
2023-07-02,0,1,0
2023-07-03,12,13,0
2023-07-04,5,7,1
2023-07-05,16,5,0
2023-07-06,18,4,7
