,grafana/grafana,netdata/netdata,cacti/cacti
2024-07-25,24,1,0
2024-07-26,23,2,0
2024-07-27,0,1,0
2024-07-28,1,0,0
2024-07-29,29,3,0
2024-07-30,29,4,0
2024-07-31,35,2,4
2024-08-01,24,2,0
2024-08-02,18,1,0
2024-08-03,0,0,0
2024-08-04,0,0,4
2024-08-05,15,7,0
2024-08-06,20,9,0
2024-08-07,10,4,0
2024-08-08,21,10,3
2024-08-09,24,8,8
2024-08-10,0,2,0
2024-08-11,3,8,0
2024-08-12,26,13,0
2024-08-13,29,4,0
2024-08-14,22,8,0
2024-08-15,24,1,0
2024-08-16,17,9,0
2024-08-17,0,4,0
2024-08-18,1,12,4
2024-08-19,19,22,0
2024-08-20,20,5,0
2024-08-21,29,7,0
2024-08-22,24,4,5
2024-08-23,12,7,0
2024-08-24,0,5,0
2024-08-25,0,3,2
2024-08-26,27,10,0
2024-08-27,39,2,0
2024-08-28,22,7,0
2024-08-29,33,14,0
2024-08-30,35,5,0
2024-08-31,0,1,0
2024-09-01,0,4,0
2024-09-02,23,2,0
2024-09-03,19,3,0
2024-09-04,18,17,0
2024-09-05,23,3,0
2024-09-06,22,1,0
2024-09-07,1,0,14
2024-09-08,1,3,0
2024-09-09,30,2,3
2024-09-10,34,13,0
2024-09-11,21,9,0
2024-09-12,28,5,8
2024-09-13,25,6,0
2024-09-14,0,9,0
2024-09-15,0,1,4
2024-09-16,1,9,2
2024-09-17,15,7,4
2024-09-18,12,7,7
2024-09-19,20,1,4
2024-09-20,17,1,2
2024-09-21,1,3,0
2024-09-22,0,4,0
2024-09-23,29,3,2
2024-09-24,33,5,1
2024-09-25,34,4,2
2024-09-26,30,2,1
2024-09-27,37,7,3
2024-09-28,4,3,2
2024-09-29,0,3,4
2024-09-30,38,8,0
2024-10-01,29,5,3
2024-10-02,25,7,0
2024-10-03,18,16,1
2024-10-04,33,10,0
2024-10-05,0,1,0
2024-10-06,0,7,0
2024-10-07,30,7,0
2024-10-08,23,16,6
2024-10-09,25,9,0
2024-10-10,32,16,0
2024-10-11,30,9,0
2024-10-12,0,1,3
2024-10-13,0,0,6
2024-10-14,19,7,6
2024-10-15,32,10,2
2024-10-16,21,8,11
2024-10-17,39,12,5
2024-10-18,24,10,0
2024-10-19,0,7,0
2024-10-20,0,3,2
2024-10-21,31,12,1
2024-10-22,26,7,0
2024-10-23,36,8,0
2024-10-24,42,5,0
2024-10-25,21,5,0
2024-10-26,0,2,0
2024-10-27,0,4,0
2024-10-28,28,5,0
2024-10-29,25,6,17
2024-10-30,20,11,11
2024-10-31,25,11,1
2024-11-01,15,7,8
2024-11-02,0,4,7
2024-11-03,0,2,7
2024-11-04,21,9,13
2024-11-05,32,10,9
2024-11-06,32,6,8
2024-11-07,33,11,11
2024-11-08,25,10,12
2024-11-09,1,3,14
2024-11-10,0,2,6
2024-11-11,26,4,9
2024-11-12,41,11,0
2024-11-13,19,3,2
2024-11-14,31,18,3
2024-11-15,36,4,14
2024-11-16,1,1,6
2024-11-17,0,1,7
2024-11-18,20,4,1
2024-11-19,33,8,4
2024-11-20,24,8,1
2024-11-21,33,4,0
2024-11-22,21,6,4
2024-11-23,0,2,0
2024-11-24,0,1,7
2024-11-25,26,13,4
2024-11-26,28,2,4
2024-11-27,24,9,6
2024-11-28,22,4,3
2024-11-29,10,5,15
2024-11-30,0,5,24
2024-12-01,0,1,12
2024-12-02,26,3,15
2024-12-03,22,3,16
2024-12-04,12,6,8
2024-12-05,23,10,15
2024-12-06,17,9,9
2024-12-07,2,7,3
2024-12-08,0,2,4
2024-12-09,19,14,36
2024-12-10,28,6,8
2024-12-11,21,8,14
2024-12-12,36,10,23
2024-12-13,23,2,15
2024-12-14,0,4,6
2024-12-15,0,7,18
2024-12-16,20,12,16
2024-12-17,27,9,4
2024-12-18,28,5,7
2024-12-19,25,7,23
2024-12-20,14,5,20
2024-12-21,0,6,16
2024-12-22,0,1,9
2024-12-23,1,9,15
2024-12-24,1,4,20
2024-12-25,1,4,1
2024-12-26,1,2,0
2024-12-27,4,4,8
2024-12-28,0,2,10
2024-12-29,1,4,21
2024-12-30,5,7,31
2024-12-31,6,6,19
2025-01-01,0,2,8
2025-01-02,11,6,18
2025-01-03,16,3,16
2025-01-04,0,1,12
2025-01-05,0,1,5
2025-01-06,22,3,0
2025-01-07,37,9,0
2025-01-08,22,14,7
2025-01-09,30,13,11
2025-01-10,38,11,15
2025-01-11,2,2,4
2025-01-12,0,7,1
2025-01-13,30,6,7
2025-01-14,30,10,5
2025-01-15,29,11,7
2025-01-16,31,8,15
2025-01-17,33,14,15
2025-01-18,0,2,0
2025-01-19,2,3,2
2025-01-20,22,6,0
2025-01-21,30,6,0
2025-01-22,19,7,0
2025-01-23,37,7,0
2025-01-24,25,5,0
2025-01-25,0,3,0
2025-01-26,1,2,2
2025-01-27,37,12,1
2025-01-28,35,14,2
2025-01-29,36,5,4
2025-01-30,24,14,2
2025-01-31,21,19,0
2025-02-01,0,2,0
2025-02-02,0,4,3
2025-02-03,33,10,0
2025-02-04,28,3,0
2025-02-05,26,9,0
2025-02-06,34,5,0
2025-02-07,36,10,4
2025-02-08,1,3,1
2025-02-09,0,1,1
2025-02-10,23,12,0
2025-02-11,38,6,0
2025-02-12,34,10,0
2025-02-13,48,10,0
2025-02-14,37,2,0
2025-02-15,1,1,0
2025-02-16,0,1,0
2025-02-17,23,8,0
2025-02-18,24,8,0
2025-02-19,38,7,1
2025-02-20,44,6,0
2025-02-21,33,7,0
2025-02-22,4,1,13
2025-02-23,0,10,4
2025-02-24,20,8,5
2025-02-25,33,6,2
2025-02-26,25,14,0
2025-02-27,31,6,1
2025-02-28,19,13,3
2025-03-01,1,3,0
2025-03-02,0,6,0
2025-03-03,18,9,0
2025-03-04,23,10,2
2025-03-05,23,11,2
2025-03-06,42,6,3
2025-03-07,35,10,3
2025-03-08,3,10,6
2025-03-09,1,2,19
2025-03-10,31,7,6
2025-03-11,54,9,7
2025-03-12,41,13,1
2025-03-13,40,12,3
2025-03-14,31,8,1
2025-03-15,0,8,0
2025-03-16,1,4,0
2025-03-17,37,15,8
2025-03-18,40,6,1
2025-03-19,37,9,0
2025-03-20,46,11,3
2025-03-21,38,9,3
2025-03-22,4,5,8
2025-03-23,0,2,18
2025-03-24,35,7,3
2025-03-25,32,6,1
2025-03-26,51,8,0
2025-03-27,56,12,0
2025-03-28,3,6,0
2025-03-29,1,6,0
2025-03-30,2,3,0
2025-03-31,36,16,1
2025-04-01,39,10,0
2025-04-02,54,8,2
2025-04-03,47,14,2
2025-04-04,30,5,1
2025-04-05,1,3,2
2025-04-06,3,8,0
2025-04-07,40,12,4
2025-04-08,52,13,3
2025-04-09,46,13,0
2025-04-10,54,5,0
2025-04-11,73,3,1
2025-04-12,0,1,0
2025-04-13,0,1,2
2025-04-14,25,5,1
2025-04-15,32,7,0
2025-04-16,24,4,0
2025-04-17,18,10,0
2025-04-18,6,5,2
2025-04-19,1,1,0
2025-04-20,0,2,0
2025-04-21,10,1,0
2025-04-22,46,5,0
2025-04-23,38,7,0
2025-04-24,34,7,1
2025-04-25,29,6,1
2025-04-26,0,2,0
2025-04-27,0,4,0
2025-04-28,11,13,0
2025-04-29,6,7,0
2025-04-30,49,7,2
2025-05-01,19,2,0
2025-05-02,21,10,0
2025-05-03,1,2,0
2025-05-04,0,1,0
2025-05-05,27,5,0
2025-05-06,34,5,0
2025-05-07,29,7,0
2025-05-08,30,7,3
2025-05-09,27,5,1
2025-05-10,0,1,0
2025-05-11,1,0,0
2025-05-12,31,4,0
2025-05-13,32,2,0
2025-05-14,30,5,0
2025-05-15,36,4,0
2025-05-16,25,5,1
2025-05-17,2,1,0
2025-05-18,0,2,0
2025-05-19,34,7,0
2025-05-20,33,8,0
2025-05-21,33,11,0
2025-05-22,35,5,0
2025-05-23,22,4,1
2025-05-24,1,1,0
2025-05-25,1,2,0
2025-05-26,11,5,0
2025-05-27,26,7,0
2025-05-28,35,10,0
2025-05-29,24,11,0
2025-05-30,2,5,0
2025-05-31,0,1,1
2025-06-01,1,2,1
2025-06-02,13,5,0
2025-06-03,16,2,1
2025-06-04,17,8,0
2025-06-05,18,13,0
2025-06-06,9,6,0
2025-06-07,1,2,0
2025-06-08,0,3,1
2025-06-09,14,3,0
2025-06-10,34,7,0
2025-06-11,33,7,0
2025-06-12,29,2,0
2025-06-13,27,11,0
2025-06-14,0,0,0
2025-06-15,1,3,1
2025-06-16,33,8,2
2025-06-17,32,10,1
2025-06-18,51,15,0
2025-06-19,16,5,0
2025-06-20,21,4,0
2025-06-21,2,2,0
2025-06-22,1,2,0
2025-06-23,4,7,2
2025-06-24,41,12,0
2025-06-25,42,6,2
2025-06-26,32,7,0
2025-06-27,30,6,2
2025-06-28,0,1,1
2025-06-29,1,25,5
2025-06-30,37,12,2
2025-07-01,25,10,3
2025-07-02,22,5,2
2025-07-03,25,6,3
2025-07-04,24,3,10
2025-07-05,0,2,0
2025-07-06,0,2,1
2025-07-07,28,4,2
2025-07-08,28,8,0
2025-07-09,38,2,1
2025-07-10,39,2,0
2025-07-11,39,8,7
2025-07-12,1,2,0
2025-07-13,1,10,11
2025-07-14,18,10,1
2025-07-15,34,7,0
2025-07-16,34,5,0
2025-07-17,33,2,0
2025-07-18,29,6,0
2025-07-19,1,3,0
2025-07-20,0,1,0
2025-07-21,26,2,1
2025-07-22,23,3,2
2025-07-23,34,5,0
2025-07-24,36,7,0
2025-07-25,29,4,1
2025-07-26,1,1,0
2025-07-27,0,1,0
2025-07-28,45,3,1
2025-07-29,37,3,0
2025-07-30,40,5,0
2025-07-31,43,6,0
2025-08-01,31,3,0
2025-08-02,1,2,0
2025-08-03,0,3,0
2025-08-04,24,7,0
2025-08-05,29,6,0
2025-08-06,49,8,0
2025-08-07,27,2,0
2025-08-08,30,6,0
2025-08-09,1,3,1
2025-08-10,0,3,0
2025-08-11,28,8,2
2025-08-12,24,10,0
2025-08-13,33,3,0
2025-08-14,34,3,12
2025-08-15,16,1,1
2025-08-16,2,2,0
