,getsentry/sentry,grafana/grafana,elastic/kibana
2024-06-28,38,1,37
2024-06-29,1,0,9
2024-06-30,0,0,2
2024-07-01,49,19,44
2024-07-02,76,20,73
2024-07-03,66,28,50
2024-07-04,26,30,51
2024-07-05,20,22,32
2024-07-06,0,2,5
2024-07-07,0,0,0
2024-07-08,60,18,36
2024-07-09,59,23,62
2024-07-10,51,17,39
2024-07-11,45,23,57
2024-07-12,49,30,29
2024-07-13,0,2,3
2024-07-14,0,0,1
2024-07-15,47,15,49
2024-07-16,40,26,50
2024-07-17,57,32,58
2024-07-18,48,24,44
2024-07-19,41,23,32
2024-07-20,4,1,2
2024-07-21,0,0,1
2024-07-22,70,25,51
2024-07-23,75,20,46
2024-07-24,91,18,71
2024-07-25,80,24,52
2024-07-26,45,23,46
2024-07-27,0,0,2
2024-07-28,0,1,0
2024-07-29,77,29,37
2024-07-30,79,29,47
2024-07-31,71,35,69
2024-08-01,92,24,39
2024-08-02,37,18,48
2024-08-03,0,0,1
2024-08-04,0,0,4
2024-08-05,36,15,33
2024-08-06,71,20,37
2024-08-07,56,10,40
2024-08-08,74,21,43
2024-08-09,54,24,40
2024-08-10,0,0,2
2024-08-11,0,3,4
2024-08-12,63,26,38
2024-08-13,82,29,35
2024-08-14,69,22,46
2024-08-15,71,24,43
2024-08-16,51,17,5
2024-08-17,1,0,1
2024-08-18,0,1,1
2024-08-19,2,19,40
2024-08-20,2,20,37
2024-08-21,1,29,38
2024-08-22,0,24,45
2024-08-23,0,12,42
2024-08-24,0,0,3
2024-08-25,0,0,1
2024-08-26,96,27,41
2024-08-27,45,39,36
2024-08-28,52,22,42
2024-08-29,50,33,55
2024-08-30,6,35,43
2024-08-31,0,0,4
2024-09-01,0,0,1
2024-09-02,10,23,18
2024-09-03,55,19,37
2024-09-04,55,18,38
2024-09-05,56,23,55
2024-09-06,46,22,40
2024-09-07,1,1,2
2024-09-08,0,1,1
2024-09-09,71,30,35
2024-09-10,68,34,50
2024-09-11,50,21,40
2024-09-12,51,28,43
2024-09-13,57,25,43
2024-09-14,0,0,3
2024-09-15,1,0,4
2024-09-16,65,1,55
2024-09-17,51,15,53
2024-09-18,57,12,52
2024-09-19,40,20,47
2024-09-20,36,17,45
2024-09-21,0,1,1
2024-09-22,0,0,4
2024-09-23,51,29,40
2024-09-24,68,33,36
2024-09-25,57,34,43
2024-09-26,37,30,58
2024-09-27,51,37,38
2024-09-28,1,4,1
2024-09-29,0,0,2
2024-09-30,41,38,51
2024-10-01,48,29,47
2024-10-02,51,25,42
2024-10-03,60,18,36
2024-10-04,48,33,41
2024-10-05,0,0,5
2024-10-06,0,0,2
2024-10-07,61,30,51
2024-10-08,48,23,80
2024-10-09,50,25,63
2024-10-10,59,32,54
2024-10-11,41,30,60
2024-10-12,1,0,5
2024-10-13,0,0,5
2024-10-14,1,19,73
2024-10-15,63,32,73
2024-10-16,69,21,57
2024-10-17,63,39,66
2024-10-18,50,24,56
2024-10-19,1,0,5
2024-10-20,0,0,2
2024-10-21,57,31,45
2024-10-22,61,26,70
2024-10-23,66,36,58
2024-10-24,76,42,70
2024-10-25,45,21,47
2024-10-26,0,0,1
2024-10-27,0,0,2
2024-10-28,56,28,55
2024-10-29,46,25,28
2024-10-30,63,20,58
2024-10-31,56,25,44
2024-11-01,39,15,22
2024-11-02,0,0,1
2024-11-03,0,0,1
2024-11-04,35,21,41
2024-11-05,68,32,46
2024-11-06,47,32,65
2024-11-07,61,33,49
2024-11-08,55,25,64
2024-11-09,3,1,2
2024-11-10,0,0,1
2024-11-11,32,26,34
2024-11-12,61,41,61
2024-11-13,67,19,52
2024-11-14,59,31,54
2024-11-15,67,36,9
2024-11-16,3,1,1
2024-11-17,0,0,1
2024-11-18,58,20,74
2024-11-19,53,33,59
2024-11-20,58,24,68
2024-11-21,51,33,68
2024-11-22,58,21,55
2024-11-23,0,0,7
2024-11-24,0,0,3
2024-11-25,33,26,57
2024-11-26,39,28,44
2024-11-27,41,24,71
2024-11-28,19,22,45
2024-11-29,17,10,43
2024-11-30,0,0,6
2024-12-01,0,0,1
2024-12-02,44,26,61
2024-12-03,60,22,46
2024-12-04,60,12,52
2024-12-05,62,23,52
2024-12-06,38,17,27
2024-12-07,1,2,2
2024-12-08,1,0,3
2024-12-09,34,19,28
2024-12-10,41,28,69
2024-12-11,32,21,67
2024-12-12,55,36,115
2024-12-13,42,23,60
2024-12-14,1,0,4
2024-12-15,1,0,1
2024-12-16,45,20,65
2024-12-17,61,27,52
2024-12-18,48,28,54
2024-12-19,63,25,62
2024-12-20,47,14,4
2024-12-21,4,0,2
2024-12-22,0,0,0
2024-12-23,40,1,18
2024-12-24,1,1,9
2024-12-25,0,1,2
2024-12-26,10,1,6
2024-12-27,22,4,11
2024-12-28,0,0,2
2024-12-29,0,1,1
2024-12-30,52,5,25
2024-12-31,44,6,5
2025-01-01,0,0,1
2025-01-02,118,11,29
2025-01-03,56,16,41
2025-01-04,0,0,3
2025-01-05,0,0,3
2025-01-06,64,22,28
2025-01-07,62,37,56
2025-01-08,71,22,52
2025-01-09,71,30,34
2025-01-10,67,38,54
2025-01-11,2,2,3
2025-01-12,0,0,2
2025-01-13,48,30,42
2025-01-14,86,30,58
2025-01-15,91,29,56
2025-01-16,59,31,45
2025-01-17,51,33,34
2025-01-18,2,0,3
2025-01-19,0,2,4
2025-01-20,19,22,40
2025-01-21,55,30,57
2025-01-22,53,19,55
2025-01-23,77,37,44
2025-01-24,76,25,51
2025-01-25,0,0,3
2025-01-26,0,1,1
2025-01-27,69,37,61
2025-01-28,67,35,68
2025-01-29,43,36,85
2025-01-30,53,24,49
2025-01-31,42,21,44
2025-02-01,1,0,5
2025-02-02,0,0,3
2025-02-03,64,33,38
2025-02-04,65,28,45
2025-02-05,75,26,59
2025-02-06,74,34,39
2025-02-07,53,36,27
2025-02-08,4,1,3
2025-02-09,0,0,2
2025-02-10,95,23,40
2025-02-11,75,38,56
2025-02-12,69,34,45
2025-02-13,93,48,37
2025-02-14,61,37,44
2025-02-15,2,1,2
2025-02-16,4,0,4
2025-02-17,9,23,31
2025-02-18,70,24,36
2025-02-19,63,38,38
2025-02-20,83,44,36
2025-02-21,75,33,38
2025-02-22,4,4,5
2025-02-23,0,0,2
2025-02-24,75,20,28
2025-02-25,80,33,33
2025-02-26,81,25,25
2025-02-27,63,31,17
2025-02-28,60,19,32
2025-03-01,5,1,2
2025-03-02,0,0,0
2025-03-03,66,18,38
2025-03-04,76,23,48
2025-03-05,89,23,29
2025-03-06,75,42,51
2025-03-07,63,35,34
2025-03-08,4,3,5
2025-03-09,0,1,1
2025-03-10,72,31,42
2025-03-11,76,54,55
2025-03-12,87,41,65
2025-03-13,67,40,41
2025-03-14,78,31,43
2025-03-15,1,0,2
2025-03-16,0,1,1
2025-03-17,92,37,39
2025-03-18,67,40,53
2025-03-19,92,37,44
2025-03-20,84,46,42
2025-03-21,79,38,38
2025-03-22,1,4,5
2025-03-23,0,0,2
2025-03-24,124,35,42
2025-03-25,129,32,44
2025-03-26,87,51,32
2025-03-27,88,56,42
2025-03-28,74,3,35
2025-03-29,1,1,2
2025-03-30,0,2,0
2025-03-31,98,36,38
2025-04-01,88,39,51
2025-04-02,91,54,57
2025-04-03,134,47,39
2025-04-04,77,30,36
2025-04-05,1,1,1
2025-04-06,0,3,1
2025-04-07,123,40,51
2025-04-08,103,52,40
2025-04-09,85,46,52
2025-04-10,116,54,39
2025-04-11,71,73,26
2025-04-12,1,0,0
2025-04-13,1,0,0
2025-04-14,94,25,40
2025-04-15,108,32,47
2025-04-16,115,24,44
2025-04-17,90,18,40
2025-04-18,31,6,15
2025-04-19,0,1,2
2025-04-20,0,0,3
2025-04-21,40,10,14
2025-04-22,84,46,48
2025-04-23,100,38,34
2025-04-24,105,34,54
2025-04-25,75,29,39
2025-04-26,0,0,4
2025-04-27,0,0,1
2025-04-28,97,11,34
2025-04-29,69,6,45
2025-04-30,74,49,40
2025-05-01,71,19,27
2025-05-02,57,21,22
2025-05-03,1,1,1
2025-05-04,0,0,2
2025-05-05,81,27,38
2025-05-06,110,34,44
2025-05-07,94,29,37
2025-05-08,110,30,41
2025-05-09,76,27,40
2025-05-10,3,0,3
2025-05-11,0,1,0
2025-05-12,100,31,4
2025-05-13,102,32,1
2025-05-14,63,30,3
2025-05-15,78,36,4
2025-05-16,54,25,3
2025-05-17,3,2,2
2025-05-18,0,0,0
2025-05-19,51,34,12
2025-05-20,72,33,31
2025-05-21,73,33,33
2025-05-22,82,35,29
2025-05-23,31,22,27
2025-05-24,1,1,5
2025-05-25,0,1,1
2025-05-26,20,11,26
2025-05-27,66,26,41
2025-05-28,68,35,46
2025-05-29,67,24,26
2025-05-30,57,2,31
2025-05-31,0,0,3
2025-06-01,0,1,1
2025-06-02,89,13,42
2025-06-03,89,16,43
2025-06-04,89,17,49
2025-06-05,94,18,53
2025-06-06,49,9,34
2025-06-07,3,1,3
2025-06-08,0,0,1
2025-06-09,92,14,16
2025-06-10,95,34,47
2025-06-11,85,33,38
2025-06-12,74,29,45
2025-06-13,74,27,33
2025-06-14,1,0,3
2025-06-15,0,1,1
2025-06-16,86,33,42
2025-06-17,80,32,51
2025-06-18,98,51,48
2025-06-19,20,16,44
2025-06-20,58,21,54
2025-06-21,2,2,1
2025-06-22,0,1,3
2025-06-23,102,4,61
2025-06-24,97,41,95
2025-06-25,103,42,58
2025-06-26,117,32,57
2025-06-27,70,30,51
2025-06-28,0,0,3
2025-06-29,0,1,3
2025-06-30,59,37,58
2025-07-01,65,25,43
2025-07-02,72,22,51
2025-07-03,41,25,51
2025-07-04,27,24,24
2025-07-05,0,0,2
2025-07-06,0,0,4
2025-07-07,69,28,55
2025-07-08,66,28,58
2025-07-09,72,38,49
2025-07-10,66,39,58
2025-07-11,71,39,50
2025-07-12,1,1,4
2025-07-13,0,1,0
2025-07-14,90,18,41
2025-07-15,94,34,57
2025-07-16,91,34,87
2025-07-17,88,33,46
2025-07-18,79,29,51
2025-07-19,0,1,2
2025-07-20,0,0,2
2025-07-21,91,26,42
