,getsentry/sentry,elastic/kibana,grafana/grafana
2020-07-29,12,44,7
2020-07-30,5,40,7
2020-07-31,11,38,12
2020-08-01,0,8,1
2020-08-02,0,0,0
2020-08-03,2,35,8
2020-08-04,2,34,7
2020-08-05,2,35,9
2020-08-06,0,26,9
2020-08-07,1,3,9
2020-08-08,0,0,1
2020-08-09,0,0,1
2020-08-10,23,24,10
2020-08-11,15,31,5
2020-08-12,20,23,10
2020-08-13,19,25,13
2020-08-14,15,29,6
2020-08-15,3,6,0
2020-08-16,0,0,0
2020-08-17,14,25,9
2020-08-18,15,34,6
2020-08-19,25,37,14
2020-08-20,15,32,18
2020-08-21,9,31,6
2020-08-22,0,3,0
2020-08-23,0,1,2
2020-08-24,20,38,12
2020-08-25,15,26,16
2020-08-26,29,34,9
2020-08-27,30,34,11
2020-08-28,32,9,7
2020-08-29,0,0,0
2020-08-30,0,0,0
2020-08-31,13,33,8
2020-09-01,26,37,8
2020-09-02,32,32,9
2020-09-03,19,39,10
2020-09-04,22,41,8
2020-09-05,0,0,0
2020-09-06,0,1,0
2020-09-07,11,18,15
2020-09-08,20,31,25
2020-09-09,20,41,22
2020-09-10,22,29,6
2020-09-11,13,7,14
2020-09-12,0,0,2
2020-09-13,0,2,0
2020-09-14,18,44,11
2020-09-15,40,50,18
2020-09-16,21,45,8
2020-09-17,23,48,12
2020-09-18,14,41,6
2020-09-19,0,2,1
2020-09-20,0,2,1
2020-09-21,21,31,12
2020-09-22,28,37,14
2020-09-23,22,48,22
2020-09-24,20,59,23
2020-09-25,19,11,26
2020-09-26,1,0,3
2020-09-27,0,0,0
2020-09-28,23,47,14
2020-09-29,25,60,18
2020-09-30,22,63,19
2020-10-01,31,81,23
2020-10-02,23,53,10
2020-10-03,1,6,5
2020-10-04,0,3,2
2020-10-05,24,73,15
2020-10-06,23,97,7
2020-10-07,18,41,13
2020-10-08,20,30,19
2020-10-09,29,4,20
2020-10-10,0,0,0
2020-10-11,0,0,0
2020-10-12,9,31,15
2020-10-13,22,48,22
2020-10-14,13,45,29
2020-10-15,46,41,13
2020-10-16,35,45,19
2020-10-17,0,2,6
2020-10-18,0,0,0
2020-10-19,28,34,15
2020-10-20,33,47,15
2020-10-21,24,40,18
2020-10-22,27,30,18
2020-10-23,28,3,10
2020-10-24,0,0,1
2020-10-25,0,1,0
2020-10-26,15,31,17
2020-10-27,25,36,9
2020-10-28,24,30,16
2020-10-29,27,36,14
2020-10-30,24,33,10
2020-10-31,0,1,1
2020-11-01,0,1,1
2020-11-02,11,46,14
2020-11-03,32,46,16
2020-11-04,21,32,13
2020-11-05,37,36,22
2020-11-06,24,35,6
2020-11-07,1,4,0
2020-11-08,0,4,0
2020-11-09,16,36,24
2020-11-10,22,41,15
2020-11-11,37,32,27
2020-11-12,49,35,13
2020-11-13,25,4,14
2020-11-14,2,4,2
2020-11-15,1,1,2
2020-11-16,28,29,3
2020-11-17,33,34,20
2020-11-18,34,41,21
2020-11-19,24,47,15
2020-11-20,38,50,14
2020-11-21,0,1,2
2020-11-22,0,8,0
2020-11-23,21,45,8
2020-11-24,25,49,17
2020-11-25,10,29,20
2020-11-26,16,11,11
2020-11-27,9,2,9
2020-11-28,0,1,0
2020-11-29,0,0,4
2020-11-30,25,38,0
2020-12-01,39,37,19
2020-12-02,26,38,32
2020-12-03,27,41,18
2020-12-04,32,36,21
2020-12-05,3,5,0
2020-12-06,0,1,0
2020-12-07,25,33,16
2020-12-08,18,60,17
2020-12-09,31,53,12
2020-12-10,28,68,11
2020-12-11,25,10,13
2020-12-12,1,4,1
2020-12-13,0,5,0
2020-12-14,41,55,16
2020-12-15,30,70,21
2020-12-16,44,47,17
2020-12-17,42,41,18
2020-12-18,15,39,0
2020-12-19,2,7,0
2020-12-20,0,4,2
2020-12-21,19,30,6
2020-12-22,21,32,6
2020-12-23,4,20,6
2020-12-24,1,6,0
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,10,4
2020-12-29,0,9,2
2020-12-30,0,9,2
2020-12-31,0,2,1
2021-01-01,0,2,5
2021-01-02,0,0,1
2021-01-03,0,0,0
2021-01-04,19,49,2
2021-01-05,28,43,8
2021-01-06,22,53,13
2021-01-07,27,38,18
2021-01-08,21,4,15
2021-01-09,0,0,0
2021-01-10,0,0,3
2021-01-11,14,39,19
2021-01-12,23,44,16
2021-01-13,19,53,12
2021-01-14,33,33,24
2021-01-15,27,40,18
2021-01-16,0,5,4
2021-01-17,0,1,1
2021-01-18,17,13,16
2021-01-19,16,36,35
2021-01-20,23,40,27
2021-01-21,22,44,23
2021-01-22,37,7,15
2021-01-23,2,0,1
2021-01-24,0,0,1
2021-01-25,20,45,12
2021-01-26,18,32,19
2021-01-27,42,41,13
2021-01-28,49,41,14
2021-01-29,27,40,18
2021-01-30,2,3,0
2021-01-31,0,2,1
2021-02-01,24,42,12
2021-02-02,31,53,18
2021-02-03,41,44,19
2021-02-04,34,30,17
2021-02-05,28,40,7
2021-02-06,2,4,2
2021-02-07,0,3,0
2021-02-08,23,36,9
2021-02-09,41,53,19
2021-02-10,36,51,18
2021-02-11,31,62,13
2021-02-12,26,15,11
2021-02-13,2,5,2
2021-02-14,1,1,0
2021-02-15,13,29,15
2021-02-16,14,50,11
2021-02-17,25,71,13
2021-02-18,30,49,12
2021-02-19,29,30,10
2021-02-20,1,2,1
2021-02-21,0,3,1
2021-02-22,19,45,8
2021-02-23,22,59,19
2021-02-24,30,41,19
2021-02-25,21,43,15
2021-02-26,11,10,9
2021-02-27,0,1,2
2021-02-28,0,2,1
2021-03-01,24,33,8
2021-03-02,28,57,22
2021-03-03,24,53,15
2021-03-04,22,41,21
2021-03-05,23,37,17
2021-03-06,1,8,1
2021-03-07,0,2,1
2021-03-08,21,38,16
2021-03-09,42,49,14
2021-03-10,23,46,15
2021-03-11,20,33,23
2021-03-12,19,3,15
2021-03-13,0,0,0
2021-03-14,0,1,0
2021-03-15,22,27,13
2021-03-16,26,43,21
2021-03-17,36,30,19
2021-03-18,15,33,27
2021-03-19,20,5,12
2021-03-20,0,2,0
2021-03-21,1,1,0
2021-03-22,36,15,18
2021-03-23,27,37,25
2021-03-24,32,34,20
2021-03-25,29,39,14
2021-03-26,24,44,20
2021-03-27,2,5,0
2021-03-28,0,0,0
2021-03-29,42,30,37
2021-03-30,32,46,23
2021-03-31,36,41,19
2021-04-01,27,30,21
2021-04-02,24,14,17
2021-04-03,2,1,1
2021-04-04,0,3,0
2021-04-05,23,20,8
2021-04-06,29,30,18
2021-04-07,36,47,26
2021-04-08,82,48,19
2021-04-09,24,10,18
2021-04-10,0,0,0
2021-04-11,2,0,0
2021-04-12,22,49,17
2021-04-13,32,51,27
2021-04-14,43,45,23
2021-04-15,38,48,19
2021-04-16,34,14,21
2021-04-17,0,3,2
2021-04-18,0,7,0
2021-04-19,43,48,19
2021-04-20,40,92,25
2021-04-21,43,45,23
2021-04-22,45,35,23
2021-04-23,25,31,25
2021-04-24,0,4,4
2021-04-25,1,0,3
2021-04-26,36,42,22
2021-04-27,45,33,36
2021-04-28,30,33,34
2021-04-29,19,40,20
2021-04-30,18,48,27
2021-05-01,0,3,2
2021-05-02,0,0,9
2021-05-03,26,36,24
2021-05-04,28,44,30
2021-05-05,25,32,25
2021-05-06,26,40,24
2021-05-07,17,3,3
2021-05-08,0,1,1
2021-05-09,0,0,0
2021-05-10,18,33,36
2021-05-11,21,36,46
2021-05-12,21,45,54
2021-05-13,7,28,27
2021-05-14,16,23,25
2021-05-15,0,1,1
2021-05-16,0,1,0
2021-05-17,36,19,31
2021-05-18,27,27,42
2021-05-19,25,18,58
2021-05-20,17,18,45
2021-05-21,12,1,0
2021-05-22,0,2,1
2021-05-23,0,0,0
2021-05-24,7,15,19
2021-05-25,27,18,18
2021-05-26,17,40,29
2021-05-27,20,37,35
2021-05-28,6,30,39
2021-05-29,0,3,4
2021-05-30,0,0,0
2021-05-31,15,11,25
2021-06-01,16,31,27
2021-06-02,27,30,30
2021-06-03,14,31,34
2021-06-04,16,33,39
2021-06-05,0,1,1
2021-06-06,0,0,0
2021-06-07,13,24,13
2021-06-08,33,38,11
2021-06-09,30,43,17
2021-06-10,25,41,17
2021-06-11,25,7,18
2021-06-12,2,3,0
2021-06-13,0,0,0
2021-06-14,22,34,18
2021-06-15,36,44,27
2021-06-16,26,50,14
2021-06-17,26,51,24
2021-06-18,16,21,10
2021-06-19,0,0,1
2021-06-20,0,0,0
2021-06-21,34,46,11
2021-06-22,33,60,10
2021-06-23,34,62,15
2021-06-24,25,69,13
2021-06-25,14,10,6
2021-06-26,0,1,1
2021-06-27,0,1,2
2021-06-28,21,59,13
2021-06-29,31,81,12
2021-06-30,48,86,12
2021-07-01,30,48,17
2021-07-02,20,3,13
2021-07-03,0,1,0
2021-07-04,0,0,1
2021-07-05,13,17,14
2021-07-06,38,46,13
2021-07-07,34,42,24
2021-07-08,28,51,15
2021-07-09,35,41,14
2021-07-10,2,4,2
2021-07-11,0,0,2
2021-07-12,42,33,19
2021-07-13,34,43,20
2021-07-14,46,39,19
2021-07-15,38,36,17
2021-07-16,22,35,18
2021-07-17,0,1,2
2021-07-18,0,2,0
2021-07-19,34,31,17
2021-07-20,35,38,16
2021-07-21,40,34,27
2021-07-22,40,43,23
2021-07-23,31,4,11
2021-07-24,1,0,1
2021-07-25,0,2,0
2021-07-26,15,41,18
2021-07-27,28,38,10
2021-07-28,28,48,5
2021-07-29,33,41,22
2021-07-30,23,33,13
2021-07-31,0,1,0
2021-08-01,0,0,0
2021-08-02,18,40,9
2021-08-03,24,46,13
2021-08-04,23,26,26
2021-08-05,25,29,15
2021-08-06,33,5,10
2021-08-07,2,1,0
2021-08-08,0,0,0
2021-08-09,4,32,15
2021-08-10,1,56,16
2021-08-11,2,46,11
2021-08-12,1,45,12
2021-08-13,0,47,18
2021-08-14,1,9,2
2021-08-15,3,4,2
2021-08-16,0,61,11
2021-08-17,15,78,20
2021-08-18,17,44,23
2021-08-19,15,44,20
2021-08-20,9,36,11
2021-08-21,0,2,0
