,grafana/grafana,cacti/cacti,netdata/netdata
2020-08-25,16,0,8
2020-08-26,9,8,8
2020-08-27,11,1,9
2020-08-28,7,0,9
2020-08-29,0,1,4
2020-08-30,0,13,4
2020-08-31,8,1,6
2020-09-01,8,0,11
2020-09-02,9,0,7
2020-09-03,10,0,0
2020-09-04,8,0,4
2020-09-05,0,0,4
2020-09-06,0,2,4
2020-09-07,15,6,5
2020-09-08,25,0,9
2020-09-09,22,0,8
2020-09-10,6,0,7
2020-09-11,14,0,6
2020-09-12,2,1,4
2020-09-13,0,1,4
2020-09-14,11,0,4
2020-09-15,18,1,9
2020-09-16,8,2,4
2020-09-17,12,3,6
2020-09-18,6,0,6
2020-09-19,1,0,4
2020-09-20,1,0,4
2020-09-21,12,0,9
2020-09-22,14,0,8
2020-09-23,22,0,4
2020-09-24,23,2,7
2020-09-25,26,0,7
2020-09-26,3,0,4
2020-09-27,0,0,4
2020-09-28,14,0,8
2020-09-29,18,10,6
2020-09-30,19,3,9
2020-10-01,23,0,5
2020-10-02,10,1,4
2020-10-03,5,1,4
2020-10-04,2,0,4
2020-10-05,15,0,4
2020-10-06,7,2,9
2020-10-07,13,0,6
2020-10-08,19,0,4
2020-10-09,20,4,9
2020-10-10,0,1,4
2020-10-11,0,1,4
2020-10-12,15,0,5
2020-10-13,22,0,4
2020-10-14,29,0,11
2020-10-15,13,0,0
2020-10-16,19,2,1
2020-10-17,6,8,4
2020-10-18,0,2,4
2020-10-19,15,3,6
2020-10-20,15,2,16
2020-10-21,18,3,7
2020-10-22,18,0,9
2020-10-23,10,0,4
2020-10-24,1,4,4
2020-10-25,0,1,4
2020-10-26,17,0,6
2020-10-27,9,0,7
2020-10-28,16,9,8
2020-10-29,14,6,6
2020-10-30,10,0,6
2020-10-31,1,2,4
2020-11-01,1,1,4
2020-11-02,14,4,5
2020-11-03,16,1,8
2020-11-04,13,3,7
2020-11-05,22,0,5
2020-11-06,6,21,12
2020-11-07,0,15,5
2020-11-08,0,2,5
2020-11-09,24,0,7
2020-11-10,15,1,12
2020-11-11,27,0,6
2020-11-12,13,0,5
2020-11-13,14,2,5
2020-11-14,2,0,5
2020-11-15,2,0,5
2020-11-16,3,0,5
2020-11-17,20,2,5
2020-11-18,21,0,8
2020-11-19,15,0,7
2020-11-20,14,8,7
2020-11-21,2,15,4
2020-11-22,0,9,4
2020-11-23,8,6,5
2020-11-24,17,0,5
2020-11-25,20,5,8
2020-11-26,11,5,7
2020-11-27,9,1,4
2020-11-28,0,6,5
2020-11-29,4,0,4
2020-11-30,0,2,9
2020-12-01,19,0,8
2020-12-02,32,1,6
2020-12-03,18,6,11
2020-12-04,21,3,8
2020-12-05,0,1,4
2020-12-06,0,0,4
2020-12-07,16,1,8
2020-12-08,17,0,9
2020-12-09,12,2,12
2020-12-10,11,0,6
2020-12-11,13,0,7
2020-12-12,1,1,4
2020-12-13,0,2,4
2020-12-14,16,0,16
2020-12-15,21,1,9
2020-12-16,17,3,4
2020-12-17,18,0,6
2020-12-18,0,3,12
2020-12-19,0,5,1
2020-12-20,2,0,3
2020-12-21,6,0,4
2020-12-22,6,1,4
2020-12-23,6,1,4
2020-12-24,0,3,4
2020-12-25,0,0,5
2020-12-26,0,0,4
2020-12-27,0,0,4
2020-12-28,4,22,4
2020-12-29,2,1,4
2020-12-30,2,2,4
2020-12-31,1,2,5
2021-01-01,5,1,4
2021-01-02,1,4,4
2021-01-03,0,0,4
2021-01-04,2,0,11
2021-01-05,8,25,6
2021-01-06,13,6,1
2021-01-07,18,1,5
2021-01-08,15,2,2
2021-01-09,0,24,1
2021-01-10,3,4,3
2021-01-11,19,0,9
2021-01-12,16,1,8
2021-01-13,12,0,9
2021-01-14,24,0,6
2021-01-15,18,2,8
2021-01-16,4,0,4
2021-01-17,1,24,4
2021-01-18,16,30,10
2021-01-19,35,3,12
2021-01-20,27,1,6
2021-01-21,23,4,6
2021-01-22,15,5,7
2021-01-23,1,30,4
2021-01-24,1,29,4
2021-01-25,12,6,4
2021-01-26,19,5,6
2021-01-27,13,6,6
2021-01-28,14,2,5
2021-01-29,18,2,5
2021-01-30,0,0,4
2021-01-31,1,3,4
2021-02-01,12,3,8
2021-02-02,18,1,5
2021-02-03,19,0,11
2021-02-04,17,0,4
2021-02-05,7,0,4
2021-02-06,2,0,4
2021-02-07,0,5,4
2021-02-08,9,1,6
2021-02-09,19,1,10
2021-02-10,18,0,5
2021-02-11,13,1,15
2021-02-12,11,24,6
2021-02-13,2,1,3
2021-02-14,0,0,4
2021-02-15,15,7,6
2021-02-16,11,0,7
2021-02-17,13,5,5
2021-02-18,12,6,9
2021-02-19,10,0,6
2021-02-20,1,2,4
2021-02-21,1,0,4
2021-02-22,8,2,7
2021-02-23,19,1,10
2021-02-24,19,1,7
2021-02-25,15,1,12
2021-02-26,9,0,6
2021-02-27,2,4,4
2021-02-28,1,0,4
2021-03-01,8,1,4
2021-03-02,22,0,6
2021-03-03,15,0,10
2021-03-04,21,1,9
2021-03-05,17,1,6
2021-03-06,1,1,4
2021-03-07,1,0,4
2021-03-08,16,0,8
2021-03-09,14,1,9
2021-03-10,15,0,10
2021-03-11,23,0,6
2021-03-12,15,3,11
2021-03-13,0,2,4
2021-03-14,0,3,4
2021-03-15,13,0,7
2021-03-16,21,0,10
2021-03-17,19,0,12
2021-03-18,27,5,10
2021-03-19,12,9,7
2021-03-20,0,6,1
2021-03-21,0,14,0
2021-03-22,18,1,8
2021-03-23,25,4,9
2021-03-24,20,1,8
2021-03-25,14,33,4
2021-03-26,20,1,6
2021-03-27,0,3,1
2021-03-28,0,0,0
2021-03-29,37,0,0
2021-03-30,23,1,0
2021-03-31,19,1,3
2021-04-01,21,0,1
2021-04-02,17,3,1
2021-04-03,1,1,1
2021-04-04,0,1,0
2021-04-05,8,1,3
2021-04-06,18,0,4
2021-04-07,26,1,5
2021-04-08,19,3,2
2021-04-09,18,0,1
2021-04-10,0,27,0
2021-04-11,0,2,0
2021-04-12,17,6,2
2021-04-13,27,4,1
2021-04-14,23,5,34
2021-04-15,19,0,11
2021-04-16,21,1,3
2021-04-17,2,0,1
2021-04-18,0,0,0
2021-04-19,19,0,3
2021-04-20,25,0,5
2021-04-21,23,1,11
2021-04-22,23,2,5
2021-04-23,25,0,3
2021-04-24,4,0,1
2021-04-25,3,0,0
2021-04-26,22,0,7
2021-04-27,36,0,3
2021-04-28,34,0,7
2021-04-29,20,0,8
2021-04-30,27,1,2
2021-05-01,2,0,1
2021-05-02,9,0,0
2021-05-03,24,1,2
2021-05-04,30,2,2
2021-05-05,25,0,7
2021-05-06,24,0,13
2021-05-07,3,0,3
2021-05-08,1,1,1
2021-05-09,0,0,0
2021-05-10,36,0,4
2021-05-11,46,3,2
2021-05-12,54,0,2
2021-05-13,27,0,2
2021-05-14,25,2,4
2021-05-15,1,0,1
2021-05-16,0,0,0
2021-05-17,31,2,2
2021-05-18,42,1,1
2021-05-19,58,5,2
2021-05-20,45,1,1
2021-05-21,0,1,0
2021-05-22,1,0,0
2021-05-23,0,0,0
2021-05-24,19,0,16
2021-05-25,18,0,4
2021-05-26,29,1,1
2021-05-27,35,0,1
2021-05-28,39,0,6
2021-05-29,4,0,1
2021-05-30,0,0,0
2021-05-31,25,0,4
2021-06-01,27,0,6
2021-06-02,30,0,3
2021-06-03,34,0,0
2021-06-04,39,0,1
2021-06-05,1,2,0
2021-06-06,0,0,0
2021-06-07,13,0,0
2021-06-08,11,0,2
2021-06-09,17,5,2
2021-06-10,17,0,5
2021-06-11,18,1,2
2021-06-12,0,1,1
2021-06-13,0,0,0
2021-06-14,18,1,4
2021-06-15,27,0,4
2021-06-16,14,0,2
2021-06-17,24,1,3
2021-06-18,10,0,6
2021-06-19,1,0,1
2021-06-20,0,1,0
2021-06-21,11,2,1
2021-06-22,10,0,2
2021-06-23,15,0,5
2021-06-24,13,0,1
2021-06-25,6,10,0
2021-06-26,1,1,1
2021-06-27,2,3,0
2021-06-28,13,1,2
2021-06-29,12,0,2
2021-06-30,12,1,3
2021-07-01,17,4,2
2021-07-02,13,0,4
2021-07-03,0,1,1
2021-07-04,1,1,0
2021-07-05,14,0,0
2021-07-06,13,0,0
2021-07-07,24,0,3
2021-07-08,15,0,6
2021-07-09,14,3,2
2021-07-10,2,0,1
2021-07-11,2,0,0
2021-07-12,19,0,2
2021-07-13,20,0,2
2021-07-14,19,0,4
2021-07-15,17,0,2
2021-07-16,18,0,1
2021-07-17,2,0,0
2021-07-18,0,0,1
2021-07-19,17,2,6
2021-07-20,16,0,3
2021-07-21,27,0,3
2021-07-22,23,0,4
2021-07-23,11,2,1
2021-07-24,1,0,0
2021-07-25,0,0,0
2021-07-26,18,0,2
2021-07-27,10,0,0
2021-07-28,5,0,2
2021-07-29,22,0,2
2021-07-30,13,0,1
2021-07-31,0,0,1
2021-08-01,0,0,0
2021-08-02,9,0,1
2021-08-03,13,0,3
2021-08-04,26,0,4
2021-08-05,15,0,3
2021-08-06,10,0,3
2021-08-07,0,0,1
2021-08-08,0,0,0
2021-08-09,15,0,7
2021-08-10,16,0,2
2021-08-11,11,0,11
2021-08-12,12,0,4
2021-08-13,18,0,2
2021-08-14,2,0,1
2021-08-15,2,0,0
2021-08-16,11,0,5
2021-08-17,20,0,2
2021-08-18,23,1,4
2021-08-19,20,0,3
2021-08-20,11,0,1
2021-08-21,0,0,0
2021-08-22,0,0,0
2021-08-23,21,0,1
2021-08-24,19,0,4
2021-08-25,15,0,4
2021-08-26,15,0,5
2021-08-27,23,2,3
2021-08-28,1,6,1
2021-08-29,2,2,0
2021-08-30,9,0,1
2021-08-31,16,3,2
2021-09-01,25,1,1
2021-09-02,17,0,0
2021-09-03,5,0,1
2021-09-04,0,0,2
2021-09-05,0,4,1
2021-09-06,12,1,1
2021-09-07,20,2,2
2021-09-08,19,3,5
2021-09-09,23,0,3
2021-09-10,21,1,1
2021-09-11,0,0,0
2021-09-12,1,0,0
2021-09-13,26,0,0
2021-09-14,18,0,3
2021-09-15,25,4,9
2021-09-16,17,0,4
