,apache/tomee,dropwizard/dropwizard,spring-projects/spring-boot
2019-12-29,0,0,3
2019-12-30,1,0,8
2019-12-31,0,0,13
2020-01-01,0,0,5
2020-01-02,0,0,3
2020-01-03,0,1,14
2020-01-04,0,0,10
2020-01-05,0,2,0
2020-01-06,0,0,6
2020-01-07,4,0,12
2020-01-08,0,0,19
2020-01-09,0,0,8
2020-01-10,0,0,25
2020-01-11,0,0,4
2020-01-12,0,0,19
2020-01-13,0,1,54
2020-01-14,0,0,20
2020-01-15,2,0,72
2020-01-16,3,0,34
2020-01-17,0,0,14
2020-01-18,0,0,3
2020-01-19,0,0,1
2020-01-20,0,3,19
2020-01-21,0,0,21
2020-01-22,0,0,17
2020-01-23,0,0,44
2020-01-24,0,0,16
2020-01-25,0,0,16
2020-01-26,3,0,11
2020-01-27,0,0,20
2020-01-28,0,0,28
2020-01-29,3,1,4
2020-01-30,1,4,15
2020-01-31,1,0,4
2020-02-01,0,0,5
2020-02-02,0,0,1
2020-02-03,0,0,29
2020-02-04,0,0,15
2020-02-05,0,1,10
2020-02-06,0,0,15
2020-02-07,0,0,13
2020-02-08,0,0,33
2020-02-09,0,2,4
2020-02-10,0,3,7
2020-02-11,0,0,37
2020-02-12,0,0,21
2020-02-13,0,1,25
2020-02-14,0,1,20
2020-02-15,0,0,2
2020-02-16,0,0,3
2020-02-17,0,2,9
2020-02-18,0,0,15
2020-02-19,0,3,18
2020-02-20,0,5,23
2020-02-21,0,1,46
2020-02-22,0,3,0
2020-02-23,0,0,0
2020-02-24,3,0,8
2020-02-25,3,0,29
2020-02-26,0,0,26
2020-02-27,1,0,15
2020-02-28,0,0,2
2020-02-29,0,0,0
2020-03-01,2,0,7
2020-03-02,0,0,4
2020-03-03,2,0,6
2020-03-04,0,0,18
2020-03-05,0,1,10
2020-03-06,0,1,3
2020-03-07,0,0,6
2020-03-08,1,0,12
2020-03-09,0,0,9
2020-03-10,0,0,58
2020-03-11,0,0,15
2020-03-12,0,0,7
2020-03-13,0,0,4
2020-03-14,0,0,0
2020-03-15,0,0,2
2020-03-16,0,0,6
2020-03-17,0,1,12
2020-03-18,0,1,14
2020-03-19,1,0,30
2020-03-20,2,0,11
2020-03-21,0,3,6
2020-03-22,0,0,5
2020-03-23,0,1,34
2020-03-24,1,0,50
2020-03-25,0,0,17
2020-03-26,0,4,11
2020-03-27,1,4,6
2020-03-28,0,4,9
2020-03-29,0,3,4
2020-03-30,7,1,6
2020-03-31,2,0,37
2020-04-01,2,0,43
2020-04-02,4,0,17
2020-04-03,0,0,28
2020-04-04,0,3,0
2020-04-05,0,3,7
2020-04-06,0,0,16
2020-04-07,0,0,37
2020-04-08,0,1,9
2020-04-09,1,2,9
2020-04-10,0,1,15
2020-04-11,0,0,8
2020-04-12,0,0,0
2020-04-13,0,1,10
2020-04-14,0,0,27
2020-04-15,0,0,26
2020-04-16,0,0,11
2020-04-17,1,0,9
2020-04-18,0,0,2
2020-04-19,0,0,8
2020-04-20,0,2,23
2020-04-21,0,0,24
2020-04-22,0,1,19
2020-04-23,0,0,31
2020-04-24,0,0,5
2020-04-25,0,0,30
2020-04-26,0,1,5
2020-04-27,4,0,49
2020-04-28,1,0,48
2020-04-29,3,1,72
2020-04-30,6,0,24
2020-05-01,4,0,2
2020-05-02,0,2,2
2020-05-03,0,5,0
2020-05-04,2,0,10
2020-05-05,4,2,13
2020-05-06,1,0,34
2020-05-07,0,0,17
2020-05-08,0,1,13
2020-05-09,0,1,1
2020-05-10,0,0,0
2020-05-11,4,0,7
2020-05-12,2,0,50
2020-05-13,6,0,22
2020-05-14,10,1,19
2020-05-15,0,0,9
2020-05-16,2,0,0
2020-05-17,3,0,0
2020-05-18,2,1,3
2020-05-19,0,1,0
2020-05-20,3,0,13
2020-05-21,1,0,6
2020-05-22,0,0,3
2020-05-23,3,1,0
2020-05-24,0,0,0
2020-05-25,0,0,13
2020-05-26,4,0,6
2020-05-27,2,0,13
2020-05-28,3,0,5
2020-05-29,1,0,2
2020-05-30,1,0,1
2020-05-31,0,0,0
2020-06-01,3,0,19
2020-06-02,0,0,8
2020-06-03,3,0,27
2020-06-04,2,0,9
2020-06-05,2,0,56
2020-06-06,0,0,15
2020-06-07,10,0,14
2020-06-08,0,1,42
2020-06-09,1,0,31
2020-06-10,0,0,106
2020-06-11,0,2,69
2020-06-12,3,0,12
2020-06-13,11,0,0
2020-06-14,7,0,0
2020-06-15,4,0,39
2020-06-16,12,1,54
2020-06-17,0,0,4
2020-06-18,4,0,24
2020-06-19,22,0,18
2020-06-20,0,0,0
2020-06-21,0,0,0
2020-06-22,0,0,16
2020-06-23,0,1,18
2020-06-24,3,0,12
2020-06-25,0,0,14
2020-06-26,0,0,15
2020-06-27,0,0,1
2020-06-28,0,0,0
2020-06-29,8,0,19
2020-06-30,2,0,27
2020-07-01,8,0,20
2020-07-02,0,0,12
2020-07-03,0,0,3
2020-07-04,2,0,0
2020-07-05,4,1,0
2020-07-06,6,0,12
2020-07-07,7,0,42
2020-07-08,0,0,9
2020-07-09,17,0,28
2020-07-10,8,0,2
2020-07-11,0,0,0
2020-07-12,3,0,0
2020-07-13,14,0,2
2020-07-14,3,0,21
2020-07-15,4,0,12
2020-07-16,14,1,16
2020-07-17,0,0,29
2020-07-18,3,2,2
2020-07-19,0,0,0
2020-07-20,8,3,7
2020-07-21,3,0,77
2020-07-22,3,0,34
2020-07-23,5,0,55
2020-07-24,2,0,51
2020-07-25,0,0,22
2020-07-26,0,0,6
2020-07-27,0,0,36
2020-07-28,0,0,38
2020-07-29,5,2,19
2020-07-30,2,0,23
2020-07-31,3,0,8
2020-08-01,4,0,6
2020-08-02,0,0,0
2020-08-03,0,0,18
2020-08-04,0,0,35
2020-08-05,0,0,26
2020-08-06,0,0,32
2020-08-07,1,0,51
2020-08-08,0,0,0
2020-08-09,1,0,0
2020-08-10,0,2,26
2020-08-11,2,0,57
2020-08-12,6,0,40
2020-08-13,0,0,25
2020-08-14,1,0,7
2020-08-15,3,0,7
2020-08-16,1,0,0
2020-08-17,0,0,22
2020-08-18,4,0,19
2020-08-19,0,0,19
2020-08-20,2,0,5
2020-08-21,0,0,2
2020-08-22,0,0,2
2020-08-23,0,0,0
2020-08-24,0,0,20
2020-08-25,2,0,27
2020-08-26,0,1,14
2020-08-27,0,0,13
2020-08-28,1,1,41
2020-08-29,1,0,0
2020-08-30,0,0,0
2020-08-31,2,0,15
2020-09-01,2,0,13
2020-09-02,0,0,8
2020-09-03,0,0,0
2020-09-04,5,0,0
2020-09-05,0,3,0
2020-09-06,0,0,0
2020-09-07,1,0,46
2020-09-08,0,0,15
2020-09-09,0,0,2
2020-09-10,0,0,18
2020-09-11,0,0,10
2020-09-12,0,0,7
2020-09-13,0,0,3
2020-09-14,0,0,45
2020-09-15,0,0,40
2020-09-16,0,0,75
2020-09-17,0,0,48
2020-09-18,0,1,7
2020-09-19,0,0,1
2020-09-20,0,0,5
2020-09-21,1,1,21
2020-09-22,1,0,42
2020-09-23,1,0,7
2020-09-24,0,0,20
2020-09-25,2,0,16
2020-09-26,0,0,3
2020-09-27,0,0,0
2020-09-28,0,0,16
2020-09-29,1,0,11
2020-09-30,0,1,11
2020-10-01,0,2,13
2020-10-02,0,0,28
2020-10-03,1,1,0
2020-10-04,1,3,0
2020-10-05,0,1,9
2020-10-06,0,0,12
2020-10-07,1,0,19
2020-10-08,0,0,8
2020-10-09,0,0,5
2020-10-10,0,0,1
2020-10-11,0,1,2
2020-10-12,0,0,4
2020-10-13,0,0,46
2020-10-14,0,1,9
2020-10-15,1,0,23
2020-10-16,0,0,12
2020-10-17,0,0,7
2020-10-18,0,0,0
2020-10-19,0,0,18
2020-10-20,2,2,15
2020-10-21,1,1,27
2020-10-22,0,1,8
2020-10-23,2,1,23
2020-10-24,0,0,4
2020-10-25,0,0,3
2020-10-26,3,1,95
2020-10-27,0,2,31
2020-10-28,0,1,59
2020-10-29,0,3,62
2020-10-30,1,1,3
2020-10-31,0,0,0
2020-11-01,0,0,4
2020-11-02,2,3,9
2020-11-03,0,0,34
2020-11-04,0,0,19
2020-11-05,0,0,19
2020-11-06,0,0,6
2020-11-07,0,0,0
2020-11-08,0,0,0
2020-11-09,5,0,18
2020-11-10,0,0,25
2020-11-11,1,0,26
2020-11-12,0,0,13
2020-11-13,0,1,0
2020-11-14,0,0,0
2020-11-15,2,0,0
2020-11-16,3,1,3
2020-11-17,9,0,16
2020-11-18,3,0,19
2020-11-19,4,0,0
2020-11-20,1,0,11
2020-11-21,0,0,0
2020-11-22,0,0,0
2020-11-23,0,0,4
2020-11-24,0,0,0
2020-11-25,1,0,10
2020-11-26,2,4,3
2020-11-27,0,0,2
2020-11-28,1,0,0
2020-11-29,0,0,0
2020-11-30,0,0,8
2020-12-01,5,0,1
2020-12-02,5,0,4
2020-12-03,5,0,2
2020-12-04,0,0,8
2020-12-05,0,0,14
2020-12-06,0,0,0
2020-12-07,1,0,44
2020-12-08,7,1,36
2020-12-09,8,1,44
2020-12-10,5,1,60
2020-12-11,8,0,27
2020-12-12,0,1,0
2020-12-13,0,0,0
2020-12-14,1,0,15
2020-12-15,8,1,24
2020-12-16,3,0,26
2020-12-17,0,0,6
2020-12-18,3,0,20
2020-12-19,0,0,10
2020-12-20,0,4,0
2020-12-21,1,0,26
2020-12-22,0,0,19
2020-12-23,5,0,17
2020-12-24,0,0,2
2020-12-25,0,0,0
2020-12-26,0,3,0
2020-12-27,0,3,0
2020-12-28,0,1,0
2020-12-29,0,0,0
2020-12-30,0,0,0
2020-12-31,0,1,0
2021-01-01,0,1,4
2021-01-02,0,2,0
2021-01-03,0,0,4
2021-01-04,1,1,7
2021-01-05,1,0,17
2021-01-06,0,1,23
2021-01-07,0,0,27
2021-01-08,1,0,13
2021-01-09,5,6,0
2021-01-10,0,0,1
2021-01-11,3,1,39
2021-01-12,2,1,64
2021-01-13,5,0,21
2021-01-14,3,0,37
2021-01-15,1,0,26
2021-01-16,1,0,0
2021-01-17,0,0,3
2021-01-18,3,2,20
2021-01-19,0,0,10
2021-01-20,1,0,54
