,apache/solr,elastic/elasticsearch,blevesearch/bleve
2021-04-23,5,17,0
2021-04-24,0,3,0
2021-04-25,2,0,0
2021-04-26,7,33,0
2021-04-27,2,30,0
2021-04-28,3,32,0
2021-04-29,6,34,0
2021-04-30,3,29,0
2021-05-01,1,0,0
2021-05-02,0,4,0
2021-05-03,3,12,0
2021-05-04,1,23,0
2021-05-05,2,28,0
2021-05-06,4,25,0
2021-05-07,2,12,0
2021-05-08,1,1,0
2021-05-09,2,2,0
2021-05-10,1,20,0
2021-05-11,2,20,0
2021-05-12,2,21,0
2021-05-13,1,14,0
2021-05-14,1,15,0
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,2,19,0
2021-05-18,4,16,0
2021-05-19,2,14,0
2021-05-20,2,11,1
2021-05-21,4,0,0
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,5,11,0
2021-05-25,2,19,0
2021-05-26,2,23,0
2021-05-27,0,25,0
2021-05-28,4,17,2
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,0,8,0
2021-06-01,3,27,0
2021-06-02,1,36,0
2021-06-03,9,14,0
2021-06-04,3,19,0
2021-06-05,0,0,0
2021-06-06,0,2,3
2021-06-07,1,34,0
2021-06-08,2,26,0
2021-06-09,5,15,0
2021-06-10,5,26,0
2021-06-11,3,1,2
2021-06-12,2,0,0
2021-06-13,0,0,0
2021-06-14,7,26,0
2021-06-15,2,17,0
2021-06-16,1,28,0
2021-06-17,4,23,0
2021-06-18,3,19,0
2021-06-19,0,1,0
2021-06-20,1,0,0
2021-06-21,5,20,0
2021-06-22,1,31,0
2021-06-23,4,35,0
2021-06-24,0,31,0
2021-06-25,2,1,0
2021-06-26,0,0,0
2021-06-27,0,1,0
2021-06-28,1,29,0
2021-06-29,2,29,0
2021-06-30,2,37,0
2021-07-01,1,22,0
2021-07-02,1,1,0
2021-07-03,0,2,0
2021-07-04,0,0,0
2021-07-05,1,27,0
2021-07-06,2,27,0
2021-07-07,2,28,0
2021-07-08,5,26,0
2021-07-09,2,15,0
2021-07-10,0,0,0
2021-07-11,0,0,0
2021-07-12,1,19,0
2021-07-13,3,16,0
2021-07-14,0,15,0
2021-07-15,3,17,0
2021-07-16,2,7,0
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,1,15,0
2021-07-20,1,15,0
2021-07-21,5,26,0
2021-07-22,4,14,0
2021-07-23,1,3,0
2021-07-24,0,0,0
2021-07-25,0,1,0
2021-07-26,0,24,0
2021-07-27,1,26,0
2021-07-28,1,19,2
2021-07-29,4,13,0
2021-07-30,4,15,0
2021-07-31,0,0,0
2021-08-01,0,0,0
2021-08-02,2,33,0
2021-08-03,3,29,0
2021-08-04,1,23,0
2021-08-05,0,34,1
2021-08-06,1,1,2
2021-08-07,0,0,1
2021-08-08,0,0,0
2021-08-09,0,25,1
2021-08-10,2,24,0
2021-08-11,4,31,0
2021-08-12,3,22,0
2021-08-13,2,18,0
2021-08-14,0,3,0
2021-08-15,1,1,0
2021-08-16,3,17,0
2021-08-17,0,25,0
2021-08-18,1,19,1
2021-08-19,3,13,0
2021-08-20,1,22,0
2021-08-21,0,0,0
2021-08-22,2,0,0
2021-08-23,0,29,0
2021-08-24,0,17,0
2021-08-25,1,13,0
2021-08-26,3,12,0
2021-08-27,1,3,2
2021-08-28,0,0,0
2021-08-29,1,0,0
2021-08-30,1,6,0
2021-08-31,4,13,0
2021-09-01,2,29,0
2021-09-02,4,16,1
2021-09-03,4,35,0
2021-09-04,0,1,0
2021-09-05,0,0,0
2021-09-06,3,7,0
2021-09-07,2,23,0
2021-09-08,1,33,2
2021-09-09,3,27,0
2021-09-10,0,22,0
2021-09-11,0,0,0
2021-09-12,0,0,0
2021-09-13,1,28,0
2021-09-14,6,24,1
2021-09-15,2,29,0
2021-09-16,2,21,3
2021-09-17,0,1,1
2021-09-18,0,0,0
2021-09-19,0,0,0
2021-09-20,3,27,0
2021-09-21,1,37,0
2021-09-22,2,34,0
2021-09-23,0,27,0
2021-09-24,2,7,0
2021-09-25,0,1,0
2021-09-26,0,1,0
2021-09-27,2,22,0
2021-09-28,1,22,0
2021-09-29,3,28,0
2021-09-30,4,19,0
2021-10-01,0,16,0
2021-10-02,0,1,0
2021-10-03,0,1,0
2021-10-04,0,35,2
2021-10-05,5,35,0
2021-10-06,4,34,0
2021-10-07,6,24,0
2021-10-08,4,5,0
2021-10-09,1,0,0
2021-10-10,0,1,0
2021-10-11,2,24,0
2021-10-12,1,33,0
2021-10-13,1,41,0
2021-10-14,0,49,0
2021-10-15,2,52,0
2021-10-16,0,2,0
2021-10-17,1,7,0
2021-10-18,4,42,0
2021-10-19,2,49,0
2021-10-20,3,32,0
2021-10-21,7,30,0
2021-10-22,4,1,0
2021-10-23,1,2,0
2021-10-24,0,1,0
2021-10-25,5,26,0
2021-10-26,2,51,0
2021-10-27,1,55,0
2021-10-28,6,33,3
2021-10-29,2,15,0
2021-10-30,0,0,0
2021-10-31,0,0,0
2021-11-01,2,21,1
2021-11-02,2,17,1
2021-11-03,8,30,2
2021-11-04,3,25,0
2021-11-05,0,30,0
2021-11-06,0,1,0
2021-11-07,0,0,0
2021-11-08,4,16,0
2021-11-09,8,24,0
2021-11-10,3,34,0
2021-11-11,1,12,1
2021-11-12,3,0,1
2021-11-13,1,0,0
2021-11-14,0,0,0
2021-11-15,3,18,0
2021-11-16,9,11,0
2021-11-17,2,9,0
2021-11-18,5,15,0
2021-11-19,3,10,0
2021-11-20,4,2,0
2021-11-21,0,0,0
2021-11-22,2,10,0
2021-11-23,1,20,0
2021-11-24,1,11,0
2021-11-25,0,17,0
2021-11-26,0,1,0
2021-11-27,0,0,0
2021-11-28,0,0,0
2021-11-29,1,26,0
2021-11-30,3,17,2
2021-12-01,1,16,0
2021-12-02,2,17,0
2021-12-03,3,15,0
2021-12-04,3,2,0
2021-12-05,2,0,0
2021-12-06,2,18,0
2021-12-07,0,27,0
2021-12-08,5,26,0
2021-12-09,1,21,1
2021-12-10,4,2,2
2021-12-11,0,0,0
2021-12-12,1,0,0
2021-12-13,1,18,0
2021-12-14,1,23,0
2021-12-15,3,20,3
2021-12-16,6,17,2
2021-12-17,0,20,0
2021-12-18,1,2,0
2021-12-19,0,0,0
2021-12-20,0,10,0
2021-12-21,2,14,0
2021-12-22,3,10,0
2021-12-23,1,14,0
2021-12-24,0,1,0
2021-12-25,1,0,0
2021-12-26,0,0,0
2021-12-27,0,2,0
2021-12-28,0,2,0
2021-12-29,0,5,0
2021-12-30,1,8,0
2021-12-31,0,6,0
2022-01-01,2,1,0
2022-01-02,2,0,0
2022-01-03,6,1,0
2022-01-04,3,18,0
2022-01-05,1,18,0
2022-01-06,7,20,0
2022-01-07,5,2,0
2022-01-08,1,0,0
2022-01-09,0,0,0
2022-01-10,7,20,0
2022-01-11,3,21,0
2022-01-12,3,18,0
2022-01-13,5,40,0
2022-01-14,10,16,0
2022-01-15,1,0,0
2022-01-16,2,2,0
2022-01-17,5,27,0
2022-01-18,5,27,0
2022-01-19,6,20,0
2022-01-20,4,25,0
2022-01-21,6,2,0
2022-01-22,0,0,0
2022-01-23,0,0,0
2022-01-24,6,33,0
2022-01-25,6,33,0
2022-01-26,12,27,0
2022-01-27,4,26,0
2022-01-28,2,15,0
2022-01-29,5,1,0
2022-01-30,1,0,0
2022-01-31,3,19,0
2022-02-01,0,23,0
2022-02-02,9,25,0
2022-02-03,0,20,0
2022-02-04,3,23,0
2022-02-05,5,1,0
2022-02-06,0,0,0
2022-02-07,2,23,0
2022-02-08,4,30,0
2022-02-09,5,30,0
2022-02-10,4,23,0
2022-02-11,17,26,0
2022-02-12,3,0,0
2022-02-13,3,0,0
2022-02-14,4,14,0
2022-02-15,5,25,0
2022-02-16,1,21,0
2022-02-17,3,29,0
2022-02-18,7,1,0
2022-02-19,1,0,0
2022-02-20,2,1,0
2022-02-21,27,4,0
2022-02-22,4,25,0
2022-02-23,5,24,0
2022-02-24,9,22,3
2022-02-25,2,2,0
2022-02-26,0,0,0
2022-02-27,0,0,0
2022-02-28,5,34,0
2022-03-01,6,24,0
2022-03-02,1,27,0
2022-03-03,3,17,0
2022-03-04,6,28,0
2022-03-05,1,1,0
2022-03-06,1,0,0
2022-03-07,7,22,0
2022-03-08,2,9,0
2022-03-09,0,24,7
2022-03-10,3,28,0
2022-03-11,5,4,0
2022-03-12,0,3,0
2022-03-13,0,0,0
2022-03-14,1,25,0
2022-03-15,3,22,0
2022-03-16,0,18,0
2022-03-17,0,16,0
2022-03-18,3,23,1
2022-03-19,0,0,0
2022-03-20,0,0,0
2022-03-21,0,23,5
2022-03-22,0,31,1
2022-03-23,0,24,0
2022-03-24,1,23,2
2022-03-25,2,4,0
2022-03-26,0,1,0
2022-03-27,0,1,0
2022-03-28,8,25,0
2022-03-29,6,22,0
2022-03-30,5,15,0
2022-03-31,1,30,0
2022-04-01,5,28,0
2022-04-02,0,0,0
2022-04-03,0,2,0
2022-04-04,5,14,0
2022-04-05,0,4,2
2022-04-06,1,2,2
2022-04-07,1,2,2
2022-04-08,5,1,0
2022-04-09,1,0,0
2022-04-10,0,0,0
2022-04-11,0,15,0
2022-04-12,0,20,0
2022-04-13,0,27,0
2022-04-14,0,14,0
2022-04-15,0,3,0
2022-04-16,0,0,0
2022-04-17,0,0,0
2022-04-18,1,16,0
2022-04-19,1,14,0
2022-04-20,4,17,1
2022-04-21,3,23,1
2022-04-22,2,5,0
2022-04-23,0,0,0
2022-04-24,0,2,0
2022-04-25,1,24,1
2022-04-26,5,22,1
2022-04-27,2,15,0
2022-04-28,2,20,1
2022-04-29,0,22,0
2022-04-30,2,1,0
2022-05-01,0,3,0
2022-05-02,3,18,0
2022-05-03,3,22,0
2022-05-04,1,23,0
2022-05-05,6,23,0
2022-05-06,2,27,0
2022-05-07,0,0,0
2022-05-08,0,1,0
2022-05-09,0,25,0
2022-05-10,7,25,0
2022-05-11,5,18,0
2022-05-12,6,31,0
2022-05-13,2,7,0
2022-05-14,0,0,0
2022-05-15,0,1,0
2022-05-16,0,23,0
