,meilisearch/meilisearch,typesense/typesense,elastic/elasticsearch
2024-12-06,0.0,3,38
2024-12-07,2.0,0,7
2024-12-08,0.0,0,7
2024-12-09,7.0,1,35
2024-12-10,8.0,1,52
2024-12-11,41.0,3,46
2024-12-12,6.0,0,46
2024-12-13,1.0,0,40
2024-12-14,0.0,0,3
2024-12-15,0.0,0,5
2024-12-16,7.0,2,29
2024-12-17,5.0,0,41
2024-12-18,1.0,1,63
2024-12-19,1.0,1,62
2024-12-20,1.0,1,3
2024-12-21,2.0,0,1
2024-12-22,0.0,0,5
2024-12-23,0.0,1,25
2024-12-24,4.0,0,6
2024-12-25,0.0,1,1
2024-12-26,1.0,0,24
2024-12-27,1.0,1,15
2024-12-28,2.0,0,2
2024-12-29,0.0,0,1
2024-12-30,0.0,23,22
2024-12-31,2.0,1,11
2025-01-01,0.0,0,0
2025-01-02,0.0,0,18
2025-01-03,0.0,16,22
2025-01-04,0.0,0,10
2025-01-05,0.0,0,2
2025-01-06,3.0,1,25
2025-01-07,34.0,9,39
2025-01-08,15.0,5,54
2025-01-09,26.0,1,63
2025-01-10,2.0,0,41
2025-01-11,0.0,0,2
2025-01-12,0.0,0,2
2025-01-13,8.0,14,32
2025-01-14,20.0,5,38
2025-01-15,3.0,1,32
2025-01-16,4.0,2,54
2025-01-17,0.0,13,34
2025-01-18,0.0,1,2
2025-01-19,0.0,0,1
2025-01-20,1.0,0,22
2025-01-21,2.0,6,38
2025-01-22,20.0,13,63
2025-01-23,36.0,0,37
2025-01-24,5.0,0,50
2025-01-25,0.0,0,3
2025-01-26,1.0,0,0
2025-01-27,7.0,0,52
2025-01-28,9.0,0,78
2025-01-29,9.0,0,77
2025-01-30,5.0,6,62
2025-01-31,0.0,3,37
2025-02-01,0.0,2,11
2025-02-02,0.0,0,11
2025-02-03,17.0,3,32
2025-02-04,2.0,2,53
2025-02-05,21.0,2,36
2025-02-06,15.0,6,39
2025-02-07,0.0,6,44
2025-02-08,0.0,0,7
2025-02-09,0.0,4,7
2025-02-10,9.0,2,38
2025-02-11,12.0,21,40
2025-02-12,13.0,19,42
2025-02-13,0.0,0,52
2025-02-14,0.0,7,32
2025-02-15,0.0,0,25
2025-02-16,0.0,0,12
2025-02-17,0.0,6,34
2025-02-18,6.0,2,29
2025-02-19,6.0,8,33
2025-02-20,7.0,11,35
2025-02-21,0.0,1,56
2025-02-22,0.0,0,7
2025-02-23,0.0,0,2
2025-02-24,9.0,3,38
2025-02-25,3.0,2,28
2025-02-26,17.0,1,35
2025-02-27,5.0,2,34
2025-02-28,0.0,4,29
2025-03-01,0.0,1,5
2025-03-02,0.0,0,7
2025-03-03,18.0,2,36
2025-03-04,0.0,4,46
2025-03-05,14.0,3,41
2025-03-06,4.0,0,34
2025-03-07,0.0,5,31
2025-03-08,0.0,0,12
2025-03-09,0.0,0,6
2025-03-10,14.0,1,27
2025-03-11,8.0,3,27
2025-03-12,8.0,7,30
2025-03-13,35.0,1,40
2025-03-14,1.0,4,33
2025-03-15,0.0,0,12
2025-03-16,0.0,0,11
2025-03-17,9.0,0,26
2025-03-18,3.0,0,35
2025-03-19,6.0,3,23
2025-03-20,19.0,6,38
2025-03-21,1.0,10,29
2025-03-22,0.0,1,3
2025-03-23,1.0,0,1
2025-03-24,5.0,13,26
2025-03-25,21.0,8,29
2025-03-26,11.0,3,45
2025-03-27,7.0,4,23
2025-03-28,0.0,8,37
2025-03-29,0.0,3,1
2025-03-30,0.0,0,5
2025-03-31,11.0,6,33
2025-04-01,8.0,4,34
2025-04-02,6.0,2,40
2025-04-03,9.0,2,37
2025-04-04,0.0,6,44
2025-04-05,0.0,0,13
2025-04-06,0.0,1,1
2025-04-07,0.0,2,25
2025-04-08,1.0,1,26
2025-04-09,0.0,9,33
2025-04-10,0.0,3,27
2025-04-11,0.0,7,44
2025-04-12,0.0,2,3
2025-04-13,0.0,1,0
2025-04-14,15.0,6,25
2025-04-15,9.0,2,40
2025-04-16,6.0,3,34
2025-04-17,10.0,1,36
2025-04-18,0.0,4,22
2025-04-19,0.0,1,4
2025-04-20,0.0,4,2
2025-04-21,0.0,0,14
2025-04-22,1.0,0,29
2025-04-23,3.0,2,44
2025-04-24,13.0,2,30
2025-04-25,0.0,2,25
2025-04-26,1.0,0,4
2025-04-27,0.0,0,0
2025-04-28,1.0,0,20
2025-04-29,9.0,3,22
2025-04-30,4.0,6,23
2025-05-01,1.0,0,21
2025-05-02,0.0,13,13
2025-05-03,0.0,1,5
2025-05-04,0.0,1,5
2025-05-05,3.0,2,26
2025-05-06,1.0,1,38
2025-05-07,1.0,1,38
2025-05-08,2.0,1,27
2025-05-09,1.0,1,24
2025-05-10,0.0,1,3
2025-05-11,0.0,0,4
2025-05-12,11.0,1,10
2025-05-13,3.0,1,4
2025-05-14,10.0,4,7
2025-05-15,7.0,4,2
2025-05-16,7.0,7,4
2025-05-17,0.0,0,2
2025-05-18,0.0,0,1
2025-05-19,11.0,0,13
2025-05-20,7.0,4,23
2025-05-21,9.0,3,25
