,netdata/netdata,cacti/cacti,grafana/grafana
2020-06-24,5,0,14
2020-06-25,5,0,15
2020-06-26,0,0,11
2020-06-27,5,2,0
2020-06-28,4,5,1
2020-06-29,11,0,20
2020-06-30,5,2,32
2020-07-01,11,0,28
2020-07-02,16,0,15
2020-07-03,4,0,11
2020-07-04,4,0,5
2020-07-05,4,0,0
2020-07-06,6,1,17
2020-07-07,5,1,15
2020-07-08,6,1,19
2020-07-09,7,1,20
2020-07-10,5,0,9
2020-07-11,6,1,2
2020-07-12,4,1,0
2020-07-13,5,0,19
2020-07-14,11,5,10
2020-07-15,7,1,14
2020-07-16,16,0,16
