,apache/superset,getredash/redash,metabase/metabase
2022-08-10,3,0,12
2022-08-11,5,0,6
2022-08-12,2,0,5
2022-08-13,0,0,1
2022-08-14,0,0,0
2022-08-15,2,0,3
2022-08-16,7,0,7
2022-08-17,5,0,9
2022-08-18,8,0,5
2022-08-19,0,0,7
2022-08-20,1,0,0
2022-08-21,0,0,0
2022-08-22,15,0,14
2022-08-23,4,0,9
2022-08-24,5,2,12
2022-08-25,5,0,8
2022-08-26,13,0,9
2022-08-27,1,0,2
2022-08-28,2,0,0
2022-08-29,6,0,12
2022-08-30,10,0,19
2022-08-31,6,0,20
2022-09-01,13,0,17
2022-09-02,8,0,3
2022-09-03,1,0,0
2022-09-04,1,0,0
2022-09-05,3,0,12
2022-09-06,7,0,15
2022-09-07,4,0,9
2022-09-08,24,0,15
2022-09-09,23,0,8
2022-09-10,7,0,0
2022-09-11,0,0,0
2022-09-12,7,0,19
2022-09-13,10,0,13
2022-09-14,5,0,10
2022-09-15,1,0,13
2022-09-16,8,0,11
2022-09-17,1,0,0
2022-09-18,0,0,0
2022-09-19,6,0,5
2022-09-20,5,0,13
2022-09-21,6,0,12
2022-09-22,4,0,12
2022-09-23,5,0,14
2022-09-24,0,1,0
2022-09-25,1,0,0
2022-09-26,6,0,9
2022-09-27,5,0,10
2022-09-28,8,0,11
2022-09-29,5,0,14
2022-09-30,8,0,14
2022-10-01,1,0,0
2022-10-02,1,0,0
2022-10-03,9,0,12
2022-10-04,9,0,12
2022-10-05,6,0,8
2022-10-06,8,0,10
2022-10-07,11,2,7
2022-10-08,0,0,0
2022-10-09,1,0,0
2022-10-10,4,0,7
2022-10-11,7,0,18
2022-10-12,4,0,11
2022-10-13,9,0,13
2022-10-14,1,0,8
2022-10-15,2,0,2
2022-10-16,0,0,1
2022-10-17,5,0,10
2022-10-18,2,0,6
2022-10-19,13,0,8
2022-10-20,4,0,9
2022-10-21,6,0,9
2022-10-22,1,0,2
2022-10-23,0,0,0
2022-10-24,7,0,6
2022-10-25,4,0,6
2022-10-26,5,0,13
2022-10-27,8,0,6
2022-10-28,5,0,8
2022-10-29,2,0,0
2022-10-30,2,0,0
2022-10-31,6,0,6
2022-11-01,3,0,8
2022-11-02,5,0,3
2022-11-03,5,0,8
2022-11-04,7,0,2
2022-11-05,0,0,0
2022-11-06,0,0,1
2022-11-07,5,0,9
2022-11-08,3,0,9
2022-11-09,3,0,8
2022-11-10,2,0,14
2022-11-11,2,0,14
2022-11-12,0,0,1
2022-11-13,0,0,0
2022-11-14,6,0,9
2022-11-15,5,0,12
2022-11-16,6,0,21
2022-11-17,2,0,5
2022-11-18,7,0,6
2022-11-19,0,0,1
2022-11-20,1,0,0
2022-11-21,7,0,8
2022-11-22,3,0,8
2022-11-23,3,0,17
2022-11-24,3,0,9
2022-11-25,5,0,5
2022-11-26,3,0,0
2022-11-27,0,0,0
2022-11-28,5,0,8
2022-11-29,5,0,14
2022-11-30,9,0,14
2022-12-01,9,0,14
2022-12-02,7,0,8
2022-12-03,3,0,1
2022-12-04,1,0,0
2022-12-05,8,0,10
2022-12-06,4,0,16
2022-12-07,9,0,8
2022-12-08,6,0,17
2022-12-09,3,0,14
2022-12-10,4,0,3
2022-12-11,0,0,3
2022-12-12,4,0,18
2022-12-13,2,0,13
2022-12-14,5,0,12
2022-12-15,3,0,15
2022-12-16,3,0,16
2022-12-17,0,0,1
2022-12-18,0,0,0
2022-12-19,1,0,8
2022-12-20,7,0,8
2022-12-21,2,0,9
2022-12-22,3,0,6
2022-12-23,3,0,10
2022-12-24,2,0,4
2022-12-25,0,0,1
2022-12-26,0,0,3
2022-12-27,0,0,3
2022-12-28,0,0,4
2022-12-29,1,0,12
2022-12-30,0,0,0
2022-12-31,3,0,1
2023-01-01,0,0,0
2023-01-02,1,0,0
2023-01-03,3,0,8
2023-01-04,4,0,9
2023-01-05,9,1,11
2023-01-06,5,0,13
2023-01-07,1,0,0
2023-01-08,0,0,0
2023-01-09,7,0,11
2023-01-10,6,0,13
2023-01-11,10,0,15
2023-01-12,9,0,7
2023-01-13,13,0,8
2023-01-14,0,0,0
2023-01-15,0,0,0
2023-01-16,5,0,11
2023-01-17,6,0,11
2023-01-18,6,0,5
2023-01-19,6,0,8
2023-01-20,6,0,10
2023-01-21,1,0,1
2023-01-22,0,0,0
2023-01-23,7,0,15
2023-01-24,2,0,7
2023-01-25,9,0,5
2023-01-26,7,0,8
2023-01-27,7,0,5
2023-01-28,0,0,0
2023-01-29,0,0,0
2023-01-30,6,0,11
2023-01-31,12,0,10
2023-02-01,8,0,17
2023-02-02,8,0,9
2023-02-03,11,0,16
2023-02-04,1,0,0
2023-02-05,1,0,0
2023-02-06,5,0,17
2023-02-07,7,0,21
2023-02-08,2,0,6
2023-02-09,2,0,12
2023-02-10,3,0,24
2023-02-11,0,0,2
2023-02-12,0,0,1
2023-02-13,6,0,11
2023-02-14,2,0,19
2023-02-15,11,0,13
2023-02-16,4,1,20
2023-02-17,6,2,22
2023-02-18,0,0,4
2023-02-19,0,0,0
2023-02-20,1,0,27
2023-02-21,5,0,20
2023-02-22,4,0,17
2023-02-23,3,0,32
2023-02-24,8,0,20
2023-02-25,3,0,3
2023-02-26,2,0,0
2023-02-27,5,0,14
2023-02-28,3,0,19
2023-03-01,12,0,20
2023-03-02,2,0,14
2023-03-03,1,0,27
2023-03-04,1,0,3
2023-03-05,0,0,1
2023-03-06,3,0,8
2023-03-07,2,0,10
2023-03-08,4,0,18
2023-03-09,5,0,15
2023-03-10,2,0,12
2023-03-11,1,0,1
2023-03-12,0,0,0
2023-03-13,10,0,16
2023-03-14,6,0,14
2023-03-15,4,0,7
2023-03-16,2,0,12
2023-03-17,7,0,18
2023-03-18,4,1,0
2023-03-19,0,0,0
2023-03-20,8,3,15
2023-03-21,3,1,13
2023-03-22,7,0,23
2023-03-23,6,0,13
2023-03-24,4,2,11
2023-03-25,0,0,2
2023-03-26,0,0,0
2023-03-27,1,2,14
2023-03-28,6,0,21
2023-03-29,5,0,18
2023-03-30,5,0,15
2023-03-31,10,0,12
2023-04-01,1,0,3
2023-04-02,1,0,0
2023-04-03,4,0,3
2023-04-04,6,0,13
2023-04-05,10,1,11
2023-04-06,16,0,4
2023-04-07,5,0,9
2023-04-08,1,0,1
2023-04-09,0,0,1
2023-04-10,5,0,12
2023-04-11,4,0,16
2023-04-12,7,0,18
2023-04-13,9,0,19
2023-04-14,6,0,15
2023-04-15,0,0,0
2023-04-16,0,0,0
2023-04-17,4,0,9
2023-04-18,9,0,16
2023-04-19,2,0,14
2023-04-20,7,1,8
2023-04-21,12,0,18
2023-04-22,1,0,1
2023-04-23,2,0,0
2023-04-24,8,0,13
2023-04-25,5,0,8
2023-04-26,11,0,4
2023-04-27,5,0,5
2023-04-28,8,1,12
2023-04-29,0,0,0
2023-04-30,1,0,0
2023-05-01,6,0,12
2023-05-02,5,0,13
2023-05-03,6,0,10
2023-05-04,4,0,5
2023-05-05,6,0,10
2023-05-06,0,0,0
2023-05-07,0,0,0
2023-05-08,7,0,11
2023-05-09,2,0,12
2023-05-10,8,0,7
2023-05-11,6,0,22
2023-05-12,5,0,8
2023-05-13,0,0,1
2023-05-14,0,0,2
2023-05-15,4,0,13
2023-05-16,8,0,16
2023-05-17,7,2,18
2023-05-18,5,0,13
2023-05-19,11,0,13
2023-05-20,1,0,1
2023-05-21,2,0,0
2023-05-22,7,0,7
2023-05-23,6,0,15
2023-05-24,1,0,19
2023-05-25,1,0,11
2023-05-26,2,0,22
2023-05-27,0,0,1
2023-05-28,0,0,0
2023-05-29,0,0,13
2023-05-30,8,0,16
2023-05-31,4,0,18
2023-06-01,4,0,17
2023-06-02,0,0,19
2023-06-03,3,0,1
2023-06-04,0,0,4
2023-06-05,6,0,9
2023-06-06,1,0,12
2023-06-07,4,0,11
2023-06-08,14,0,15
2023-06-09,4,0,12
2023-06-10,1,0,2
2023-06-11,0,0,0
2023-06-12,11,0,14
2023-06-13,10,0,8
2023-06-14,5,0,12
2023-06-15,4,0,9
2023-06-16,7,0,15
2023-06-17,1,0,5
2023-06-18,3,0,0
2023-06-19,1,0,14
2023-06-20,6,0,29
2023-06-21,6,0,21
2023-06-22,1,0,12
2023-06-23,6,1,9
2023-06-24,1,2,3
2023-06-25,0,2,2
2023-06-26,1,1,20
2023-06-27,3,0,17
2023-06-28,13,1,17
2023-06-29,10,0,20
2023-06-30,4,4,16
2023-07-01,0,1,1
2023-07-02,0,0,0
2023-07-03,1,1,11
2023-07-04,1,0,9
2023-07-05,4,0,11
2023-07-06,6,2,16
2023-07-07,6,6,7
2023-07-08,0,3,1
2023-07-09,0,1,0
2023-07-10,6,11,11
2023-07-11,11,6,9
2023-07-12,6,0,3
2023-07-13,5,1,11
2023-07-14,1,0,9
2023-07-15,0,1,2
2023-07-16,0,1,0
2023-07-17,0,6,9
2023-07-18,3,2,4
2023-07-19,6,6,6
2023-07-20,11,4,7
2023-07-21,9,17,10
2023-07-22,0,7,0
2023-07-23,0,6,0
2023-07-24,3,3,4
2023-07-25,5,9,11
2023-07-26,5,11,6
2023-07-27,7,6,7
2023-07-28,6,5,6
2023-07-29,0,4,3
2023-07-30,0,1,0
2023-07-31,3,6,10
2023-08-01,2,6,16
2023-08-02,5,3,13
2023-08-03,7,1,13
2023-08-04,3,0,17
2023-08-05,0,1,0
2023-08-06,0,1,2
2023-08-07,2,1,6
2023-08-08,4,0,6
2023-08-09,4,0,17
2023-08-10,6,0,11
2023-08-11,13,0,7
2023-08-12,0,0,1
2023-08-13,0,0,1
2023-08-14,3,0,22
2023-08-15,4,1,17
2023-08-16,4,2,16
2023-08-17,4,0,18
2023-08-18,8,0,10
2023-08-19,1,1,1
2023-08-20,0,0,1
2023-08-21,5,2,10
2023-08-22,3,4,11
2023-08-23,6,6,5
2023-08-24,7,4,14
2023-08-25,5,1,7
2023-08-26,0,0,1
2023-08-27,1,0,0
2023-08-28,7,0,13
2023-08-29,2,2,8
2023-08-30,7,0,8
2023-08-31,7,5,7
2023-09-01,6,4,5
