,vercel/next.js,gohugoio/hugo,gatsbyjs/gatsby
2022-11-09,13,0,9.739828965917187
2022-11-10,24,1,-1.8133928161390633
2022-11-11,8,0,-0.9879501904468746
2022-11-12,4,0,-0.6859871353656241
2022-11-13,0,0,-0.4742331001796859
2022-11-14,27,1,7.652925788750001
2022-11-15,13,3,2.910583797640625
2022-11-16,22,0,5.992199182389062
2022-11-17,10,8,7.7279565890765625
2022-11-18,16,1,-1.5866873778953128
2022-11-19,4,1,-0.8160839999999998
2022-11-20,5,0,-0.5709005999999991
2022-11-21,13,1,2.5598226300000015
2022-11-22,20,0,6.3418938733750005
2022-11-23,23,0,5.8634219414
2022-11-24,9,4,4.699083132496875
2022-11-25,12,1,2.678605715107812
2022-11-26,4,0,-1.1380774228234374
2022-11-27,1,0,-0.6479407874999993
2022-11-28,11,0,0.5237925737500011
2022-11-29,21,0,3.522154599703126
2022-11-30,10,0,1.241730302532813
2022-12-01,24,0,4.346519613639063
2022-12-02,17,4,2.1147608691546873
2022-12-03,8,3,-0.7694331172781249
2022-12-04,7,1,-0.4300494226437497
2022-12-05,16,4,1.7152122537500007
2022-12-06,12,9,2.577161626984376
2022-12-07,23,0,3.4269801904015624
2022-12-08,23,0,6.260313445075
2022-12-09,16,0,2.8952546410999997
2022-12-10,5,1,-0.9939202017265627
2022-12-11,1,2,-0.5620208326078122
2022-12-12,22,0,0.6152220700000008
2022-12-13,24,2,1.5994669852187509
2022-12-14,11,5,8.50852148338125
2022-12-15,13,0,1.7877262665796871
2022-12-16,13,0,4.072389113746874
2022-12-17,6,0,-1.0460069698140626
2022-12-18,8,0,-0.5754534226437493
2022-12-19,29,5,0.6130440287500007
2022-12-20,33,4,-0.4018765680156241
2022-12-21,26,5,0.7075514676828132
2022-12-22,16,4,0.6694963265375005
2022-12-23,8,6,2.674574406879688
2022-12-24,3,3,-0.4626548726859376
2022-12-25,0,1,-0.2393187751796874
2022-12-26,0,0,-0.1333729462499999
2022-12-27,2,0,-0.10083457551562466
2022-12-28,1,0,-0.08100481128593726
2022-12-29,0,0,-0.060148046765624824
2022-12-30,3,0,-0.05124825430156236
2022-12-31,4,0,-0.037103791582812407
2023-01-01,2,0,-0.025196557607812434
2023-01-02,0,1,0.0
2023-01-03,24,1,7.0
2023-01-04,11,2,1.2999999999999994
2023-01-05,14,0,5.484999999999999
2023-01-06,25,0,0.11049999999999927
2023-01-07,2,1,-0.5716374999999998
2023-01-08,1,0,-0.3701422499999997
2023-01-09,10,1,5.723157412500001
2023-01-10,17,0,2.1786571012500002
2023-01-11,12,0,5.245745591390625
2023-01-12,35,0,4.936347216217188
2023-01-13,15,0,-0.16477627941562512
2023-01-14,6,0,-0.7596494282312497
2023-01-15,1,0,-0.47569617753593685
2023-01-16,13,5,2.644776285000001
2023-01-17,20,11,2.4129739581562504
2023-01-18,16,0,3.3242509432375003
2023-01-19,22,0,5.217169374298438
2023-01-20,32,0,0.9536158104406249
2023-01-21,9,0,-0.7542991782312499
2023-01-22,2,0,-0.43988514003593715
2023-01-23,17,0,2.6817908737500007
2023-01-24,23,1,3.4473404222031254
2023-01-25,18,1,2.255518143345313
2023-01-26,25,1,5.278143987829687
2023-01-27,30,0,-1.0241801807375002
2023-01-28,23,0,-0.5560299912468747
2023-01-29,4,0,-0.35373824257187453
2023-01-30,13,0,5.741745611250001
2023-01-31,17,3,0.19073373845312513
2023-02-01,27,0,3.4542770265796876
2023-02-02,27,0,0.25513747330937486
2023-02-03,16,2,1.484918564298438
2023-02-04,5,0,-0.5267561152156248
2023-02-05,2,7,-0.2962388249999995
2023-02-06,20,0,1.7781463100000006
2023-02-07,35,1,3.6214066256562503
2023-02-08,16,1,1.36026827426875
2023-02-09,20,0,0.47891017415156234
2023-02-10,28,0,-0.4106761156593749
2023-02-11,10,0,-0.2444189785671871
2023-02-12,3,0,-0.17741373007187455
2023-02-13,26,0,1.8722685575000004
2023-02-14,28,0,-0.30595218603124985
2023-02-15,32,0,2.8195796378656253
2023-02-16,27,0,3.579174267575
2023-02-17,30,0,0.39730898191249975
2023-02-18,22,0,-0.40613235253593766
2023-02-19,4,0,-0.2473115249999998
2023-02-20,13,0,1.8183123575000004
2023-02-21,20,3,0.6562478364687503
2023-02-22,51,9,4.691156406178125
2023-02-23,37,10,-0.6882417365468753
2023-02-24,18,2,1.6306114940796876
2023-02-25,14,1,-0.43855972315937497
2023-02-26,1,1,-0.244152127535937
2023-02-27,25,1,0.8270668450000003
2023-02-28,24,0,-0.23736538478124966
2023-03-01,36,15,1.8409320006625003
2023-03-02,44,5,-0.31106444261406246
2023-03-03,10,0,-0.17484415517968732
2023-03-04,15,7,-0.09225337603124995
2023-03-05,8,4,-0.07128471757187477
2023-03-06,13,1,0.9566728037500002
2023-03-07,37,3,3.864107661984375
2023-03-08,29,3,-0.4755862450359378
2023-03-09,20,0,-0.22763662603125012
2023-03-10,16,2,0.848539794928125
2023-03-11,3,2,-0.19876674999999971
2023-03-12,1,6,-0.12262901249999977
2023-03-13,26,0,0.9077582537500002
2023-03-14,16,2,4.825394401984375
2023-03-15,6,1,-0.6077888545984378
2023-03-16,19,0,1.69974257735625
2023-03-17,28,0,-0.3742561962500002
2023-03-18,1,0,-0.21899756301562462
2023-03-19,3,0,-0.15914461503593721
2023-03-20,23,2,0.8817712412500004
2023-03-21,20,0,1.8027297057343752
2023-03-22,23,0,1.6724355573859375
2023-03-23,23,0,0.6173183448203123
2023-03-24,31,0,-0.2867991260312501
2023-03-25,12,0,0.8237605449281251
2023-03-26,2,0,-0.21522051249999982
2023-03-27,25,0,0.8646862787500003
2023-03-28,17,0,3.797303519484375
2023-03-29,12,1,3.4714526164328126
2023-03-30,21,1,3.3283552226468744
2023-03-31,31,0,0.2458094694124996
2023-04-01,18,0,-0.5122592987859373
2023-04-02,14,0,-0.32884732551562457
2023-04-03,17,0,6.752242401214064
2023-04-04,23,0,0.108279351984375
2023-04-05,33,0,2.4251883104015626
2023-04-06,32,0,1.3260945402937498
2023-04-07,14,0,-0.5910998584562496
2023-04-08,4,0,-0.3521434731593746
2023-04-09,0,1,-0.23563719003593697
2023-04-10,6,0,-0.1804931362499994
2023-04-11,10,0,0.8502085751406254
2023-04-12,19,1,4.772034605482813
2023-04-13,17,1,2.395708815917187
2023-04-14,22,0,1.402166816360937
2023-04-15,2,0,-0.5149602050718752
2023-04-16,1,0,-0.2949292499999997
2023-04-17,20,0,1.7872667375000004
2023-04-18,22,1,4.63342099125
2023-04-19,17,0,5.273243668234375
2023-04-20,19,1,0.0021544686359370457
2023-04-21,23,0,-0.6467115942265624
2023-04-22,1,0,-0.39587918363906205
2023-04-23,6,0,-0.2761804800718742
2023-04-24,19,1,-0.20536045499999933
2023-04-25,16,0,-0.16969393228124952
2023-04-26,25,0,0.8556365398500004
2023-04-27,22,1,3.7895021629765626
2023-04-28,22,0,1.4950385717687498
2023-04-29,10,0,-0.41689885253593784
2023-04-30,6,0,-0.2246625000000001
2023-05-01,31,0,0.8442332500000003
2023-05-02,26,0,5.781045987500001
2023-05-03,43,0,1.2590247537499997
2023-05-04,44,1,1.4212328769843747
2023-05-05,9,0,2.4494780029015626
2023-05-06,1,2,-0.6398237861749998
2023-05-07,2,0,-0.3599852175718746
2023-05-08,18,0,-0.24912427124999953
2023-05-09,22,0,-0.19667551551562437
2023-05-10,22,0,1.837329601870313
2023-05-11,23,0,-0.3312031712468748
2023-05-12,9,0,1.8407845801468752
2023-05-13,5,0,-0.3025026441187501
2023-05-14,0,0,-0.15652155760781233
2023-05-15,14,3,0.9107665
2023-05-16,9,4,1.8323509750000002
2023-05-17,9,10,1.7005791074999999
2023-05-18,11,7,-0.36396065103125014
2023-05-19,19,9,-0.20664759757187492
2023-05-20,2,4,-0.13357837603124978
2023-05-21,3,2,-0.10351821757187465
2023-05-22,15,12,0.9303487787500002
2023-05-23,23,7,-0.1580797305156249
2023-05-24,16,7,-0.09472287106718741
2023-05-25,18,0,0.9355656688968751
2023-05-26,15,0,-0.13746020507187495
2023-05-27,3,9,-0.061116749999999984
2023-05-28,7,8,-0.041662012499999984
2023-05-29,2,2,-0.03175619624999989
2023-05-30,8,5,2.974314936984375
2023-05-31,10,1,0.6784391349640623
2023-06-01,9,10,4.75390630375
2023-06-02,12,4,-0.6400683130156255
2023-06-03,0,0,-0.32388635253593745
2023-06-04,0,0,-0.21151274999999986
2023-06-05,14,5,1.8410847125000005
2023-06-06,20,0,-0.32702685124999975
2023-06-07,9,0,-0.1956086977968748
2023-06-08,35,0,-0.14723335187343728
2023-06-09,30,0,-0.0975654176140622
2023-06-10,13,0,-0.07422776267968728
2023-06-11,3,0,-0.02632402499999992
2023-06-12,28,12,1.9778126075
2023-06-13,22,7,0.7808633739687498
2023-06-14,57,4,-0.20679770507187512
2023-06-15,20,1,3.898
2023-06-16,16,0,0.5301749999999998
2023-06-17,0,1,-0.332896
2023-06-18,0,3,-0.201440775
2023-06-19,17,13,-0.1464994049999996
2023-06-20,13,1,-0.11535982228124964
2023-06-21,19,3,-0.09513081808749972
2023-06-22,24,0,-0.06593565003593731
2023-06-23,24,6,-0.04936694831249987
2023-06-24,12,2,-0.04316372315937489
2023-06-25,7,0,-0.008398852535937478
2023-06-26,13,3,2.0
2023-06-27,16,2,0.7999999999999998
2023-06-28,19,7,0.8099999999999998
2023-06-29,31,4,0.7979999999999998
2023-06-30,20,3,-0.214825
2023-07-01,2,3,-0.12639599999999987
2023-07-02,3,2,-0.09160327499999982
2023-07-03,17,4,3.9278713450000002
2023-07-04,24,1,-0.4595090847812502
2023-07-05,25,1,-0.23062172683749999
2023-07-06,32,0,0.8569391381984375
2023-07-07,20,1,-0.20061716555156223
2023-07-08,1,11,-0.11786585253593729
2023-07-09,9,0,-0.08114804999999986
2023-07-10,28,0,-0.06503728499999979
2023-07-11,9,1,-0.054390002062499845
2023-07-12,22,0,-0.04675742264374987
2023-07-13,11,5,-0.011093696249999967
2023-07-14,9,0,-0.009568313015624975
2023-07-15,1,1,-0.008398852535937478
2023-07-16,3,1,0.0
2023-07-17,16,1,0.0
2023-07-18,18,0,0.0
2023-07-19,18,8,0.0
2023-07-20,17,2,0.0
2023-07-21,25,0,2.0
2023-07-22,7,0,-0.20000000000000018
2023-07-23,4,0,-0.09000000000000007
2023-07-24,16,0,0.943
2023-07-25,7,0,0.8586750000000001
2023-07-26,19,1,0.8227665
2023-07-27,15,5,-0.19982402500000007
2023-07-28,15,8,-0.11634989249999991
2023-07-29,8,7,-0.08441587603124984
2023-07-30,4,4,-0.06673896757187478
2023-07-31,14,4,-0.040372458749999875
2023-08-01,20,3,-0.0338240217656249
2023-08-02,21,1,-0.02906086180156242
2023-08-03,20,1,-0.017967165551562456
2023-08-04,26,3,-0.008398852535937478
2023-08-05,5,2,0.0
2023-08-06,5,0,0.0
2023-08-07,25,4,0.0
2023-08-08,11,2,0.0
2023-08-09,18,1,0.0
2023-08-10,8,0,0.0
2023-08-11,19,0,0.0
2023-08-12,6,0,0.0
2023-08-13,0,0,0.0
2023-08-14,29,0,0.0
2023-08-15,19,1,0.0
2023-08-16,20,0,0.0
2023-08-17,20,0,0.0
2023-08-18,16,0,0.0
2023-08-19,4,0,0.0
2023-08-20,10,0,0.0
2023-08-21,17,3,0.0
2023-08-22,16,1,7.0
2023-08-23,15,8,0.2999999999999994
2023-08-24,24,1,2.5849999999999995
2023-08-25,21,0,0.45549999999999957
2023-08-26,6,0,-0.4081374999999997
2023-08-27,11,0,-0.2639797499999997
2023-08-28,16,0,0.8012616625000005
2023-08-29,22,0,-0.2598306362499996
2023-08-30,24,10,0.8213253251406253
2023-08-31,17,8,-0.2433033820171873
2023-09-01,22,0,-0.11385998783281234
2023-09-02,9,0,-0.07938162062343739
2023-09-03,9,0,-0.04222336503593736
2023-09-04,10,0,-0.027210446249999916
2023-09-05,17,0,0.9772696744843751
2023-09-06,17,0,-0.11949254878593754
2023-09-07,13,0,1.945431686984375
2023-09-08,15,0,-0.23689885253593768
2023-09-09,1,0,-0.1106625
2023-09-10,4,0,-0.07311675
2023-09-11,14,1,-0.05448701249999981
2023-09-12,19,2,-0.04332719624999986
2023-09-13,16,0,-0.0358923380156249
2023-09-14,40,2,0.9694137549640626
2023-09-15,18,0,-0.11913662603125004
2023-09-16,5,0,-0.061797705071874987
2023-09-17,1,0,-0.028500000000000022
2023-09-18,33,0,-0.020662499999999924
2023-09-19,24,1,0.9838832500000001
2023-09-20,26,1,-0.11316201250000005
2023-09-21,24,1,-0.05609369625
2023-09-22,20,1,-0.038068313015624994
2023-09-23,8,1,-0.029061352535937404
2023-09-24,4,10,-0.016116749999999947
2023-09-25,19,0,-0.01316201249999996
2023-09-26,35,0,0.98890630375
2023-09-27,25,3,0.8904316869843749
2023-09-28,33,0,-0.1533988525359376
2023-09-29,21,0,-0.07350000000000005
2023-09-30,5,0,-0.04916249999999994
2023-10-01,1,0,-0.036779249999999875
2023-10-02,26,1,-0.02927876249999991
2023-10-03,16,0,0.9757442912500001
2023-10-04,16,1,0.879337990734375
2023-10-05,10,1,-0.16296716555156257
2023-10-06,22,3,0.9181011474640625
2023-10-07,9,0,-0.14916250000000003
2023-10-08,0,0,-0.08177924999999991
2023-10-09,5,1,1.9422212375
2023-10-10,15,0,-0.24491820875000003
2023-10-11,9,0,-0.12677875926562496
2023-10-12,28,0,-0.08812917805156245
2023-10-13,19,0,0.9391824512140627
2023-10-14,8,0,-0.14180181301562494
2023-10-15,3,0,-0.07972287753593743
2023-10-16,16,0,-0.050687392499999956
2023-10-17,22,3,-0.039799126031249875
2023-10-18,14,3,1.967085544928125
2023-10-19,21,0,0.7868379874999999
2023-10-20,29,3,1.79890630375
2023-10-21,19,3,-0.31156831301562526
2023-10-22,7,1,-0.1682238525359374
2023-10-23,42,0,0.8901040000000001
2023-10-24,40,1,3.816234225
2023-10-25,32,0,-0.5125829050000001
2023-10-26,60,2,-0.26505434728125
2023-10-27,16,2,0.8167840894125001
2023-10-28,6,3,-0.22630222856718718
2023-10-29,3,11,-0.13942671757187475
2023-10-30,17,11,-0.09224174624999984
2023-10-31,24,4,0.9253944019843752
2023-11-01,22,6,-0.16278885459843742
2023-11-02,11,1,-0.0917574226437499
2023-11-03,14,0,-0.03959369624999999
2023-11-04,4,0,-0.0302308130156249
2023-11-05,7,0,-0.024515602535937424
2023-11-06,18,0,-0.01316201249999996
2023-11-07,19,0,-0.011093696249999967
2023-11-08,35,3,-0.009568313015624975
2023-11-09,20,0,-0.008398852535937478
2023-11-10,9,0,0.0
2023-11-11,2,0,0.0
2023-11-12,5,0,0.0
2023-11-13,10,0,1.0
2023-11-14,8,0,-0.10000000000000009
2023-11-15,14,0,-0.04500000000000003
2023-11-16,41,4,0.9715
2023-11-17,24,0,-0.1206625
2023-11-18,4,0,-0.061116749999999984
2023-11-19,1,0,-0.041662012499999984
2023-11-20,6,0,-0.03175619624999989
2023-11-21,12,0,0.9743149369843751
2023-11-22,21,1,-0.12156086503593752
2023-11-23,12,0,-0.05609369625
2023-11-24,12,0,-0.038068313015624994
2023-11-25,1,0,-0.029061352535937404
2023-11-26,3,0,-0.016116749999999947
2023-11-27,15,3,-0.01316201249999996
2023-11-28,21,3,-0.011093696249999967
2023-11-29,24,1,-0.009568313015624975
2023-11-30,15,2,0.9916011474640625
2023-12-01,19,0,0.8999999999999999
2023-12-02,5,0,-0.14500000000000013
2023-12-03,4,0,-0.07350000000000005
2023-12-04,24,11,2.9508375
2023-12-05,17,3,-0.33677925000000014
2023-12-06,28,0,0.8357212375
2023-12-07,15,1,0.79024429125
2023-12-08,14,2,0.7723504907343752
2023-12-09,3,0,-0.23981741555156244
2023-12-10,0,0,-0.14204739003593736
2023-12-11,12,0,-0.09856033874999981
2023-12-12,13,0,-0.07864620154687477
2023-12-13,25,0,-0.0655690163578123
2023-12-14,8,0,1.966175978234375
2023-12-15,12,0,2.7709391381984374
2023-12-16,2,0,-0.40796716555156276
2023-12-17,2,0,-0.20039885253593762
2023-12-18,11,1,1.873175
2023-12-19,7,0,1.7057790000000002
2023-12-20,17,1,-0.364674275
2023-12-21,4,0,-0.20867342999999994
2023-12-22,16,0,0.8492572852187502
2023-12-23,4,0,-0.21906114411874972
2023-12-24,10,0,-0.1287540826078123
2023-12-25,3,0,-0.07701141749999987
2023-12-26,2,0,-0.061986518531249805
2023-12-27,9,0,-0.052051081103124855
2023-12-28,5,0,-0.02995971757187492
2023-12-29,2,3,-0.011093696249999967
2023-12-30,2,0,-0.009568313015624975
2023-12-31,6,0,-0.008398852535937478
2024-01-01,5,0,0.0
2024-01-02,23,0,2.0
2024-01-03,25,0,2.8
2024-01-04,31,0,1.6099999999999997
2024-01-05,16,2,1.6079999999999997
2024-01-06,16,1,-0.41682500000000017
2024-01-07,4,0,-0.2412209999999998
2024-01-08,20,0,-0.17299927499999965
2024-01-09,20,0,1.8647680700000004
2024-01-10,28,0,1.68902476021875
2024-01-11,32,0,-0.38401406161874996
2024-01-12,22,0,-0.21352057613906245
2024-01-13,2,0,-0.1342593311031248
2024-01-14,6,0,-0.0903562050718747
2024-01-15,7,0,-0.05855752499999982
2024-01-16,12,2,-0.048511417499999855
2024-01-17,31,0,-0.04132401853124988
2024-01-18,33,0,-0.03593433110312491
2024-01-19,22,0,-0.016797705071874957
2024-01-20,3,0,0.0
2024-01-21,11,0,0.0
2024-01-22,19,0,0.0
2024-01-23,17,0,1.0
2024-01-24,33,0,0.8999999999999999
2024-01-25,18,4,1.855
2024-01-26,26,6,-0.27350000000000024
2024-01-27,21,4,-0.13916250000000002
2024-01-28,4,10,-0.09377924999999993
2024-01-29,26,0,-0.07060376249999975
2024-01-30,15,5,-0.056489208749999825
2024-01-31,31,9,0.9530139657343751
2024-02-01,16,11,-0.14015455805156246
2024-02-02,16,2,-0.07253547856718746
2024-02-03,4,8,-0.04529770507187498
2024-02-04,12,1,-0.020662499999999924
2024-02-05,28,5,-0.016116749999999947
2024-02-06,31,2,-0.01316201249999996
2024-02-07,19,7,-0.011093696249999967
2024-02-08,19,1,-0.009568313015624975
2024-02-09,13,0,-0.008398852535937478
2024-02-10,5,4,0.0
2024-02-11,2,2,0.0
2024-02-12,22,0,0.0
2024-02-13,22,0,0.0
2024-02-14,26,0,0.0
2024-02-15,23,0,0.0
2024-02-16,21,4,0.0
2024-02-17,5,5,0.0
2024-02-18,3,4,0.0
2024-02-19,17,4,0.0
2024-02-20,30,4,3.0
2024-02-21,28,7,0.6999999999999997
2024-02-22,19,5,-0.23500000000000018
2024-02-23,21,11,-0.1305000000000001
2024-02-24,4,2,-0.09048749999999979
2024-02-25,1,3,-0.06901274999999976
2024-02-26,25,3,-0.055602787499999834
2024-02-27,20,1,-0.04644310124999986
2024-02-28,27,8,-0.03979863529687489
2024-02-29,24,0,-0.03476487062343741
2024-03-01,29,7,-0.008398852535937478
2024-03-02,6,0,0.0
2024-03-03,6,0,0.0
2024-03-04,25,0,0.0
2024-03-05,26,0,0.0
2024-03-06,27,0,0.0
2024-03-07,31,12,0.0
2024-03-08,24,0,0.0
2024-03-09,7,1,0.0
2024-03-10,2,1,0.0
2024-03-11,24,0,0.0
2024-03-12,27,0,0.0
2024-03-13,28,4,0.0
2024-03-14,14,3,0.0
2024-03-15,8,6,1.0
2024-03-16,9,9,-0.10000000000000009
2024-03-17,4,0,-0.04500000000000003
2024-03-18,30,0,-0.028500000000000022
2024-03-19,31,1,-0.020662499999999924
2024-03-20,16,5,-0.016116749999999947
2024-03-21,16,1,-0.01316201249999996
2024-03-22,20,1,-0.011093696249999967
2024-03-23,3,0,-0.009568313015624975
2024-03-24,3,0,-0.008398852535937478
2024-03-25,29,0,0.0
2024-03-26,22,3,0.0
2024-03-27,17,1,0.0
2024-03-28,22,1,0.0
2024-03-29,12,0,0.0
2024-03-30,2,0,0.0
2024-03-31,2,0,0.0
2024-04-01,10,0,0.0
2024-04-02,15,0,0.0
2024-04-03,14,0,0.0
2024-04-04,16,0,0.0
2024-04-05,15,0,0.0
2024-04-06,2,0,0.0
2024-04-07,3,0,0.0
2024-04-08,17,0,0.0
2024-04-09,18,0,0.0
2024-04-10,14,0,0.0
2024-04-11,26,0,0.0
2024-04-12,21,0,0.0
2024-04-13,8,0,0.0
2024-04-14,3,0,0.0
2024-04-15,39,0,0.0
2024-04-16,19,0,0.0
2024-04-17,27,0,0.0
2024-04-18,17,0,0.0
2024-04-19,17,0,0.0
2024-04-20,3,0,0.0
2024-04-21,4,0,0.0
2024-04-22,24,0,0.0
2024-04-23,24,0,0.0
2024-04-24,16,0,0.0
2024-04-25,17,0,0.0
2024-04-26,22,0,0.0
2024-04-27,2,0,0.0
2024-04-28,2,0,0.0
2024-04-29,8,0,0.0
2024-04-30,15,0,0.0
2024-05-01,16,0,0.0
2024-05-02,11,0,0.0
2024-05-03,12,0,0.0
2024-05-04,2,0,0.0
2024-05-05,2,0,0.0
2024-05-06,27,0,0.0
2024-05-07,19,0,0.0
2024-05-08,25,0,0.0
2024-05-09,12,0,0.0
2024-05-10,20,0,0.0
2024-05-11,5,0,0.0
2024-05-12,2,0,0.0
2024-05-13,15,0,0.0
2024-05-14,14,0,0.0
2024-05-15,16,0,0.0
2024-05-16,25,0,0.0
2024-05-17,13,0,0.0
2024-05-18,6,0,0.0
2024-05-19,0,0,0.0
2024-05-20,18,0,0.0
2024-05-21,26,0,0.0
2024-05-22,17,0,0.0
2024-05-23,23,0,0.0
2024-05-24,9,0,0.0
2024-05-25,4,0,0.0
2024-05-26,5,0,0.0
2024-05-27,9,0,0.0
2024-05-28,17,0,0.0
2024-05-29,15,0,0.0
2024-05-30,13,0,0.0
2024-05-31,11,0,0.0
2024-06-01,7,0,0.0
2024-06-02,5,0,0.0
2024-06-03,17,0,0.0
2024-06-04,18,0,0.0
2024-06-05,22,0,0.0
2024-06-06,11,0,0.0
2024-06-07,12,0,0.0
2024-06-08,3,0,0.0
2024-06-09,2,0,0.0
2024-06-10,25,0,0.0
2024-06-11,24,0,0.0
2024-06-12,20,0,0.0
2024-06-13,15,0,0.0
2024-06-14,21,0,0.0
2024-06-15,7,0,0.0
2024-06-16,2,0,0.0
2024-06-17,16,0,0.0
2024-06-18,19,0,0.0
2024-06-19,20,0,0.0
2024-06-20,12,0,0.0
2024-06-21,9,0,0.0
2024-06-22,3,0,0.0
2024-06-23,10,0,0.0
2024-06-24,8,0,0.0
2024-06-25,10,0,0.0
2024-06-26,20,0,0.0
2024-06-27,9,0,0.0
2024-06-28,10,0,0.0
2024-06-29,2,0,0.0
2024-06-30,0,0,0.0
2024-07-01,14,0,0.0
2024-07-02,10,0,0.0
2024-07-03,13,0,0.0
2024-07-04,12,0,0.0
2024-07-05,14,0,0.0
2024-07-06,2,0,0.0
2024-07-07,4,0,0.0
2024-07-08,12,0,0.0
2024-07-09,24,0,0.0
2024-07-10,19,0,0.0
2024-07-11,13,0,0.0
2024-07-12,22,0,0.0
2024-07-13,13,0,0.0
2024-07-14,3,0,0.0
2024-07-15,23,0,0.0
2024-07-16,15,0,0.0
2024-07-17,28,0,0.0
2024-07-18,25,0,0.0
2024-07-19,16,0,0.0
2024-07-20,6,0,0.0
2024-07-21,7,0,0.0
2024-07-22,15,0,0.0
2024-07-23,13,0,0.0
2024-07-24,20,0,0.0
2024-07-25,21,0,0.0
2024-07-26,9,0,0.0
2024-07-27,1,0,0.0
2024-07-28,3,0,0.0
2024-07-29,25,0,0.0
2024-07-30,24,0,0.0
2024-07-31,19,0,0.0
2024-08-01,13,0,0.0
2024-08-02,19,0,0.0
2024-08-03,4,0,0.0
2024-08-04,5,0,0.0
2024-08-05,23,0,0.0
2024-08-06,21,0,0.0
2024-08-07,19,0,0.0
2024-08-08,23,0,0.0
2024-08-09,7,0,0.0
2024-08-10,0,0,0.0
2024-08-11,0,0,0.0
2024-08-12,14,0,0.0
2024-08-13,29,0,0.0
2024-08-14,13,0,0.0
2024-08-15,26,0,0.0
2024-08-16,20,0,0.0
2024-08-17,2,0,0.0
2024-08-18,0,0,0.0
2024-08-19,10,0,0.0
2024-08-20,15,0,0.0
2024-08-21,19,0,0.0
2024-08-22,15,0,0.0
2024-08-23,23,0,0.0
2024-08-24,3,0,0.0
2024-08-25,2,0,0.0
2024-08-26,13,0,0.0
2024-08-27,24,0,0.0
2024-08-28,21,0,0.0
2024-08-29,18,0,0.0
2024-08-30,7,0,0.0
2024-08-31,2,0,0.0
2024-09-01,2,0,0.0
2024-09-02,4,0,0.0
2024-09-03,21,0,0.0
2024-09-04,33,0,0.0
2024-09-05,24,0,0.0
2024-09-06,11,0,0.0
2024-09-07,2,0,0.0
2024-09-08,2,0,0.0
2024-09-09,26,0,0.0
2024-09-10,20,0,0.0
2024-09-11,20,0,0.0
2024-09-12,28,0,0.0
2024-09-13,31,0,0.0
2024-09-14,4,0,0.0
2024-09-15,0,0,0.0
2024-09-16,33,0,0.0
2024-09-17,14,0,0.0
2024-09-18,13,0,0.0
2024-09-19,12,0,0.0
2024-09-20,14,0,0.0
2024-09-21,0,0,0.0
2024-09-22,6,0,0.0
2024-09-23,21,0,0.0
2024-09-24,44,0,0.0
2024-09-25,27,0,0.0
2024-09-26,25,0,0.0
2024-09-27,14,0,0.0
2024-09-28,7,0,0.0
2024-09-29,0,0,0.0
2024-09-30,24,0,0.0
2024-10-01,21,0,0.0
2024-10-02,15,0,0.0
2024-10-03,12,0,0.0
2024-10-04,26,0,0.0
2024-10-05,0,0,0.0
2024-10-06,0,0,0.0
2024-10-07,23,0,0.0
2024-10-08,23,0,0.0
2024-10-09,36,0,0.0
2024-10-10,27,0,0.0
2024-10-11,42,0,0.0
2024-10-12,19,0,0.0
2024-10-13,22,0,0.0
2024-10-14,32,0,0.0
2024-10-15,26,0,0.0
2024-10-16,20,0,0.0
2024-10-17,26,0,0.0
2024-10-18,24,0,0.0
2024-10-19,20,0,0.0
2024-10-20,14,0,0.0
2024-10-21,29,0,0.0
2024-10-22,24,0,0.0
2024-10-23,43,0,0.0
2024-10-24,26,0,0.0
2024-10-25,14,0,0.0
2024-10-26,3,0,0.0
2024-10-27,3,0,0.0
2024-10-28,14,0,0.0
2024-10-29,50,0,0.0
2024-10-30,40,0,0.0
2024-10-31,18,0,0.0
2024-11-01,13,0,0.0
2024-11-02,0,0,0.0
2024-11-03,8,0,0.0
2024-11-04,4,0,0.0
2024-11-05,0,0,0.0
2024-11-06,0,0,0.0
2024-11-07,0,0,0.0
2024-11-08,0,0,0.0
2024-11-09,0,0,0.0
2024-11-10,0,0,0.0
2024-11-11,0,0,0.0
2024-11-12,0,0,0.0
2024-11-13,0,0,0.0
2024-11-14,0,0,0.0
2024-11-15,0,0,0.0
2024-11-16,0,0,0.0
2024-11-17,0,0,0.0
2024-11-18,0,0,0.0
2024-11-19,0,0,0.0
2024-11-20,0,0,0.0
2024-11-21,0,0,0.0
2024-11-22,0,0,0.0
2024-11-23,0,0,0.0
2024-11-24,0,0,0.0
2024-11-25,0,0,0.0
2024-11-26,0,0,0.0
2024-11-27,0,0,0.0
2024-11-28,0,0,0.0
2024-11-29,0,0,0.0
2024-11-30,0,0,0.0
2024-12-01,0,0,0.0
2024-12-02,0,0,0.0
2024-12-03,0,0,0.0
2024-12-04,0,0,0.0
