,balderdashy/sails,expressjs/express,hapijs/hapi
2014-12-24,2,0,2
2014-12-25,0,0,0
2014-12-26,0,0,0
2014-12-27,1,0,0
2014-12-28,2,0,0
2014-12-29,4,0,0
2014-12-30,6,0,0
2014-12-31,2,0,0
2015-01-01,1,0,0
2015-01-02,0,0,0
2015-01-03,0,0,0
2015-01-04,0,7,3
2015-01-05,7,3,10
2015-01-06,1,0,1
2015-01-07,0,0,1
2015-01-08,4,1,0
2015-01-09,2,12,0
2015-01-10,8,0,0
2015-01-11,3,2,0
2015-01-12,0,2,0
2015-01-13,2,5,0
2015-01-14,0,9,0
2015-01-15,6,0,0
2015-01-16,0,0,0
