,mintty/mintty,microsoft/terminal,alacritty/alacritty
2019-10-20,0,-0.9393600512000005,1
2019-10-21,1,0.3787263999999997,0
2019-10-22,1,1.3275033599999997,1
2019-10-23,0,-0.8597130239999997,1
2019-10-24,0,3.4757368832,2
2019-10-25,1,-1.1229595647999995,0
2019-10-26,0,-0.5575723007999998,1
2019-10-27,0,-0.3133782016000001,0
2019-10-28,1,0.8078156799999999,0
2019-10-29,1,-0.350385152,2
2019-10-30,0,-0.20295997439999997,0
2019-10-31,0,5.8593544192,1
2019-11-01,1,4.708849152000001,0
2019-11-02,0,-1.7554134016,2
2019-11-03,2,-0.7884288000000006,3
2019-11-04,0,3.49347328,2
2019-11-05,0,3.830796288,0
2019-11-06,2,3.3917418496,0
2019-11-07,2,0.18386687999999962,0
2019-11-08,3,4.637713408,0
2019-11-09,0,-2.0312863743999996,0
2019-11-10,0,-1.0282113024000004,1
2019-11-11,1,0.34726911999999954,3
2019-11-12,1,2.302999552,1
2019-11-13,1,4.9194768384000005,1
2019-11-14,4,1.2212884480000004,0
2019-11-15,2,2.5497175039999997,2
2019-11-16,0,0.43439902720000023,1
2019-11-17,1,-1.2374529024000003,2
2019-11-18,2,1.3157708799999996,2
2019-11-19,2,0.10525132799999981,2
2019-11-20,1,5.2521767936,0
2019-11-21,1,-0.6833016831999994,1
2019-11-22,1,5.9782562816,1
2019-11-23,1,-1.9814843391999997,2
2019-11-24,0,-0.9546464256000003,0
2019-11-25,0,4.397963059199999,2
2019-11-26,1,0.5709890560000002,2
2019-11-27,0,-0.14006753280000028,1
2019-11-28,1,1.1412760576,3
2019-11-29,1,-0.9516908543999999,0
2019-11-30,0,-0.5160633343999999,2
2019-12-01,0,-0.3701014527999999,1
2019-12-02,1,2.7817727999999997,1
2019-12-03,1,4.2227072,0
2019-12-04,1,3.6110935040000003,2
2019-12-05,0,0.3828201471999999,1
2019-12-06,0,3.8179552255999996,2
2019-12-07,0,-1.6695467008000002,0
2019-12-08,0,-0.8529664000000006,0
2019-12-09,0,1.4121958399999996,3
2019-12-10,1,1.150987264,0
2019-12-11,0,7.0774821888,1
2019-12-12,0,3.8737172480000006,3
2019-12-13,0,-0.17895577600000045,0
2019-12-14,0,0.5208507391999997,1
2019-12-15,0,-1.2710763520000001,1
2019-12-16,0,1.2634009599999996,0
2019-12-17,0,6.0575247359999995,0
2019-12-18,0,0.01002731520000033,0
2019-12-19,2,2.6104696832,0
2019-12-20,0,-1.6239921151999996,0
2019-12-21,0,0.16028303359999985,2
2019-12-22,0,-0.7325237248,2
2019-12-23,0,-0.46726574080000016,0
2019-12-24,0,0.6617359359999999,1
2019-12-25,0,-0.4748213247999995,0
2019-12-26,0,-0.28930375679999976,0
2019-12-27,0,-0.15091834879999974,0
2019-12-28,0,-0.10040412159999987,0
2019-12-29,0,-0.03992371199999995,1
2019-12-30,0,3.9671018496,1
2019-12-31,0,0.18307328000000012,2
2020-01-01,0,0.46561228799999976,0
2020-01-02,0,0.5155306495999998,2
2020-01-03,0,1.5375999999999999,1
2020-01-04,0,-0.6637440000000001,2
2020-01-05,0,-0.34885120000000025,3
2020-01-06,0,1.75672832,2
2020-01-07,0,2.412357632,1
2020-01-08,0,3.0873073664,1
2020-01-09,0,3.7793586176,2
2020-01-10,1,4.4080894976,2
2020-01-11,0,-0.9851167744000002,2
2020-01-12,1,-1.1968043008000007,2
2020-01-13,2,0.26671615999999965,0
2020-01-14,0,4.261449216,1
2020-01-15,0,3.4952312832000003,3
2020-01-16,1,0.22429870079999992,1
2020-01-17,5,1.6825949184,2
2020-01-18,0,-1.3591357439999996,1
2020-01-19,0,-0.7413126144000002,1
2020-01-20,0,0.5295799295999998,3
2020-01-21,0,1.446962688,2
2020-01-22,0,1.2334928896000004,2
2020-01-23,0,1.1625748480000002,0
2020-01-24,0,0.1684976640000001,3
2020-01-25,0,-0.6168378368,0
2020-01-26,0,-0.35210885120000013,2
2020-01-27,0,1.77594368,1
2020-01-28,0,1.426229248,1
2020-01-29,0,3.2985081856000003,0
2020-01-30,0,4.8360036352,1
2020-01-31,0,6.2461591552,2
2020-02-01,0,-2.4295984128,0
2020-02-02,0,-1.166798950400001,1
2020-02-03,2,7.237544959999999,1
2020-02-04,0,2.833639936,1
2020-02-05,0,-0.08828180480000025,1
2020-02-06,0,-1.5314802688000004,0
2020-02-07,0,-0.9404174336,3
2020-02-08,0,-0.6582057983999995,0
2020-02-09,0,-0.45806520319999994,0
2020-02-10,0,10.711370239999999,1
2020-02-11,0,2.5594071040000013,1
2020-02-12,1,5.9144531968,1
2020-02-13,1,3.3808778239999997,1
2020-02-14,0,0.5254612991999994,1
2020-02-15,0,-1.9128960000000008,2
2020-02-16,0,-1.1491968000000008,0
2020-02-17,1,-0.8382259200000004,1
2020-02-18,2,1.3396551680000004,1
2020-02-19,3,2.0563040256000007,1
2020-02-20,4,4.899704832,0
2020-02-21,4,2.2271387648000007,0
2020-02-22,0,-1.6091792383999999,2
2020-02-23,0,-0.7972800512000005,2
2020-02-24,0,0.48893439999999977,0
2020-02-25,3,0.41724415999999986,0
2020-02-26,0,5.415727616,1
2020-02-27,0,3.4206226432,5
2020-02-28,0,3.2469587968000004,1
2020-02-29,2,-1.8795029504,1
2020-03-01,0,-0.9374422016000005,4
2020-03-02,0,1.4014284799999996,3
2020-03-03,1,1.150432768,0
2020-03-04,0,1.0817586175999998,1
2020-03-05,3,0.058426777600000146,0
2020-03-06,0,2.2454117376000005,1
2020-03-07,0,-0.028557311999999557,1
2020-03-08,0,0.29052364799999997,0
2020-03-09,0,7.41661696,1
2020-03-10,1,8.042177536,0
2020-03-11,0,3.0937956352000002,1
2020-03-12,1,1.4249367551999992,2
2020-03-13,0,5.8351286272,2
2020-03-14,1,-1.8412760064000002,3
2020-03-15,0,-1.7211128832000009,0
2020-03-16,0,5.8818251776,0
2020-03-17,0,1.7616449536000003,3
2020-03-18,2,6.9752045568000005,1
2020-03-19,4,5.076306944000001,3
2020-03-20,2,0.9645904895999999,0
2020-03-21,0,-2.3670578176,1
2020-03-22,0,-1.3656881152000004,0
2020-03-23,1,9.0967044096,3
2020-03-24,0,1.3090319360000007,1
2020-03-25,0,6.837248819199999,2
2020-03-26,4,2.0035042304000004,2
2020-03-27,1,3.4569672704,0
2020-03-28,0,-1.5790656512,0
2020-03-29,0,-1.5787094016000007,0
2020-03-30,1,1.9831935999999994,2
2020-03-31,2,-0.3727231999999996,0
2020-04-01,3,9.936455168,0
2020-04-02,0,0.16389079040000087,0
2020-04-03,0,2.0650481663999996,0
2020-04-04,2,-0.8438077439999998,0
2020-04-05,0,-1.2096262144000003,0
2020-04-06,3,2.2626256895999997,0
2020-04-07,0,4.856185344,0
2020-04-08,0,0.12497991680000009,0
2020-04-09,1,11.6472344576,1
2020-04-10,2,-3.4172616703999994,1
2020-04-11,1,-1.5260936192000008,0
2020-04-12,0,-0.9699675136000003,1
2020-04-13,2,2.3263056896,0
2020-04-14,1,7.882450944,0
2020-04-15,2,-0.46316216319999937,1
2020-04-16,0,-1.5876388864000006,1
2020-04-17,0,7.0952210432000005,0
2020-04-18,2,-2.2371095551999995,1
2020-04-19,0,-0.9983104000000007,0
2020-04-20,0,2.3302886399999996,1
2020-04-21,0,9.894838784000001,1
2020-04-22,0,3.154961100800001,0
2020-04-23,1,0.4715700223999999,2
2020-04-24,0,6.1308475391999995,0
2020-04-25,0,-2.6893096959999996,1
2020-04-26,1,-1.4275372032000007,0
2020-04-27,0,3.0864870399999997,0
2020-04-28,0,4.502662144,0
2020-04-29,0,5.917192396800001,0
2020-04-30,0,4.2903003136,1
2020-05-01,0,-1.7157929984000004,3
2020-05-02,4,-1.6002537472000002,1
2020-05-03,9,0.9805139967999996,1
2020-05-04,3,3.92223232,0
2020-05-05,2,9.305106432,1
2020-05-06,3,-2.1361550335999993,1
2020-05-07,1,0.28396636159999966,3
2020-05-08,0,6.5555324928,0
2020-05-09,0,-2.4478107648,0
2020-05-10,0,-1.1989627904000009,0
2020-05-11,0,2.1851381759999997,0
2020-05-12,1,5.7766280192,2
2020-05-13,0,-2.122683903999999,1
2020-05-14,1,3.9471655936,2
2020-05-15,1,1.3865414656000001,0
2020-05-16,1,-1.4518483967999998,3
2020-05-17,0,2.1802067968,2
2020-05-18,0,0.8942182399999998,0
2020-05-19,0,1.9698698239999999,0
2020-05-20,2,-0.2208740351999996,1
2020-05-21,4,2.1299945472,0
2020-05-22,3,-1.0905267199999997,0
2020-05-23,0,-0.606668288,1
2020-05-24,4,-0.3832538112000001,1
2020-05-25,0,-0.26463897599999986,0
2020-05-26,3,-0.21400043519999987,0
2020-05-27,2,5.8536850432000005,3
2020-05-28,1,6.697424076800001,0
2020-05-29,0,-1.1356324863999996,1
2020-05-30,0,-1.1654080512000007,2
2020-05-31,1,-0.6656000000000004,0
2020-06-01,0,7.529984,0
2020-06-02,1,2.0395392,1
2020-06-03,1,3.2694732799999997,2
2020-06-04,4,7.053831168,2
2020-06-05,1,11.132355481600001,1
2020-06-06,0,-4.2128305152,3
2020-06-07,4,-1.9980437504000015,0
2020-06-08,4,2.680791039999999,1
2020-06-09,1,4.214823424,1
2020-06-10,0,3.6966975488,0
2020-06-11,0,2.5678403584,0
2020-06-12,0,-0.3312102399999999,0
2020-06-13,1,-1.7053961215999995,0
2020-06-14,0,0.9888978944,1
2020-06-15,1,3.9925043199999997,2
2020-06-16,0,-1.636563968,0
2020-06-17,2,1.1130200064,0
2020-06-18,0,2.0061664256000005,1
2020-06-19,0,6.840319897600001,0
2020-06-20,3,-2.195659776,0
2020-06-21,2,-1.0121361408000007,0
2020-06-22,0,4.350718976,0
2020-06-23,0,1.5168571392000003,3
2020-06-24,0,1.6382254079999998,1
2020-06-25,0,1.6770140159999998,1
2020-06-26,0,0.6444844031999999,1
2020-06-27,0,-1.1649897471999997,0
2020-06-28,0,-0.6833068032,1
2020-06-29,0,0.5806719999999997,1
2020-06-30,1,1.4721868800000002,0
2020-07-01,1,7.251351552,1
2020-07-02,0,-1.9802089471999995,0
2020-07-03,0,-0.8840246272000003,1
2020-07-04,0,-0.5429194752000002,3
2020-07-05,2,-0.36523950080000006,0
2020-07-06,0,2.73792768,2
2020-07-07,10,6.188328448,0
2020-07-08,1,1.1833414656000003,0
2020-07-09,0,3.5559596032,4
2020-07-10,0,2.2234451968,5
2020-07-11,0,-1.6558080000000004,2
2020-07-12,6,-0.9008384000000007,0
2020-07-13,4,6.36961024,0
2020-07-14,3,6.114983424,4
2020-07-15,1,1.4468098048,4
2020-07-16,0,1.9272026111999998,1
2020-07-17,0,9.083746508800001,3
2020-07-18,0,-3.2794495999999995,2
2020-07-19,4,-1.603567001600001,2
2020-07-20,0,1.9535385599999993,0
2020-07-21,0,-1.3895869439999997,0
2020-07-22,1,0.12729477120000032,1
2020-07-23,0,0.20627066880000033,2
2020-07-24,0,-0.6744221695999998,1
2020-07-25,0,-0.4127502335999993,1
2020-07-26,7,-0.2800492543999997,2
2020-07-27,1,-0.10991616000000007,2
2020-07-28,1,-0.08912793599999984,1
2020-07-29,3,-0.0747635711999999,0
2020-07-30,2,5.968685568,1
2020-07-31,3,0.7731429376000003,2
2020-08-01,0,0.1075306495999997,4
2020-08-02,1,-0.6480000000000004,4
2020-08-03,0,5.6224,1
2020-08-04,1,0.5315840000000001,0
2020-08-05,2,0.9127551999999994,1
2020-08-06,2,2.9840460799999997,2
2020-08-07,0,3.601791488,2
2020-08-08,1,-1.7569342464,0
2020-08-09,0,-0.8721712128000005,2
2020-08-10,2,3.4196407295999998,2
