,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2020-03-17,0,19,3
2020-03-18,0,32,6
2020-03-19,2,15,3
2020-03-20,3,17,1
2020-03-21,0,6,1
2020-03-22,0,7,6
2020-03-23,2,6,1
2020-03-24,3,16,2
2020-03-25,6,13,3
2020-03-26,1,30,0
2020-03-27,11,19,0
2020-03-28,0,14,1
2020-03-29,1,3,2
2020-03-30,0,23,2
2020-03-31,3,17,2
2020-04-01,0,15,3
2020-04-02,1,21,0
2020-04-03,0,15,0
2020-04-04,0,18,3
2020-04-05,2,10,8
2020-04-06,0,19,0
2020-04-07,2,21,1
2020-04-08,0,15,3
2020-04-09,0,12,4
