,sveltejs/svelte,angular/angular,facebook/react
2022-08-23,2,4.0,1.62350848
2022-08-24,0,4.0,3.394720768
2022-08-25,0,2.0,5.8941874175999995
2022-08-26,0,4.0,-1.9189197824
2022-08-27,0,0.0,0.10797813759999941
2022-08-28,0,0.0,-0.7712968704000003
2022-08-29,1,0.0,-0.48951603200000016
2022-08-30,0,1.0,0.6308222975999999
2022-08-31,0,0.0,3.5144467456
2022-09-01,1,0.0,2.8934874112000006
2022-09-02,4,1.0,-1.3390201855999995
2022-09-03,1,1.0,-0.6498121728000001
2022-09-04,2,0.0,-0.36632371200000013
2022-09-05,0,0.0,-0.2694421504000001
2022-09-06,0,51.0,1.7992140799999998
2022-09-07,0,5.0,1.4361902080000002
2022-09-08,2,2.0,2.3022729216
2022-09-09,0,7.0,9.0365717504
2022-09-10,1,0.0,-1.4530774015999999
2022-09-11,12,0.0,-1.262272000000001
2022-09-12,0,4.0,4.2472704
2022-09-13,11,7.0,9.464680959999999
2022-09-14,0,2.0,-0.01287526399999983
2022-09-15,2,5.0,3.945681715199999
2022-09-16,0,2.0,0.6062021631999999
2022-09-17,0,0.0,-1.9194918911999999
2022-09-18,0,0.0,-1.1509212160000002
2022-09-19,0,16.0,1.2559722495999996
2022-09-20,0,2.0,-0.9734348799999998
2022-09-21,2,5.0,0.3694274560000006
2022-09-22,1,0.0,1.3608272896000004
2022-09-23,0,7.0,4.2782855168000005
2022-09-24,0,0.0,-0.37705123839999954
2022-09-25,0,0.0,-0.8078656512000003
2022-09-26,0,2.0,-0.44658944000000034
2022-09-27,0,7.0,2.683723776
2022-09-28,1,2.0,1.1559969792000002
2022-09-29,0,16.0,6.1840788479999995
2022-09-30,1,5.0,6.149692825600001
2022-10-01,0,0.0,-0.4706039808
2022-10-02,0,0.0,-1.5965424640000005
2022-10-03,1,4.0,7.095972249599999
2022-10-04,0,12.0,18.76481024
2022-10-05,6,7.0,3.6684938240000005
2022-10-06,5,26.0,-0.2631729152000011
2022-10-07,5,10.0,-2.098724044800001
2022-10-08,0,0.0,-2.0981285888
2022-10-09,0,0.0,-1.4026166272000005
2022-10-10,1,14.0,-0.001581260800000539
2022-10-11,0,17.0,3.009833984
2022-10-12,0,9.0,0.45851156480000155
2022-10-13,11,5.0,5.752518553600001
2022-10-14,3,0.0,9.0276982784
2022-10-15,1,0.0,0.9197988864000002
2022-10-16,4,0.0,-1.218242150400001
2022-10-17,1,11.0,10.56708608
2022-10-18,0,0.0,8.656695808
2022-10-19,0,15.0,1.9298287615999996
2022-10-20,1,1.0,-3.293600665600001
2022-10-21,0,3.0,5.121702195199999
2022-10-22,0,0.0,3.2686820352000003
2022-10-23,0,0.0,5.2751819776
2022-10-24,0,5.0,5.918252646399999
2022-10-25,0,6.0,-0.47401533439999977
2022-10-26,0,7.0,-2.5081970688
2022-10-27,1,2.0,17.5270239232
2022-10-28,0,4.0,-2.7665639423999995
2022-10-29,0,0.0,0.38367129599999883
2022-10-30,0,0.0,-1.2414926848000003
2022-10-31,1,0.0,-0.5779446783999997
2022-11-01,0,5.0,3.7435916288
2022-11-02,0,1.0,0.1765935104000005
2022-11-03,1,2.0,3.6419186688
2022-11-04,0,21.0,7.172357632000001
2022-11-05,0,0.0,-2.8264380415999995
2022-11-06,0,0.0,-1.2603373568000007
2022-11-07,3,5.0,6.1780615168
2022-11-08,0,6.0,4.0175717376
2022-11-09,5,6.0,2.7897706496
2022-11-10,5,1.0,4.824385024
2022-11-11,0,3.0,1.4275822592000003
2022-11-12,0,0.0,-2.17218816
2022-11-13,0,0.0,0.7675582463999995
2022-11-14,0,5.0,0.8040601599999997
2022-11-15,0,1.0,4.822429696
2022-11-16,0,3.0,4.040609075200001
2022-11-17,0,20.0,12.8098430976
2022-11-18,0,4.0,-1.1170396159999996
2022-11-19,0,0.0,-1.526365900800001
2022-11-20,0,0.0,-1.6394044416000007
2022-11-21,0,10.0,12.933582335999999
2022-11-22,0,91.0,6.3903127552
2022-11-23,0,21.0,-2.7494652928
2022-11-24,0,0.0,3.8261344255999994
2022-11-25,0,0.0,-1.5922407423999996
2022-11-26,0,0.0,-1.6686341120000001
2022-11-27,0,0.0,-0.9947589632000002
2022-11-28,0,17.0,4.2711325696
2022-11-29,0,21.0,3.422060032000001
2022-11-30,0,6.0,0.11651645440000102
2022-12-01,0,7.0,6.698929664
2022-12-02,1,14.0,4.716277657600001
2022-12-03,5,4.0,-2.5208838144000003
2022-12-04,0,4.0,-1.253493350400001
2022-12-05,13,13.0,7.1573503999999994
2022-12-06,4,15.0,4.76308224
2022-12-07,1,9.0,1.449678848
2022-12-08,0,3.0,1.8864624639999996
2022-12-09,0,17.0,3.0166725632
2022-12-10,0,1.0,-2.1519567871999996
2022-12-11,1,0.0,-1.1558678528000006
2022-12-12,0,14.0,6.245040639999999
2022-12-13,1,12.0,4.014552064
2022-12-14,0,9.0,11.762429132800001
2022-12-15,1,2.0,6.0693128192
2022-12-16,1,0.0,-0.8352618496000006
2022-12-17,0,0.0,-1.5741679616000006
2022-12-18,0,0.0,0.25103564799999933
2022-12-19,1,71.0,0.4414361599999994
2022-12-20,1,0.0,13.547562496
2022-12-21,0,2.0,9.018918195200001
2022-12-22,4,0.0,8.5044663296
2022-12-23,0,1.0,-1.8679289855999999
2022-12-24,0,2.0,-3.044712960000001
2022-12-25,0,0.0,-1.8103468032000007
2022-12-26,0,0.0,-1.2942982144000004
2022-12-27,0,0.0,-1.0059573248000004
2022-12-28,0,0.0,-0.8029841407999994
2022-12-29,0,0.0,-0.6554142719999989
2022-12-30,0,0.0,-0.3999219711999988
2022-12-31,1,0.0,-0.20526469119999935
2023-01-01,2,0.0,-0.03740805119999989
2023-01-02,10,7.0,0.0
2023-01-03,2,2.0,3.0
2023-01-04,0,17.0,12.4
2023-01-05,0,15.0,3.16
2023-01-06,0,1.0,-1.3840000000000008
2023-01-07,0,0.0,-1.404800000000001
2023-01-08,0,0.0,-0.8814080000000004
2023-01-09,1,2.0,10.357145599999999
2023-01-10,6,17.0,7.296829440000001
2023-01-11,0,19.0,8.708680703999999
2023-01-12,1,20.0,6.9255625728000005
2023-01-13,0,11.0,3.7250454528
2023-01-14,0,0.0,0.23790018559999915
2023-01-15,0,0.0,-1.8637461504000012
2023-01-16,0,0.0,0.02948607999999897
2023-01-17,0,7.0,3.205626368
2023-01-18,0,8.0,2.7444345856000005
2023-01-19,0,2.0,12.721285632
2023-01-20,0,3.0,4.742238003200001
2023-01-21,0,0.0,-3.7994722304
2023-01-22,0,0.0,-1.9507699712000008
2023-01-23,0,2.0,6.736057446399999
2023-01-24,0,19.0,5.4865376256000005
2023-01-25,1,12.0,8.0422331392
2023-01-26,0,8.0,1.203954688
2023-01-27,1,7.0,0.03669708799999993
2023-01-28,4,0.0,-1.3176176640000001
2023-01-29,0,0.0,-1.5295425536000005
2023-01-30,1,0.0,10.028259839999999
2023-01-31,0,2.0,24.048287744
2023-02-01,0,0.0,4.106597580800001
2023-02-02,2,25.0,7.682524364799999
2023-02-03,1,2.0,4.574089625599999
2023-02-04,0,0.0,-4.878532608
2023-02-05,3,0.0,-2.7595845632000016
2023-02-06,0,12.0,5.052063129599999
2023-02-07,3,3.0,11.092028928000001
2023-02-08,0,10.0,7.407240601600002
2023-02-09,0,3.0,6.224727347200001
2023-02-10,0,11.0,13.439329689600001
2023-02-11,0,0.0,-6.0111306751999996
2023-02-12,0,0.0,-1.9963991040000018
2023-02-13,1,7.0,6.8554777599999985
2023-02-14,7,12.0,10.651470336
2023-02-15,0,3.0,-0.7441988607999992
2023-02-16,2,14.0,16.7132642304
2023-02-17,0,18.0,4.067486003200001
2023-02-18,0,1.0,-4.9087944704
2023-02-19,0,0.0,-2.6771382272000013
2023-02-20,0,2.0,6.293124607999999
2023-02-21,12,9.0,5.0926319616
2023-02-22,7,8.0,0.7147049984000007
2023-02-23,6,5.0,-0.5989441536000002
2023-02-24,2,5.0,1.1203011584000007
2023-02-25,0,0.0,1.181647872000001
2023-02-26,3,0.0,-1.5628119040000001
2023-02-27,14,14.0,6.147811839999999
2023-02-28,10,23.0,2.9718973440000003
2023-03-01,7,15.0,4.939171020800001
2023-03-02,5,10.0,4.5349465088
2023-03-03,0,12.0,19.3740806144
2023-03-04,2,0.0,5.238366003200001
2023-03-05,0,0.0,-1.882452787200001
2023-03-06,1,12.0,22.7920089088
2023-03-07,0,7.0,1.785698816
2023-03-08,3,12.0,13.623895347199998
2023-03-09,1,10.0,4.119322624
2023-03-10,2,0.0,1.1126879231999993
2023-03-11,0,0.0,1.1903685631999998
2023-03-12,0,0.0,-3.1707435008000004
2023-03-13,1,2.0,6.324936089599999
2023-03-14,7,18.0,-0.6360722431999988
2023-03-15,7,2.0,9.2516310016
2023-03-16,2,14.0,5.0263977984000014
2023-03-17,2,12.0,6.131821670400001
2023-03-18,1,0.0,-1.9864899584
2023-03-19,1,0.0,-2.4862056448000005
2023-03-20,2,8.0,6.448337305599999
2023-03-21,3,24.0,9.3002914816
2023-03-22,0,23.0,15.0950728704
2023-03-23,1,12.0,-0.761761075199999
2023-03-24,1,7.0,8.1459535872
2023-03-25,0,0.0,-1.6094427136
2023-03-26,0,0.0,-3.0617313280000005
2023-03-27,6,9.0,14.125317939199999
2023-03-28,2,10.0,4.418750464
2023-03-29,2,19.0,3.8166089728
2023-03-30,5,23.0,18.0826140672
2023-03-31,0,9.0,8.4171367424
2023-04-01,0,1.0,-5.140755456000001
2023-04-02,4,0.0,-2.4742801408000012
2023-04-03,3,4.0,1.5644172287999991
2023-04-04,0,41.0,11.460233728
2023-04-05,3,15.0,7.501513625600001
2023-04-06,0,11.0,3.3227183104
2023-04-07,0,1.0,-0.08255006719999969
2023-04-08,0,0.0,-3.1160409087999996
2023-04-09,0,0.0,-0.7647738880000006
2023-04-10,0,5.0,8.6522008576
2023-04-11,9,36.0,10.0291721216
2023-04-12,2,15.0,-2.1680004095999994
2023-04-13,0,9.0,0.4820475904000001
2023-04-14,0,8.0,0.9220232192000006
2023-04-15,2,0.0,0.19410554880000008
2023-04-16,0,0.0,-1.4542601216000004
2023-04-17,1,28.0,6.094898688
2023-04-18,25,46.0,5.909340569600001
2023-04-19,3,25.0,8.2893184
2023-04-20,3,3.0,9.469984460800001
2023-04-21,0,1.0,8.741060403199999
2023-04-22,0,0.0,-1.729976627200001
2023-04-23,0,0.0,-1.047073075200001
2023-04-24,1,19.0,4.711447859199999
2023-04-25,0,8.0,6.066387456
2023-04-26,4,16.0,14.4570765312
2023-04-27,2,6.0,1.4565506048000003
2023-04-28,1,7.0,-1.1638088704000005
2023-04-29,0,0.0,-0.9459315712
2023-04-30,2,0.0,-2.1927437312
2023-05-01,0,34.0,4.6326222848
2023-05-02,2,13.0,8.7787364352
2023-05-03,0,8.0,8.5117345792
2023-05-04,7,13.0,3.8299515904000003
2023-05-05,5,0.0,-1.7064000511999997
2023-05-06,0,0.0,-2.3031180288000006
2023-05-07,0,0.0,-0.41685227520000057
2023-05-08,6,22.0,7.7775521792
2023-05-09,2,21.0,1.3308462080000005
2023-05-10,1,11.0,0.7812960256000001
2023-05-11,2,5.0,6.128313241600001
2023-05-12,2,6.0,3.3414766592000005
2023-05-13,4,0.0,-2.4971830272
2023-05-14,2,0.0,-1.292668620800001
2023-05-15,2,12.0,4.118148607999999
2023-05-16,3,9.0,0.3231599616000005
2023-05-17,2,8.0,13.6627984384
2023-05-18,1,1.0,5.2489729024
2023-05-19,4,9.0,-2.5180700672
2023-05-20,1,0.0,-0.02096107520000068
2023-05-21,1,0.0,-1.6440321024000004
2023-05-22,4,11.0,1.9810687999999994
2023-05-23,7,18.0,3.628352
2023-05-24,2,10.0,2.138381824
2023-05-25,9,7.0,8.1914043392
2023-05-26,10,0.0,0.9648860160000012
2023-05-27,4,0.0,-2.1970733056000005
2023-05-28,0,0.0,-1.1646111744000007
2023-05-29,1,0.0,-0.8080068608000004
2023-05-30,7,21.0,1.400728064
2023-05-31,0,7.0,12.1165145088
2023-06-01,6,18.0,2.8691200000000006
2023-06-02,0,2.0,2.4025385984
2023-06-03,0,0.0,-0.35344435200000035
2023-06-04,2,0.0,1.3742505983999995
2023-06-05,1,0.0,11.425574399999999
2023-06-06,0,9.0,3.4433561599999996
2023-06-07,2,8.0,-0.15027558400000096
2023-06-08,5,8.0,7.6484447232
2023-06-09,2,2.0,-2.463327027199999
2023-06-10,1,0.0,-0.9530625024000006
2023-06-11,0,0.0,-1.4470287360000005
2023-06-12,2,19.0,0.028241203199999676
2023-06-13,1,15.0,4.058818252800001
2023-06-14,8,24.0,2.3429803008000007
2023-06-15,2,4.0,11.4063194112
2023-06-16,9,2.0,9.5877593088
2023-06-17,2,0.0,-4.181543936000001
2023-06-18,2,3.0,-1.9733658624000014
2023-06-19,8,8.0,-1.2944840704000007
2023-06-20,10,15.0,12.050495488
2023-06-21,10,11.0,-0.34965719039999943
2023-06-22,25,12.0,7.754480639999999
2023-06-23,7,6.0,2.6790349824000006
2023-06-24,3,0.0,-2.9299418111999995
2023-06-25,2,0.0,-1.5548695552000005
2023-06-26,5,17.0,0.03381759999999945
2023-06-27,4,7.0,6.0617062399999995
2023-06-28,6,3.0,2.924675584000001
2023-06-29,5,1.0,-0.10510469119999977
2023-06-30,4,18.0,1.5475545088000002
2023-07-01,0,0.0,-1.4717557759999995
2023-07-02,2,0.0,0.2220030975999997
2023-07-03,9,0.0,4.30119168
2023-07-04,2,0.0,-0.46689075199999985
2023-07-05,4,6.0,4.0367174656
2023-07-06,7,1.0,19.3920361472
2023-07-07,2,0.0,-3.983438336
2023-07-08,0,0.0,4.630189363199999
2023-07-09,2,0.0,-2.8380147712
2023-07-10,10,8.0,-1.5607301120000008
2023-07-11,3,19.0,4.8906653696
2023-07-12,0,0.0,2.9488911360000003
2023-07-13,2,15.0,5.8809501696
2023-07-14,1,15.0,7.187582976000002
2023-07-15,0,0.0,-3.4763311103999994
2023-07-16,1,0.0,-1.6183993344000007
2023-07-17,2,19.0,0.9136617471999997
2023-07-18,5,10.0,-0.14399232000000017
2023-07-19,3,12.0,0.05024972800000005
2023-07-20,1,5.0,0.13754357760000024
2023-07-21,2,7.0,1.2580843520000005
2023-07-22,0,0.0,-0.8563039231999992
2023-07-23,0,0.0,-0.4326871039999999
2023-07-24,2,5.0,0.7905817599999998
2023-07-25,0,4.0,9.641133056
2023-07-26,2,6.0,0.7922460672000007
2023-07-27,1,11.0,5.4673586175999995
2023-07-28,2,15.0,1.7856894976
2023-07-29,0,0.0,-1.9067807744000005
2023-07-30,0,0.0,-1.0575275008000007
2023-07-31,1,0.0,-0.7250227200000003
2023-08-01,0,29.0,3.4419066879999995
2023-08-02,0,3.0,2.747727769600001
2023-08-03,1,5.0,0.5119411200000004
2023-08-04,3,8.0,5.8821710848
2023-08-05,0,0.0,-2.0312363007999994
2023-08-06,0,0.0,-0.9424214016000005
2023-08-07,1,7.0,6.412940799999999
2023-08-08,0,6.0,-0.8356940799999999
2023-08-09,0,4.0,2.895132672
2023-08-10,0,8.0,12.4997167104
2023-08-11,2,6.0,5.3996601344
2023-08-12,1,0.0,-2.4500046848000006
2023-08-13,1,1.0,-1.9822230528000009
2023-08-14,1,19.0,12.77654016
2023-08-15,1,15.0,2.2927400960000006
2023-08-16,0,2.0,12.961192755199999
2023-08-17,0,10.0,9.131610521599999
2023-08-18,1,7.0,0.7375253504000003
2023-08-19,0,0.0,-3.9680910336000004
2023-08-20,2,0.0,-2.255431065600001
2023-08-21,1,11.0,2.4610077695999992
2023-08-22,4,7.0,9.011046912000001
2023-08-23,1,7.0,2.5090561024000007
2023-08-24,2,3.0,-0.9365663743999999
2023-08-25,1,1.0,-0.04489789439999914
2023-08-26,1,0.0,0.41935882240000044
2023-08-27,0,0.0,-1.2950273024
2023-08-28,2,29.0,1.2311603199999994
2023-08-29,0,39.0,13.019410432
2023-08-30,1,12.0,3.571167846400001
2023-08-31,2,18.0,2.0347278336
2023-09-01,0,13.0,0.5224974335999995
2023-09-02,0,0.0,-1.9450395648000005
2023-09-03,0,0.0,-1.1672757248000005
2023-09-04,1,0.0,-0.8355473408000004
2023-09-05,0,23.0,12.362768896
2023-09-06,0,10.0,-0.12360570879999866
2023-09-07,0,11.0,11.938795110400001
2023-09-08,0,6.0,0.12599582720000058
2023-09-09,0,0.0,-2.6063098880000006
2023-09-10,0,0.0,-1.4621760512000008
2023-09-11,0,3.0,7.9954176
2023-09-12,0,17.0,0.42676223999999996
2023-09-13,1,7.0,3.054032384
2023-09-14,0,9.0,9.8040460288
2023-09-15,4,9.0,9.4470571008
2023-09-16,2,0.0,-4.3627457536000005
2023-09-17,0,0.0,-2.0943446016000014
2023-09-18,1,21.0,5.631493119999999
2023-09-19,1,21.0,-1.4256455679999993
2023-09-20,10,12.0,3.4228655103999994
2023-09-21,1,0.0,4.0059583488
2023-09-22,0,21.0,2.6617533440000005
2023-09-23,0,0.0,-0.269024460799999
2023-09-24,0,0.0,-1.5866391552
2023-09-25,1,5.0,3.1318041599999997
2023-09-26,0,14.0,-0.4370007039999997
2023-09-27,0,16.0,8.9762404352
2023-09-28,0,0.0,1.3888157696000003
2023-09-29,0,23.0,0.9434357759999998
2023-09-30,0,0.0,-1.7163521024000001
2023-10-01,1,0.0,-0.9663733760000003
2023-10-02,0,7.0,8.3531656192
2023-10-03,1,5.0,9.718290432
2023-10-04,2,32.0,9.4881444864
2023-10-05,1,20.0,5.7226602496
2023-10-06,1,15.0,-1.1514245120000002
2023-10-07,0,0.0,-2.750064537600001
2023-10-08,0,0.0,-1.684499251200001
2023-10-09,0,28.0,7.79054592
2023-10-10,0,49.0,4.2456555520000006
2023-10-11,0,15.0,0.09417994240000027
2023-10-12,0,9.0,3.8407739392000004
2023-10-13,0,8.0,-0.4351588351999993
2023-10-14,0,0.0,-1.6568806400000002
2023-10-15,0,0.0,0.051180748799999565
2023-10-16,0,16.0,4.13044992
2023-10-17,0,7.0,3.3903211520000003
2023-10-18,1,30.0,2.1146369024000005
2023-10-19,8,11.0,2.2535334912
2023-10-20,1,0.0,2.2888762368
2023-10-21,0,0.0,1.2682996736
2023-10-22,0,0.0,-1.5180894208000004
2023-10-23,1,19.0,5.130290688
2023-10-24,0,28.0,0.16869928960000014
2023-10-25,0,24.0,4.633348608
2023-10-26,0,6.0,-0.9939276799999999
2023-10-27,0,15.0,2.7859784704
2023-10-28,0,0.0,-1.5466244096
2023-10-29,0,0.0,-0.8362853376000001
2023-10-30,1,0.0,7.4413580288
2023-10-31,2,37.0,8.997311488000001
2023-11-01,0,5.0,3.8322753536
2023-11-02,0,22.0,15.126093107199999
2023-11-03,0,9.0,0.8862893056000001
2023-11-04,0,5.0,-3.6199081984000014
2023-11-05,0,0.0,-2.0734038016000014
2023-11-06,1,21.0,4.5683174399999995
2023-11-07,1,1.0,10.694454784000001
2023-11-08,1,17.0,15.0225589248
2023-11-09,0,35.0,9.2068694016
2023-11-10,12,8.0,9.2065754112
2023-11-11,1,0.0,-3.0127905792000007
2023-11-12,2,0.0,-1.687756902400002
2023-11-13,12,20.0,3.2836812799999984
2023-11-14,9,9.0,8.914439168
2023-11-15,16,6.0,2.6502639616000003
