,MonoGame/MonoGame,4ian/GDevelop,godotengine/godot
2020-05-17,0,7,7
2020-05-18,17,2,25
2020-05-19,1,2,18
2020-05-20,2,0,13
2020-05-21,0,0,13
2020-05-22,0,1,22
2020-05-23,0,0,4
2020-05-24,1,2,8
2020-05-25,1,1,25
2020-05-26,4,2,14
2020-05-27,5,0,22
2020-05-28,0,0,15
2020-05-29,0,3,14
2020-05-30,0,1,9
2020-05-31,0,1,6
2020-06-01,0,3,3
2020-06-02,2,0,7
2020-06-03,2,1,38
2020-06-04,0,2,21
2020-06-05,5,0,16
2020-06-06,6,0,14
2020-06-07,1,0,7
2020-06-08,3,0,15
2020-06-09,2,3,13
2020-06-10,2,4,19
2020-06-11,0,3,21
2020-06-12,0,1,9
2020-06-13,4,9,8
2020-06-14,3,5,12
2020-06-15,4,3,45
2020-06-16,0,0,26
2020-06-17,0,2,9
2020-06-18,1,1,20
2020-06-19,0,0,29
2020-06-20,1,3,13
2020-06-21,2,10,14
2020-06-22,0,0,20
2020-06-23,1,4,13
2020-06-24,0,0,22
2020-06-25,0,1,13
2020-06-26,0,0,15
2020-06-27,0,3,14
2020-06-28,0,0,7
2020-06-29,0,0,17
2020-06-30,0,2,23
2020-07-01,0,1,41
2020-07-02,0,3,45
2020-07-03,5,4,48
2020-07-04,1,0,21
2020-07-05,2,1,17
2020-07-06,1,1,22
2020-07-07,0,1,7
2020-07-08,0,0,7
2020-07-09,0,0,18
2020-07-10,0,0,33
2020-07-11,0,0,14
2020-07-12,0,0,3
2020-07-13,0,0,17
2020-07-14,0,3,40
2020-07-15,0,3,26
2020-07-16,0,1,4
2020-07-17,0,1,4
2020-07-18,0,0,2
2020-07-19,1,7,0
2020-07-20,1,1,49
2020-07-21,1,0,27
2020-07-22,1,0,22
2020-07-23,0,0,40
2020-07-24,5,0,22
2020-07-25,3,18,23
2020-07-26,1,12,37
2020-07-27,10,7,45
2020-07-28,8,6,19
2020-07-29,14,0,20
2020-07-30,7,0,14
2020-07-31,2,0,31
2020-08-01,3,0,6
2020-08-02,0,5,4
2020-08-03,1,1,9
2020-08-04,6,0,6
2020-08-05,1,3,10
2020-08-06,5,0,2
2020-08-07,6,1,2
2020-08-08,7,3,9
2020-08-09,0,1,3
2020-08-10,13,1,8
2020-08-11,4,0,34
2020-08-12,5,3,8
2020-08-13,2,1,19
2020-08-14,0,0,21
2020-08-15,1,0,9
2020-08-16,1,0,6
2020-08-17,4,4,11
2020-08-18,0,2,16
2020-08-19,4,5,22
2020-08-20,2,1,8
2020-08-21,0,1,14
2020-08-22,0,0,6
2020-08-23,1,0,6
2020-08-24,0,4,6
2020-08-25,0,2,15
2020-08-26,0,2,15
2020-08-27,0,0,15
2020-08-28,0,1,17
2020-08-29,2,4,18
2020-08-30,0,8,7
2020-08-31,0,4,28
2020-09-01,1,2,49
2020-09-02,1,0,24
2020-09-03,0,8,28
2020-09-04,1,0,22
2020-09-05,0,0,10
2020-09-06,0,0,18
2020-09-07,0,0,22
2020-09-08,0,2,21
2020-09-09,0,0,27
2020-09-10,1,4,35
2020-09-11,0,0,20
2020-09-12,0,0,11
2020-09-13,0,1,12
2020-09-14,0,0,14
2020-09-15,0,2,22
2020-09-16,0,0,6
2020-09-17,0,0,8
2020-09-18,0,1,19
2020-09-19,0,1,3
2020-09-20,0,2,4
2020-09-21,0,0,7
2020-09-22,0,0,10
2020-09-23,0,2,35
2020-09-24,0,0,26
2020-09-25,0,0,12
2020-09-26,0,0,6
2020-09-27,0,5,19
2020-09-28,0,0,17
2020-09-29,0,0,22
2020-09-30,0,0,11
2020-10-01,1,0,24
2020-10-02,0,2,26
2020-10-03,0,3,11
2020-10-04,0,0,8
2020-10-05,0,2,9
2020-10-06,0,0,11
2020-10-07,0,0,5
2020-10-08,0,6,20
2020-10-09,0,1,20
2020-10-10,0,4,6
2020-10-11,0,3,1
2020-10-12,0,0,16
2020-10-13,0,2,25
2020-10-14,1,10,11
2020-10-15,0,2,28
2020-10-16,0,4,12
2020-10-17,0,3,11
2020-10-18,0,1,16
2020-10-19,2,8,35
2020-10-20,0,0,20
2020-10-21,0,2,11
2020-10-22,0,2,20
2020-10-23,0,1,8
2020-10-24,0,0,12
2020-10-25,0,1,8
2020-10-26,0,10,33
2020-10-27,5,1,19
2020-10-28,3,0,14
2020-10-29,1,10,18
2020-10-30,2,0,10
2020-10-31,0,3,3
2020-11-01,0,0,9
2020-11-02,2,1,2
2020-11-03,0,3,8
2020-11-04,0,1,10
2020-11-05,1,1,3
2020-11-06,0,0,20
2020-11-07,0,7,10
2020-11-08,0,1,6
2020-11-09,0,0,27
2020-11-10,0,0,38
2020-11-11,1,1,14
2020-11-12,0,3,11
2020-11-13,0,0,15
2020-11-14,1,1,14
2020-11-15,0,2,13
2020-11-16,0,1,39
2020-11-17,0,0,25
2020-11-18,3,1,16
2020-11-19,0,0,24
2020-11-20,0,4,20
2020-11-21,0,0,12
2020-11-22,0,2,8
2020-11-23,0,0,25
2020-11-24,0,0,6
2020-11-25,0,3,25
2020-11-26,0,1,31
2020-11-27,0,1,21
2020-11-28,0,0,19
2020-11-29,0,1,7
2020-11-30,0,1,23
2020-12-01,0,2,11
2020-12-02,0,0,17
2020-12-03,0,2,30
2020-12-04,0,0,24
2020-12-05,0,1,23
2020-12-06,0,0,13
2020-12-07,0,0,19
2020-12-08,3,0,25
2020-12-09,0,1,31
2020-12-10,0,3,29
2020-12-11,0,4,15
2020-12-12,4,3,9
2020-12-13,3,1,7
2020-12-14,0,0,17
2020-12-15,0,0,20
2020-12-16,0,2,23
2020-12-17,0,3,24
2020-12-18,0,4,21
2020-12-19,0,1,18
2020-12-20,0,1,18
2020-12-21,0,2,15
2020-12-22,0,1,12
2020-12-23,0,3,24
2020-12-24,0,3,16
2020-12-25,0,0,11
2020-12-26,0,1,12
2020-12-27,0,0,24
2020-12-28,0,1,32
2020-12-29,1,3,29
2020-12-30,0,1,16
2020-12-31,0,1,4
2021-01-01,0,3,18
2021-01-02,0,0,5
2021-01-03,0,2,6
2021-01-04,0,2,26
2021-01-05,0,3,37
2021-01-06,0,1,17
2021-01-07,0,1,14
2021-01-08,2,25,25
2021-01-09,0,1,7
2021-01-10,0,1,15
2021-01-11,0,2,32
2021-01-12,5,2,19
2021-01-13,2,4,13
2021-01-14,0,4,12
2021-01-15,0,1,24
2021-01-16,7,1,8
2021-01-17,1,4,3
2021-01-18,0,3,23
2021-01-19,0,4,14
2021-01-20,0,0,5
2021-01-21,2,2,3
2021-01-22,0,4,4
2021-01-23,0,4,2
2021-01-24,0,1,6
2021-01-25,0,2,29
2021-01-26,0,0,44
2021-01-27,0,0,17
2021-01-28,1,4,13
2021-01-29,0,1,15
2021-01-30,0,7,5
2021-01-31,1,3,3
2021-02-01,0,2,31
2021-02-02,0,1,24
2021-02-03,1,0,17
2021-02-04,0,3,20
2021-02-05,0,1,14
2021-02-06,0,8,13
2021-02-07,0,1,20
2021-02-08,12,2,24
2021-02-09,6,2,15
2021-02-10,1,1,15
2021-02-11,0,1,25
2021-02-12,0,0,24
2021-02-13,0,0,16
2021-02-14,0,0,23
2021-02-15,2,1,23
2021-02-16,2,3,30
2021-02-17,0,1,26
2021-02-18,0,7,44
2021-02-19,0,0,37
2021-02-20,0,2,13
2021-02-21,0,2,23
2021-02-22,0,5,25
2021-02-23,0,1,9
2021-02-24,2,3,38
2021-02-25,0,0,39
2021-02-26,0,0,24
2021-02-27,0,5,17
2021-02-28,0,1,15
2021-03-01,2,1,33
2021-03-02,0,4,22
2021-03-03,0,4,21
2021-03-04,1,2,25
2021-03-05,0,0,17
2021-03-06,0,4,17
2021-03-07,0,2,17
2021-03-08,0,6,23
2021-03-09,0,3,17
2021-03-10,0,2,9
2021-03-11,0,0,11
2021-03-12,0,0,23
2021-03-13,0,7,31
2021-03-14,1,5,21
2021-03-15,1,3,16
2021-03-16,0,0,25
2021-03-17,0,1,29
2021-03-18,0,1,25
2021-03-19,0,0,16
2021-03-20,0,2,30
2021-03-21,0,0,9
2021-03-22,0,0,28
2021-03-23,2,3,28
2021-03-24,0,0,16
2021-03-25,0,2,15
2021-03-26,0,0,11
2021-03-27,0,4,6
2021-03-28,0,5,9
2021-03-29,0,1,18
2021-03-30,0,0,20
2021-03-31,0,0,21
2021-04-01,0,2,4
2021-04-02,7,1,7
2021-04-03,0,2,5
2021-04-04,0,0,12
2021-04-05,0,2,31
2021-04-06,0,2,28
2021-04-07,0,1,12
2021-04-08,0,1,12
2021-04-09,0,2,16
2021-04-10,0,1,10
2021-04-11,0,7,14
2021-04-12,2,1,18
2021-04-13,1,2,14
2021-04-14,0,1,26
2021-04-15,0,0,18
2021-04-16,0,0,24
2021-04-17,0,2,10
2021-04-18,0,2,8
2021-04-19,0,0,10
2021-04-20,0,1,18
2021-04-21,0,0,6
2021-04-22,0,0,12
2021-04-23,0,2,19
2021-04-24,0,2,4
2021-04-25,0,1,9
2021-04-26,1,0,9
2021-04-27,0,1,34
2021-04-28,2,1,24
2021-04-29,0,1,8
2021-04-30,0,3,18
2021-05-01,0,1,8
2021-05-02,0,2,8
2021-05-03,0,0,27
2021-05-04,0,1,31
2021-05-05,0,0,22
2021-05-06,0,2,33
2021-05-07,0,3,23
2021-05-08,0,0,8
2021-05-09,0,8,24
2021-05-10,0,0,10
2021-05-11,0,3,13
2021-05-12,0,2,9
2021-05-13,0,3,13
2021-05-14,0,0,20
2021-05-15,6,2,8
2021-05-16,0,0,10
2021-05-17,0,1,27
2021-05-18,0,1,15
2021-05-19,0,0,29
2021-05-20,0,1,33
2021-05-21,0,2,29
2021-05-22,0,0,27
2021-05-23,0,0,13
2021-05-24,3,1,29
2021-05-25,2,5,26
2021-05-26,0,2,17
2021-05-27,0,3,8
2021-05-28,0,1,6
2021-05-29,0,0,8
2021-05-30,0,2,4
2021-05-31,0,2,36
2021-06-01,0,0,27
2021-06-02,3,1,8
2021-06-03,0,0,41
2021-06-04,0,1,34
2021-06-05,0,2,9
2021-06-06,0,4,7
2021-06-07,0,1,32
2021-06-08,0,0,22
2021-06-09,0,2,13
