,RevenueCat/purchases-ios,apphud/ApphudSDK,bizz84/swiftystorekit
2021-08-25,3.2119753728,0,0
2021-08-26,2.8042805248000002,0,0
2021-08-27,2.6378324992,0,0
2021-08-28,-1.4727347200000003,0,0
2021-08-29,-0.7731461120000005,0,0
2021-08-30,0.46734888959999976,0,0
2021-08-31,3.404724224,0,0
2021-09-01,0.8022504448000003,0,0
2021-09-02,4.0000883712,0,0
2021-09-03,4.439264870400001,0,0
