,typesense/typesense,elastic/elasticsearch,meilisearch/meilisearch
2024-11-06,0,45,7.0
2024-11-07,2,44,17.0
2024-11-08,2,42,1.0
2024-11-09,2,1,0.0
2024-11-10,2,1,0.0
2024-11-11,0,38,0.0
2024-11-12,0,35,11.0
2024-11-13,1,35,8.0
2024-11-14,3,38,6.0
2024-11-15,1,13,0.0
2024-11-16,1,1,0.0
2024-11-17,0,1,0.0
2024-11-18,0,36,22.0
2024-11-19,0,47,2.0
2024-11-20,0,51,76.0
2024-11-21,3,48,16.0
2024-11-22,0,50,0.0
2024-11-23,2,6,0.0
2024-11-24,0,4,0.0
2024-11-25,4,41,5.0
2024-11-26,1,31,7.0
2024-11-27,0,37,15.0
2024-11-28,1,25,12.0
2024-11-29,3,20,0.0
2024-11-30,0,7,0.0
2024-12-01,0,3,0.0
2024-12-02,1,22,21.0
2024-12-03,2,42,3.0
2024-12-04,0,46,22.0
2024-12-05,1,36,12.0
2024-12-06,3,38,0.0
2024-12-07,0,7,2.0
2024-12-08,0,7,0.0
2024-12-09,1,35,7.0
2024-12-10,1,52,8.0
2024-12-11,3,46,41.0
2024-12-12,0,46,6.0
2024-12-13,0,40,1.0
2024-12-14,0,3,0.0
2024-12-15,0,5,0.0
2024-12-16,2,29,7.0
2024-12-17,0,41,5.0
2024-12-18,1,63,1.0
2024-12-19,1,62,1.0
2024-12-20,1,3,1.0
2024-12-21,0,1,2.0
2024-12-22,0,5,0.0
2024-12-23,1,25,0.0
2024-12-24,0,6,4.0
2024-12-25,1,1,0.0
2024-12-26,0,24,1.0
2024-12-27,1,15,1.0
2024-12-28,0,2,2.0
2024-12-29,0,1,0.0
2024-12-30,23,22,0.0
2024-12-31,1,11,2.0
2025-01-01,0,0,0.0
2025-01-02,0,18,0.0
2025-01-03,16,22,0.0
2025-01-04,0,10,0.0
2025-01-05,0,2,0.0
2025-01-06,1,25,3.0
2025-01-07,9,39,34.0
2025-01-08,5,54,15.0
2025-01-09,1,63,26.0
2025-01-10,0,41,2.0
2025-01-11,0,2,0.0
2025-01-12,0,2,0.0
2025-01-13,14,32,8.0
2025-01-14,5,38,20.0
2025-01-15,1,32,3.0
2025-01-16,2,54,4.0
2025-01-17,13,34,0.0
2025-01-18,1,2,0.0
2025-01-19,0,1,0.0
2025-01-20,0,22,1.0
2025-01-21,6,38,2.0
2025-01-22,13,63,20.0
2025-01-23,0,37,36.0
2025-01-24,0,50,5.0
2025-01-25,0,3,0.0
2025-01-26,0,0,1.0
2025-01-27,0,52,7.0
2025-01-28,0,78,9.0
2025-01-29,0,77,9.0
2025-01-30,6,62,5.0
2025-01-31,3,37,0.0
2025-02-01,2,11,0.0
2025-02-02,0,11,0.0
2025-02-03,3,32,17.0
2025-02-04,2,53,2.0
2025-02-05,2,36,21.0
2025-02-06,6,39,15.0
2025-02-07,6,44,0.0
2025-02-08,0,7,0.0
2025-02-09,4,7,0.0
2025-02-10,2,38,9.0
2025-02-11,21,40,12.0
2025-02-12,19,42,13.0
2025-02-13,0,52,0.0
2025-02-14,7,32,0.0
2025-02-15,0,25,0.0
2025-02-16,0,12,0.0
2025-02-17,6,34,0.0
2025-02-18,2,29,6.0
2025-02-19,8,33,6.0
2025-02-20,11,35,7.0
2025-02-21,1,56,0.0
2025-02-22,0,7,0.0
2025-02-23,0,2,0.0
2025-02-24,3,38,9.0
2025-02-25,2,28,3.0
2025-02-26,1,35,17.0
2025-02-27,2,34,5.0
2025-02-28,4,29,0.0
2025-03-01,1,5,0.0
2025-03-02,0,7,0.0
2025-03-03,2,36,18.0
2025-03-04,4,46,0.0
2025-03-05,3,41,14.0
2025-03-06,0,34,4.0
2025-03-07,5,31,0.0
2025-03-08,0,12,0.0
2025-03-09,0,6,0.0
2025-03-10,1,27,14.0
2025-03-11,3,27,8.0
2025-03-12,7,30,8.0
2025-03-13,1,40,35.0
2025-03-14,4,33,1.0
2025-03-15,0,12,0.0
2025-03-16,0,11,0.0
2025-03-17,0,26,9.0
2025-03-18,0,35,3.0
2025-03-19,3,23,6.0
2025-03-20,6,38,19.0
2025-03-21,10,29,1.0
2025-03-22,1,3,0.0
2025-03-23,0,1,1.0
2025-03-24,13,26,5.0
2025-03-25,8,29,21.0
2025-03-26,3,45,11.0
2025-03-27,4,23,7.0
2025-03-28,8,37,0.0
2025-03-29,3,1,0.0
2025-03-30,0,5,0.0
2025-03-31,6,33,11.0
2025-04-01,4,34,8.0
2025-04-02,2,40,6.0
2025-04-03,2,37,9.0
2025-04-04,6,44,0.0
2025-04-05,0,13,0.0
2025-04-06,1,1,0.0
2025-04-07,2,25,0.0
2025-04-08,1,26,1.0
2025-04-09,9,33,0.0
2025-04-10,3,27,0.0
2025-04-11,7,44,0.0
2025-04-12,2,3,0.0
2025-04-13,1,0,0.0
2025-04-14,6,25,15.0
2025-04-15,2,40,9.0
2025-04-16,3,34,6.0
2025-04-17,1,36,10.0
2025-04-18,4,22,0.0
2025-04-19,1,4,0.0
2025-04-20,4,2,0.0
2025-04-21,0,14,0.0
