,cacti/cacti,grafana/grafana,netdata/netdata
2015-10-21,0,5,0.204925537109375
2015-10-22,0,17,-0.807464599609375
2015-10-23,0,11,-0.303131103515625
2015-10-24,0,3,0.8098907470703125
2015-10-25,0,1,3.372161865234375
2015-10-26,0,22,-2.2230377197265625
2015-10-27,0,10,1.3681488037109375
2015-10-28,0,15,-1.318267822265625
2015-10-29,0,17,-0.4575958251953125
2015-10-30,0,15,-0.2657928466796875
2015-10-31,0,7,-0.17626953125
2015-11-01,0,2,-0.132232666015625
2015-11-02,0,12,-0.1042938232421875
2015-11-03,3,4,-0.07586669921875
2015-11-04,0,6,0.97381591796875
2015-11-05,4,7,-0.521820068359375
2015-11-06,3,4,-0.125
2015-11-07,9,5,-0.0625
2015-11-08,9,5,-0.0390625
2015-11-09,9,16,-0.02734375
2015-11-10,5,9,-0.0205078125
2015-11-11,0,13,-0.01611328125
2015-11-12,0,15,-0.013092041015625
2015-11-13,0,12,-0.0109100341796875
2015-11-14,12,0,0.0
2015-11-15,1,0,12.0
2015-11-16,0,11,0.0
2015-11-17,0,3,8.5
2015-11-18,0,4,1.0
2015-11-19,0,11,-0.96875
2015-11-20,2,19,5.5
2015-11-21,5,14,-2.73046875
2015-11-22,8,3,-1.2734375
2015-11-23,5,3,-2.3133544921875
2015-11-24,0,8,-1.009765625
2015-11-25,0,6,-1.49981689453125
2015-11-26,0,5,0.2501068115234375
2015-11-27,1,8,-0.8940277099609375
2015-11-28,1,0,0.6826171875
2015-11-29,2,3,7.3653106689453125
2015-11-30,0,16,-3.0981292724609375
2015-12-01,2,11,1.53369140625
2015-12-02,0,6,3.976898193359375
2015-12-03,0,23,-2.618896484375
2015-12-04,0,24,1.4565582275390625
2015-12-05,0,3,-2.150146484375
2015-12-06,0,3,2.2690582275390625
2015-12-07,1,13,3.1015625
2015-12-08,0,13,-1.1058197021484375
2015-12-09,0,20,-1.876434326171875
2015-12-10,0,15,2.316864013671875
2015-12-11,1,35,-1.8437652587890625
2015-12-12,0,0,0.483917236328125
2015-12-13,0,0,1.259674072265625
2015-12-14,0,21,0.7824249267578125
2015-12-15,0,36,0.6605224609375
2015-12-16,0,22,0.629150390625
2015-12-17,0,24,-1.3651580810546875
2015-12-18,0,14,6.6178741455078125
2015-12-19,0,0,-2.662200927734375
2015-12-20,1,2,11.591323852539062
2015-12-21,0,10,-3.04205322265625
2015-12-22,0,15,-1.8967132568359375
2015-12-23,0,7,1.5622711181640625
2015-12-24,0,3,-1.0412445068359375
2015-12-25,0,0,3.8936309814453125
2015-12-26,0,0,-1.8763885498046875
2015-12-27,0,0,-0.28143310546875
2015-12-28,0,3,-2.913604736328125
2015-12-29,0,2,2.71295166015625
2015-12-30,0,0,3.2679901123046875
2015-12-31,0,2,-3.9893035888671875
2016-01-01,0,1,-1.3501739501953125
2016-01-02,0,0,-0.7654876708984375
2016-01-03,0,0,0.4922637939453125
2016-01-04,0,6,0.1819000244140625
2016-01-05,0,6,2.1547698974609375
2016-01-06,0,2,2.1634521484375
2016-01-07,0,16,0.4012451171875
2016-01-08,6,24,-0.319366455078125
2016-01-09,0,16,1.2099609375
2016-01-10,1,1,1.78759765625
2016-01-11,0,10,0.182708740234375
2016-01-12,1,28,-1.5020294189453125
2016-01-13,3,22,-1.4730377197265625
2016-01-14,0,18,10.274765014648438
2016-01-15,0,12,-5.965728759765625
2016-01-16,0,4,4.3146209716796875
2016-01-17,9,5,-0.90191650390625
2016-01-18,3,29,-1.8336334228515625
2016-01-19,0,16,-1.649810791015625
2016-01-20,2,18,0.1817169189453125
2016-01-21,1,27,1.9680938720703125
2016-01-22,5,3,-1.013153076171875
2016-01-23,0,2,8.756942749023438
2016-01-24,0,7,-0.49896240234375
2016-01-25,0,27,0.922119140625
2016-01-26,2,23,-3.9374237060546875
2016-01-27,0,17,1.5559844970703125
2016-01-28,1,28,-2.363189697265625
2016-01-29,11,35,-0.9784088134765625
2016-01-30,6,2,4.3662872314453125
2016-01-31,0,4,-0.9421234130859375
2016-02-01,0,20,1.037841796875
2016-02-02,1,15,1.7559661865234375
2016-02-03,0,10,-0.7982025146484375
2016-02-04,1,32,-1.941619873046875
2016-02-05,3,26,1.1928558349609375
2016-02-06,5,3,5.51513671875
2016-02-07,1,4,-1.096710205078125
2016-02-08,2,16,2.2342071533203125
2016-02-09,0,26,-1.55718994140625
2016-02-10,0,21,-2.2579498291015625
2016-02-11,3,23,-0.98193359375
2016-02-12,2,12,-0.599945068359375
2016-02-13,11,8,0.58465576171875
2016-02-14,13,15,0.18096923828125
2016-02-15,11,35,-0.8622283935546875
2016-02-16,4,25,-0.3179168701171875
2016-02-17,3,5,1.8177032470703125
2016-02-18,2,22,-0.088226318359375
2016-02-19,5,20,-0.7978515625
2016-02-20,20,32,-0.28662109375
2016-02-21,8,13,-0.169830322265625
2016-02-22,3,40,-0.1177520751953125
2016-02-23,0,33,-0.0792694091796875
2016-02-24,3,21,-0.052734375
2016-02-25,0,11,0.95770263671875
2016-02-26,0,12,-0.534912109375
2016-02-27,1,3,-0.1359100341796875
2016-02-28,2,27,3.9375
2016-02-29,0,37,-2.0390625
2016-03-01,3,40,-0.52734375
2016-03-02,0,29,-0.2705078125
2016-03-03,0,16,-0.17236328125
2016-03-04,0,17,-0.122467041015625
2016-03-05,0,5,-0.0929412841796875
2016-03-06,9,10,-0.064453125
2016-03-07,1,21,-0.0523681640625
2016-03-08,0,40,-0.04364013671875
2016-03-09,0,16,0.0
2016-03-10,14,17,0.0
2016-03-11,8,32,0.0
2016-03-12,3,4,0.0
2016-03-13,0,4,1.0
2016-03-14,4,18,-0.5
2016-03-15,2,14,-0.125
2016-03-16,1,25,-0.0625
2016-03-17,0,9,-0.0390625
2016-03-18,0,10,-0.02734375
2016-03-19,27,5,-0.0205078125
2016-03-20,29,13,-0.01611328125
2016-03-21,10,16,-0.013092041015625
2016-03-22,7,20,2.9890899658203125
2016-03-23,6,26,-1.5
2016-03-24,7,4,-0.375
2016-03-25,1,12,-0.1875
2016-03-26,5,0,1.8828125
2016-03-27,15,2,-1.08203125
2016-03-28,4,20,7.6884765625
2016-03-29,4,21,0.82666015625
2016-03-30,5,13,1.382598876953125
2016-03-31,7,10,5.2875823974609375
2016-04-01,13,4,-2.791015625
2016-04-02,7,2,31.6162109375
2016-04-03,7,12,-6.95977783203125
2016-04-04,1,6,-4.304046630859375
2016-04-05,2,8,-0.838623046875
2016-04-06,7,23,-1.992095947265625
2016-04-07,0,9,-0.5648345947265625
2016-04-08,3,8,8.897445678710938
2016-04-09,3,14,6.6501312255859375
2016-04-10,11,7,-3.2770843505859375
2016-04-11,6,21,-8.002334594726562
2016-04-12,3,25,-2.121490478515625
2016-04-13,1,12,0.6410675048828125
2016-04-14,1,13,0.1154937744140625
2016-04-15,1,17,15.170028686523438
2016-04-16,2,4,0.7387237548828125
2016-04-17,5,3,2.426849365234375
2016-04-18,1,16,7.5009765625
2016-04-19,3,16,-2.0125732421875
2016-04-20,4,9,5.767669677734375
2016-04-21,0,3,-2.3231353759765625
2016-04-22,9,26,-5.8259124755859375
2016-04-23,5,7,4.6647186279296875
2016-04-24,11,2,-1.88873291015625
2016-04-25,9,23,0.8482818603515625
2016-04-26,7,19,-1.2459869384765625
2016-04-27,4,11,2.849212646484375
2016-04-28,3,24,6.7321929931640625
2016-04-29,2,10,7.029632568359375
2016-04-30,5,5,-4.11883544921875
2016-05-01,0,1,1.64892578125
2016-05-02,0,26,1.3099822998046875
2016-05-03,0,20,6.3698272705078125
2016-05-04,0,12,-8.121246337890625
2016-05-05,1,2,5.262176513671875
2016-05-06,0,3,1.4330291748046875
2016-05-07,0,1,-0.502105712890625
2016-05-08,5,0,-0.4922027587890625
2016-05-09,3,10,2.305389404296875
2016-05-10,7,26,-0.4805908203125
2016-05-11,5,14,2.401214599609375
2016-05-12,2,11,10.614120483398438
2016-05-13,18,14,10.021652221679688
2016-05-14,5,2,2.7736358642578125
2016-05-15,4,1,-5.30010986328125
2016-05-16,1,21,-2.91265869140625
2016-05-17,1,13,-5.9640655517578125
2016-05-18,0,23,-0.8171234130859375
2016-05-19,0,13,4.1623992919921875
2016-05-20,2,22,2.9270477294921875
2016-05-21,19,3,8.0255126953125
2016-05-22,20,0,-9.15863037109375
2016-05-23,5,33,14.075103759765625
2016-05-24,0,13,-10.061752319335938
2016-05-25,0,19,-1.1209564208984375
2016-05-26,0,9,1.25164794921875
2016-05-27,1,19,-1.44354248046875
2016-05-28,5,4,-2.4965362548828125
2016-05-29,1,0,11.80267333984375
2016-05-30,8,13,-1.262603759765625
2016-05-31,5,11,11.923919677734375
2016-06-01,5,4,-8.416915893554688
2016-06-02,0,14,8.86053466796875
2016-06-03,0,33,-7.508758544921875
2016-06-04,0,1,12.58544921875
2016-06-05,0,2,9.165191650390625
2016-06-06,0,15,-6.740509033203125
2016-06-07,0,18,2.6951446533203125
2016-06-08,0,22,11.82330322265625
2016-06-09,0,19,-8.246322631835938
2016-06-10,0,10,-0.9151611328125
2016-06-11,0,14,18.767929077148438
2016-06-12,5,2,0.7332305908203125
2016-06-13,0,23,3.032745361328125
2016-06-14,0,3,-0.7907257080078125
2016-06-15,0,5,-3.761810302734375
2016-06-16,2,34,7.116851806640625
