,plotly/plotly.js,highcharts/highcharts,apache/echarts
2015-12-16,23,2,0.0
2015-12-17,17,5,6.0
2015-12-18,7,4,1.0
2015-12-19,0,0,0.0
2015-12-20,0,0,2.0
2015-12-21,11,4,8.0
2015-12-22,5,3,4.0
2015-12-23,1,1,12.0
2015-12-24,0,0,8.0
2015-12-25,0,0,5.0
2015-12-26,0,0,10.0
2015-12-27,2,0,3.0
2015-12-28,1,0,7.0
2015-12-29,5,0,9.0
2015-12-30,3,2,8.0
2015-12-31,3,0,8.0
2016-01-01,0,0,10.0
2016-01-02,0,0,5.0
2016-01-03,0,0,4.0
2016-01-04,13,5,5.0
2016-01-05,26,9,6.0
2016-01-06,40,6,16.0
2016-01-07,4,3,7.0
2016-01-08,3,4,2.0
2016-01-09,0,0,13.0
2016-01-10,0,0,13.0
2016-01-11,23,9,25.0
2016-01-12,10,6,3.0
2016-01-13,21,8,9.0
2016-01-14,11,4,6.0
2016-01-15,16,2,6.0
2016-01-16,0,1,1.0
2016-01-17,0,0,1.0
2016-01-18,5,12,5.0
2016-01-19,19,5,7.0
2016-01-20,17,5,19.0
2016-01-21,21,8,2.0
2016-01-22,7,10,2.0
2016-01-23,0,0,1.0
2016-01-24,0,0,2.0
2016-01-25,14,5,2.0
2016-01-26,2,6,0.0
2016-01-27,9,11,0.0
2016-01-28,9,9,0.0
2016-01-29,11,1,1.0
2016-01-30,0,2,0.0
2016-01-31,1,0,0.0
2016-02-01,16,9,4.0
2016-02-02,8,1,4.0
2016-02-03,5,1,11.0
2016-02-04,1,22,7.0
2016-02-05,15,5,0.0
2016-02-06,0,2,0.0
2016-02-07,0,0,0.0
2016-02-08,4,12,2.0
2016-02-09,21,6,0.0
2016-02-10,4,5,0.0
2016-02-11,3,9,0.0
2016-02-12,2,1,0.0
2016-02-13,0,5,0.0
2016-02-14,0,0,1.0
2016-02-15,12,1,0.0
2016-02-16,22,3,0.0
2016-02-17,15,1,4.0
2016-02-18,2,0,7.0
2016-02-19,7,0,7.0
2016-02-20,0,0,0.0
2016-02-21,0,0,3.0
2016-02-22,5,1,15.0
2016-02-23,3,0,1.0
2016-02-24,12,1,8.0
2016-02-25,13,5,15.0
2016-02-26,20,10,11.0
2016-02-27,0,0,0.0
2016-02-28,0,1,1.0
2016-02-29,15,5,17.0
2016-03-01,27,6,9.0
2016-03-02,3,2,6.0
2016-03-03,9,1,3.0
2016-03-04,7,5,6.0
2016-03-05,1,0,0.0
2016-03-06,0,0,0.0
2016-03-07,3,7,6.0
2016-03-08,22,1,17.0
2016-03-09,4,12,7.0
2016-03-10,6,1,3.0
2016-03-11,4,0,3.0
2016-03-12,0,0,0.0
2016-03-13,2,0,0.0
2016-03-14,11,2,8.0
2016-03-15,16,1,8.0
2016-03-16,11,44,4.0
2016-03-17,17,9,3.0
2016-03-18,13,24,0.0
2016-03-19,3,0,0.0
2016-03-20,1,0,0.0
2016-03-21,8,3,3.0
2016-03-22,13,0,1.0
2016-03-23,22,0,2.0
2016-03-24,7,0,1.0
2016-03-25,2,0,1.0
2016-03-26,1,0,0.0
2016-03-27,0,0,0.0
2016-03-28,1,0,15.0
2016-03-29,9,7,1.0
2016-03-30,53,7,1.0
2016-03-31,29,4,0.0
2016-04-01,15,6,0.0
2016-04-02,7,0,0.0
2016-04-03,5,0,0.0
2016-04-04,24,23,0.0
2016-04-05,10,10,0.0
2016-04-06,14,12,3.0
2016-04-07,12,8,0.0
2016-04-08,10,4,0.0
2016-04-09,0,0,0.0
2016-04-10,0,0,0.0
2016-04-11,25,28,1.0
2016-04-12,24,6,0.0
2016-04-13,25,10,4.0
2016-04-14,12,12,0.0
2016-04-15,19,9,0.0
2016-04-16,0,8,0.0
2016-04-17,4,0,0.0
2016-04-18,13,2,2.0
2016-04-19,10,4,8.0
2016-04-20,8,6,7.0
2016-04-21,22,5,2.0
2016-04-22,20,1,6.0
2016-04-23,0,0,2.0
2016-04-24,0,0,6.0
2016-04-25,13,7,8.0
2016-04-26,26,4,13.0
2016-04-27,10,3,6.0
2016-04-28,12,4,1.0
2016-04-29,2,5,1.0
2016-04-30,1,0,0.0
2016-05-01,1,0,2.0
2016-05-02,9,8,0.0
2016-05-03,28,3,0.0
2016-05-04,17,20,11.0
2016-05-05,14,0,11.0
2016-05-06,31,9,16.0
2016-05-07,0,0,3.0
2016-05-08,0,0,0.0
2016-05-09,6,22,6.0
2016-05-10,2,2,2.0
2016-05-11,21,4,11.0
2016-05-12,6,4,5.0
2016-05-13,20,3,3.0
2016-05-14,1,0,0.0
2016-05-15,0,0,0.0
2016-05-16,7,0,12.0
2016-05-17,29,0,8.0
2016-05-18,5,1,1.0
2016-05-19,6,5,7.0
2016-05-20,2,3,2.0
2016-05-21,1,0,0.0
2016-05-22,0,0,0.0
2016-05-23,0,16,4.0
2016-05-24,6,3,0.0
2016-05-25,14,1,2.0
2016-05-26,21,2,3.0
2016-05-27,8,2,4.0
2016-05-28,0,1,2.0
2016-05-29,0,0,2.0
2016-05-30,4,16,2.0
