,carla-simulator/carla,commaai/openpilot,apolloauto/apollo
2024-06-10,0,13,0
2024-06-11,0,20,0
2024-06-12,1,7,0
2024-06-13,0,11,1
2024-06-14,0,7,0
2024-06-15,0,0,0
2024-06-16,0,2,0
2024-06-17,1,5,0
2024-06-18,3,3,0
2024-06-19,0,3,0
2024-06-20,0,9,0
2024-06-21,1,1,1
2024-06-22,0,1,0
2024-06-23,0,3,0
2024-06-24,0,5,0
2024-06-25,1,3,0
2024-06-26,2,7,1
2024-06-27,1,7,0
2024-06-28,0,7,0
2024-06-29,0,4,0
2024-06-30,0,3,0
2024-07-01,1,2,0
2024-07-02,4,2,1
2024-07-03,0,4,0
