,plotly/plotly.js,apache/echarts,highcharts/highcharts
2020-03-17,11,7.0,8
2020-03-18,17,7.0,7
2020-03-19,14,1.0,21
2020-03-20,0,5.0,1
2020-03-21,1,0.0,0
2020-03-22,3,0.0,0
2020-03-23,7,3.0,13
2020-03-24,13,3.0,8
2020-03-25,16,4.0,8
2020-03-26,13,6.0,20
2020-03-27,26,5.0,28
2020-03-28,6,1.0,0
2020-03-29,13,3.0,0
2020-03-30,6,4.0,6
2020-03-31,4,5.0,3
2020-04-01,0,4.0,22
2020-04-02,4,8.0,8
2020-04-03,0,4.0,24
2020-04-04,0,4.0,0
2020-04-05,1,0.0,0
2020-04-06,6,2.0,1
2020-04-07,2,5.0,15
2020-04-08,0,1.0,5
2020-04-09,7,0.0,2
2020-04-10,1,9.0,1
2020-04-11,0,1.0,0
2020-04-12,0,0.0,0
2020-04-13,0,3.0,0
2020-04-14,15,1.0,32
2020-04-15,3,3.0,22
2020-04-16,5,0.0,6
2020-04-17,0,0.0,7
2020-04-18,0,0.0,0
2020-04-19,12,0.0,0
2020-04-20,14,3.0,3
2020-04-21,10,5.0,7
2020-04-22,15,7.0,19
2020-04-23,10,6.0,3
2020-04-24,7,4.0,6
2020-04-25,0,3.0,0
2020-04-26,3,12.0,0
2020-04-27,14,5.0,9
2020-04-28,9,4.0,19
2020-04-29,2,3.0,16
2020-04-30,11,7.0,7
2020-05-01,14,1.0,0
2020-05-02,7,0.0,0
2020-05-03,0,4.0,0
2020-05-04,9,2.0,11
2020-05-05,2,0.0,8
2020-05-06,2,5.0,9
2020-05-07,7,4.0,26
2020-05-08,1,2.0,2
2020-05-09,0,1.0,0
2020-05-10,0,0.0,0
2020-05-11,4,2.0,9
2020-05-12,0,4.0,6
2020-05-13,7,4.0,1
2020-05-14,5,3.0,4
2020-05-15,1,2.0,36
2020-05-16,0,0.0,0
2020-05-17,0,1.0,0
2020-05-18,0,6.0,21
2020-05-19,4,5.0,6
2020-05-20,2,4.0,24
2020-05-21,3,3.0,1
2020-05-22,12,0.0,1
2020-05-23,5,0.0,0
2020-05-24,0,0.0,0
2020-05-25,5,2.0,5
2020-05-26,3,11.0,17
2020-05-27,3,12.0,7
2020-05-28,5,7.0,0
2020-05-29,0,1.0,7
2020-05-30,0,0.0,0
2020-05-31,0,1.0,0
2020-06-01,2,1.0,0
2020-06-02,8,4.0,33
2020-06-03,5,5.0,17
2020-06-04,3,8.0,3
2020-06-05,13,2.0,10
2020-06-06,0,2.0,0
2020-06-07,5,3.0,0
2020-06-08,6,5.0,7
2020-06-09,4,7.0,10
2020-06-10,6,11.0,4
2020-06-11,0,3.0,5
2020-06-12,0,6.0,0
2020-06-13,0,0.0,0
2020-06-14,0,0.0,0
2020-06-15,0,0.0,25
2020-06-16,6,1.0,4
2020-06-17,2,0.0,2
2020-06-18,5,3.0,2
2020-06-19,1,5.0,3
2020-06-20,0,2.0,0
2020-06-21,0,2.0,0
2020-06-22,13,20.0,0
2020-06-23,4,16.0,16
2020-06-24,10,5.0,0
2020-06-25,0,0.0,5
2020-06-26,0,1.0,0
2020-06-27,0,0.0,0
2020-06-28,0,4.0,0
2020-06-29,0,2.0,6
2020-06-30,7,2.0,5
2020-07-01,2,0.0,39
2020-07-02,6,5.0,4
2020-07-03,0,3.0,0
2020-07-04,0,5.0,0
2020-07-05,0,4.0,0
2020-07-06,11,3.0,18
2020-07-07,6,12.0,23
2020-07-08,5,7.0,8
2020-07-09,5,3.0,10
2020-07-10,1,7.0,33
2020-07-11,0,4.0,0
2020-07-12,0,6.0,0
2020-07-13,2,9.0,9
2020-07-14,0,16.0,1
2020-07-15,0,10.0,16
2020-07-16,3,14.0,8
2020-07-17,3,10.0,0
2020-07-18,0,11.0,0
2020-07-19,0,14.0,0
2020-07-20,9,11.0,8
2020-07-21,2,19.0,2
2020-07-22,5,17.0,2
2020-07-23,8,13.0,6
2020-07-24,7,8.0,2
2020-07-25,0,11.0,0
2020-07-26,0,13.0,0
2020-07-27,3,23.0,5
2020-07-28,3,20.0,10
2020-07-29,5,40.0,9
2020-07-30,8,33.0,9
2020-07-31,3,44.0,7
2020-08-01,0,1.0,0
2020-08-02,0,0.0,0
2020-08-03,0,2.0,19
2020-08-04,9,12.0,15
2020-08-05,0,16.0,6
2020-08-06,2,14.0,11
2020-08-07,4,3.0,10
2020-08-08,0,0.0,0
2020-08-09,0,2.0,0
2020-08-10,5,0.0,4
2020-08-11,6,0.0,10
2020-08-12,22,3.0,6
2020-08-13,17,5.0,29
2020-08-14,20,11.0,16
2020-08-15,0,0.0,0
2020-08-16,0,4.0,0
2020-08-17,15,7.0,27
2020-08-18,17,3.0,8
2020-08-19,17,1.0,4
2020-08-20,6,0.0,6
2020-08-21,11,4.0,18
2020-08-22,0,0.0,0
2020-08-23,0,0.0,0
2020-08-24,0,5.0,18
2020-08-25,5,4.0,13
2020-08-26,1,2.0,23
2020-08-27,2,2.0,6
2020-08-28,1,4.0,5
2020-08-29,0,0.0,0
2020-08-30,0,0.0,1
2020-08-31,15,1.0,4
2020-09-01,11,1.0,16
2020-09-02,23,3.0,4
2020-09-03,16,1.0,4
2020-09-04,6,2.0,3
2020-09-05,0,0.0,0
2020-09-06,0,0.0,0
2020-09-07,4,4.0,9
2020-09-08,6,2.0,3
2020-09-09,0,1.0,2
2020-09-10,2,0.0,17
2020-09-11,3,0.0,4
2020-09-12,0,0.0,0
2020-09-13,1,2.0,0
2020-09-14,4,0.0,5
2020-09-15,9,5.0,6
2020-09-16,7,4.0,9
2020-09-17,14,5.0,6
2020-09-18,3,5.0,16
2020-09-19,0,1.0,2
2020-09-20,0,3.0,0
2020-09-21,6,6.0,1
2020-09-22,6,5.0,4
2020-09-23,7,10.0,5
2020-09-24,4,13.0,15
2020-09-25,14,4.0,3
2020-09-26,10,0.0,0
2020-09-27,0,8.0,0
2020-09-28,18,8.0,1
2020-09-29,14,10.0,3
2020-09-30,10,14.0,0
2020-10-01,9,3.0,0
2020-10-02,8,4.0,0
2020-10-03,2,0.0,1
2020-10-04,0,0.0,0
2020-10-05,3,5.0,2
2020-10-06,3,2.0,0
2020-10-07,2,0.0,1
2020-10-08,6,6.0,4
2020-10-09,6,8.0,0
2020-10-10,3,5.0,0
2020-10-11,2,0.0,0
2020-10-12,1,12.0,18
2020-10-13,3,15.0,2
2020-10-14,12,15.0,9
2020-10-15,6,10.0,0
2020-10-16,3,9.0,15
2020-10-17,5,4.0,0
2020-10-18,0,0.0,0
2020-10-19,7,9.0,13
2020-10-20,7,7.0,2
2020-10-21,6,14.0,16
2020-10-22,14,15.0,10
2020-10-23,7,16.0,19
2020-10-24,2,0.0,0
2020-10-25,3,1.0,0
2020-10-26,3,8.0,11
2020-10-27,2,5.0,4
2020-10-28,4,10.0,14
2020-10-29,6,8.0,1
2020-10-30,5,0.0,5
2020-10-31,0,0.0,0
2020-11-01,0,6.0,0
2020-11-02,7,8.0,17
2020-11-03,5,0.0,6
2020-11-04,22,0.0,18
2020-11-05,6,5.0,6
2020-11-06,4,10.0,37
2020-11-07,0,3.0,4
2020-11-08,0,16.0,5
2020-11-09,6,18.0,30
2020-11-10,2,25.0,21
2020-11-11,0,2.0,27
2020-11-12,7,1.0,30
2020-11-13,9,2.0,29
2020-11-14,0,0.0,0
2020-11-15,1,0.0,0
2020-11-16,8,1.0,49
2020-11-17,10,4.0,8
2020-11-18,13,1.0,35
2020-11-19,10,5.0,18
2020-11-20,5,6.0,51
2020-11-21,7,0.0,0
2020-11-22,0,1.0,0
2020-11-23,6,2.0,24
2020-11-24,5,0.0,40
2020-11-25,10,0.0,22
2020-11-26,13,0.0,37
2020-11-27,12,1.0,54
2020-11-28,8,0.0,8
2020-11-29,8,0.0,0
2020-11-30,10,0.0,86
2020-12-01,2,4.0,25
2020-12-02,8,5.0,81
2020-12-03,2,3.0,24
2020-12-04,9,0.0,18
2020-12-05,0,0.0,0
2020-12-06,0,0.0,0
2020-12-07,12,3.0,6
2020-12-08,12,0.0,22
2020-12-09,14,3.0,11
2020-12-10,4,7.0,4
2020-12-11,15,4.0,4
2020-12-12,0,0.0,0
2020-12-13,0,0.0,0
2020-12-14,8,3.0,10
2020-12-15,2,5.0,1
2020-12-16,0,3.0,2
2020-12-17,7,0.0,2
2020-12-18,13,3.0,4
2020-12-19,1,0.0,0
2020-12-20,0,2.0,0
2020-12-21,9,3.0,0
2020-12-22,10,3.0,0
2020-12-23,2,4.0,1
2020-12-24,1,0.0,0
2020-12-25,2,1.0,0
2020-12-26,2,2.0,0
2020-12-27,0,2.0,0
2020-12-28,0,11.0,0
2020-12-29,0,5.0,0
2020-12-30,0,3.0,0
2020-12-31,0,3.0,0
2021-01-01,0,0.0,0
2021-01-02,0,0.0,0
2021-01-03,0,12.0,0
2021-01-04,20,7.0,1
2021-01-05,14,5.0,37
2021-01-06,6,3.0,4
2021-01-07,12,10.0,5
2021-01-08,7,11.0,11
2021-01-09,0,6.0,0
2021-01-10,0,2.0,0
2021-01-11,4,9.0,7
2021-01-12,3,6.0,6
2021-01-13,5,0.0,16
2021-01-14,16,0.0,4
2021-01-15,17,2.0,0
2021-01-16,4,0.0,0
2021-01-17,0,1.0,0
2021-01-18,6,2.0,16
2021-01-19,12,2.0,0
2021-01-20,14,0.0,2
2021-01-21,9,3.0,6
2021-01-22,12,1.0,2
2021-01-23,2,1.0,0
2021-01-24,0,2.0,0
2021-01-25,3,2.0,14
2021-01-26,3,5.0,14
2021-01-27,9,0.0,12
2021-01-28,4,3.0,0
2021-01-29,0,0.0,8
2021-01-30,0,1.0,0
2021-01-31,0,2.0,0
2021-02-01,0,11.0,4
2021-02-02,7,5.0,6
2021-02-03,12,2.0,12
2021-02-04,9,1.0,15
2021-02-05,0,1.0,16
2021-02-06,1,0.0,0
2021-02-07,0,1.0,0
2021-02-08,7,3.0,10
2021-02-09,25,3.0,26
2021-02-10,8,0.0,9
2021-02-11,12,1.0,8
2021-02-12,6,0.0,26
2021-02-13,14,1.0,0
2021-02-14,8,0.0,0
2021-02-15,1,0.0,13
2021-02-16,1,0.0,61
2021-02-17,10,1.0,10
2021-02-18,11,2.0,21
2021-02-19,9,4.0,25
2021-02-20,0,0.0,2
2021-02-21,0,0.0,0
2021-02-22,11,1.0,11
2021-02-23,10,1.0,11
2021-02-24,0,0.0,11
2021-02-25,1,6.0,11
2021-02-26,2,3.0,12
2021-02-27,0,3.0,0
2021-02-28,0,1.0,1
2021-03-01,16,4.0,36
2021-03-02,10,3.0,22
2021-03-03,4,4.0,33
2021-03-04,9,1.0,33
2021-03-05,4,1.0,29
2021-03-06,0,1.0,0
2021-03-07,0,1.0,0
2021-03-08,9,4.0,14
2021-03-09,2,3.0,23
2021-03-10,4,0.0,13
2021-03-11,10,1.0,20
2021-03-12,0,1.0,18
2021-03-13,0,0.0,0
2021-03-14,0,1.0,1
2021-03-15,3,7.0,28
2021-03-16,18,3.0,34
2021-03-17,5,8.0,29
2021-03-18,1,0.0,16
2021-03-19,0,2.0,18
2021-03-20,0,0.0,1
2021-03-21,0,1.0,0
2021-03-22,3,5.0,22
2021-03-23,5,1.0,30
2021-03-24,9,2.0,28
2021-03-25,11,2.0,15
2021-03-26,6,0.0,29
2021-03-27,0,2.0,0
2021-03-28,0,0.0,1
2021-03-29,6,2.0,15
2021-03-30,7,11.0,10
2021-03-31,2,23.0,10
2021-04-01,0,6.0,4
2021-04-02,2,5.0,9
2021-04-03,0,0.0,0
2021-04-04,0,1.0,0
2021-04-05,9,1.0,0
2021-04-06,2,15.0,18
2021-04-07,3,20.0,25
2021-04-08,13,7.0,24
2021-04-09,8,10.0,34
2021-04-10,4,2.0,0
2021-04-11,0,1.0,0
2021-04-12,0,2.0,23
2021-04-13,4,0.0,17
2021-04-14,3,0.0,24
2021-04-15,4,0.0,19
2021-04-16,7,1.0,11
2021-04-17,0,3.0,0
2021-04-18,0,1.0,0
2021-04-19,9,2.0,13
2021-04-20,1,13.0,36
2021-04-21,15,5.0,9
2021-04-22,7,12.0,8
2021-04-23,1,10.0,19
2021-04-24,0,0.0,4
2021-04-25,0,4.0,2
2021-04-26,5,1.0,42
2021-04-27,1,9.0,19
2021-04-28,0,5.0,20
2021-04-29,2,5.0,18
2021-04-30,0,6.0,11
2021-05-01,6,3.0,0
2021-05-02,0,2.0,2
2021-05-03,14,0.0,18
2021-05-04,14,4.0,19
2021-05-05,19,6.0,16
2021-05-06,13,11.0,27
2021-05-07,0,4.0,19
2021-05-08,9,13.0,0
2021-05-09,1,3.0,0
2021-05-10,10,13.0,29
2021-05-11,14,3.0,10
2021-05-12,5,10.0,24
2021-05-13,3,9.0,2
2021-05-14,15,5.0,3
2021-05-15,2,0.0,0
2021-05-16,0,1.0,0
2021-05-17,3,8.0,0
2021-05-18,13,10.0,22
2021-05-19,7,3.0,22
2021-05-20,9,0.0,18
2021-05-21,6,3.0,36
2021-05-22,7,2.0,0
2021-05-23,0,0.0,0
2021-05-24,1,1.0,7
2021-05-25,8,1.0,16
2021-05-26,17,1.0,19
2021-05-27,2,0.0,26
2021-05-28,5,0.0,19
2021-05-29,0,0.0,0
2021-05-30,0,0.0,0
2021-05-31,21,3.0,18
2021-06-01,9,1.0,18
2021-06-02,26,1.0,7
2021-06-03,14,5.0,19
2021-06-04,9,2.0,12
2021-06-05,0,3.0,0
2021-06-06,0,0.0,0
2021-06-07,9,2.0,5
2021-06-08,6,0.0,7
2021-06-09,0,2.0,8
2021-06-10,0,4.0,16
2021-06-11,9,6.0,8
2021-06-12,0,3.0,0
2021-06-13,0,0.0,3
2021-06-14,8,6.0,12
2021-06-15,11,17.0,3
2021-06-16,8,5.0,18
2021-06-17,20,10.0,37
2021-06-18,20,11.0,18
2021-06-19,0,2.0,1
2021-06-20,0,6.0,0
2021-06-21,4,12.0,7
2021-06-22,8,8.0,25
2021-06-23,9,4.0,20
2021-06-24,41,9.0,4
2021-06-25,16,10.0,13
2021-06-26,13,3.0,0
2021-06-27,2,0.0,0
2021-06-28,32,5.0,5
2021-06-29,22,4.0,3
2021-06-30,15,7.0,8
2021-07-01,0,5.0,3
2021-07-02,0,7.0,17
2021-07-03,0,3.0,3
2021-07-04,0,0.0,0
2021-07-05,7,4.0,20
2021-07-06,21,7.0,22
2021-07-07,35,3.0,12
2021-07-08,17,9.0,8
2021-07-09,17,5.0,18
2021-07-10,0,2.0,1
2021-07-11,0,4.0,0
2021-07-12,19,8.0,10
2021-07-13,10,13.0,7
2021-07-14,13,5.0,9
2021-07-15,0,13.0,25
2021-07-16,2,10.0,8
2021-07-17,25,0.0,1
2021-07-18,1,1.0,1
2021-07-19,17,1.0,6
2021-07-20,12,11.0,4
2021-07-21,11,8.0,5
2021-07-22,12,4.0,4
2021-07-23,12,9.0,9
2021-07-24,2,0.0,0
2021-07-25,0,1.0,2
2021-07-26,6,0.0,5
2021-07-27,4,4.0,7
2021-07-28,24,3.0,6
2021-07-29,11,3.0,5
2021-07-30,16,1.0,3
2021-07-31,0,5.0,7
2021-08-01,0,0.0,5
2021-08-02,1,1.0,8
2021-08-03,13,1.0,5
2021-08-04,17,4.0,5
2021-08-05,10,2.0,4
2021-08-06,3,2.0,4
2021-08-07,0,0.0,0
2021-08-08,0,0.0,0
2021-08-09,0,0.0,1
2021-08-10,39,0.0,6
2021-08-11,8,1.0,4
2021-08-12,12,0.0,8
2021-08-13,9,1.0,112
2021-08-14,1,0.0,0
2021-08-15,0,1.0,0
2021-08-16,15,0.0,16
2021-08-17,6,0.0,19
2021-08-18,8,0.0,14
2021-08-19,0,4.0,15
2021-08-20,0,5.0,3
2021-08-21,0,3.0,0
2021-08-22,0,8.0,0
2021-08-23,10,1.0,23
2021-08-24,5,7.0,9
2021-08-25,18,2.0,6
2021-08-26,14,2.0,12
2021-08-27,8,2.0,11
2021-08-28,0,3.0,0
2021-08-29,0,0.0,0
2021-08-30,10,0.0,5
