,4ian/GDevelop,godotengine/godot,MonoGame/MonoGame
2024-06-16,2,8,2
2024-06-17,7,31,3
2024-06-18,6,37,2
2024-06-19,4,38,0
2024-06-20,4,33,0
2024-06-21,1,35,0
2024-06-22,0,23,0
2024-06-23,1,11,0
2024-06-24,2,41,0
2024-06-25,5,32,0
2024-06-26,2,38,0
2024-06-27,4,23,1
2024-06-28,0,39,1
2024-06-29,0,33,0
2024-06-30,1,8,0
2024-07-01,8,23,0
2024-07-02,7,24,5
2024-07-03,2,11,0
2024-07-04,3,40,0
2024-07-05,1,25,1
2024-07-06,0,6,0
2024-07-07,1,40,0
2024-07-08,1,52,0
2024-07-09,3,28,0
2024-07-10,2,22,2
2024-07-11,4,18,0
2024-07-12,0,11,11
2024-07-13,0,10,1
2024-07-14,0,6,0
2024-07-15,2,20,0
2024-07-16,1,12,0
2024-07-17,1,71,0
2024-07-18,1,36,1
2024-07-19,0,26,0
2024-07-20,0,11,1
2024-07-21,0,9,0
2024-07-22,7,37,0
2024-07-23,2,36,0
2024-07-24,4,30,0
2024-07-25,5,16,0
2024-07-26,7,33,0
2024-07-27,1,11,0
2024-07-28,0,21,5
2024-07-29,6,21,0
2024-07-30,6,22,3
2024-07-31,7,40,0
2024-08-01,1,9,0
2024-08-02,1,14,0
2024-08-03,0,1,0
2024-08-04,0,11,0
2024-08-05,2,6,0
2024-08-06,1,36,0
2024-08-07,2,22,0
2024-08-08,3,23,0
2024-08-09,2,20,0
2024-08-10,0,7,0
2024-08-11,0,7,0
2024-08-12,0,35,1
2024-08-13,0,16,0
2024-08-14,1,16,0
2024-08-15,0,29,0
2024-08-16,0,136,3
2024-08-17,0,11,0
2024-08-18,3,18,0
2024-08-19,5,67,0
2024-08-20,6,42,1
2024-08-21,3,37,2
2024-08-22,1,12,1
2024-08-23,4,13,1
2024-08-24,0,5,3
2024-08-25,0,29,2
2024-08-26,4,66,3
2024-08-27,2,96,0
2024-08-28,3,67,1
2024-08-29,6,34,0
2024-08-30,2,50,0
2024-08-31,0,19,0
2024-09-01,0,17,0
2024-09-02,8,42,0
2024-09-03,4,59,0
2024-09-04,2,51,0
2024-09-05,5,43,1
2024-09-06,2,54,2
2024-09-07,0,7,0
2024-09-08,0,32,1
2024-09-09,5,23,0
2024-09-10,1,25,0
2024-09-11,2,53,0
2024-09-12,4,45,0
2024-09-13,4,26,1
2024-09-14,0,12,3
2024-09-15,1,8,0
2024-09-16,0,62,0
2024-09-17,11,56,0
2024-09-18,4,26,0
2024-09-19,0,33,0
2024-09-20,0,41,1
2024-09-21,0,30,0
2024-09-22,0,15,0
2024-09-23,3,41,1
2024-09-24,0,14,2
2024-09-25,3,23,1
2024-09-26,0,55,0
2024-09-27,3,24,0
2024-09-28,2,24,0
2024-09-29,0,18,0
2024-09-30,4,8,1
2024-10-01,0,44,0
2024-10-02,3,41,0
2024-10-03,3,17,0
2024-10-04,5,63,0
2024-10-05,0,6,0
2024-10-06,0,8,3
2024-10-07,7,16,1
2024-10-08,2,16,1
2024-10-09,1,8,0
2024-10-10,8,19,0
2024-10-11,8,3,0
2024-10-12,0,3,0
2024-10-13,4,5,0
2024-10-14,3,20,0
2024-10-15,4,8,0
2024-10-16,12,24,0
2024-10-17,6,24,0
2024-10-18,3,28,0
2024-10-19,4,6,1
2024-10-20,2,6,0
2024-10-21,7,36,0
2024-10-22,5,13,0
2024-10-23,2,19,0
2024-10-24,1,43,0
2024-10-25,3,49,0
2024-10-26,0,12,0
2024-10-27,0,6,0
2024-10-28,0,17,0
2024-10-29,3,15,1
2024-10-30,0,37,1
2024-10-31,4,10,1
2024-11-01,0,24,0
2024-11-02,0,13,0
2024-11-03,0,2,1
2024-11-04,0,12,0
2024-11-05,2,44,0
2024-11-06,6,22,0
2024-11-07,2,19,0
2024-11-08,5,17,0
2024-11-09,0,11,0
2024-11-10,2,65,2
2024-11-11,3,81,1
2024-11-12,7,91,1
2024-11-13,8,41,1
2024-11-14,5,29,0
2024-11-15,0,38,0
2024-11-16,0,13,0
2024-11-17,0,11,1
2024-11-18,4,40,0
2024-11-19,0,31,2
2024-11-20,3,18,0
2024-11-21,3,33,0
2024-11-22,2,47,1
2024-11-23,0,10,0
2024-11-24,0,15,2
2024-11-25,2,27,0
2024-11-26,6,32,2
2024-11-27,1,53,0
2024-11-28,4,14,0
2024-11-29,5,83,2
2024-11-30,2,13,1
2024-12-01,0,9,0
2024-12-02,2,87,0
2024-12-03,1,44,0
2024-12-04,0,27,2
2024-12-05,0,57,0
2024-12-06,0,18,0
2024-12-07,0,5,0
2024-12-08,0,6,0
2024-12-09,1,41,0
2024-12-10,0,49,0
2024-12-11,0,54,0
2024-12-12,0,58,0
2024-12-13,5,36,0
2024-12-14,3,22,0
2024-12-15,0,12,0
2024-12-16,4,43,0
2024-12-17,6,66,1
2024-12-18,6,44,0
2024-12-19,6,19,0
2024-12-20,1,82,0
2024-12-21,0,21,1
2024-12-22,2,9,1
2024-12-23,0,34,0
2024-12-24,0,4,0
2024-12-25,0,2,0
2024-12-26,0,8,0
2024-12-27,2,7,3
2024-12-28,0,7,0
2024-12-29,1,11,0
2024-12-30,1,34,0
2024-12-31,2,3,0
2025-01-01,0,5,0
2025-01-02,6,54,0
2025-01-03,2,35,0
2025-01-04,1,6,0
2025-01-05,0,9,0
2025-01-06,5,66,0
2025-01-07,1,54,0
2025-01-08,1,37,0
2025-01-09,1,63,0
2025-01-10,3,41,0
2025-01-11,0,34,0
2025-01-12,0,19,0
2025-01-13,3,54,0
2025-01-14,3,53,0
2025-01-15,8,15,0
2025-01-16,3,46,0
2025-01-17,5,31,0
2025-01-18,0,14,0
2025-01-19,2,9,0
2025-01-20,2,46,0
2025-01-21,1,21,0
2025-01-22,5,26,0
2025-01-23,4,5,0
2025-01-24,6,21,0
2025-01-25,0,11,0
2025-01-26,1,6,0
2025-01-27,3,30,0
2025-01-28,1,32,0
2025-01-29,0,22,0
2025-01-30,1,20,0
2025-01-31,0,31,0
2025-02-01,0,13,0
2025-02-02,0,9,0
2025-02-03,4,38,0
2025-02-04,5,25,0
2025-02-05,0,34,0
2025-02-06,4,24,0
2025-02-07,2,45,0
2025-02-08,0,14,1
2025-02-09,0,7,3
2025-02-10,4,50,0
2025-02-11,3,56,0
2025-02-12,9,35,0
2025-02-13,1,45,0
2025-02-14,1,36,0
2025-02-15,0,17,0
2025-02-16,0,9,0
2025-02-17,4,8,0
2025-02-18,0,14,0
2025-02-19,1,10,0
2025-02-20,1,17,0
2025-02-21,0,8,0
2025-02-22,2,7,0
2025-02-23,1,17,0
2025-02-24,6,14,0
2025-02-25,2,23,0
2025-02-26,3,9,0
2025-02-27,3,18,0
2025-02-28,2,12,0
2025-03-01,0,5,0
2025-03-02,0,17,0
2025-03-03,7,20,0
2025-03-04,1,35,0
2025-03-05,0,53,0
2025-03-06,4,36,1
2025-03-07,3,56,0
2025-03-08,0,25,0
2025-03-09,0,20,0
2025-03-10,15,33,0
2025-03-11,10,85,1
2025-03-12,2,69,0
2025-03-13,0,45,0
2025-03-14,1,44,0
2025-03-15,0,15,0
2025-03-16,0,28,0
2025-03-17,0,41,0
2025-03-18,2,52,0
2025-03-19,1,63,0
2025-03-20,1,17,0
2025-03-21,3,42,0
2025-03-22,0,9,0
2025-03-23,0,4,0
2025-03-24,2,42,7
2025-03-25,3,33,3
2025-03-26,2,18,2
2025-03-27,4,16,1
2025-03-28,3,78,0
2025-03-29,0,19,3
2025-03-30,0,13,1
2025-03-31,5,23,3
2025-04-01,2,30,0
2025-04-02,1,32,0
2025-04-03,0,46,1
2025-04-04,1,23,5
2025-04-05,0,20,1
2025-04-06,0,10,1
2025-04-07,2,44,0
2025-04-08,1,35,0
2025-04-09,0,61,0
2025-04-10,0,57,0
2025-04-11,2,40,0
2025-04-12,0,11,0
2025-04-13,0,7,0
2025-04-14,2,12,1
2025-04-15,3,64,5
2025-04-16,2,23,0
2025-04-17,0,19,0
2025-04-18,3,16,0
2025-04-19,0,10,0
2025-04-20,0,9,0
2025-04-21,0,22,0
2025-04-22,1,37,0
2025-04-23,1,26,3
2025-04-24,6,42,1
2025-04-25,2,38,0
2025-04-26,0,16,1
2025-04-27,0,10,0
2025-04-28,4,88,4
2025-04-29,1,37,0
2025-04-30,0,32,0
2025-05-01,0,16,0
2025-05-02,3,21,0
2025-05-03,0,5,0
2025-05-04,1,2,0
2025-05-05,4,37,0
2025-05-06,2,41,1
2025-05-07,0,32,1
2025-05-08,1,29,0
2025-05-09,0,35,0
2025-05-10,0,5,0
2025-05-11,0,4,4
2025-05-12,4,52,0
2025-05-13,0,54,0
2025-05-14,2,37,4
2025-05-15,5,50,1
2025-05-16,0,25,0
2025-05-17,0,3,0
2025-05-18,0,6,0
2025-05-19,0,42,1
2025-05-20,1,28,1
2025-05-21,0,27,1
2025-05-22,1,28,0
2025-05-23,0,34,4
2025-05-24,0,10,0
2025-05-25,1,7,0
2025-05-26,0,61,3
2025-05-27,2,44,0
2025-05-28,1,38,1
2025-05-29,1,13,1
2025-05-30,2,16,6
2025-05-31,0,10,1
2025-06-01,0,8,3
2025-06-02,0,60,4
2025-06-03,3,50,0
2025-06-04,4,31,0
2025-06-05,2,98,2
2025-06-06,3,63,3
2025-06-07,0,11,0
2025-06-08,0,46,2
2025-06-09,5,56,1
2025-06-10,0,62,0
2025-06-11,4,45,0
2025-06-12,3,69,9
2025-06-13,0,41,0
2025-06-14,0,16,2
2025-06-15,1,25,1
2025-06-16,1,15,0
2025-06-17,3,14,1
2025-06-18,2,59,0
2025-06-19,0,12,0
2025-06-20,6,13,0
2025-06-21,2,20,0
2025-06-22,0,25,0
2025-06-23,5,16,0
2025-06-24,5,48,0
2025-06-25,1,28,0
2025-06-26,4,9,3
2025-06-27,0,22,3
2025-06-28,1,19,1
2025-06-29,1,3,0
2025-06-30,2,7,5
2025-07-01,1,21,1
2025-07-02,4,7,0
2025-07-03,7,21,0
2025-07-04,4,19,1
2025-07-05,0,7,0
2025-07-06,1,4,1
2025-07-07,3,30,0
2025-07-08,1,12,3
2025-07-09,1,23,2
