,elastic/kibana,getsentry/sentry,grafana/grafana
2024-06-28,37,38,1
2024-06-29,9,1,0
2024-06-30,2,0,0
2024-07-01,44,49,19
2024-07-02,73,76,20
2024-07-03,50,66,28
2024-07-04,51,26,30
2024-07-05,32,20,22
2024-07-06,5,0,2
2024-07-07,0,0,0
2024-07-08,36,60,18
2024-07-09,62,59,23
2024-07-10,39,51,17
2024-07-11,57,45,23
2024-07-12,29,49,30
2024-07-13,3,0,2
2024-07-14,1,0,0
2024-07-15,49,47,15
2024-07-16,50,40,26
2024-07-17,58,57,32
2024-07-18,44,48,24
2024-07-19,32,41,23
2024-07-20,2,4,1
2024-07-21,1,0,0
