,iterate-ch/cyberduck,rclone/rclone,aws/aws-cli
2016-01-26,5,4,2
2016-01-27,7,1,0
2016-01-28,7,0,7
2016-01-29,8,1,7
2016-01-30,0,1,0
2016-01-31,0,8,0
2016-02-01,3,0,6
2016-02-02,5,0,1
2016-02-03,16,0,2
2016-02-04,17,0,4
2016-02-05,10,0,3
2016-02-06,0,0,0
2016-02-07,0,1,0
2016-02-08,32,0,3
2016-02-09,14,7,11
2016-02-10,11,0,8
2016-02-11,38,0,10
2016-02-12,5,0,0
2016-02-13,1,0,3
2016-02-14,0,0,0
2016-02-15,11,5,3
2016-02-16,6,3,5
2016-02-17,4,1,0
2016-02-18,9,0,11
2016-02-19,10,3,2
2016-02-20,3,0,1
2016-02-21,0,9,0
2016-02-22,15,0,4
2016-02-23,19,0,4
2016-02-24,0,1,1
2016-02-25,10,4,7
2016-02-26,21,2,0
2016-02-27,0,9,3
2016-02-28,0,4,0
2016-02-29,6,4,4
2016-03-01,29,3,9
2016-03-02,0,0,13
2016-03-03,13,0,7
2016-03-04,15,0,0
2016-03-05,1,2,1
2016-03-06,0,3,0
2016-03-07,25,0,9
2016-03-08,29,0,6
2016-03-09,2,0,0
2016-03-10,24,2,2
2016-03-11,16,0,9
2016-03-12,6,0,1
2016-03-13,0,0,0
2016-03-14,38,0,3
2016-03-15,41,0,5
2016-03-16,19,1,8
2016-03-17,6,1,6
2016-03-18,10,0,8
2016-03-19,2,1,2
2016-03-20,0,0,0
2016-03-21,42,0,3
2016-03-22,34,6,4
2016-03-23,15,4,5
2016-03-24,1,1,4
2016-03-25,2,0,3
2016-03-26,7,0,0
2016-03-27,19,0,0
2016-03-28,26,0,0
2016-03-29,12,0,5
2016-03-30,42,0,4
2016-03-31,9,0,3
2016-04-01,35,0,0
2016-04-02,5,0,0
2016-04-03,0,0,0
2016-04-04,4,3,0
2016-04-05,29,0,5
2016-04-06,1,0,2
2016-04-07,3,3,5
2016-04-08,16,0,2
2016-04-09,3,0,0
2016-04-10,0,0,0
2016-04-11,48,0,6
2016-04-12,26,2,3
2016-04-13,9,0,13
2016-04-14,1,0,15
2016-04-15,28,0,0
2016-04-16,0,0,0
2016-04-17,4,0,0
2016-04-18,2,3,2
2016-04-19,18,0,6
2016-04-20,1,1,3
2016-04-21,7,2,5
2016-04-22,38,8,3
2016-04-23,0,0,0
2016-04-24,0,0,1
2016-04-25,2,0,7
2016-04-26,18,1,9
2016-04-27,15,0,1
2016-04-28,5,0,4
2016-04-29,0,1,3
2016-04-30,0,0,0
2016-05-01,2,2,0
2016-05-02,30,1,8
2016-05-03,10,0,8
2016-05-04,11,0,1
2016-05-05,0,0,7
2016-05-06,1,4,4
2016-05-07,1,3,0
2016-05-08,1,0,0
2016-05-09,3,0,4
2016-05-10,13,0,6
2016-05-11,50,0,1
2016-05-12,7,0,7
2016-05-13,24,0,6
2016-05-14,0,2,0
2016-05-15,2,0,0
2016-05-16,45,2,0
2016-05-17,30,0,4
2016-05-18,31,0,10
2016-05-19,11,1,6
2016-05-20,45,0,0
2016-05-21,9,0,0
2016-05-22,4,0,0
2016-05-23,44,0,0
2016-05-24,24,0,7
2016-05-25,5,0,0
2016-05-26,0,0,6
2016-05-27,3,0,1
2016-05-28,0,7,0
2016-05-29,4,0,0
2016-05-30,17,3,0
2016-05-31,22,0,0
2016-06-01,29,0,0
2016-06-02,4,0,3
2016-06-03,16,10,2
2016-06-04,0,1,0
2016-06-05,0,0,0
2016-06-06,14,2,4
2016-06-07,18,0,3
2016-06-08,18,0,5
2016-06-09,4,3,3
2016-06-10,5,1,9
2016-06-11,0,0,1
2016-06-12,0,0,1
2016-06-13,33,2,5
2016-06-14,15,0,3
2016-06-15,23,2,5
2016-06-16,3,0,0
2016-06-17,13,3,0
2016-06-18,1,10,2
2016-06-19,0,2,0
2016-06-20,22,0,0
2016-06-21,14,1,3
2016-06-22,0,0,2
2016-06-23,8,0,3
2016-06-24,2,0,2
2016-06-25,3,0,0
2016-06-26,0,0,0
2016-06-27,21,0,7
2016-06-28,6,5,2
2016-06-29,15,2,9
2016-06-30,2,1,4
2016-07-01,6,7,0
2016-07-02,0,2,0
2016-07-03,3,0,0
2016-07-04,12,4,0
2016-07-05,0,2,2
2016-07-06,0,1,5
2016-07-07,0,0,3
2016-07-08,0,0,0
2016-07-09,0,1,0
2016-07-10,0,0,0
2016-07-11,0,7,0
2016-07-12,0,4,5
2016-07-13,0,5,4
2016-07-14,9,0,0
2016-07-15,20,2,0
2016-07-16,1,0,0
2016-07-17,0,0,0
2016-07-18,8,0,1
2016-07-19,8,0,5
2016-07-20,6,0,0
2016-07-21,0,0,3
2016-07-22,9,0,0
2016-07-23,0,0,0
2016-07-24,0,0,0
2016-07-25,6,0,0
2016-07-26,3,0,3
2016-07-27,6,0,0
2016-07-28,0,1,1
2016-07-29,10,0,5
2016-07-30,11,0,0
2016-07-31,10,0,0
2016-08-01,0,1,0
2016-08-02,15,0,1
2016-08-03,2,1,2
2016-08-04,0,7,3
2016-08-05,9,3,0
2016-08-06,0,0,0
2016-08-07,0,0,0
2016-08-08,2,0,0
2016-08-09,16,0,4
2016-08-10,0,0,7
2016-08-11,7,0,16
2016-08-12,2,0,4
2016-08-13,0,0,0
2016-08-14,0,0,0
2016-08-15,7,1,6
2016-08-16,10,0,6
2016-08-17,13,0,0
2016-08-18,0,10,8
2016-08-19,14,0,4
2016-08-20,0,3,0
2016-08-21,0,0,0
2016-08-22,13,5,2
2016-08-23,10,16,8
2016-08-24,21,4,2
2016-08-25,14,2,0
2016-08-26,10,0,0
2016-08-27,0,0,0
2016-08-28,1,0,0
2016-08-29,4,0,1
2016-08-30,17,0,3
2016-08-31,26,0,0
2016-09-01,5,0,12
2016-09-02,0,0,6
2016-09-03,0,0,0
2016-09-04,0,0,0
2016-09-05,0,3,0
2016-09-06,5,0,3
2016-09-07,11,0,0
2016-09-08,25,5,4
2016-09-09,11,1,1
2016-09-10,0,1,0
2016-09-11,0,0,0
2016-09-12,0,6,4
2016-09-13,0,3,3
2016-09-14,0,0,2
2016-09-15,0,0,0
2016-09-16,1,0,3
2016-09-17,0,0,0
2016-09-18,1,0,0
2016-09-19,0,5,4
2016-09-20,0,0,4
2016-09-21,0,0,22
2016-09-22,0,1,8
2016-09-23,0,0,4
2016-09-24,0,0,0
2016-09-25,0,0,0
2016-09-26,0,0,3
2016-09-27,0,0,8
2016-09-28,0,0,63
2016-09-29,1,0,9
2016-09-30,5,0,3
2016-10-01,0,0,0
2016-10-02,0,0,0
2016-10-03,4,6,0
2016-10-04,19,5,14
2016-10-05,65,10,6
2016-10-06,0,4,4
2016-10-07,0,2,4
2016-10-08,0,8,0
2016-10-09,0,0,0
2016-10-10,41,0,2
2016-10-11,14,0,1
2016-10-12,9,0,5
2016-10-13,1,1,10
2016-10-14,12,1,6
2016-10-15,0,0,0
2016-10-16,0,0,0
2016-10-17,36,4,3
2016-10-18,37,3,3
2016-10-19,33,0,2
2016-10-20,4,2,4
2016-10-21,5,1,2
2016-10-22,0,2,1
2016-10-23,0,2,0
2016-10-24,1,1,4
2016-10-25,7,1,4
2016-10-26,46,1,2
2016-10-27,1,3,2
2016-10-28,8,0,0
2016-10-29,5,0,0
2016-10-30,1,4,0
2016-10-31,29,2,0
2016-11-01,13,0,3
2016-11-02,30,4,3
2016-11-03,14,6,3
2016-11-04,22,1,0
2016-11-05,15,9,0
2016-11-06,10,5,0
2016-11-07,39,2,0
2016-11-08,34,0,0
2016-11-09,37,0,0
2016-11-10,9,0,0
2016-11-11,2,6,3
2016-11-12,0,1,0
2016-11-13,2,0,0
2016-11-14,35,1,0
2016-11-15,29,1,6
2016-11-16,20,0,3
2016-11-17,0,1,2
2016-11-18,19,0,13
2016-11-19,10,8,0
2016-11-20,5,1,0
2016-11-21,71,0,8
2016-11-22,59,0,8
2016-11-23,29,0,4
2016-11-24,3,0,0
2016-11-25,38,0,0
2016-11-26,34,1,0
2016-11-27,13,9,0
2016-11-28,65,5,1
2016-11-29,32,0,10
2016-11-30,74,1,19
2016-12-01,3,0,11
2016-12-02,58,0,0
2016-12-03,40,4,3
2016-12-04,1,5,0
2016-12-05,48,1,3
2016-12-06,5,2,7
2016-12-07,10,2,5
2016-12-08,10,1,9
2016-12-09,65,6,0
2016-12-10,5,0,0
2016-12-11,12,0,0
2016-12-12,42,2,4
2016-12-13,47,1,1
2016-12-14,31,4,2
2016-12-15,5,4,5
2016-12-16,7,0,7
2016-12-17,3,0,0
2016-12-18,5,0,0
2016-12-19,28,2,3
2016-12-20,23,2,5
2016-12-21,18,0,6
2016-12-22,2,0,7
2016-12-23,10,0,0
2016-12-24,0,0,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,1,0,0
2016-12-28,8,0,2
2016-12-29,6,0,3
2016-12-30,5,0,3
2016-12-31,0,1,0
2017-01-01,9,0,1
2017-01-02,35,4,0
2017-01-03,22,11,3
2017-01-04,39,1,10
2017-01-05,12,4,0
2017-01-06,28,1,5
2017-01-07,0,0,1
2017-01-08,0,1,0
2017-01-09,31,0,0
2017-01-10,77,4,2
2017-01-11,40,0,0
2017-01-12,14,2,0
2017-01-13,62,0,0
2017-01-14,12,3,0
2017-01-15,19,0,0
2017-01-16,42,6,3
2017-01-17,65,2,3
2017-01-18,21,0,5
2017-01-19,9,4,5
2017-01-20,3,2,3
2017-01-21,0,0,0
2017-01-22,0,0,0
2017-01-23,0,0,0
2017-01-24,11,0,0
2017-01-25,39,0,6
2017-01-26,2,2,3
2017-01-27,12,0,3
2017-01-28,3,0,0
2017-01-29,3,10,0
2017-01-30,38,1,4
2017-01-31,10,0,0
2017-02-01,6,0,1
2017-02-02,0,4,0
2017-02-03,12,3,0
2017-02-04,11,13,0
2017-02-05,6,0,0
2017-02-06,37,0,1
2017-02-07,9,0,0
2017-02-08,5,2,3
2017-02-09,0,2,4
2017-02-10,14,0,5
2017-02-11,0,9,0
2017-02-12,0,4,0
2017-02-13,10,3,1
2017-02-14,14,3,4
2017-02-15,9,5,3
2017-02-16,9,6,3
2017-02-17,15,10,7
