,gitlabhq/gitlabhq,gogs/gogs,gitbucket/gitbucket
2017-04-17,56,0,0
2017-04-18,55,0,4
2017-04-19,66,0,5
2017-04-20,71,0,5
2017-04-21,74,0,2
2017-04-22,7,0,7
2017-04-23,3,0,1
2017-04-24,115,0,0
2017-04-25,78,0,3
2017-04-26,94,1,1
2017-04-27,112,0,2
2017-04-28,90,0,2
2017-04-29,7,0,9
2017-04-30,12,0,10
2017-05-01,63,0,3
2017-05-02,144,0,7
2017-05-03,100,0,2
2017-05-04,119,0,5
2017-05-05,136,0,5
2017-05-06,23,0,2
2017-05-07,17,0,2
2017-05-08,74,0,2
2017-05-09,68,0,0
2017-05-10,98,0,3
2017-05-11,104,0,2
2017-05-12,101,0,1
2017-05-13,12,0,2
2017-05-14,4,0,0
2017-05-15,96,0,1
2017-05-16,99,0,0
2017-05-17,86,6,1
2017-05-18,107,0,1
2017-05-19,72,0,0
2017-05-20,5,2,0
2017-05-21,11,3,1
2017-05-22,73,0,1
2017-05-23,99,0,2
2017-05-24,88,0,4
2017-05-25,90,1,8
2017-05-26,87,0,1
2017-05-27,6,0,3
2017-05-28,1,0,3
2017-05-29,55,2,0
2017-05-30,119,8,2
2017-05-31,137,1,0
2017-06-01,118,0,2
2017-06-02,114,5,5
2017-06-03,8,8,0
2017-06-04,6,1,0
2017-06-05,106,5,2
2017-06-06,128,4,0
2017-06-07,139,1,0
2017-06-08,91,6,1
2017-06-09,75,0,2
2017-06-10,4,2,0
2017-06-11,3,7,16
2017-06-12,61,0,2
2017-06-13,88,0,0
2017-06-14,77,0,0
2017-06-15,76,1,0
2017-06-16,88,0,0
2017-06-17,9,0,0
2017-06-18,15,0,3
2017-06-19,73,0,0
2017-06-20,88,1,1
2017-06-21,103,1,0
2017-06-22,73,0,0
2017-06-23,103,0,1
2017-06-24,8,0,10
2017-06-25,1,1,5
2017-06-26,107,0,0
2017-06-27,102,4,1
2017-06-28,128,2,0
2017-06-29,112,0,5
2017-06-30,65,0,1
2017-07-01,3,0,4
2017-07-02,6,0,1
2017-07-03,72,0,0
2017-07-04,71,0,9
2017-07-05,185,0,7
2017-07-06,126,0,2
2017-07-07,203,0,1
2017-07-08,7,0,9
2017-07-09,7,0,0
2017-07-10,41,1,0
2017-07-11,77,0,0
2017-07-12,54,0,5
2017-07-13,33,0,1
2017-07-14,73,6,0
2017-07-15,5,0,0
2017-07-16,16,0,1
2017-07-17,67,0,9
2017-07-18,109,1,2
2017-07-19,105,2,0
2017-07-20,116,0,0
2017-07-21,163,0,3
2017-07-22,13,0,4
2017-07-23,6,0,0
2017-07-24,78,0,4
2017-07-25,82,0,2
2017-07-26,106,0,1
2017-07-27,207,1,0
2017-07-28,156,0,1
2017-07-29,25,0,1
2017-07-30,5,1,3
2017-07-31,65,0,3
2017-08-01,102,0,0
2017-08-02,73,0,0
2017-08-03,151,0,0
2017-08-04,113,0,0
2017-08-05,6,0,6
2017-08-06,23,0,1
2017-08-07,170,0,1
2017-08-08,80,0,2
2017-08-09,62,0,0
2017-08-10,79,0,0
2017-08-11,113,0,4
2017-08-12,9,0,5
2017-08-13,17,1,1
2017-08-14,82,0,12
2017-08-15,67,1,0
2017-08-16,65,0,1
2017-08-17,67,0,3
2017-08-18,106,0,3
2017-08-19,6,0,0
2017-08-20,9,0,9
2017-08-21,75,0,1
2017-08-22,81,0,0
2017-08-23,64,0,0
2017-08-24,58,0,0
2017-08-25,68,0,1
2017-08-26,32,0,0
2017-08-27,4,0,0
2017-08-28,66,0,4
2017-08-29,106,0,0
2017-08-30,119,0,0
2017-08-31,114,0,1
2017-09-01,96,0,3
2017-09-02,6,0,4
2017-09-03,38,0,1
2017-09-04,84,0,2
2017-09-05,199,0,10
2017-09-06,208,0,2
2017-09-07,119,0,0
2017-09-08,64,0,0
2017-09-09,6,0,0
2017-09-10,13,0,1
2017-09-11,48,0,0
2017-09-12,69,0,9
2017-09-13,64,0,2
2017-09-14,65,0,3
2017-09-15,36,0,2
2017-09-16,10,0,3
2017-09-17,3,0,2
2017-09-18,73,0,3
2017-09-19,79,0,2
2017-09-20,70,0,4
2017-09-21,45,1,5
2017-09-22,82,0,0
2017-09-23,30,0,0
2017-09-24,6,0,5
2017-09-25,75,0,0
2017-09-26,86,1,0
2017-09-27,70,0,0
2017-09-28,87,0,0
2017-09-29,73,0,3
2017-09-30,19,0,0
2017-10-01,7,0,0
2017-10-02,72,0,2
2017-10-03,111,0,0
2017-10-04,157,0,1
2017-10-05,166,0,0
2017-10-06,95,0,0
2017-10-07,72,0,1
2017-10-08,4,0,4
2017-10-09,60,0,4
2017-10-10,76,1,5
2017-10-11,63,0,1
2017-10-12,57,0,4
2017-10-13,56,1,2
2017-10-14,6,1,0
2017-10-15,2,3,0
2017-10-16,57,0,3
2017-10-17,56,0,3
2017-10-18,41,0,0
2017-10-19,33,0,6
2017-10-20,40,0,7
2017-10-21,51,0,6
2017-10-22,15,2,5
2017-10-23,72,0,2
2017-10-24,47,0,3
2017-10-25,10,0,3
2017-10-26,39,0,0
2017-10-27,35,0,0
2017-10-28,1,0,1
2017-10-29,4,0,2
2017-10-30,89,0,0
2017-10-31,91,0,1
2017-11-01,75,0,0
2017-11-02,141,0,1
2017-11-03,88,0,2
2017-11-04,5,0,5
2017-11-05,7,0,0
2017-11-06,160,1,0
2017-11-07,143,0,0
2017-11-08,47,0,0
2017-11-09,40,0,2
2017-11-10,48,0,3
2017-11-11,9,0,1
2017-11-12,7,0,0
2017-11-13,50,0,0
2017-11-14,37,1,0
2017-11-15,36,0,1
2017-11-16,51,9,2
2017-11-17,87,4,4
2017-11-18,7,8,0
2017-11-19,3,4,0
2017-11-20,62,0,0
2017-11-21,55,2,0
2017-11-22,56,4,0
2017-11-23,78,0,2
2017-11-24,39,0,0
2017-11-25,5,0,0
2017-11-26,2,0,2
2017-11-27,57,0,0
2017-11-28,77,0,3
2017-11-29,38,0,2
2017-11-30,44,0,0
2017-12-01,100,0,2
2017-12-02,6,0,10
2017-12-03,74,0,1
2017-12-04,74,0,8
2017-12-05,83,0,4
2017-12-06,51,0,3
2017-12-07,96,0,5
2017-12-08,67,0,2
2017-12-09,2,0,0
2017-12-10,3,0,4
2017-12-11,74,0,9
2017-12-12,84,0,8
2017-12-13,56,0,0
2017-12-14,40,0,1
2017-12-15,65,0,1
2017-12-16,20,0,0
2017-12-17,2,0,0
2017-12-18,57,0,0
2017-12-19,46,0,0
2017-12-20,48,0,0
2017-12-21,84,0,7
2017-12-22,59,0,3
2017-12-23,8,0,0
2017-12-24,4,0,0
2017-12-25,10,0,0
2017-12-26,21,0,0
2017-12-27,22,0,8
2017-12-28,27,0,5
2017-12-29,9,0,1
2017-12-30,2,0,0
2017-12-31,0,0,0
2018-01-01,5,0,0
2018-01-02,65,0,0
2018-01-03,76,0,1
2018-01-04,117,0,1
2018-01-05,90,0,2
2018-01-06,29,0,7
2018-01-07,13,0,7
2018-01-08,96,0,2
2018-01-09,78,0,0
2018-01-10,81,0,0
2018-01-11,122,0,4
2018-01-12,78,0,0
2018-01-13,3,0,8
2018-01-14,5,0,0
2018-01-15,84,0,0
2018-01-16,81,0,0
2018-01-17,74,0,1
2018-01-18,87,0,1
2018-01-19,53,0,4
2018-01-20,4,0,4
2018-01-21,5,0,0
2018-01-22,84,0,1
2018-01-23,60,0,4
2018-01-24,60,0,2
2018-01-25,75,0,4
2018-01-26,58,0,2
2018-01-27,7,0,12
2018-01-28,8,0,1
2018-01-29,114,0,0
2018-01-30,87,0,1
2018-01-31,69,0,1
2018-02-01,82,0,0
2018-02-02,84,0,0
2018-02-03,8,0,1
2018-02-04,12,0,0
2018-02-05,107,0,2
2018-02-06,115,0,0
2018-02-07,95,0,1
2018-02-08,73,0,2
2018-02-09,52,0,5
2018-02-10,1,0,2
2018-02-11,2,0,4
2018-02-12,67,0,4
2018-02-13,88,0,0
2018-02-14,60,0,0
2018-02-15,67,0,1
2018-02-16,85,0,0
2018-02-17,5,0,0
2018-02-18,4,0,0
2018-02-19,42,0,0
2018-02-20,98,0,0
2018-02-21,99,0,0
2018-02-22,74,0,2
2018-02-23,98,0,4
2018-02-24,7,0,0
2018-02-25,5,0,0
2018-02-26,70,0,1
2018-02-27,72,0,3
2018-02-28,147,0,0
2018-03-01,124,0,0
2018-03-02,52,1,3
2018-03-03,23,0,0
2018-03-04,5,0,0
2018-03-05,108,1,0
2018-03-06,154,15,1
2018-03-07,118,1,0
2018-03-08,60,6,1
2018-03-09,46,5,3
2018-03-10,1,0,1
2018-03-11,5,0,4
2018-03-12,72,3,7
2018-03-13,51,0,0
2018-03-14,59,1,0
2018-03-15,46,0,0
2018-03-16,66,0,0
2018-03-17,10,0,1
2018-03-18,7,0,1
2018-03-19,56,0,2
2018-03-20,48,2,4
2018-03-21,76,3,8
2018-03-22,89,0,0
2018-03-23,64,0,0
2018-03-24,1,0,0
2018-03-25,2,0,1
2018-03-26,82,0,4
2018-03-27,70,0,3
2018-03-28,169,0,0
2018-03-29,81,3,2
2018-03-30,53,5,6
2018-03-31,0,3,3
2018-04-01,4,0,10
2018-04-02,43,1,1
2018-04-03,66,0,0
2018-04-04,69,0,0
2018-04-05,151,2,0
2018-04-06,104,0,0
2018-04-07,32,0,1
2018-04-08,13,0,1
2018-04-09,72,3,4
2018-04-10,70,0,0
2018-04-11,72,2,0
2018-04-12,61,3,0
2018-04-13,68,0,3
2018-04-14,7,0,1
2018-04-15,2,0,9
2018-04-16,93,3,5
2018-04-17,89,2,5
2018-04-18,107,2,2
2018-04-19,92,1,12
2018-04-20,72,0,1
2018-04-21,0,2,0
2018-04-22,4,0,4
2018-04-23,155,0,0
2018-04-24,104,2,5
2018-04-25,58,2,3
2018-04-26,47,5,5
2018-04-27,44,0,9
2018-04-28,5,0,7
2018-04-29,5,0,14
2018-04-30,73,0,5
2018-05-01,63,0,0
2018-05-02,88,0,3
2018-05-03,104,1,1
2018-05-04,89,0,1
2018-05-05,3,0,1
2018-05-06,21,0,0
2018-05-07,143,0,0
2018-05-08,74,2,0
2018-05-09,87,0,2
2018-05-10,49,1,1
2018-05-11,74,0,1
