,cfengine/core,saltstack/salt,ansible/ansible
2023-01-13,2,7,1
2023-01-14,0,1,0
2023-01-15,0,0,0
2023-01-16,0,2,1
2023-01-17,0,4,3
2023-01-18,1,19,1
2023-01-19,2,1,6
2023-01-20,0,2,2
2023-01-21,0,34,0
2023-01-22,0,0,0
2023-01-23,2,2,2
2023-01-24,1,4,4
2023-01-25,1,73,10
2023-01-26,0,13,8
2023-01-27,1,26,0
2023-01-28,0,0,0
2023-01-29,0,3,0
2023-01-30,2,12,6
2023-01-31,0,14,3
2023-02-01,0,5,3
2023-02-02,0,31,11
2023-02-03,1,2,13
2023-02-04,0,16,1
2023-02-05,0,6,0
2023-02-06,0,2,5
2023-02-07,0,10,5
2023-02-08,0,0,9
2023-02-09,0,15,6
2023-02-10,0,2,2
2023-02-11,0,0,0
2023-02-12,0,0,0
2023-02-13,1,1,4
2023-02-14,1,1,10
2023-02-15,0,19,2
2023-02-16,1,0,0
2023-02-17,0,9,1
2023-02-18,0,19,3
2023-02-19,0,0,0
2023-02-20,1,7,3
2023-02-21,0,1,10
2023-02-22,0,1,3
2023-02-23,1,14,11
2023-02-24,0,1,3
2023-02-25,0,0,0
2023-02-26,0,0,0
2023-02-27,0,1,3
2023-02-28,0,218,5
2023-03-01,0,13,3
2023-03-02,11,13,8
2023-03-03,2,0,4
2023-03-04,1,0,0
2023-03-05,0,0,0
2023-03-06,1,5,4
2023-03-07,0,5,7
2023-03-08,0,9,7
2023-03-09,0,12,2
2023-03-10,0,26,1
2023-03-11,0,2,0
2023-03-12,0,8,1
2023-03-13,0,2,1
2023-03-14,0,8,0
2023-03-15,0,19,0
2023-03-16,0,47,4
2023-03-17,7,14,2
2023-03-18,0,1,0
2023-03-19,0,13,0
2023-03-20,1,5,3
2023-03-21,0,35,3
2023-03-22,0,12,2
2023-03-23,1,3,8
2023-03-24,0,3,1
2023-03-25,0,7,0
2023-03-26,0,0,0
2023-03-27,0,17,9
2023-03-28,1,26,10
2023-03-29,0,36,6
2023-03-30,3,9,3
2023-03-31,0,0,6
2023-04-01,0,5,0
2023-04-02,0,0,0
2023-04-03,1,1,1
2023-04-04,1,24,5
2023-04-05,3,10,5
2023-04-06,1,2,11
2023-04-07,1,17,1
2023-04-08,0,0,1
2023-04-09,0,0,0
2023-04-10,0,4,4
2023-04-11,2,36,9
2023-04-12,9,28,10
2023-04-13,1,19,1
2023-04-14,4,33,3
2023-04-15,0,29,0
2023-04-16,0,1,0
2023-04-17,0,12,3
2023-04-18,0,5,5
2023-04-19,2,3,3
2023-04-20,5,3,7
2023-04-21,3,1,3
2023-04-22,0,0,0
2023-04-23,0,0,0
2023-04-24,0,4,2
2023-04-25,0,8,4
2023-04-26,1,14,9
2023-04-27,0,12,8
2023-04-28,0,13,1
2023-04-29,0,39,0
2023-04-30,0,2,0
2023-05-01,0,1,3
2023-05-02,0,37,8
2023-05-03,0,22,2
2023-05-04,0,8,4
2023-05-05,4,24,1
2023-05-06,0,3,0
2023-05-07,0,0,0
2023-05-08,0,1,4
2023-05-09,2,10,2
2023-05-10,1,10,4
2023-05-11,1,3,3
2023-05-12,0,0,0
2023-05-13,0,0,0
2023-05-14,0,0,0
2023-05-15,2,9,1
2023-05-16,0,0,5
2023-05-17,0,1,2
2023-05-18,0,1,9
2023-05-19,1,0,4
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,0,28,4
2023-05-23,0,49,5
2023-05-24,0,13,4
2023-05-25,0,7,3
2023-05-26,0,5,2
2023-05-27,0,0,2
2023-05-28,0,0,0
2023-05-29,0,9,0
2023-05-30,3,4,5
2023-05-31,0,22,2
2023-06-01,0,9,2
2023-06-02,2,1,0
2023-06-03,0,0,0
2023-06-04,0,0,0
2023-06-05,0,17,1
2023-06-06,0,31,6
2023-06-07,0,86,14
2023-06-08,0,20,4
2023-06-09,0,29,4
2023-06-10,0,5,0
2023-06-11,0,3,0
2023-06-12,0,14,3
2023-06-13,0,6,5
2023-06-14,1,6,2
2023-06-15,8,0,5
2023-06-16,10,6,0
2023-06-17,0,12,0
2023-06-18,0,7,0
2023-06-19,1,17,0
2023-06-20,1,18,3
2023-06-21,2,12,2
2023-06-22,1,9,4
2023-06-23,0,4,1
2023-06-24,0,0,3
2023-06-25,0,0,0
2023-06-26,0,22,4
2023-06-27,2,8,1
2023-06-28,1,17,6
2023-06-29,1,24,1
2023-06-30,0,17,1
2023-07-01,0,12,0
2023-07-02,0,0,0
2023-07-03,0,2,0
2023-07-04,0,0,0
2023-07-05,0,0,0
2023-07-06,0,3,3
2023-07-07,0,1,2
2023-07-08,0,5,0
2023-07-09,0,1,0
2023-07-10,0,0,7
2023-07-11,0,0,9
2023-07-12,0,0,5
2023-07-13,3,0,10
2023-07-14,4,1,2
2023-07-15,0,8,2
2023-07-16,0,0,0
2023-07-17,0,1,2
2023-07-18,0,6,2
2023-07-19,0,27,5
2023-07-20,0,64,6
2023-07-21,6,14,1
2023-07-22,0,2,1
2023-07-23,0,0,0
2023-07-24,0,0,1
2023-07-25,1,0,4
2023-07-26,0,0,4
2023-07-27,5,4,1
2023-07-28,3,45,2
2023-07-29,0,0,1
2023-07-30,0,0,0
2023-07-31,1,4,1
2023-08-01,0,18,7
2023-08-02,0,18,2
2023-08-03,1,31,11
2023-08-04,1,22,2
2023-08-05,0,0,0
2023-08-06,0,5,0
2023-08-07,0,12,0
2023-08-08,0,88,1
2023-08-09,2,17,7
2023-08-10,1,2,3
2023-08-11,0,37,2
2023-08-12,0,0,0
2023-08-13,0,0,0
2023-08-14,0,9,1
2023-08-15,0,17,3
2023-08-16,0,49,2
2023-08-17,0,5,3
2023-08-18,0,12,1
2023-08-19,0,0,0
2023-08-20,0,1,0
2023-08-21,1,7,3
2023-08-22,0,1,5
2023-08-23,0,6,3
2023-08-24,2,10,2
2023-08-25,1,21,2
2023-08-26,0,2,0
2023-08-27,0,0,0
2023-08-28,0,18,2
2023-08-29,0,8,4
2023-08-30,0,19,3
2023-08-31,0,16,5
2023-09-01,1,0,0
2023-09-02,0,0,0
2023-09-03,0,0,0
2023-09-04,0,0,0
2023-09-05,1,14,5
2023-09-06,0,56,0
2023-09-07,0,2,6
2023-09-08,0,2,2
2023-09-09,0,0,0
2023-09-10,0,0,0
2023-09-11,0,53,2
2023-09-12,2,17,6
2023-09-13,2,15,0
2023-09-14,1,17,1
2023-09-15,2,12,1
2023-09-16,0,0,0
2023-09-17,0,4,0
2023-09-18,3,7,2
2023-09-19,1,18,4
2023-09-20,1,4,3
2023-09-21,1,14,6
2023-09-22,1,3,4
2023-09-23,0,0,0
2023-09-24,0,14,0
2023-09-25,1,28,0
2023-09-26,1,9,9
2023-09-27,1,5,0
2023-09-28,1,1,3
2023-09-29,0,28,3
2023-09-30,0,7,0
2023-10-01,0,1,0
2023-10-02,0,15,9
2023-10-03,4,7,13
2023-10-04,0,26,6
2023-10-05,0,7,3
2023-10-06,3,20,0
2023-10-07,0,27,0
2023-10-08,0,1,0
2023-10-09,5,49,2
2023-10-10,4,5,2
2023-10-11,4,7,2
2023-10-12,2,6,6
2023-10-13,2,2,1
2023-10-14,0,0,1
2023-10-15,0,0,0
2023-10-16,0,24,0
2023-10-17,0,8,2
2023-10-18,0,15,2
2023-10-19,0,8,3
2023-10-20,0,7,1
2023-10-21,0,15,0
2023-10-22,0,3,0
2023-10-23,0,3,3
2023-10-24,0,14,5
2023-10-25,0,3,3
2023-10-26,0,3,6
2023-10-27,0,25,2
2023-10-28,0,0,1
2023-10-29,0,8,0
2023-10-30,1,0,1
2023-10-31,0,11,2
2023-11-01,3,0,1
2023-11-02,1,5,10
2023-11-03,0,16,0
2023-11-04,0,5,0
2023-11-05,0,3,0
2023-11-06,0,11,6
2023-11-07,3,9,12
2023-11-08,14,15,3
2023-11-09,1,31,0
2023-11-10,0,10,0
2023-11-11,0,0,0
2023-11-12,0,0,1
2023-11-13,0,4,3
2023-11-14,7,43,1
2023-11-15,0,5,3
2023-11-16,0,16,10
2023-11-17,0,24,1
2023-11-18,0,0,0
2023-11-19,0,29,0
2023-11-20,16,6,0
2023-11-21,1,12,4
2023-11-22,0,19,3
2023-11-23,0,17,1
2023-11-24,0,0,0
2023-11-25,0,0,0
2023-11-26,0,31,0
2023-11-27,3,23,3
2023-11-28,3,27,5
2023-11-29,0,27,0
2023-11-30,0,4,5
2023-12-01,2,0,0
2023-12-02,0,1,0
2023-12-03,0,0,0
2023-12-04,2,15,1
2023-12-05,0,9,0
2023-12-06,2,8,2
2023-12-07,4,5,1
2023-12-08,2,20,2
2023-12-09,0,1,0
2023-12-10,0,18,0
2023-12-11,1,24,0
2023-12-12,6,130,2
2023-12-13,3,1,2
2023-12-14,0,5,1
2023-12-15,0,7,0
2023-12-16,0,58,0
2023-12-17,0,11,0
2023-12-18,0,48,1
2023-12-19,0,2,0
2023-12-20,0,0,0
2023-12-21,0,2,0
2023-12-22,2,17,1
2023-12-23,0,4,0
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,0,1,0
2023-12-27,0,5,0
2023-12-28,0,46,0
2023-12-29,0,2,0
2023-12-30,0,4,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,0,19,0
2024-01-03,0,12,3
2024-01-04,2,21,6
2024-01-05,5,10,1
2024-01-06,0,0,0
2024-01-07,0,0,0
2024-01-08,0,6,2
2024-01-09,1,9,8
2024-01-10,0,2,3
2024-01-11,0,5,4
2024-01-12,0,0,0
2024-01-13,0,0,1
2024-01-14,0,0,0
2024-01-15,0,18,0
2024-01-16,5,19,4
2024-01-17,1,98,6
2024-01-18,2,17,3
2024-01-19,0,18,3
2024-01-20,0,2,0
2024-01-21,0,3,0
2024-01-22,0,6,1
2024-01-23,1,8,7
2024-01-24,0,35,0
2024-01-25,0,15,0
2024-01-26,0,11,1
2024-01-27,0,1,0
2024-01-28,0,0,0
2024-01-29,2,0,2
2024-01-30,7,1,2
2024-01-31,7,34,0
2024-02-01,1,8,1
2024-02-02,0,4,0
2024-02-03,0,3,0
2024-02-04,0,0,0
