,davisking/dlib,scikit-image/scikit-image,opencv/opencv
2021-04-17,0,1,0
2021-04-18,0,0,0
2021-04-19,0,1,3
2021-04-20,0,1,5
2021-04-21,0,1,4
2021-04-22,1,7,2
2021-04-23,0,7,3
2021-04-24,2,0,2
2021-04-25,0,0,0
2021-04-26,0,14,11
2021-04-27,1,1,5
2021-04-28,1,1,4
2021-04-29,0,0,4
2021-04-30,0,3,5
2021-05-01,4,1,4
2021-05-02,0,0,0
2021-05-03,0,3,0
2021-05-04,0,1,0
2021-05-05,0,2,1
2021-05-06,0,1,0
2021-05-07,0,1,3
2021-05-08,0,0,0
2021-05-09,0,0,1
2021-05-10,1,0,0
2021-05-11,2,13,7
2021-05-12,2,7,3
2021-05-13,0,6,1
2021-05-14,0,9,5
2021-05-15,0,1,0
2021-05-16,0,1,1
2021-05-17,0,2,4
2021-05-18,0,1,5
2021-05-19,0,0,5
2021-05-20,0,2,2
2021-05-21,0,1,5
2021-05-22,0,3,0
2021-05-23,0,0,1
2021-05-24,0,1,3
2021-05-25,0,1,5
2021-05-26,0,0,4
2021-05-27,0,0,2
2021-05-28,0,1,7
2021-05-29,0,0,2
2021-05-30,0,0,2
2021-05-31,0,1,4
2021-06-01,0,0,8
2021-06-02,0,0,9
2021-06-03,0,0,3
2021-06-04,0,0,2
2021-06-05,0,1,2
2021-06-06,0,0,4
2021-06-07,0,4,10
2021-06-08,0,7,19
2021-06-09,0,2,13
2021-06-10,0,1,4
2021-06-11,0,1,4
2021-06-12,0,0,1
2021-06-13,0,0,0
2021-06-14,0,4,0
2021-06-15,0,0,4
2021-06-16,0,0,2
2021-06-17,0,1,3
2021-06-18,0,0,4
2021-06-19,0,5,2
2021-06-20,0,2,4
2021-06-21,0,4,2
2021-06-22,0,0,1
2021-06-23,0,1,3
2021-06-24,0,1,1
2021-06-25,0,1,2
2021-06-26,0,0,1
2021-06-27,0,0,1
2021-06-28,0,1,2
2021-06-29,0,1,4
2021-06-30,1,1,10
2021-07-01,0,1,12
2021-07-02,0,0,9
2021-07-03,0,0,5
2021-07-04,0,1,8
2021-07-05,0,4,2
2021-07-06,0,0,1
2021-07-07,0,0,5
2021-07-08,0,5,3
2021-07-09,0,0,6
2021-07-10,0,0,1
2021-07-11,0,0,0
2021-07-12,0,3,2
2021-07-13,0,4,5
2021-07-14,0,0,1
2021-07-15,0,8,6
2021-07-16,1,0,6
2021-07-17,0,2,0
2021-07-18,0,7,1
2021-07-19,0,2,1
2021-07-20,0,1,2
2021-07-21,0,0,3
2021-07-22,1,0,4
2021-07-23,0,1,5
2021-07-24,0,0,4
2021-07-25,0,0,1
2021-07-26,0,0,3
2021-07-27,1,0,0
2021-07-28,0,0,1
2021-07-29,0,1,2
2021-07-30,1,0,3
2021-07-31,0,1,1
2021-08-01,0,0,3
2021-08-02,0,0,3
2021-08-03,0,1,2
2021-08-04,1,1,4
2021-08-05,8,2,5
2021-08-06,1,0,6
2021-08-07,0,0,2
2021-08-08,0,0,0
2021-08-09,0,2,4
2021-08-10,0,0,5
2021-08-11,0,0,5
2021-08-12,0,1,6
2021-08-13,0,0,3
2021-08-14,2,2,1
2021-08-15,1,3,2
2021-08-16,0,1,2
2021-08-17,0,1,3
2021-08-18,0,0,3
2021-08-19,2,4,5
2021-08-20,0,1,5
2021-08-21,0,0,3
2021-08-22,0,1,0
2021-08-23,0,3,2
2021-08-24,0,2,7
2021-08-25,0,2,3
2021-08-26,0,2,2
2021-08-27,0,0,1
2021-08-28,0,1,6
2021-08-29,0,1,1
2021-08-30,0,1,5
2021-08-31,0,3,1
2021-09-01,0,4,4
2021-09-02,0,3,3
2021-09-03,0,2,1
2021-09-04,0,1,6
2021-09-05,0,0,0
2021-09-06,0,0,5
2021-09-07,0,2,1
2021-09-08,0,1,1
2021-09-09,0,0,5
2021-09-10,1,3,7
2021-09-11,0,0,8
2021-09-12,0,0,1
2021-09-13,1,1,2
2021-09-14,0,1,5
2021-09-15,1,0,1
2021-09-16,0,1,1
2021-09-17,0,0,1
2021-09-18,0,0,1
2021-09-19,0,0,0
2021-09-20,0,0,2
2021-09-21,0,6,5
2021-09-22,0,2,2
2021-09-23,3,1,2
2021-09-24,0,0,6
2021-09-25,2,0,4
2021-09-26,0,0,1
2021-09-27,1,0,2
2021-09-28,0,0,9
2021-09-29,0,2,5
2021-09-30,0,0,3
2021-10-01,0,5,7
2021-10-02,0,3,8
2021-10-03,0,1,2
2021-10-04,0,0,16
2021-10-05,0,1,10
2021-10-06,0,0,18
2021-10-07,0,0,8
2021-10-08,0,1,19
2021-10-09,0,0,5
2021-10-10,0,0,1
2021-10-11,1,0,3
2021-10-12,0,0,2
2021-10-13,1,1,3
2021-10-14,0,0,2
2021-10-15,0,0,5
2021-10-16,0,0,0
2021-10-17,0,0,2
2021-10-18,0,0,6
2021-10-19,0,3,8
2021-10-20,0,2,6
2021-10-21,0,5,11
2021-10-22,0,3,4
2021-10-23,0,0,1
2021-10-24,0,0,0
2021-10-25,0,4,2
2021-10-26,0,1,3
2021-10-27,0,2,8
2021-10-28,2,4,10
2021-10-29,1,2,7
2021-10-30,2,0,6
2021-10-31,0,0,0
2021-11-01,0,0,1
2021-11-02,2,2,3
2021-11-03,0,3,6
2021-11-04,0,0,5
2021-11-05,0,2,2
2021-11-06,2,4,4
2021-11-07,0,1,0
2021-11-08,0,5,1
2021-11-09,0,3,3
2021-11-10,0,0,8
2021-11-11,0,4,4
2021-11-12,0,2,4
2021-11-13,0,1,1
2021-11-14,4,1,0
2021-11-15,1,3,3
2021-11-16,0,3,4
2021-11-17,1,5,2
2021-11-18,0,0,8
2021-11-19,1,0,3
2021-11-20,0,0,2
2021-11-21,0,0,0
2021-11-22,0,5,3
2021-11-23,0,0,4
2021-11-24,0,6,3
2021-11-25,1,2,2
2021-11-26,0,2,13
2021-11-27,0,0,5
2021-11-28,0,0,5
2021-11-29,0,1,6
2021-11-30,0,0,6
2021-12-01,0,2,5
2021-12-02,0,6,11
2021-12-03,0,6,6
2021-12-04,0,2,4
2021-12-05,0,5,3
2021-12-06,0,4,4
2021-12-07,0,1,7
2021-12-08,1,1,4
2021-12-09,0,1,4
2021-12-10,0,1,13
2021-12-11,0,0,3
2021-12-12,0,2,0
2021-12-13,0,0,10
2021-12-14,0,0,11
2021-12-15,0,7,6
2021-12-16,2,1,13
2021-12-17,0,0,13
2021-12-18,0,0,5
2021-12-19,0,0,0
2021-12-20,0,0,8
2021-12-21,0,0,9
2021-12-22,0,0,6
2021-12-23,0,0,16
2021-12-24,0,1,20
2021-12-25,0,0,4
2021-12-26,0,0,2
2021-12-27,0,1,0
2021-12-28,0,0,3
2021-12-29,0,1,6
2021-12-30,0,2,1
2021-12-31,0,3,1
2022-01-01,0,0,0
2022-01-02,0,0,0
2022-01-03,0,0,2
2022-01-04,0,2,5
2022-01-05,1,1,1
2022-01-06,1,3,3
2022-01-07,0,4,0
2022-01-08,0,0,1
2022-01-09,0,0,2
2022-01-10,1,0,5
2022-01-11,0,1,6
2022-01-12,0,0,5
2022-01-13,0,1,3
2022-01-14,0,0,2
2022-01-15,1,0,1
2022-01-16,0,0,2
2022-01-17,0,0,4
2022-01-18,0,0,7
2022-01-19,0,1,5
2022-01-20,0,1,6
2022-01-21,0,1,4
2022-01-22,0,2,2
2022-01-23,3,1,2
2022-01-24,2,9,6
2022-01-25,7,5,6
2022-01-26,0,4,9
2022-01-27,0,1,5
2022-01-28,1,6,7
2022-01-29,0,0,2
2022-01-30,1,0,0
2022-01-31,0,0,7
2022-02-01,0,0,8
2022-02-02,1,2,5
2022-02-03,7,0,4
2022-02-04,1,1,0
2022-02-05,0,0,0
2022-02-06,0,0,10
2022-02-07,5,6,2
2022-02-08,0,4,3
2022-02-09,0,2,6
2022-02-10,0,1,4
2022-02-11,0,0,3
2022-02-12,2,0,1
2022-02-13,1,4,1
2022-02-14,0,1,4
2022-02-15,0,0,9
2022-02-16,0,2,6
2022-02-17,0,1,2
2022-02-18,1,1,2
2022-02-19,0,0,4
2022-02-20,1,0,0
2022-02-21,4,3,5
2022-02-22,0,0,1
2022-02-23,0,2,0
2022-02-24,0,0,3
2022-02-25,1,0,0
2022-02-26,0,0,1
2022-02-27,3,0,0
2022-02-28,1,2,3
2022-03-01,0,1,1
2022-03-02,0,0,5
2022-03-03,2,0,1
2022-03-04,1,0,3
2022-03-05,1,0,3
2022-03-06,0,0,0
2022-03-07,0,0,1
2022-03-08,0,0,2
2022-03-09,0,0,1
2022-03-10,1,1,0
2022-03-11,0,0,2
2022-03-12,0,0,0
2022-03-13,0,1,2
2022-03-14,1,0,3
2022-03-15,0,0,5
2022-03-16,0,2,2
2022-03-17,0,5,3
2022-03-18,0,4,3
2022-03-19,0,0,1
2022-03-20,0,0,1
2022-03-21,0,1,5
2022-03-22,1,6,2
2022-03-23,6,0,6
2022-03-24,0,0,1
2022-03-25,0,0,5
2022-03-26,0,0,3
2022-03-27,0,1,1
2022-03-28,0,2,1
2022-03-29,0,1,1
2022-03-30,1,2,6
2022-03-31,0,8,4
2022-04-01,0,4,9
2022-04-02,0,0,3
2022-04-03,0,0,1
2022-04-04,0,3,5
2022-04-05,0,3,8
2022-04-06,0,1,0
2022-04-07,2,2,1
2022-04-08,0,7,0
2022-04-09,0,1,0
2022-04-10,0,0,1
2022-04-11,0,0,2
2022-04-12,7,2,2
2022-04-13,0,1,3
2022-04-14,0,3,2
2022-04-15,0,6,3
2022-04-16,0,0,2
2022-04-17,0,4,0
2022-04-18,0,3,1
2022-04-19,2,1,2
2022-04-20,1,0,1
2022-04-21,0,0,3
2022-04-22,0,1,1
2022-04-23,0,2,3
2022-04-24,0,1,0
2022-04-25,0,6,1
2022-04-26,0,2,3
2022-04-27,0,0,2
2022-04-28,0,0,5
2022-04-29,5,0,5
2022-04-30,3,0,3
2022-05-01,0,1,2
2022-05-02,0,0,1
2022-05-03,0,0,0
2022-05-04,0,0,1
2022-05-05,0,2,2
2022-05-06,0,1,0
2022-05-07,0,0,0
2022-05-08,6,0,0
2022-05-09,0,0,0
2022-05-10,0,1,0
