,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2024-05-17,4,24,0
2024-05-18,6,9,0
2024-05-19,1,13,0
2024-05-20,0,28,5
2024-05-21,0,34,3
2024-05-22,3,19,1
2024-05-23,5,30,2
2024-05-24,2,9,6
2024-05-25,0,16,0
2024-05-26,0,6,0
2024-05-27,0,12,2
2024-05-28,0,64,6
2024-05-29,0,45,1
2024-05-30,3,53,0
2024-05-31,0,26,4
2024-06-01,13,5,0
2024-06-02,0,10,1
2024-06-03,7,35,9
2024-06-04,4,23,3
2024-06-05,6,15,4
2024-06-06,6,7,3
2024-06-07,12,31,6
2024-06-08,20,8,1
2024-06-09,0,6,0
