,scala/scala,jetbrains/kotlin,apache/groovy
2022-06-29,1,25,3
2022-06-30,5,7,1
2022-07-01,3,26,3
2022-07-02,0,2,2
2022-07-03,0,2,5
2022-07-04,0,26,2
2022-07-05,0,19,4
2022-07-06,0,15,6
2022-07-07,11,9,1
2022-07-08,2,5,3
2022-07-09,0,1,0
2022-07-10,0,8,0
2022-07-11,3,14,0
2022-07-12,4,21,9
2022-07-13,1,29,4
2022-07-14,0,40,2
2022-07-15,0,13,1
2022-07-16,0,1,2
2022-07-17,4,0,0
2022-07-18,4,20,0
2022-07-19,12,97,9
2022-07-20,3,22,2
2022-07-21,3,31,1
2022-07-22,0,40,5
2022-07-23,4,10,0
2022-07-24,0,2,2
2022-07-25,2,24,1
2022-07-26,8,17,2
2022-07-27,0,27,3
2022-07-28,7,11,1
2022-07-29,9,12,3
2022-07-30,0,0,1
2022-07-31,0,1,1
2022-08-01,3,25,1
2022-08-02,0,29,3
2022-08-03,2,21,1
2022-08-04,1,21,0
2022-08-05,0,76,8
2022-08-06,0,14,11
2022-08-07,0,1,2
2022-08-08,1,28,1
2022-08-09,0,17,0
2022-08-10,4,34,2
2022-08-11,2,23,0
2022-08-12,0,40,1
2022-08-13,0,0,2
2022-08-14,0,0,1
2022-08-15,4,14,1
2022-08-16,3,19,3
2022-08-17,0,34,0
2022-08-18,8,13,1
2022-08-19,2,38,4
2022-08-20,1,3,1
2022-08-21,0,2,1
2022-08-22,6,30,1
2022-08-23,0,10,11
2022-08-24,7,16,5
2022-08-25,0,18,8
2022-08-26,2,17,0
2022-08-27,0,0,3
2022-08-28,3,0,9
2022-08-29,0,18,3
2022-08-30,1,23,1
2022-08-31,4,13,1
2022-09-01,9,20,2
2022-09-02,0,8,1
2022-09-03,0,0,4
2022-09-04,0,0,1
2022-09-05,0,17,9
2022-09-06,0,14,5
2022-09-07,0,22,2
2022-09-08,0,22,0
2022-09-09,0,29,1
2022-09-10,0,1,0
2022-09-11,0,10,0
2022-09-12,0,39,0
2022-09-13,2,28,0
2022-09-14,0,14,0
2022-09-15,7,73,0
2022-09-16,6,54,0
2022-09-17,2,27,13
2022-09-18,2,10,1
2022-09-19,6,53,0
2022-09-20,1,12,0
2022-09-21,1,60,11
2022-09-22,2,20,4
2022-09-23,5,7,0
2022-09-24,2,0,0
2022-09-25,3,0,2
2022-09-26,5,11,3
2022-09-27,1,35,1
2022-09-28,2,16,0
2022-09-29,0,22,0
2022-09-30,5,33,0
2022-10-01,1,0,9
2022-10-02,1,8,2
2022-10-03,1,17,2
2022-10-04,1,19,0
2022-10-05,1,40,1
2022-10-06,0,16,1
2022-10-07,1,55,0
2022-10-08,3,2,1
2022-10-09,1,0,0
2022-10-10,2,13,2
2022-10-11,1,21,2
2022-10-12,0,34,2
2022-10-13,3,29,0
2022-10-14,0,24,0
2022-10-15,2,0,0
2022-10-16,3,0,0
2022-10-17,1,49,0
2022-10-18,1,36,2
2022-10-19,1,39,15
2022-10-20,0,39,8
2022-10-21,1,25,6
2022-10-22,0,0,6
2022-10-23,0,0,1
2022-10-24,1,26,1
2022-10-25,0,14,5
2022-10-26,7,31,0
2022-10-27,6,90,1
2022-10-28,4,1,1
2022-10-29,0,0,2
2022-10-30,0,0,0
2022-10-31,10,22,2
2022-11-01,5,25,1
2022-11-02,3,30,1
2022-11-03,5,17,1
2022-11-04,7,37,1
2022-11-05,1,1,2
2022-11-06,0,0,2
2022-11-07,1,27,0
2022-11-08,3,16,2
2022-11-09,4,15,2
2022-11-10,5,54,1
2022-11-11,0,78,4
2022-11-12,0,32,1
2022-11-13,0,2,1
2022-11-14,1,11,7
2022-11-15,0,29,9
2022-11-16,0,15,5
2022-11-17,0,65,3
2022-11-18,1,24,2
2022-11-19,0,1,2
2022-11-20,2,0,1
2022-11-21,0,26,9
2022-11-22,3,76,5
2022-11-23,8,25,3
2022-11-24,5,40,1
2022-11-25,6,22,0
2022-11-26,0,4,1
2022-11-27,0,1,1
2022-11-28,3,27,2
2022-11-29,5,194,0
2022-11-30,5,47,3
2022-12-01,4,38,2
2022-12-02,15,50,1
2022-12-03,0,0,1
2022-12-04,0,4,8
2022-12-05,0,22,2
2022-12-06,1,53,0
2022-12-07,1,32,0
2022-12-08,1,44,0
2022-12-09,0,50,0
2022-12-10,0,0,5
2022-12-11,0,6,2
2022-12-12,0,50,2
2022-12-13,2,40,2
2022-12-14,4,22,4
2022-12-15,0,27,5
2022-12-16,3,31,7
2022-12-17,0,1,5
2022-12-18,2,5,2
2022-12-19,6,9,2
2022-12-20,0,57,1
2022-12-21,3,29,0
2022-12-22,5,18,1
2022-12-23,2,4,2
2022-12-24,0,0,0
2022-12-25,0,0,6
2022-12-26,0,11,1
2022-12-27,0,30,0
2022-12-28,0,15,0
2022-12-29,0,18,0
2022-12-30,0,1,2
2022-12-31,0,0,0
2023-01-01,0,0,1
2023-01-02,0,52,1
2023-01-03,1,11,1
2023-01-04,0,46,2
2023-01-05,1,10,5
2023-01-06,4,29,0
2023-01-07,0,2,0
2023-01-08,0,1,0
2023-01-09,0,37,4
2023-01-10,1,84,5
2023-01-11,6,57,6
2023-01-12,3,52,15
2023-01-13,4,76,2
2023-01-14,0,3,2
2023-01-15,0,8,2
2023-01-16,2,51,1
2023-01-17,1,124,2
2023-01-18,3,45,1
2023-01-19,0,38,1
2023-01-20,0,83,3
2023-01-21,8,7,0
2023-01-22,1,1,0
2023-01-23,3,29,0
2023-01-24,3,66,2
2023-01-25,4,39,1
2023-01-26,2,65,8
2023-01-27,1,34,2
2023-01-28,0,1,2
2023-01-29,1,1,4
2023-01-30,6,55,0
2023-01-31,16,47,1
2023-02-01,0,41,1
2023-02-02,0,27,2
2023-02-03,0,150,1
2023-02-04,0,0,0
2023-02-05,5,1,4
2023-02-06,2,29,1
2023-02-07,1,25,2
2023-02-08,2,40,2
2023-02-09,2,32,0
2023-02-10,6,25,0
2023-02-11,2,1,0
2023-02-12,1,0,0
2023-02-13,3,27,0
2023-02-14,2,44,1
2023-02-15,2,67,2
2023-02-16,2,24,3
2023-02-17,6,29,0
2023-02-18,5,7,0
2023-02-19,1,0,1
2023-02-20,5,34,4
2023-02-21,5,26,0
2023-02-22,5,47,0
2023-02-23,2,19,4
2023-02-24,0,25,3
2023-02-25,0,0,0
2023-02-26,0,0,1
2023-02-27,10,26,0
2023-02-28,3,33,0
2023-03-01,2,68,0
2023-03-02,2,17,1
2023-03-03,0,29,1
2023-03-04,0,4,1
2023-03-05,0,6,1
2023-03-06,3,14,1
2023-03-07,0,45,7
2023-03-08,1,21,2
2023-03-09,8,39,0
2023-03-10,4,33,0
2023-03-11,1,6,0
2023-03-12,0,0,2
2023-03-13,9,37,0
2023-03-14,3,94,0
2023-03-15,5,25,0
2023-03-16,1,31,1
2023-03-17,3,39,2
2023-03-18,1,0,1
2023-03-19,1,1,0
2023-03-20,2,30,1
2023-03-21,0,38,3
2023-03-22,2,36,0
2023-03-23,0,30,0
2023-03-24,1,29,1
2023-03-25,0,0,2
2023-03-26,0,2,0
2023-03-27,2,39,4
2023-03-28,8,19,6
2023-03-29,6,39,0
2023-03-30,3,29,0
2023-03-31,4,23,0
2023-04-01,0,9,0
2023-04-02,0,0,0
2023-04-03,0,76,0
2023-04-04,4,54,0
2023-04-05,7,42,0
2023-04-06,0,70,1
2023-04-07,1,12,0
2023-04-08,3,17,2
2023-04-09,1,8,0
2023-04-10,0,7,1
2023-04-11,5,34,6
2023-04-12,1,38,2
2023-04-13,0,17,1
2023-04-14,1,9,0
2023-04-15,0,0,8
2023-04-16,0,0,1
2023-04-17,2,58,0
2023-04-18,2,67,3
2023-04-19,0,98,2
2023-04-20,1,32,2
2023-04-21,0,50,1
2023-04-22,0,2,0
2023-04-23,0,1,2
2023-04-24,2,35,2
2023-04-25,4,105,0
2023-04-26,1,41,1
2023-04-27,8,43,7
2023-04-28,0,26,3
2023-04-29,0,4,3
2023-04-30,0,7,4
2023-05-01,4,21,3
2023-05-02,1,44,1
2023-05-03,3,30,0
2023-05-04,3,48,5
2023-05-05,0,24,0
2023-05-06,0,5,0
2023-05-07,0,0,1
2023-05-08,0,32,0
2023-05-09,0,53,1
2023-05-10,0,67,0
2023-05-11,0,49,0
2023-05-12,0,51,1
2023-05-13,0,0,1
2023-05-14,1,0,0
2023-05-15,5,29,0
2023-05-16,4,32,1
2023-05-17,3,36,1
2023-05-18,14,17,1
2023-05-19,0,60,0
2023-05-20,0,0,0
2023-05-21,0,0,2
2023-05-22,0,17,1
2023-05-23,1,34,1
2023-05-24,2,20,3
2023-05-25,6,32,0
2023-05-26,1,32,2
2023-05-27,1,9,0
2023-05-28,3,0,1
2023-05-29,1,5,1
2023-05-30,0,23,2
2023-05-31,3,36,1
2023-06-01,5,27,0
2023-06-02,10,23,0
2023-06-03,1,0,2
2023-06-04,0,0,0
2023-06-05,1,15,0
2023-06-06,0,34,3
2023-06-07,0,31,3
2023-06-08,1,40,2
2023-06-09,3,21,3
2023-06-10,2,12,6
2023-06-11,0,0,2
2023-06-12,4,14,6
2023-06-13,6,25,3
2023-06-14,3,55,11
2023-06-15,0,22,2
2023-06-16,1,47,0
2023-06-17,0,5,0
2023-06-18,0,0,1
2023-06-19,6,30,2
2023-06-20,6,43,1
2023-06-21,1,36,0
2023-06-22,0,81,1
2023-06-23,9,36,0
2023-06-24,0,0,0
2023-06-25,3,8,0
2023-06-26,4,49,0
2023-06-27,2,24,0
2023-06-28,0,21,0
2023-06-29,1,13,0
2023-06-30,4,44,0
2023-07-01,0,9,0
2023-07-02,0,0,0
2023-07-03,2,39,0
2023-07-04,7,48,0
2023-07-05,7,64,0
2023-07-06,2,42,0
2023-07-07,9,28,0
2023-07-08,0,1,1
2023-07-09,1,0,2
2023-07-10,3,47,1
2023-07-11,9,26,1
2023-07-12,3,29,3
2023-07-13,9,32,2
2023-07-14,6,39,3
2023-07-15,2,0,1
2023-07-16,0,0,4
2023-07-17,3,56,4
2023-07-18,3,43,2
2023-07-19,0,49,1
2023-07-20,2,45,3
2023-07-21,0,65,8
