,getsentry/sentry,grafana/grafana,elastic/kibana
2020-04-28,14,17,27
2020-04-29,16,21,39
2020-04-30,17,27,43
2020-05-01,15,14,7
2020-05-02,2,5,2
2020-05-03,1,3,1
2020-05-04,22,34,63
2020-05-05,19,35,84
2020-05-06,22,31,52
2020-05-07,25,24,51
2020-05-08,22,15,27
2020-05-09,1,5,1
2020-05-10,0,6,3
2020-05-11,25,36,38
2020-05-12,26,24,47
2020-05-13,20,34,42
2020-05-14,30,44,36
2020-05-15,22,14,40
2020-05-16,0,0,2
2020-05-17,2,1,0
2020-05-18,13,21,19
2020-05-19,23,15,34
2020-05-20,25,26,23
2020-05-21,20,11,25
2020-05-22,14,6,10
2020-05-23,0,1,0
2020-05-24,2,1,0
2020-05-25,9,21,11
2020-05-26,26,13,27
2020-05-27,21,9,33
2020-05-28,15,8,28
2020-05-29,21,8,21
2020-05-30,1,0,3
2020-05-31,0,2,1
2020-06-01,17,10,18
2020-06-02,20,9,23
2020-06-03,15,14,38
2020-06-04,17,10,35
2020-06-05,12,13,31
2020-06-06,0,0,1
2020-06-07,0,0,0
2020-06-08,18,15,29
2020-06-09,28,14,38
2020-06-10,30,9,38
2020-06-11,25,13,32
2020-06-12,30,1,30
2020-06-13,1,1,4
2020-06-14,0,0,0
2020-06-15,23,11,35
2020-06-16,27,18,35
2020-06-17,22,16,24
2020-06-18,31,9,44
2020-06-19,5,0,8
2020-06-20,0,0,3
2020-06-21,0,0,0
2020-06-22,31,16,0
2020-06-23,15,12,26
2020-06-24,17,14,29
2020-06-25,16,15,50
2020-06-26,22,11,41
2020-06-27,0,0,3
2020-06-28,0,1,0
2020-06-29,33,20,41
2020-06-30,26,32,45
2020-07-01,15,28,44
2020-07-02,26,15,52
2020-07-03,2,11,24
2020-07-04,0,5,1
2020-07-05,0,0,2
2020-07-06,27,17,47
2020-07-07,21,15,43
2020-07-08,17,19,44
2020-07-09,20,20,68
2020-07-10,18,9,16
2020-07-11,0,2,0
2020-07-12,0,0,0
2020-07-13,17,19,77
2020-07-14,24,10,106
2020-07-15,25,14,71
2020-07-16,19,16,48
2020-07-17,22,17,42
2020-07-18,0,2,1
2020-07-19,0,0,0
2020-07-20,14,10,42
2020-07-21,18,8,46
2020-07-22,20,15,58
2020-07-23,12,14,53
2020-07-24,18,14,12
2020-07-25,0,1,1
2020-07-26,1,3,3
2020-07-27,15,11,32
2020-07-28,17,10,62
2020-07-29,12,7,44
2020-07-30,5,7,40
2020-07-31,11,12,38
2020-08-01,0,1,8
2020-08-02,0,0,0
2020-08-03,2,8,35
2020-08-04,2,7,34
2020-08-05,2,9,35
2020-08-06,0,9,26
2020-08-07,1,9,3
2020-08-08,0,1,0
2020-08-09,0,1,0
2020-08-10,23,10,24
2020-08-11,15,5,31
2020-08-12,20,10,23
2020-08-13,19,13,25
2020-08-14,15,6,29
2020-08-15,3,0,6
2020-08-16,0,0,0
2020-08-17,14,9,25
2020-08-18,15,6,34
2020-08-19,25,14,37
2020-08-20,15,18,32
2020-08-21,9,6,31
2020-08-22,0,0,3
2020-08-23,0,2,1
2020-08-24,20,12,38
2020-08-25,15,16,26
2020-08-26,29,9,34
2020-08-27,30,11,34
2020-08-28,32,7,9
2020-08-29,0,0,0
2020-08-30,0,0,0
2020-08-31,13,8,33
2020-09-01,26,8,37
2020-09-02,32,9,32
2020-09-03,19,10,39
2020-09-04,22,8,41
2020-09-05,0,0,0
2020-09-06,0,0,1
2020-09-07,11,15,18
2020-09-08,20,25,31
2020-09-09,20,22,41
2020-09-10,22,6,29
2020-09-11,13,14,7
2020-09-12,0,2,0
2020-09-13,0,0,2
2020-09-14,18,11,44
2020-09-15,40,18,50
2020-09-16,21,8,45
2020-09-17,23,12,48
2020-09-18,14,6,41
2020-09-19,0,1,2
2020-09-20,0,1,2
2020-09-21,21,12,31
2020-09-22,28,14,37
2020-09-23,22,22,48
2020-09-24,20,23,59
2020-09-25,19,26,11
2020-09-26,1,3,0
2020-09-27,0,0,0
2020-09-28,23,14,47
2020-09-29,25,18,60
2020-09-30,22,19,63
2020-10-01,31,23,81
2020-10-02,23,10,53
2020-10-03,1,5,6
2020-10-04,0,2,3
2020-10-05,24,15,73
2020-10-06,23,7,97
2020-10-07,18,13,41
2020-10-08,20,19,30
2020-10-09,29,20,4
2020-10-10,0,0,0
2020-10-11,0,0,0
2020-10-12,9,15,31
2020-10-13,22,22,48
2020-10-14,13,29,45
2020-10-15,46,13,41
2020-10-16,35,19,45
2020-10-17,0,6,2
2020-10-18,0,0,0
2020-10-19,28,15,34
2020-10-20,33,15,47
2020-10-21,24,18,40
2020-10-22,27,18,30
2020-10-23,28,10,3
2020-10-24,0,1,0
2020-10-25,0,0,1
2020-10-26,15,17,31
2020-10-27,25,9,36
2020-10-28,24,16,30
2020-10-29,27,14,36
2020-10-30,24,10,33
2020-10-31,0,1,1
2020-11-01,0,1,1
2020-11-02,11,14,46
2020-11-03,32,16,46
2020-11-04,21,13,32
2020-11-05,37,22,36
2020-11-06,24,6,35
2020-11-07,1,0,4
2020-11-08,0,0,4
2020-11-09,16,24,36
2020-11-10,22,15,41
2020-11-11,37,27,32
2020-11-12,49,13,35
2020-11-13,25,14,4
2020-11-14,2,2,4
2020-11-15,1,2,1
2020-11-16,28,3,29
2020-11-17,33,20,34
2020-11-18,34,21,41
2020-11-19,24,15,47
2020-11-20,38,14,50
2020-11-21,0,2,1
2020-11-22,0,0,8
2020-11-23,21,8,45
2020-11-24,25,17,49
2020-11-25,10,20,29
2020-11-26,16,11,11
2020-11-27,9,9,2
2020-11-28,0,0,1
2020-11-29,0,4,0
2020-11-30,25,0,38
2020-12-01,39,19,37
2020-12-02,26,32,38
2020-12-03,27,18,41
2020-12-04,32,21,36
2020-12-05,3,0,5
2020-12-06,0,0,1
2020-12-07,25,16,33
2020-12-08,18,17,60
2020-12-09,31,12,53
2020-12-10,28,11,68
2020-12-11,25,13,10
2020-12-12,1,1,4
2020-12-13,0,0,5
2020-12-14,41,16,55
2020-12-15,30,21,70
2020-12-16,44,17,47
2020-12-17,42,18,41
2020-12-18,15,0,39
2020-12-19,2,0,7
2020-12-20,0,2,4
2020-12-21,19,6,30
2020-12-22,21,6,32
2020-12-23,4,6,20
2020-12-24,1,0,6
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,4,10
2020-12-29,0,2,9
2020-12-30,0,2,9
2020-12-31,0,1,2
2021-01-01,0,5,2
2021-01-02,0,1,0
2021-01-03,0,0,0
2021-01-04,19,2,49
2021-01-05,28,8,43
2021-01-06,22,13,53
2021-01-07,27,18,38
2021-01-08,21,15,4
2021-01-09,0,0,0
2021-01-10,0,3,0
2021-01-11,14,19,39
2021-01-12,23,16,44
2021-01-13,19,12,53
2021-01-14,33,24,33
2021-01-15,27,18,40
2021-01-16,0,4,5
2021-01-17,0,1,1
2021-01-18,17,16,13
2021-01-19,16,35,36
2021-01-20,23,27,40
2021-01-21,22,23,44
2021-01-22,37,15,7
2021-01-23,2,1,0
2021-01-24,0,1,0
2021-01-25,20,12,45
2021-01-26,18,19,32
2021-01-27,42,13,41
2021-01-28,49,14,41
2021-01-29,27,18,40
2021-01-30,2,0,3
2021-01-31,0,1,2
2021-02-01,24,12,42
2021-02-02,31,18,53
2021-02-03,41,19,44
2021-02-04,34,17,30
2021-02-05,28,7,40
2021-02-06,2,2,4
2021-02-07,0,0,3
2021-02-08,23,9,36
2021-02-09,41,19,53
2021-02-10,36,18,51
2021-02-11,31,13,62
2021-02-12,26,11,15
2021-02-13,2,2,5
2021-02-14,1,0,1
2021-02-15,13,15,29
2021-02-16,14,11,50
2021-02-17,25,13,71
2021-02-18,30,12,49
2021-02-19,29,10,30
2021-02-20,1,1,2
2021-02-21,0,1,3
2021-02-22,19,8,45
2021-02-23,22,19,59
2021-02-24,30,19,41
2021-02-25,21,15,43
2021-02-26,11,9,10
2021-02-27,0,2,1
2021-02-28,0,1,2
2021-03-01,24,8,33
2021-03-02,28,22,57
2021-03-03,24,15,53
2021-03-04,22,21,41
2021-03-05,23,17,37
2021-03-06,1,1,8
2021-03-07,0,1,2
2021-03-08,21,16,38
2021-03-09,42,14,49
2021-03-10,23,15,46
2021-03-11,20,23,33
2021-03-12,19,15,3
2021-03-13,0,0,0
2021-03-14,0,0,1
2021-03-15,22,13,27
2021-03-16,26,21,43
2021-03-17,36,19,30
2021-03-18,15,27,33
2021-03-19,20,12,5
2021-03-20,0,0,2
2021-03-21,1,0,1
2021-03-22,36,18,15
2021-03-23,27,25,37
2021-03-24,32,20,34
2021-03-25,29,14,39
2021-03-26,24,20,44
2021-03-27,2,0,5
2021-03-28,0,0,0
2021-03-29,42,37,30
2021-03-30,32,23,46
2021-03-31,36,19,41
2021-04-01,27,21,30
2021-04-02,24,17,14
2021-04-03,2,1,1
2021-04-04,0,0,3
2021-04-05,23,8,20
2021-04-06,29,18,30
2021-04-07,36,26,47
2021-04-08,82,19,48
2021-04-09,24,18,10
2021-04-10,0,0,0
2021-04-11,2,0,0
2021-04-12,22,17,49
2021-04-13,32,27,51
2021-04-14,43,23,45
2021-04-15,38,19,48
2021-04-16,34,21,14
2021-04-17,0,2,3
2021-04-18,0,0,7
2021-04-19,43,19,48
2021-04-20,40,25,92
2021-04-21,43,23,45
2021-04-22,45,23,35
2021-04-23,25,25,31
2021-04-24,0,4,4
2021-04-25,1,3,0
2021-04-26,36,22,42
2021-04-27,45,36,33
2021-04-28,30,34,33
2021-04-29,19,20,40
2021-04-30,18,27,48
2021-05-01,0,2,3
2021-05-02,0,9,0
2021-05-03,26,24,36
2021-05-04,28,30,44
2021-05-05,25,25,32
2021-05-06,26,24,40
2021-05-07,17,3,3
2021-05-08,0,1,1
2021-05-09,0,0,0
2021-05-10,18,36,33
2021-05-11,21,46,36
2021-05-12,21,54,45
2021-05-13,7,27,28
2021-05-14,16,25,23
2021-05-15,0,1,1
2021-05-16,0,0,1
2021-05-17,36,31,19
2021-05-18,27,42,27
2021-05-19,25,58,18
2021-05-20,17,45,18
2021-05-21,12,0,1
