,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2020-11-11,4,3,0
2020-11-12,1,5,0
2020-11-13,18,2,0
2020-11-14,14,2,0
2020-11-15,35,0,5
2020-11-16,20,7,0
2020-11-17,13,19,0
2020-11-18,20,11,1
2020-11-19,7,4,2
2020-11-20,1,2,0
2020-11-21,8,0,0
2020-11-22,1,0,4
2020-11-23,19,7,0
2020-11-24,10,8,2
2020-11-25,11,5,4
2020-11-26,11,2,0
2020-11-27,3,1,0
2020-11-28,3,0,1
2020-11-29,10,1,0
2020-11-30,7,9,0
2020-12-01,4,11,0
2020-12-02,6,6,0
2020-12-03,3,3,0
2020-12-04,0,3,0
2020-12-05,1,0,1
2020-12-06,0,1,2
2020-12-07,4,6,0
2020-12-08,7,10,0
2020-12-09,23,9,0
2020-12-10,16,4,0
2020-12-11,2,6,0
2020-12-12,8,0,1
2020-12-13,0,0,0
2020-12-14,7,2,1
2020-12-15,0,8,1
2020-12-16,2,8,0
2020-12-17,2,4,0
2020-12-18,2,4,0
2020-12-19,0,0,0
2020-12-20,6,0,0
2020-12-21,9,1,0
2020-12-22,0,2,0
2020-12-23,6,1,2
2020-12-24,1,0,0
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,0,0
2020-12-29,0,0,0
2020-12-30,0,0,0
2020-12-31,0,0,0
2021-01-01,0,0,0
2021-01-02,2,0,0
2021-01-03,5,0,0
2021-01-04,2,7,0
2021-01-05,4,9,1
2021-01-06,2,1,0
2021-01-07,2,8,0
2021-01-08,0,2,0
2021-01-09,0,0,0
2021-01-10,9,0,0
2021-01-11,9,9,1
2021-01-12,13,2,2
2021-01-13,5,7,0
2021-01-14,1,3,0
2021-01-15,7,2,0
2021-01-16,6,0,0
2021-01-17,1,0,0
2021-01-18,0,1,0
2021-01-19,10,7,23
2021-01-20,13,7,1
2021-01-21,7,12,0
2021-01-22,5,2,0
2021-01-23,7,1,2
2021-01-24,0,0,3
2021-01-25,6,10,0
2021-01-26,6,6,1
2021-01-27,10,3,0
2021-01-28,13,5,0
2021-01-29,0,5,0
2021-01-30,1,1,0
2021-01-31,2,0,1
2021-02-01,0,2,0
2021-02-02,1,8,0
2021-02-03,2,2,0
2021-02-04,2,2,0
2021-02-05,0,6,0
2021-02-06,6,0,1
2021-02-07,13,0,1
2021-02-08,9,8,2
2021-02-09,48,5,0
2021-02-10,6,5,0
2021-02-11,3,6,0
2021-02-12,7,2,0
2021-02-13,2,0,1
2021-02-14,2,0,0
2021-02-15,7,3,1
2021-02-16,19,4,0
2021-02-17,3,4,0
2021-02-18,0,5,1
2021-02-19,2,4,0
2021-02-20,0,0,0
2021-02-21,4,0,2
2021-02-22,6,4,1
2021-02-23,16,2,0
2021-02-24,7,2,0
2021-02-25,10,4,1
2021-02-26,7,3,0
2021-02-27,0,0,0
2021-02-28,4,0,0
2021-03-01,12,8,0
2021-03-02,11,5,0
2021-03-03,5,2,14
2021-03-04,15,9,1
2021-03-05,18,12,2
2021-03-06,3,9,0
2021-03-07,3,3,0
2021-03-08,16,8,0
2021-03-09,11,6,1
2021-03-10,9,7,0
2021-03-11,9,3,0
2021-03-12,5,8,0
2021-03-13,3,4,0
2021-03-14,1,1,0
2021-03-15,2,10,0
2021-03-16,9,31,0
2021-03-17,3,5,1
2021-03-18,24,9,0
2021-03-19,30,3,0
2021-03-20,10,0,0
2021-03-21,9,0,0
2021-03-22,16,16,0
2021-03-23,8,5,0
2021-03-24,6,11,2
2021-03-25,10,5,2
2021-03-26,5,5,0
2021-03-27,1,1,0
2021-03-28,9,0,2
2021-03-29,2,5,0
2021-03-30,5,5,0
2021-03-31,0,11,1
2021-04-01,6,4,0
2021-04-02,5,2,0
2021-04-03,1,0,0
2021-04-04,5,0,0
2021-04-05,12,4,1
2021-04-06,21,9,2
2021-04-07,12,6,0
2021-04-08,8,6,1
2021-04-09,8,3,0
2021-04-10,4,0,10
2021-04-11,2,2,3
2021-04-12,5,4,0
2021-04-13,5,5,0
2021-04-14,2,1,0
2021-04-15,10,4,1
2021-04-16,6,2,0
2021-04-17,1,0,0
2021-04-18,3,0,0
2021-04-19,18,8,0
2021-04-20,0,2,0
2021-04-21,15,6,0
2021-04-22,12,7,0
2021-04-23,8,3,1
2021-04-24,1,0,0
2021-04-25,1,0,0
2021-04-26,0,15,0
2021-04-27,2,6,1
2021-04-28,1,11,2
2021-04-29,6,7,0
2021-04-30,16,1,0
2021-05-01,6,0,0
2021-05-02,6,0,1
2021-05-03,6,7,0
2021-05-04,2,9,0
2021-05-05,4,10,0
2021-05-06,7,10,0
2021-05-07,3,2,0
2021-05-08,7,1,0
2021-05-09,5,6,2
2021-05-10,18,11,0
2021-05-11,4,5,0
2021-05-12,4,9,0
2021-05-13,15,9,0
2021-05-14,9,5,2
2021-05-15,2,2,0
2021-05-16,10,0,0
2021-05-17,12,4,0
2021-05-18,12,7,0
2021-05-19,21,12,0
2021-05-20,6,1,0
2021-05-21,12,1,0
2021-05-22,1,1,0
2021-05-23,2,1,0
2021-05-24,4,17,10
2021-05-25,2,1,3
2021-05-26,2,5,3
2021-05-27,2,10,0
2021-05-28,12,6,0
2021-05-29,13,0,0
2021-05-30,10,0,0
2021-05-31,15,4,2
2021-06-01,0,11,0
2021-06-02,0,15,0
2021-06-03,1,6,0
2021-06-04,3,6,0
2021-06-05,0,0,0
2021-06-06,9,0,0
2021-06-07,9,7,0
2021-06-08,16,6,0
2021-06-09,6,6,0
2021-06-10,5,3,0
2021-06-11,9,1,0
2021-06-12,2,0,0
2021-06-13,0,0,0
2021-06-14,15,11,0
2021-06-15,19,9,0
2021-06-16,11,6,0
2021-06-17,26,7,0
2021-06-18,4,4,0
2021-06-19,14,0,0
2021-06-20,2,0,0
2021-06-21,2,9,2
2021-06-22,0,6,0
2021-06-23,2,4,0
2021-06-24,5,4,0
2021-06-25,10,1,0
2021-06-26,2,0,0
2021-06-27,2,0,0
2021-06-28,0,3,0
2021-06-29,2,4,2
2021-06-30,3,8,0
2021-07-01,3,3,0
2021-07-02,12,5,2
2021-07-03,5,1,1
2021-07-04,3,3,0
2021-07-05,8,3,1
2021-07-06,15,4,0
2021-07-07,4,3,0
2021-07-08,24,5,0
2021-07-09,7,2,0
2021-07-10,21,0,0
2021-07-11,5,0,0
2021-07-12,9,7,0
2021-07-13,13,7,0
2021-07-14,10,12,0
2021-07-15,17,4,0
2021-07-16,4,1,0
2021-07-17,1,0,0
2021-07-18,0,0,0
2021-07-19,7,6,17
2021-07-20,14,2,0
2021-07-21,5,3,3
2021-07-22,2,3,2
2021-07-23,1,1,0
2021-07-24,0,0,0
2021-07-25,0,0,0
2021-07-26,3,5,0
2021-07-27,4,5,0
2021-07-28,5,6,0
2021-07-29,26,5,0
2021-07-30,5,3,0
2021-07-31,1,0,0
2021-08-01,23,0,0
2021-08-02,6,6,1
2021-08-03,3,6,0
2021-08-04,10,4,0
2021-08-05,2,6,0
2021-08-06,7,4,0
2021-08-07,5,0,0
2021-08-08,1,0,0
2021-08-09,3,2,0
2021-08-10,6,5,0
2021-08-11,3,6,0
2021-08-12,0,2,0
2021-08-13,6,16,0
2021-08-14,3,2,0
2021-08-15,0,0,0
2021-08-16,15,6,0
2021-08-17,2,6,0
2021-08-18,1,10,0
2021-08-19,0,7,0
2021-08-20,0,1,0
2021-08-21,0,0,0
2021-08-22,0,0,7
2021-08-23,11,3,1
2021-08-24,2,2,0
2021-08-25,8,5,0
2021-08-26,7,1,0
2021-08-27,5,3,1
2021-08-28,2,0,2
2021-08-29,2,0,0
2021-08-30,5,2,0
2021-08-31,13,3,2
2021-09-01,12,8,0
2021-09-02,7,5,0
2021-09-03,2,4,0
2021-09-04,1,0,2
2021-09-05,0,0,0
2021-09-06,7,7,3
2021-09-07,8,11,1
2021-09-08,11,1,0
2021-09-09,26,2,0
2021-09-10,26,2,0
2021-09-11,15,0,0
2021-09-12,7,0,1
2021-09-13,2,3,0
2021-09-14,2,2,0
2021-09-15,1,8,0
2021-09-16,2,3,1
2021-09-17,7,3,0
2021-09-18,16,0,0
2021-09-19,0,0,2
2021-09-20,12,3,0
2021-09-21,6,9,0
2021-09-22,5,3,18
2021-09-23,21,6,1
2021-09-24,2,4,0
2021-09-25,2,0,4
2021-09-26,3,0,3
2021-09-27,5,14,0
2021-09-28,12,2,0
2021-09-29,17,3,0
2021-09-30,7,4,0
2021-10-01,2,1,1
2021-10-02,7,0,0
2021-10-03,2,0,1
2021-10-04,23,5,0
2021-10-05,9,4,0
2021-10-06,18,6,0
2021-10-07,11,3,0
2021-10-08,0,2,0
2021-10-09,0,0,1
2021-10-10,0,0,1
2021-10-11,2,5,2
2021-10-12,1,3,0
2021-10-13,1,5,0
2021-10-14,2,6,0
2021-10-15,30,2,0
2021-10-16,10,0,0
2021-10-17,3,0,0
2021-10-18,8,1,0
2021-10-19,20,7,0
2021-10-20,3,2,0
2021-10-21,12,3,0
2021-10-22,18,4,0
2021-10-23,11,0,0
2021-10-24,13,0,0
2021-10-25,9,7,12
2021-10-26,38,5,1
2021-10-27,13,5,0
2021-10-28,23,3,4
2021-10-29,4,1,0
2021-10-30,0,0,0
2021-10-31,2,0,0
2021-11-01,1,6,0
2021-11-02,2,1,0
2021-11-03,19,5,0
2021-11-04,5,5,0
2021-11-05,7,1,0
2021-11-06,0,1,0
2021-11-07,2,0,0
2021-11-08,4,4,0
2021-11-09,27,5,0
2021-11-10,7,4,0
2021-11-11,6,3,1
2021-11-12,24,1,0
2021-11-13,3,0,0
2021-11-14,2,1,0
2021-11-15,2,9,0
2021-11-16,3,3,0
2021-11-17,2,5,0
2021-11-18,8,1,0
2021-11-19,15,1,0
2021-11-20,2,0,0
2021-11-21,8,0,0
2021-11-22,33,6,5
2021-11-23,19,3,0
2021-11-24,2,4,2
2021-11-25,7,1,0
2021-11-26,1,2,0
2021-11-27,3,0,0
2021-11-28,19,0,0
2021-11-29,11,2,4
2021-11-30,8,8,0
2021-12-01,31,1,0
2021-12-02,1,2,0
2021-12-03,2,1,2
2021-12-04,0,0,0
