,vercel/next.js,gatsbyjs/gatsby,phenomic/phenomic
2019-09-12,4,6,0
2019-09-13,8,7,0
2019-09-14,5,1,0
2019-09-15,2,2,0
2019-09-16,9,21,0
2019-09-17,9,5,0
2019-09-18,10,14,0
2019-09-19,9,7,0
2019-09-20,2,11,0
2019-09-21,1,1,0
2019-09-22,0,0,0
2019-09-23,1,18,1
2019-09-24,6,14,0
2019-09-25,2,17,0
2019-09-26,4,29,0
2019-09-27,5,6,0
2019-09-28,7,3,0
2019-09-29,1,0,0
2019-09-30,2,1,0
2019-10-01,4,16,0
2019-10-02,10,8,0
2019-10-03,7,0,0
2019-10-04,5,31,0
2019-10-05,3,7,0
2019-10-06,4,1,0
2019-10-07,7,24,0
2019-10-08,13,32,0
2019-10-09,4,26,0
2019-10-10,7,34,0
2019-10-11,7,24,0
2019-10-12,1,2,0
2019-10-13,1,1,0
2019-10-14,4,69,0
2019-10-15,4,25,0
2019-10-16,13,31,0
2019-10-17,4,18,0
2019-10-18,10,10,0
2019-10-19,1,0,0
2019-10-20,1,0,0
2019-10-21,3,18,1
2019-10-22,2,27,0
2019-10-23,10,14,0
2019-10-24,1,12,0
2019-10-25,2,39,0
2019-10-26,6,13,0
2019-10-27,2,1,0
2019-10-28,3,25,0
2019-10-29,8,24,0
2019-10-30,15,5,0
2019-10-31,9,16,0
2019-11-01,3,8,0
2019-11-02,5,0,0
2019-11-03,0,0,0
2019-11-04,4,15,0
2019-11-05,6,15,0
2019-11-06,1,14,0
2019-11-07,3,8,0
2019-11-08,6,9,0
2019-11-09,5,0,0
2019-11-10,10,5,0
2019-11-11,10,4,0
2019-11-12,1,26,0
2019-11-13,10,29,0
2019-11-14,3,22,0
2019-11-15,12,18,0
2019-11-16,2,1,0
2019-11-17,0,5,0
2019-11-18,3,13,0
2019-11-19,6,35,0
2019-11-20,4,10,0
2019-11-21,5,19,0
2019-11-22,3,8,0
2019-11-23,2,0,0
2019-11-24,0,6,0
2019-11-25,14,15,0
2019-11-26,11,23,0
2019-11-27,15,15,0
2019-11-28,4,7,0
2019-11-29,0,8,0
2019-11-30,0,0,0
2019-12-01,2,0,0
2019-12-02,4,14,0
2019-12-03,7,5,0
2019-12-04,3,7,0
2019-12-05,15,5,0
2019-12-06,4,13,0
2019-12-07,9,1,0
2019-12-08,4,0,0
2019-12-09,5,23,0
2019-12-10,7,21,0
2019-12-11,16,8,0
2019-12-12,8,15,0
2019-12-13,7,5,0
2019-12-14,9,1,0
2019-12-15,0,2,0
2019-12-16,4,23,0
2019-12-17,3,18,0
2019-12-18,4,15,0
2019-12-19,2,12,0
2019-12-20,5,20,0
2019-12-21,2,0,0
2019-12-22,2,8,0
2019-12-23,6,7,0
2019-12-24,7,6,0
2019-12-25,0,1,0
2019-12-26,6,2,0
2019-12-27,4,4,0
2019-12-28,2,0,0
2019-12-29,4,0,0
2019-12-30,13,6,0
2019-12-31,5,1,0
2020-01-01,1,1,0
2020-01-02,4,1,0
2020-01-03,25,6,0
2020-01-04,9,0,0
2020-01-05,0,0,0
2020-01-06,9,16,0
2020-01-07,6,9,0
2020-01-08,7,37,0
2020-01-09,17,15,0
2020-01-10,15,8,0
2020-01-11,1,0,0
2020-01-12,4,2,0
2020-01-13,3,15,0
2020-01-14,13,10,0
2020-01-15,10,16,0
2020-01-16,5,15,0
2020-01-17,10,25,0
2020-01-18,1,0,0
2020-01-19,3,0,0
2020-01-20,23,10,0
2020-01-21,8,16,0
2020-01-22,14,9,0
2020-01-23,23,14,0
2020-01-24,3,16,0
2020-01-25,2,9,0
2020-01-26,2,5,0
2020-01-27,14,32,0
2020-01-28,10,14,0
2020-01-29,6,18,0
2020-01-30,10,32,0
2020-01-31,1,23,0
2020-02-01,6,18,0
2020-02-02,4,2,0
2020-02-03,14,8,0
2020-02-04,8,5,0
2020-02-05,8,6,0
2020-02-06,1,3,0
2020-02-07,7,2,0
2020-02-08,4,2,0
2020-02-09,0,15,0
2020-02-10,3,24,0
2020-02-11,5,39,0
2020-02-12,6,14,0
2020-02-13,12,14,0
2020-02-14,5,13,0
2020-02-15,2,3,0
2020-02-16,1,3,0
2020-02-17,3,8,0
2020-02-18,15,34,0
2020-02-19,19,8,0
2020-02-20,9,9,0
2020-02-21,8,12,0
2020-02-22,5,1,0
2020-02-23,0,2,0
2020-02-24,11,21,0
2020-02-25,8,25,0
2020-02-26,6,12,0
2020-02-27,8,16,0
2020-02-28,8,16,0
2020-02-29,3,11,0
