,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2020-11-06,22,1,1.0
2020-11-07,2,1,0.0
2020-11-08,0,1,0.0
2020-11-09,35,0,5.0
2020-11-10,24,0,0.0
2020-11-11,27,0,14.0
2020-11-12,26,0,2.0
2020-11-13,2,1,8.0
2020-11-14,3,0,2.0
2020-11-15,0,0,0.0
2020-11-16,33,0,1.0
2020-11-17,27,6,2.0
2020-11-18,28,0,0.0
2020-11-19,19,0,6.0
2020-11-20,15,0,0.0
2020-11-21,0,0,0.0
2020-11-22,1,0,7.0
2020-11-23,22,0,31.0
2020-11-24,31,0,0.0
2020-11-25,20,0,0.0
2020-11-26,15,0,1.0
2020-11-27,0,0,1.0
2020-11-28,0,0,2.0
2020-11-29,1,0,0.0
2020-11-30,27,0,3.0
2020-12-01,27,0,10.0
2020-12-02,29,0,6.0
2020-12-03,32,0,0.0
2020-12-04,19,0,10.0
2020-12-05,1,0,2.0
2020-12-06,1,0,0.0
2020-12-07,23,0,0.0
2020-12-08,46,0,0.0
2020-12-09,31,1,11.0
2020-12-10,16,0,2.0
2020-12-11,3,0,0.0
2020-12-12,4,1,3.0
2020-12-13,2,0,1.0
2020-12-14,34,2,1.0
2020-12-15,48,0,5.0
2020-12-16,34,1,1.0
2020-12-17,36,0,4.0
2020-12-18,22,0,0.0
2020-12-19,0,0,0.0
2020-12-20,1,0,2.0
2020-12-21,17,0,1.0
2020-12-22,15,0,8.0
2020-12-23,11,3,3.0
2020-12-24,0,0,1.0
2020-12-25,1,0,0.0
2020-12-26,0,0,0.0
2020-12-27,0,0,0.0
2020-12-28,4,41,0.0
2020-12-29,7,1,1.0
2020-12-30,7,2,4.0
2020-12-31,0,0,1.0
2021-01-01,0,0,1.0
2021-01-02,0,0,0.0
2021-01-03,0,0,0.0
2021-01-04,20,0,3.0
2021-01-05,29,0,25.0
2021-01-06,28,0,2.0
2021-01-07,26,0,5.0
2021-01-08,5,0,1.0
2021-01-09,1,0,0.0
2021-01-10,1,0,0.0
2021-01-11,31,0,2.0
2021-01-12,38,0,4.0
2021-01-13,29,0,11.0
2021-01-14,23,0,3.0
2021-01-15,25,0,1.0
2021-01-16,1,0,1.0
2021-01-17,2,0,0.0
2021-01-18,19,0,2.0
2021-01-19,23,0,1.0
2021-01-20,26,0,1.0
2021-01-21,27,0,0.0
2021-01-22,0,0,0.0
2021-01-23,1,10,0.0
2021-01-24,0,3,0.0
2021-01-25,30,5,0.0
2021-01-26,24,0,23.0
2021-01-27,21,2,11.0
2021-01-28,33,1,9.0
2021-01-29,32,3,1.0
2021-01-30,1,3,0.0
2021-01-31,1,0,0.0
2021-02-01,35,0,10.0
2021-02-02,37,1,4.0
2021-02-03,32,0,2.0
2021-02-04,22,0,9.0
2021-02-05,21,1,0.0
2021-02-06,0,1,1.0
2021-02-07,5,1,0.0
2021-02-08,37,0,1.0
2021-02-09,26,2,6.0
2021-02-10,31,1,1.0
2021-02-11,27,2,4.0
2021-02-12,3,2,2.0
2021-02-13,0,1,0.0
2021-02-14,0,1,3.0
2021-02-15,18,3,16.0
2021-02-16,37,3,13.0
2021-02-17,30,0,20.0
2021-02-18,27,3,12.0
2021-02-19,24,3,8.0
2021-02-20,1,4,1.0
2021-02-21,0,2,5.0
2021-02-22,31,4,5.0
2021-02-23,35,3,3.0
2021-02-24,33,1,6.0
2021-02-25,25,4,3.0
2021-02-26,2,5,4.0
2021-02-27,3,2,0.0
2021-02-28,0,3,3.0
2021-03-01,35,0,21.0
2021-03-02,28,0,7.0
2021-03-03,37,6,67.0
2021-03-04,25,4,15.0
2021-03-05,9,1,13.0
2021-03-06,2,2,6.0
2021-03-07,0,0,0.0
2021-03-08,28,3,31.0
2021-03-09,28,2,2.0
2021-03-10,32,2,15.0
2021-03-11,25,1,13.0
2021-03-12,6,1,5.0
2021-03-13,1,0,1.0
2021-03-14,0,0,0.0
2021-03-15,26,0,24.0
2021-03-16,15,1,20.0
2021-03-17,20,1,2.0
2021-03-18,23,7,3.0
2021-03-19,6,0,1.0
2021-03-20,0,4,0.0
2021-03-21,1,2,0.0
2021-03-22,31,0,5.0
2021-03-23,33,4,3.0
2021-03-24,30,0,20.0
2021-03-25,18,1,9.0
2021-03-26,28,2,5.0
2021-03-27,0,0,0.0
2021-03-28,3,0,0.0
2021-03-29,25,4,5.0
2021-03-30,30,1,4.0
2021-03-31,43,0,11.0
2021-04-01,19,1,14.0
2021-04-02,23,1,0.0
2021-04-03,3,0,0.0
2021-04-04,1,0,0.0
2021-04-05,12,3,0.0
2021-04-06,31,1,3.0
2021-04-07,25,1,2.0
2021-04-08,27,1,3.0
2021-04-09,4,2,7.0
2021-04-10,3,5,1.0
2021-04-11,1,3,1.0
2021-04-12,27,3,4.0
2021-04-13,27,0,2.0
2021-04-14,26,1,4.0
2021-04-15,28,0,6.0
2021-04-16,6,1,1.0
2021-04-17,4,0,1.0
2021-04-18,2,2,3.0
2021-04-19,44,1,4.0
2021-04-20,63,0,19.0
2021-04-21,27,1,6.0
2021-04-22,23,1,6.0
2021-04-23,17,2,0.0
2021-04-24,3,0,0.0
2021-04-25,0,3,0.0
2021-04-26,33,4,3.0
2021-04-27,30,1,62.0
2021-04-28,32,1,4.0
2021-04-29,34,3,9.0
2021-04-30,29,0,1.0
2021-05-01,0,0,1.0
2021-05-02,4,1,0.0
2021-05-03,12,0,4.0
2021-05-04,23,0,6.0
2021-05-05,28,1,1.0
2021-05-06,25,0,7.0
2021-05-07,12,3,0.0
2021-05-08,1,3,0.0
2021-05-09,2,2,0.0
2021-05-10,20,1,23.0
2021-05-11,20,2,6.0
2021-05-12,21,3,3.0
2021-05-13,14,4,0.0
2021-05-14,15,0,0.0
2021-05-15,0,0,0.0
2021-05-16,0,0,0.0
2021-05-17,19,0,0.0
2021-05-18,16,0,0.0
2021-05-19,14,0,0.0
2021-05-20,11,4,0.0
2021-05-21,0,1,0.0
2021-05-22,0,3,0.0
2021-05-23,0,0,0.0
2021-05-24,11,1,5.0
2021-05-25,19,0,26.0
2021-05-26,23,0,1.0
2021-05-27,25,2,3.0
2021-05-28,17,2,1.0
2021-05-29,0,2,0.0
2021-05-30,0,2,2.0
2021-05-31,8,4,13.0
2021-06-01,27,0,8.0
2021-06-02,36,1,45.0
2021-06-03,14,0,11.0
2021-06-04,19,0,0.0
2021-06-05,0,0,1.0
2021-06-06,2,2,0.0
2021-06-07,34,2,1.0
2021-06-08,26,0,17.0
2021-06-09,15,1,6.0
2021-06-10,26,0,15.0
2021-06-11,1,4,0.0
2021-06-12,0,1,0.0
2021-06-13,0,2,0.0
2021-06-14,26,1,28.0
2021-06-15,17,4,28.0
2021-06-16,28,4,17.0
2021-06-17,23,3,15.0
2021-06-18,19,9,0.0
2021-06-19,1,7,0.0
2021-06-20,0,3,2.0
2021-06-21,20,0,25.0
2021-06-22,31,0,22.0
2021-06-23,35,0,27.0
2021-06-24,31,0,23.0
2021-06-25,1,1,0.0
2021-06-26,0,4,0.0
2021-06-27,1,2,0.0
2021-06-28,29,1,10.0
2021-06-29,29,0,10.0
2021-06-30,37,1,18.0
2021-07-01,22,2,11.0
2021-07-02,1,1,0.0
2021-07-03,2,2,0.0
2021-07-04,0,1,0.0
2021-07-05,27,1,11.0
2021-07-06,27,1,6.0
2021-07-07,28,1,4.0
2021-07-08,26,3,1.0
2021-07-09,15,0,1.0
2021-07-10,0,0,0.0
2021-07-11,0,1,0.0
2021-07-12,19,0,0.0
2021-07-13,16,0,0.0
2021-07-14,15,87,0.0
2021-07-15,17,3,0.0
2021-07-16,7,4,0.0
2021-07-17,0,0,0.0
2021-07-18,0,0,0.0
2021-07-19,15,0,1.0
2021-07-20,15,0,0.0
2021-07-21,26,1,14.0
2021-07-22,14,0,5.0
2021-07-23,3,0,0.0
2021-07-24,0,2,0.0
2021-07-25,1,0,0.0
2021-07-26,24,3,3.0
2021-07-27,26,2,4.0
2021-07-28,19,0,10.0
2021-07-29,13,0,9.0
2021-07-30,15,0,0.0
2021-07-31,0,5,0.0
2021-08-01,0,1,0.0
2021-08-02,33,0,0.0
2021-08-03,29,0,0.0
2021-08-04,23,0,2.0
2021-08-05,34,2,6.0
2021-08-06,1,1,0.0
2021-08-07,0,2,0.0
2021-08-08,0,1,0.0
2021-08-09,25,2,3.0
2021-08-10,24,2,0.0
2021-08-11,31,3,0.0
2021-08-12,22,0,4.0
2021-08-13,18,1,0.0
2021-08-14,3,0,0.0
2021-08-15,1,0,0.0
2021-08-16,17,0,2.0
2021-08-17,25,1,12.0
2021-08-18,19,2,9.0
2021-08-19,13,1,2.0
2021-08-20,22,0,1.0
2021-08-21,0,0,0.0
2021-08-22,0,3,0.0
2021-08-23,29,0,4.0
2021-08-24,17,0,7.0
2021-08-25,13,2,6.0
2021-08-26,12,1,6.0
2021-08-27,3,1,0.0
2021-08-28,0,3,0.0
2021-08-29,0,1,0.0
2021-08-30,6,1,7.0
2021-08-31,13,2,5.0
2021-09-01,29,2,14.0
2021-09-02,16,4,12.0
2021-09-03,35,1,2.0
2021-09-04,1,3,0.0
2021-09-05,0,2,0.0
2021-09-06,7,0,3.0
2021-09-07,23,1,9.0
2021-09-08,33,1,46.0
2021-09-09,27,0,4.0
2021-09-10,22,2,2.0
2021-09-11,0,0,1.0
2021-09-12,0,0,0.0
2021-09-13,28,1,3.0
2021-09-14,24,1,3.0
2021-09-15,29,0,3.0
2021-09-16,21,0,1.0
2021-09-17,1,0,0.0
2021-09-18,0,2,0.0
2021-09-19,0,3,2.0
2021-09-20,27,0,10.0
2021-09-21,37,4,3.0
2021-09-22,34,1,14.0
2021-09-23,27,1,1.0
2021-09-24,7,1,4.0
2021-09-25,1,0,0.0
2021-09-26,1,0,0.0
2021-09-27,22,1,12.0
2021-09-28,22,0,30.0
2021-09-29,28,3,13.0
2021-09-30,19,0,12.0
2021-10-01,16,0,0.0
2021-10-02,1,4,4.0
2021-10-03,1,3,1.0
2021-10-04,35,3,2.0
2021-10-05,35,2,7.0
2021-10-06,34,0,15.0
2021-10-07,24,3,7.0
2021-10-08,5,1,2.0
2021-10-09,0,4,2.0
2021-10-10,1,1,2.0
2021-10-11,24,0,6.0
2021-10-12,33,4,22.0
2021-10-13,41,5,4.0
2021-10-14,49,0,6.0
2021-10-15,52,2,2.0
2021-10-16,2,3,7.0
2021-10-17,7,2,0.0
2021-10-18,42,2,8.0
2021-10-19,49,1,0.0
2021-10-20,32,2,2.0
2021-10-21,30,2,12.0
2021-10-22,1,3,10.0
2021-10-23,2,4,0.0
2021-10-24,1,0,1.0
2021-10-25,26,0,11.0
2021-10-26,51,2,2.0
2021-10-27,55,1,6.0
2021-10-28,33,0,13.0
2021-10-29,15,2,68.0
2021-10-30,0,1,0.0
2021-10-31,0,0,0.0
2021-11-01,21,0,0.0
2021-11-02,17,6,3.0
2021-11-03,30,3,6.0
2021-11-04,25,2,20.0
2021-11-05,30,1,2.0
2021-11-06,1,0,5.0
2021-11-07,0,2,1.0
2021-11-08,16,5,8.0
2021-11-09,24,3,14.0
2021-11-10,34,0,4.0
2021-11-11,12,2,9.0
2021-11-12,0,3,2.0
2021-11-13,0,3,0.0
2021-11-14,0,4,0.0
2021-11-15,18,1,2.0
2021-11-16,11,0,2.0
2021-11-17,9,2,0.0
2021-11-18,15,1,2.0
2021-11-19,10,3,0.0
2021-11-20,2,3,0.0
2021-11-21,0,2,0.0
2021-11-22,10,2,2.0
2021-11-23,20,4,0.0
2021-11-24,11,2,0.0
2021-11-25,17,1,0.0
2021-11-26,1,3,0.0
2021-11-27,0,0,0.0
2021-11-28,0,0,0.0
2021-11-29,26,0,1.0
2021-11-30,17,5,0.0
2021-12-01,16,3,0.0
2021-12-02,17,2,1.0
2021-12-03,15,1,0.0
2021-12-04,2,4,0.0
2021-12-05,0,1,0.0
2021-12-06,18,3,4.0
2021-12-07,27,2,12.0
2021-12-08,26,0,4.0
2021-12-09,21,1,5.0
2021-12-10,2,5,0.0
2021-12-11,0,3,0.0
2021-12-12,0,0,0.0
2021-12-13,18,0,1.0
2021-12-14,23,1,2.0
2021-12-15,20,1,3.0
2021-12-16,17,1,1.0
2021-12-17,20,0,0.0
2021-12-18,2,0,0.0
2021-12-19,0,1,0.0
2021-12-20,10,3,2.0
2021-12-21,14,3,4.0
2021-12-22,10,0,2.0
2021-12-23,14,1,0.0
2021-12-24,1,3,0.0
2021-12-25,0,1,0.0
2021-12-26,0,0,0.0
2021-12-27,2,0,0.0
2021-12-28,2,4,0.0
2021-12-29,5,2,0.0
2021-12-30,8,3,0.0
2021-12-31,6,2,0.0
2022-01-01,1,1,0.0
2022-01-02,0,1,0.0
2022-01-03,1,0,1.0
2022-01-04,18,0,5.0
2022-01-05,18,3,2.0
2022-01-06,20,0,2.0
2022-01-07,2,1,0.0
2022-01-08,0,1,0.0
2022-01-09,0,2,0.0
2022-01-10,20,0,6.0
2022-01-11,21,1,1.0
2022-01-12,18,2,4.0
2022-01-13,40,1,7.0
2022-01-14,16,0,0.0
2022-01-15,0,1,0.0
2022-01-16,2,1,0.0
2022-01-17,27,0,8.0
2022-01-18,27,0,3.0
2022-01-19,20,0,1.0
2022-01-20,25,0,2.0
2022-01-21,2,0,1.0
2022-01-22,0,0,0.0
2022-01-23,0,0,0.0
2022-01-24,33,0,2.0
2022-01-25,33,0,6.0
2022-01-26,27,5,18.0
2022-01-27,26,1,13.0
2022-01-28,15,2,0.0
2022-01-29,1,1,0.0
2022-01-30,0,1,0.0
2022-01-31,19,0,0.0
2022-02-01,23,0,2.0
2022-02-02,25,1,10.0
2022-02-03,20,2,2.0
2022-02-04,23,1,0.0
2022-02-05,1,0,2.0
2022-02-06,0,0,0.0
2022-02-07,23,0,5.0
2022-02-08,30,1,2.0
2022-02-09,30,0,1.0
2022-02-10,23,0,0.0
2022-02-11,26,0,0.0
2022-02-12,0,0,0.0
2022-02-13,0,0,0.0
2022-02-14,14,2,4.0
2022-02-15,25,3,3.0
2022-02-16,21,2,6.0
2022-02-17,29,1,0.0
2022-02-18,1,0,0.0
2022-02-19,0,2,0.0
2022-02-20,1,2,0.0
2022-02-21,4,0,0.0
2022-02-22,25,0,2.0
2022-02-23,24,0,6.0
2022-02-24,22,1,1.0
2022-02-25,2,1,1.0
2022-02-26,0,1,0.0
2022-02-27,0,0,0.0
2022-02-28,34,4,6.0
2022-03-01,24,3,1.0
2022-03-02,27,2,3.0
2022-03-03,17,3,0.0
2022-03-04,28,2,4.0
2022-03-05,1,1,1.0
2022-03-06,0,1,0.0
2022-03-07,22,0,7.0
2022-03-08,9,5,2.0
2022-03-09,24,2,1.0
2022-03-10,28,4,0.0
2022-03-11,4,3,0.0
2022-03-12,3,0,0.0
2022-03-13,0,1,1.0
2022-03-14,25,2,2.0
2022-03-15,22,3,12.0
2022-03-16,18,4,8.0
2022-03-17,16,3,8.0
2022-03-18,23,1,0.0
2022-03-19,0,2,0.0
2022-03-20,0,2,0.0
2022-03-21,23,1,2.0
2022-03-22,31,0,0.0
2022-03-23,24,3,1.0
2022-03-24,23,1,6.0
2022-03-25,4,4,5.0
2022-03-26,1,4,2.0
2022-03-27,1,0,0.0
2022-03-28,25,1,2.0
2022-03-29,22,0,8.0
2022-03-30,15,0,4.0
2022-03-31,30,0,9.0
2022-04-01,28,0,10.0
2022-04-02,0,0,0.0
2022-04-03,2,0,0.0
2022-04-04,14,0,35.0
2022-04-05,4,1,21.0
2022-04-06,2,0,6.0
2022-04-07,2,1,9.0
2022-04-08,1,0,1.0
2022-04-09,0,0,1.0
2022-04-10,0,1,0.0
2022-04-11,15,0,5.0
2022-04-12,20,1,5.0
2022-04-13,27,2,9.0
2022-04-14,14,3,8.0
2022-04-15,3,3,0.0
2022-04-16,0,0,0.0
2022-04-17,0,1,1.0
2022-04-18,16,2,0.0
2022-04-19,14,0,3.0
2022-04-20,17,1,5.0
2022-04-21,23,1,14.0
