,ansible/ansible,cfengine/core,saltstack/salt
2015-02-11,38,4,85
2015-02-12,22,3,80
2015-02-13,15,4,52
2015-02-14,0,0,28
2015-02-15,1,1,19
2015-02-16,19,6,37
2015-02-17,12,9,88
2015-02-18,12,1,59
2015-02-19,14,1,59
2015-02-20,8,4,25
2015-02-21,9,0,35
2015-02-22,2,0,7
2015-02-23,10,9,37
2015-02-24,4,10,73
2015-02-25,7,1,133
2015-02-26,11,7,72
2015-02-27,20,2,161
2015-02-28,1,0,50
2015-03-01,0,0,35
2015-03-02,5,8,61
2015-03-03,5,5,63
2015-03-04,7,0,62
2015-03-05,10,3,51
2015-03-06,7,2,59
2015-03-07,5,0,10
2015-03-08,1,0,11
2015-03-09,9,0,79
2015-03-10,12,1,111
2015-03-11,12,2,98
2015-03-12,18,1,87
2015-03-13,11,1,80
2015-03-14,0,0,15
2015-03-15,4,0,21
2015-03-16,10,5,92
2015-03-17,14,4,70
2015-03-18,3,7,91
2015-03-19,12,6,107
2015-03-20,21,2,84
2015-03-21,12,0,17
2015-03-22,3,0,9
2015-03-23,10,0,51
2015-03-24,8,4,102
2015-03-25,15,0,97
2015-03-26,16,0,102
2015-03-27,12,8,86
2015-03-28,0,0,26
2015-03-29,3,0,39
2015-03-30,2,21,123
2015-03-31,16,7,109
2015-04-01,15,10,82
2015-04-02,19,1,86
2015-04-03,17,0,67
2015-04-04,6,0,19
2015-04-05,2,0,25
2015-04-06,7,0,48
2015-04-07,10,2,87
2015-04-08,7,1,237
2015-04-09,11,5,43
2015-04-10,4,7,69
2015-04-11,5,0,27
2015-04-12,0,0,22
2015-04-13,39,2,136
2015-04-14,38,20,106
2015-04-15,33,8,77
2015-04-16,22,5,83
2015-04-17,4,3,126
2015-04-18,2,0,26
2015-04-19,10,0,11
2015-04-20,16,9,162
2015-04-21,18,25,92
2015-04-22,4,6,89
2015-04-23,2,6,54
2015-04-24,7,6,74
2015-04-25,4,0,46
2015-04-26,1,0,28
2015-04-27,18,2,67
2015-04-28,19,2,74
2015-04-29,15,3,51
2015-04-30,12,23,79
2015-05-01,23,0,68
2015-05-02,2,0,12
2015-05-03,5,0,25
2015-05-04,25,12,82
2015-05-05,16,6,105
2015-05-06,10,6,61
2015-05-07,11,4,72
2015-05-08,17,4,57
2015-05-09,0,0,26
2015-05-10,2,0,12
2015-05-11,18,2,72
2015-05-12,15,15,94
2015-05-13,10,6,84
2015-05-14,8,0,80
2015-05-15,14,3,88
2015-05-16,1,0,21
2015-05-17,6,0,13
2015-05-18,10,6,95
2015-05-19,15,0,85
2015-05-20,3,0,111
2015-05-21,11,2,44
2015-05-22,4,17,66
2015-05-23,3,0,12
2015-05-24,1,6,17
2015-05-25,9,0,30
2015-05-26,16,3,55
2015-05-27,7,0,65
2015-05-28,15,1,41
2015-05-29,17,7,85
2015-05-30,3,0,17
2015-05-31,0,0,34
2015-06-01,14,0,31
2015-06-02,25,1,37
2015-06-03,23,1,52
2015-06-04,16,0,72
2015-06-05,19,0,42
2015-06-06,10,0,27
2015-06-07,1,0,17
2015-06-08,7,0,66
2015-06-09,15,2,91
2015-06-10,13,2,34
2015-06-11,22,5,67
2015-06-12,9,3,59
2015-06-13,7,0,21
2015-06-14,21,0,3
2015-06-15,26,4,40
2015-06-16,24,11,54
2015-06-17,19,4,83
2015-06-18,25,10,74
2015-06-19,4,4,38
2015-06-20,3,0,6
2015-06-21,10,0,3
2015-06-22,5,1,31
2015-06-23,17,0,53
2015-06-24,8,4,65
2015-06-25,6,3,51
2015-06-26,13,2,45
2015-06-27,14,0,17
2015-06-28,5,1,2
2015-06-29,12,4,59
2015-06-30,25,8,78
2015-07-01,22,17,37
2015-07-02,10,4,38
2015-07-03,11,7,11
2015-07-04,11,0,1
2015-07-05,17,0,0
2015-07-06,12,9,64
2015-07-07,26,6,39
2015-07-08,14,2,69
2015-07-09,5,1,54
2015-07-10,32,6,54
2015-07-11,13,0,12
2015-07-12,4,0,8
2015-07-13,22,5,95
2015-07-14,26,7,62
2015-07-15,12,1,129
2015-07-16,16,4,60
2015-07-17,26,1,55
2015-07-18,2,0,9
2015-07-19,18,0,1
2015-07-20,28,2,77
2015-07-21,31,0,54
2015-07-22,17,0,78
2015-07-23,25,0,60
2015-07-24,23,1,53
2015-07-25,17,0,7
2015-07-26,13,0,6
2015-07-27,21,0,87
2015-07-28,44,0,76
2015-07-29,30,1,84
2015-07-30,34,0,92
2015-07-31,18,0,65
2015-08-01,17,0,5
2015-08-02,12,0,5
2015-08-03,17,0,63
2015-08-04,10,0,46
2015-08-05,15,0,57
2015-08-06,34,0,42
2015-08-07,28,0,53
2015-08-08,0,0,27
2015-08-09,0,1,62
2015-08-10,14,1,83
2015-08-11,22,2,59
2015-08-12,25,0,89
2015-08-13,28,0,56
2015-08-14,8,2,35
2015-08-15,9,0,9
2015-08-16,15,0,14
2015-08-17,9,2,124
2015-08-18,15,2,89
2015-08-19,17,0,74
2015-08-20,14,3,69
2015-08-21,12,0,102
2015-08-22,7,0,33
2015-08-23,12,0,8
2015-08-24,16,0,48
2015-08-25,29,1,72
2015-08-26,27,0,85
2015-08-27,39,0,131
2015-08-28,29,2,78
2015-08-29,2,0,45
2015-08-30,3,0,15
2015-08-31,11,5,24
2015-09-01,26,6,53
2015-09-02,24,2,48
2015-09-03,30,0,46
2015-09-04,16,1,26
2015-09-05,3,0,2
2015-09-06,1,1,1
2015-09-07,5,4,9
2015-09-08,16,2,40
2015-09-09,20,4,46
2015-09-10,19,1,83
2015-09-11,22,0,46
2015-09-12,6,0,11
2015-09-13,3,0,14
2015-09-14,17,1,66
2015-09-15,36,0,86
2015-09-16,32,2,34
2015-09-17,45,8,37
2015-09-18,18,3,76
2015-09-19,0,0,5
2015-09-20,4,0,3
2015-09-21,14,12,33
2015-09-22,28,2,34
2015-09-23,27,10,53
2015-09-24,15,2,43
2015-09-25,15,4,83
2015-09-26,17,0,11
2015-09-27,2,0,4
2015-09-28,33,3,51
2015-09-29,19,0,50
2015-09-30,37,0,67
2015-10-01,23,0,32
2015-10-02,28,0,59
2015-10-03,6,0,15
2015-10-04,6,0,1
2015-10-05,11,0,98
2015-10-06,9,1,37
2015-10-07,22,4,53
2015-10-08,13,4,40
2015-10-09,24,1,19
2015-10-10,3,0,9
2015-10-11,3,0,10
2015-10-12,26,3,129
2015-10-13,17,2,121
2015-10-14,15,0,63
2015-10-15,21,0,55
2015-10-16,33,4,58
2015-10-17,12,0,31
2015-10-18,6,0,8
2015-10-19,26,0,70
2015-10-20,18,2,75
2015-10-21,19,1,39
2015-10-22,26,4,54
2015-10-23,14,15,67
2015-10-24,6,0,21
2015-10-25,0,0,2
2015-10-26,18,8,50
2015-10-27,18,9,52
2015-10-28,12,3,73
2015-10-29,11,11,63
2015-10-30,18,12,37
2015-10-31,14,4,12
2015-11-01,11,0,5
2015-11-02,20,2,95
2015-11-03,16,2,54
2015-11-04,15,0,90
2015-11-05,23,4,57
2015-11-06,13,14,97
2015-11-07,5,0,25
2015-11-08,5,0,9
2015-11-09,21,5,42
2015-11-10,20,4,44
2015-11-11,20,3,94
2015-11-12,15,9,76
2015-11-13,11,8,49
2015-11-14,10,0,20
2015-11-15,9,0,14
2015-11-16,16,2,95
2015-11-17,11,1,60
2015-11-18,9,5,77
2015-11-19,14,5,55
2015-11-20,12,5,22
2015-11-21,0,0,12
2015-11-22,2,0,9
2015-11-23,13,3,48
2015-11-24,7,7,41
2015-11-25,7,8,52
2015-11-26,4,0,18
2015-11-27,7,8,12
2015-11-28,9,0,1
2015-11-29,0,0,6
2015-11-30,12,0,75
2015-12-01,24,3,46
2015-12-02,41,0,65
2015-12-03,15,5,126
2015-12-04,15,2,60
2015-12-05,11,0,25
2015-12-06,1,2,2
2015-12-07,8,1,66
2015-12-08,22,0,84
2015-12-09,30,0,48
2015-12-10,10,3,45
2015-12-11,10,4,37
2015-12-12,10,1,8
2015-12-13,19,0,11
2015-12-14,20,0,49
2015-12-15,7,4,76
2015-12-16,24,4,80
2015-12-17,21,2,66
2015-12-18,21,28,68
2015-12-19,14,0,8
2015-12-20,14,0,38
2015-12-21,14,0,78
2015-12-22,8,6,89
2015-12-23,12,5,64
2015-12-24,4,0,20
2015-12-25,3,0,13
2015-12-26,0,0,22
2015-12-27,2,0,13
2015-12-28,4,0,83
2015-12-29,2,8,50
2015-12-30,3,1,36
2015-12-31,3,0,12
2016-01-01,2,2,18
2016-01-02,3,0,12
2016-01-03,0,0,3
2016-01-04,6,1,50
2016-01-05,19,9,32
2016-01-06,11,11,49
2016-01-07,6,12,31
2016-01-08,16,0,49
2016-01-09,3,0,15
2016-01-10,13,0,12
2016-01-11,19,3,51
2016-01-12,22,0,95
2016-01-13,13,2,82
2016-01-14,15,3,64
2016-01-15,10,1,71
2016-01-16,3,0,6
2016-01-17,0,0,1
2016-01-18,14,4,9
2016-01-19,20,2,48
2016-01-20,23,2,44
2016-01-21,13,1,102
2016-01-22,4,12,81
2016-01-23,3,1,25
2016-01-24,2,0,17
2016-01-25,13,4,106
2016-01-26,17,0,59
2016-01-27,11,0,55
2016-01-28,13,3,63
2016-01-29,13,2,73
2016-01-30,5,0,4
2016-01-31,0,1,15
2016-02-01,13,2,55
2016-02-02,24,5,95
2016-02-03,18,0,82
2016-02-04,18,0,111
2016-02-05,20,2,70
2016-02-06,1,0,14
2016-02-07,3,0,13
2016-02-08,17,0,58
2016-02-09,12,1,71
2016-02-10,10,2,178
2016-02-11,21,3,85
2016-02-12,15,5,76
2016-02-13,1,0,15
2016-02-14,4,0,4
2016-02-15,10,1,14
2016-02-16,8,1,41
2016-02-17,11,3,95
2016-02-18,34,0,87
2016-02-19,9,0,49
2016-02-20,7,0,13
2016-02-21,3,0,7
2016-02-22,5,2,59
2016-02-23,22,1,44
2016-02-24,11,2,101
2016-02-25,11,7,61
2016-02-26,11,3,49
2016-02-27,9,0,4
2016-02-28,2,0,3
2016-02-29,27,8,40
2016-03-01,26,2,34
2016-03-02,37,8,62
2016-03-03,30,1,81
2016-03-04,28,2,62
