,cypress-io/cypress,DevExpress/testcafe,seleniumhq/selenium
2022-04-25,12,2,1
2022-04-26,9,0,0
2022-04-27,4,1,8
2022-04-28,8,0,13
2022-04-29,10,0,1
2022-04-30,0,0,0
2022-05-01,1,0,2
2022-05-02,17,0,7
2022-05-03,26,0,5
2022-05-04,10,1,1
2022-05-05,31,1,8
2022-05-06,17,4,0
2022-05-07,0,0,12
2022-05-08,0,0,0
2022-05-09,32,0,15
2022-05-10,12,2,10
2022-05-11,8,1,5
2022-05-12,20,3,8
2022-05-13,17,2,3
2022-05-14,0,0,3
2022-05-15,0,0,1
2022-05-16,9,1,1
2022-05-17,18,3,0
2022-05-18,7,1,3
2022-05-19,6,2,2
2022-05-20,2,0,1
2022-05-21,0,0,0
2022-05-22,0,0,0
2022-05-23,8,1,7
2022-05-24,8,2,19
2022-05-25,10,0,27
2022-05-26,7,2,1
2022-05-27,11,2,21
2022-05-28,0,0,0
2022-05-29,0,0,1
2022-05-30,0,0,10
2022-05-31,7,4,8
2022-06-01,18,2,3
2022-06-02,9,1,1
2022-06-03,3,0,2
2022-06-04,0,0,0
2022-06-05,0,0,0
2022-06-06,10,1,0
2022-06-07,3,2,2
2022-06-08,2,1,11
2022-06-09,3,0,14
2022-06-10,8,0,5
2022-06-11,0,0,0
2022-06-12,0,0,0
2022-06-13,17,0,9
2022-06-14,2,0,3
2022-06-15,4,2,1
2022-06-16,4,1,2
2022-06-17,2,0,4
2022-06-18,0,0,1
2022-06-19,0,0,3
2022-06-20,0,0,2
2022-06-21,4,0,1
2022-06-22,5,1,16
2022-06-23,6,2,30
2022-06-24,2,1,3
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,4,0,4
2022-06-28,9,2,2
2022-06-29,6,0,5
2022-06-30,6,3,0
2022-07-01,4,0,0
2022-07-02,0,0,0
2022-07-03,0,0,0
2022-07-04,0,0,2
2022-07-05,0,0,9
2022-07-06,0,1,10
2022-07-07,0,3,1
2022-07-08,0,7,0
2022-07-09,0,0,0
2022-07-10,0,0,0
2022-07-11,4,1,0
2022-07-12,1,1,4
2022-07-13,6,0,8
2022-07-14,4,2,5
2022-07-15,12,0,4
2022-07-16,2,0,0
2022-07-17,1,0,0
2022-07-18,4,2,0
2022-07-19,13,0,0
2022-07-20,3,1,0
2022-07-21,6,0,0
2022-07-22,4,2,2
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,5,0,0
2022-07-26,5,0,1
2022-07-27,1,1,0
2022-07-28,7,1,0
2022-07-29,8,0,0
2022-07-30,1,0,0
2022-07-31,0,0,0
2022-08-01,3,0,5
2022-08-02,3,0,2
2022-08-03,6,0,12
2022-08-04,7,1,7
2022-08-05,11,0,7
2022-08-06,0,0,0
2022-08-07,0,0,0
2022-08-08,3,1,1
2022-08-09,6,1,5
2022-08-10,12,0,5
2022-08-11,16,0,2
2022-08-12,8,1,3
2022-08-13,1,0,1
2022-08-14,0,0,5
2022-08-15,19,1,2
2022-08-16,18,3,4
2022-08-17,12,0,5
2022-08-18,6,0,3
2022-08-19,5,0,2
2022-08-20,0,0,0
2022-08-21,0,0,7
2022-08-22,7,0,7
2022-08-23,4,0,0
2022-08-24,9,1,0
2022-08-25,10,3,4
2022-08-26,4,4,5
2022-08-27,0,0,2
2022-08-28,0,0,1
2022-08-29,19,0,3
2022-08-30,4,2,6
2022-08-31,5,1,4
2022-09-01,5,1,3
2022-09-02,4,2,8
2022-09-03,0,0,4
2022-09-04,0,0,14
2022-09-05,1,2,1
2022-09-06,3,1,1
2022-09-07,2,2,4
2022-09-08,7,0,0
2022-09-09,6,2,0
2022-09-10,0,0,1
2022-09-11,0,0,9
2022-09-12,10,0,4
2022-09-13,7,0,14
2022-09-14,11,1,0
2022-09-15,18,2,4
2022-09-16,10,1,4
2022-09-17,0,0,0
2022-09-18,0,0,1
2022-09-19,13,0,1
2022-09-20,12,1,2
2022-09-21,10,0,2
2022-09-22,13,0,1
2022-09-23,14,0,1
2022-09-24,0,0,2
2022-09-25,0,0,2
2022-09-26,11,2,12
2022-09-27,11,0,3
2022-09-28,9,1,15
2022-09-29,19,0,3
2022-09-30,28,2,1
2022-10-01,8,1,10
2022-10-02,0,0,10
2022-10-03,12,0,6
2022-10-04,24,2,7
2022-10-05,4,2,11
2022-10-06,11,5,3
2022-10-07,2,1,1
2022-10-08,0,0,2
2022-10-09,0,0,5
2022-10-10,0,0,0
2022-10-11,20,1,10
2022-10-12,13,1,9
2022-10-13,6,0,6
2022-10-14,5,1,7
2022-10-15,0,0,0
2022-10-16,0,0,0
2022-10-17,2,1,4
2022-10-18,5,1,5
2022-10-19,3,0,4
2022-10-20,0,1,2
2022-10-21,2,0,4
2022-10-22,0,0,0
2022-10-23,0,0,0
2022-10-24,4,2,5
2022-10-25,2,0,2
2022-10-26,8,1,7
2022-10-27,0,0,3
2022-10-28,3,0,19
2022-10-29,0,0,3
2022-10-30,0,0,0
2022-10-31,6,3,8
2022-11-01,13,1,5
2022-11-02,13,4,7
2022-11-03,3,3,5
2022-11-04,16,0,6
2022-11-05,0,0,2
2022-11-06,0,0,1
2022-11-07,13,0,8
2022-11-08,13,0,5
2022-11-09,4,0,5
2022-11-10,9,1,0
2022-11-11,0,0,7
2022-11-12,0,0,2
2022-11-13,0,0,0
2022-11-14,9,1,0
2022-11-15,7,0,2
2022-11-16,2,0,9
2022-11-17,2,2,3
2022-11-18,2,0,0
2022-11-19,0,0,0
2022-11-20,0,0,0
2022-11-21,1,1,6
2022-11-22,7,1,10
2022-11-23,6,0,3
2022-11-24,0,0,7
2022-11-25,2,0,3
2022-11-26,0,0,20
2022-11-27,0,0,5
2022-11-28,4,1,2
2022-11-29,6,1,11
2022-11-30,6,3,10
2022-12-01,5,0,15
2022-12-02,20,2,13
2022-12-03,1,0,4
2022-12-04,1,0,1
2022-12-05,4,1,3
2022-12-06,7,2,0
2022-12-07,4,0,14
2022-12-08,14,0,1
2022-12-09,6,5,3
2022-12-10,0,0,21
2022-12-11,0,0,4
2022-12-12,5,1,13
2022-12-13,4,0,10
2022-12-14,6,1,4
2022-12-15,4,1,3
2022-12-16,4,0,4
2022-12-17,0,0,2
2022-12-18,0,0,0
2022-12-19,5,2,2
2022-12-20,3,0,9
2022-12-21,2,0,5
2022-12-22,2,0,7
2022-12-23,2,1,6
2022-12-24,0,0,5
2022-12-25,0,0,7
2022-12-26,1,0,5
2022-12-27,3,1,1
2022-12-28,3,0,3
2022-12-29,7,1,0
2022-12-30,0,3,2
2022-12-31,0,0,3
2023-01-01,0,0,3
2023-01-02,0,0,8
2023-01-03,7,0,2
2023-01-04,1,0,14
2023-01-05,0,1,1
2023-01-06,3,0,9
2023-01-07,0,0,3
2023-01-08,0,0,0
2023-01-09,1,1,3
2023-01-10,2,1,1
2023-01-11,1,0,0
2023-01-12,0,0,8
2023-01-13,2,2,8
2023-01-14,0,0,13
2023-01-15,0,0,6
2023-01-16,0,2,2
2023-01-17,0,1,0
2023-01-18,2,0,3
2023-01-19,5,1,4
2023-01-20,1,1,0
2023-01-21,0,0,1
2023-01-22,0,0,0
2023-01-23,2,0,6
2023-01-24,7,1,1
2023-01-25,7,0,2
2023-01-26,5,0,1
2023-01-27,5,0,2
2023-01-28,0,0,0
2023-01-29,0,0,0
2023-01-30,5,2,3
2023-01-31,6,3,2
2023-02-01,1,1,2
2023-02-02,5,3,9
2023-02-03,0,3,0
2023-02-04,0,1,0
2023-02-05,3,0,0
2023-02-06,6,2,1
2023-02-07,4,0,3
2023-02-08,4,1,2
2023-02-09,1,1,0
2023-02-10,2,3,0
2023-02-11,0,0,1
2023-02-12,0,0,0
2023-02-13,7,1,2
2023-02-14,4,0,2
2023-02-15,7,1,2
2023-02-16,3,2,0
2023-02-17,6,2,11
2023-02-18,0,0,0
2023-02-19,0,0,0
2023-02-20,4,15,1
2023-02-21,7,1,5
2023-02-22,5,0,6
2023-02-23,1,1,0
2023-02-24,5,5,1
2023-02-25,0,1,0
2023-02-26,0,0,0
2023-02-27,1,1,4
2023-02-28,1,2,5
2023-03-01,3,2,3
2023-03-02,2,0,1
2023-03-03,3,2,2
2023-03-04,0,0,0
2023-03-05,0,0,0
2023-03-06,3,1,6
2023-03-07,1,3,2
2023-03-08,3,0,3
2023-03-09,10,1,0
2023-03-10,2,2,7
2023-03-11,0,0,13
2023-03-12,0,0,0
2023-03-13,2,0,1
2023-03-14,7,0,0
2023-03-15,7,3,4
2023-03-16,1,0,16
2023-03-17,0,0,0
2023-03-18,0,0,1
2023-03-19,1,0,1
2023-03-20,6,0,4
2023-03-21,1,1,6
2023-03-22,2,0,3
2023-03-23,3,3,3
2023-03-24,2,1,9
2023-03-25,0,0,4
2023-03-26,0,0,2
2023-03-27,5,1,6
2023-03-28,5,3,10
2023-03-29,2,1,3
2023-03-30,7,2,0
2023-03-31,9,0,0
2023-04-01,0,0,0
2023-04-02,0,0,0
2023-04-03,1,0,3
2023-04-04,8,3,2
2023-04-05,2,0,10
2023-04-06,3,3,0
2023-04-07,6,2,1
2023-04-08,0,0,1
2023-04-09,2,0,0
2023-04-10,7,2,1
2023-04-11,4,3,1
2023-04-12,0,0,0
2023-04-13,6,5,4
2023-04-14,2,2,2
2023-04-15,0,0,4
2023-04-16,0,3,1
2023-04-17,7,2,10
2023-04-18,4,0,3
2023-04-19,2,2,7
2023-04-20,1,2,9
2023-04-21,2,2,14
2023-04-22,0,1,0
2023-04-23,0,0,1
2023-04-24,3,0,1
2023-04-25,2,1,5
2023-04-26,2,1,6
2023-04-27,2,3,2
2023-04-28,3,1,6
2023-04-29,0,0,0
2023-04-30,0,0,0
2023-05-01,7,0,3
2023-05-02,2,0,10
2023-05-03,5,6,5
2023-05-04,7,1,8
2023-05-05,2,1,8
2023-05-06,0,0,7
2023-05-07,0,0,0
2023-05-08,0,0,5
2023-05-09,2,0,2
2023-05-10,1,0,8
2023-05-11,2,6,3
2023-05-12,6,1,6
2023-05-13,0,0,0
2023-05-14,0,0,3
2023-05-15,5,1,8
2023-05-16,3,3,2
2023-05-17,5,2,7
2023-05-18,5,2,13
2023-05-19,2,0,9
