,elastic/kibana,grafana/grafana,getsentry/sentry
2024-06-28,37,1,38
2024-06-29,9,0,1
2024-06-30,2,0,0
2024-07-01,44,19,49
2024-07-02,73,20,76
2024-07-03,50,28,66
2024-07-04,51,30,26
2024-07-05,32,22,20
2024-07-06,5,2,0
2024-07-07,0,0,0
2024-07-08,36,18,60
2024-07-09,62,23,59
2024-07-10,39,17,51
2024-07-11,57,23,45
2024-07-12,29,30,49
2024-07-13,3,2,0
2024-07-14,1,0,0
2024-07-15,49,15,47
2024-07-16,50,26,40
2024-07-17,58,32,57
2024-07-18,44,24,48
2024-07-19,32,23,41
2024-07-20,2,1,4
2024-07-21,1,0,0
