,gocolly/colly,puppeteer/puppeteer,seleniumhq/selenium
2023-08-25,0,-0.8323674679765624,2
2023-08-26,0,-0.47103237474843707,8
2023-08-27,0,-0.3262514478234369,7
2023-08-28,0,2.8073263200000005,10
2023-08-29,0,8.54362924771875,11
2023-08-30,0,11.83356821713125,6
2023-08-31,0,3.111223718345311,17
2023-09-01,0,1.5330426903296868,7
2023-09-02,0,-1.1634081601437498,3
2023-09-03,0,0.2693507125000013,0
2023-09-04,0,1.3499305487500015,12
2023-09-05,0,4.312774382203126,8
2023-09-06,0,0.011810261501562946,3
2023-09-07,0,2.302405239223438,2
2023-09-08,0,0.2647505132046878,3
2023-09-09,0,-0.482907214226562,1
2023-09-10,0,-0.29436052885781205,1
2023-09-11,0,4.795829981984376,7
2023-09-12,0,2.3348212776828126,1
2023-09-13,0,5.3436642460999995,4
2023-09-14,0,3.024494323054687,1
2023-09-15,0,2.0929900121671876,3
2023-09-16,0,2.1716638793765624,13
2023-09-17,0,-0.7955341650359371,17
2023-09-18,0,7.505194981250001,6
2023-09-19,0,7.827950771171875,4
2023-09-20,0,6.439752820773437,3
2023-09-21,0,5.352182491798437,1
2023-09-22,0,11.356766506471875,3
2023-09-23,0,-2.253477937940625,6
2023-09-24,0,-1.2540483466546866,6
2023-09-25,0,2.123524259892189,16
2023-09-26,0,7.036884379625002,16
2023-09-27,0,-0.4787070449281243,8
