,rust-lang/rust-analyzer,intellij-rust/intellij-rust,rust-lang/rls
2021-02-24,6,5,0
2021-02-25,3,0,0
2021-02-26,2,8,0
2021-02-27,17,1,0
2021-02-28,20,6,0
2021-03-01,23,7,0
2021-03-02,20,1,0
2021-03-03,8,7,0
2021-03-04,9,4,0
2021-03-05,11,2,0
2021-03-06,20,1,0
2021-03-07,8,2,0
2021-03-08,46,3,0
2021-03-09,28,2,1
2021-03-10,17,5,1
2021-03-11,5,0,0
2021-03-12,17,1,0
2021-03-13,20,3,0
2021-03-14,21,2,0
2021-03-15,42,4,0
2021-03-16,20,3,0
2021-03-17,22,4,0
2021-03-18,26,4,0
2021-03-19,14,9,0
2021-03-20,23,0,0
