,sveltejs/svelte,vuejs/core,facebook/react
2021-09-26,1,0,0
2021-09-27,0,3,9
2021-09-28,1,0,4
2021-09-29,1,1,4
2021-09-30,6,0,7
2021-10-01,2,0,2
2021-10-02,0,0,1
2021-10-03,4,0,0
2021-10-04,0,0,2
2021-10-05,0,0,1
2021-10-06,0,0,3
2021-10-07,2,4,1
2021-10-08,0,10,3
2021-10-09,0,6,0
2021-10-10,1,2,0
2021-10-11,0,0,2
2021-10-12,2,0,1
2021-10-13,0,0,3
2021-10-14,0,0,3
2021-10-15,0,0,6
2021-10-16,0,0,0
2021-10-17,3,0,0
2021-10-18,0,0,3
