,grafana/grafana,getsentry/sentry,elastic/kibana
2024-05-29,27,70,51
2024-05-30,26,59,35
2024-05-31,22,58,46
2024-06-01,0,0,3
2024-06-02,1,0,5
2024-06-03,25,49,42
2024-06-04,34,95,31
2024-06-05,33,89,45
2024-06-06,37,90,40
2024-06-07,33,52,38
2024-06-08,0,0,3
2024-06-09,0,1,4
2024-06-10,27,85,29
2024-06-11,29,84,38
2024-06-12,24,53,27
2024-06-13,29,76,45
2024-06-14,29,53,6
2024-06-15,1,0,1
2024-06-16,0,0,0
2024-06-17,21,48,28
2024-06-18,29,72,58
2024-06-19,28,27,41
2024-06-20,30,53,37
2024-06-21,26,36,43
2024-06-22,1,0,3
2024-06-23,1,0,1
2024-06-24,29,52,30
2024-06-25,43,57,29
2024-06-26,28,53,42
2024-06-27,27,60,38
2024-06-28,1,38,37
2024-06-29,0,1,9
2024-06-30,0,0,2
2024-07-01,19,49,44
2024-07-02,20,76,73
2024-07-03,28,66,50
2024-07-04,30,26,51
2024-07-05,22,20,32
2024-07-06,2,0,5
2024-07-07,0,0,0
2024-07-08,18,60,36
2024-07-09,23,59,62
2024-07-10,17,51,39
2024-07-11,23,45,57
2024-07-12,30,49,29
2024-07-13,2,0,3
2024-07-14,0,0,1
2024-07-15,15,47,49
2024-07-16,26,40,50
2024-07-17,32,57,58
2024-07-18,24,48,44
2024-07-19,23,41,32
2024-07-20,1,4,2
2024-07-21,0,0,1
2024-07-22,25,70,51
2024-07-23,20,75,46
2024-07-24,18,91,71
2024-07-25,24,80,52
2024-07-26,23,45,46
2024-07-27,0,0,2
2024-07-28,1,0,0
2024-07-29,29,77,37
2024-07-30,29,79,47
2024-07-31,35,71,69
2024-08-01,24,92,39
2024-08-02,18,37,48
2024-08-03,0,0,1
2024-08-04,0,0,4
2024-08-05,15,36,33
2024-08-06,20,71,37
2024-08-07,10,56,40
2024-08-08,21,74,43
2024-08-09,24,54,40
2024-08-10,0,0,2
2024-08-11,3,0,4
2024-08-12,26,63,38
2024-08-13,29,82,35
2024-08-14,22,69,46
2024-08-15,24,71,43
2024-08-16,17,51,5
2024-08-17,0,1,1
2024-08-18,1,0,1
2024-08-19,19,2,40
2024-08-20,20,2,37
2024-08-21,29,1,38
2024-08-22,24,0,45
2024-08-23,12,0,42
2024-08-24,0,0,3
2024-08-25,0,0,1
2024-08-26,27,96,41
2024-08-27,39,45,36
2024-08-28,22,52,42
2024-08-29,33,50,55
2024-08-30,35,6,43
2024-08-31,0,0,4
2024-09-01,0,0,1
2024-09-02,23,10,18
2024-09-03,19,55,37
2024-09-04,18,55,38
2024-09-05,23,56,55
2024-09-06,22,46,40
2024-09-07,1,1,2
2024-09-08,1,0,1
2024-09-09,30,71,35
2024-09-10,34,68,50
2024-09-11,21,50,40
2024-09-12,28,51,43
2024-09-13,25,57,43
2024-09-14,0,0,3
2024-09-15,0,1,4
2024-09-16,1,65,55
2024-09-17,15,51,53
2024-09-18,12,57,52
2024-09-19,20,40,47
2024-09-20,17,36,45
2024-09-21,1,0,1
2024-09-22,0,0,4
2024-09-23,29,51,40
2024-09-24,33,68,36
2024-09-25,34,57,43
2024-09-26,30,37,58
2024-09-27,37,51,38
2024-09-28,4,1,1
2024-09-29,0,0,2
2024-09-30,38,41,51
2024-10-01,29,48,47
2024-10-02,25,51,42
2024-10-03,18,60,36
2024-10-04,33,48,41
2024-10-05,0,0,5
2024-10-06,0,0,2
2024-10-07,30,61,51
2024-10-08,23,48,80
2024-10-09,25,50,63
2024-10-10,32,59,54
2024-10-11,30,41,60
2024-10-12,0,1,5
2024-10-13,0,0,5
2024-10-14,19,1,73
2024-10-15,32,63,73
2024-10-16,21,69,57
2024-10-17,39,63,66
2024-10-18,24,50,56
2024-10-19,0,1,5
2024-10-20,0,0,2
2024-10-21,31,57,45
2024-10-22,26,61,70
2024-10-23,36,66,58
2024-10-24,42,76,70
2024-10-25,21,45,47
2024-10-26,0,0,1
2024-10-27,0,0,2
2024-10-28,28,56,55
2024-10-29,25,46,28
2024-10-30,20,63,58
2024-10-31,25,56,44
2024-11-01,15,39,22
2024-11-02,0,0,1
2024-11-03,0,0,1
2024-11-04,21,35,41
2024-11-05,32,68,46
2024-11-06,32,47,65
2024-11-07,33,61,49
2024-11-08,25,55,64
2024-11-09,1,3,2
2024-11-10,0,0,1
2024-11-11,26,32,34
2024-11-12,41,61,61
2024-11-13,19,67,52
2024-11-14,31,59,54
2024-11-15,36,67,9
2024-11-16,1,3,1
2024-11-17,0,0,1
2024-11-18,20,58,74
2024-11-19,33,53,59
2024-11-20,24,58,68
2024-11-21,33,51,68
2024-11-22,21,58,55
2024-11-23,0,0,7
2024-11-24,0,0,3
2024-11-25,26,33,57
2024-11-26,28,39,44
2024-11-27,24,41,71
2024-11-28,22,19,45
2024-11-29,10,17,43
2024-11-30,0,0,6
2024-12-01,0,0,1
2024-12-02,26,44,61
2024-12-03,22,60,46
2024-12-04,12,60,52
2024-12-05,23,62,52
2024-12-06,17,38,27
2024-12-07,2,1,2
2024-12-08,0,1,3
2024-12-09,19,34,28
2024-12-10,28,41,69
2024-12-11,21,32,67
2024-12-12,36,55,115
2024-12-13,23,42,60
2024-12-14,0,1,4
2024-12-15,0,1,1
2024-12-16,20,45,65
2024-12-17,27,61,52
2024-12-18,28,48,54
2024-12-19,25,63,62
2024-12-20,14,47,4
2024-12-21,0,4,2
2024-12-22,0,0,0
2024-12-23,1,40,18
2024-12-24,1,1,9
2024-12-25,1,0,2
2024-12-26,1,10,6
2024-12-27,4,22,11
2024-12-28,0,0,2
2024-12-29,1,0,1
2024-12-30,5,52,25
2024-12-31,6,44,5
2025-01-01,0,0,1
2025-01-02,11,118,29
2025-01-03,16,56,41
2025-01-04,0,0,3
2025-01-05,0,0,3
2025-01-06,22,64,28
2025-01-07,37,62,56
2025-01-08,22,71,52
2025-01-09,30,71,34
2025-01-10,38,67,54
2025-01-11,2,2,3
2025-01-12,0,0,2
2025-01-13,30,48,42
2025-01-14,30,86,58
2025-01-15,29,91,56
2025-01-16,31,59,45
2025-01-17,33,51,34
2025-01-18,0,2,3
2025-01-19,2,0,4
2025-01-20,22,19,40
2025-01-21,30,55,57
2025-01-22,19,53,55
2025-01-23,37,77,44
2025-01-24,25,76,51
2025-01-25,0,0,3
2025-01-26,1,0,1
2025-01-27,37,69,61
2025-01-28,35,67,68
2025-01-29,36,43,85
2025-01-30,24,53,49
2025-01-31,21,42,44
2025-02-01,0,1,5
2025-02-02,0,0,3
2025-02-03,33,64,38
2025-02-04,28,65,45
2025-02-05,26,75,59
2025-02-06,34,74,39
2025-02-07,36,53,27
2025-02-08,1,4,3
2025-02-09,0,0,2
2025-02-10,23,95,40
2025-02-11,38,75,56
2025-02-12,34,69,45
2025-02-13,48,93,37
2025-02-14,37,61,44
2025-02-15,1,2,2
2025-02-16,0,4,4
2025-02-17,23,9,31
2025-02-18,24,70,36
2025-02-19,38,63,38
2025-02-20,44,83,36
2025-02-21,33,75,38
2025-02-22,4,4,5
2025-02-23,0,0,2
2025-02-24,20,75,28
2025-02-25,33,80,33
2025-02-26,25,81,25
2025-02-27,31,63,17
2025-02-28,19,60,32
2025-03-01,1,5,2
2025-03-02,0,0,0
2025-03-03,18,66,38
2025-03-04,23,76,48
2025-03-05,23,89,29
2025-03-06,42,75,51
2025-03-07,35,63,34
2025-03-08,3,4,5
2025-03-09,1,0,1
2025-03-10,31,72,42
2025-03-11,54,76,55
2025-03-12,41,87,65
2025-03-13,40,67,41
2025-03-14,31,78,43
2025-03-15,0,1,2
2025-03-16,1,0,1
2025-03-17,37,92,39
2025-03-18,40,67,53
2025-03-19,37,92,44
2025-03-20,46,84,42
2025-03-21,38,79,38
2025-03-22,4,1,5
2025-03-23,0,0,2
2025-03-24,35,124,42
2025-03-25,32,129,44
2025-03-26,51,87,32
2025-03-27,56,88,42
2025-03-28,3,74,35
2025-03-29,1,1,2
2025-03-30,2,0,0
2025-03-31,36,98,38
2025-04-01,39,88,51
2025-04-02,54,91,57
2025-04-03,47,134,39
2025-04-04,30,77,36
2025-04-05,1,1,1
2025-04-06,3,0,1
2025-04-07,40,123,51
2025-04-08,52,103,40
2025-04-09,46,85,52
2025-04-10,54,116,39
2025-04-11,73,71,26
2025-04-12,0,1,0
2025-04-13,0,1,0
2025-04-14,25,94,40
2025-04-15,32,108,47
2025-04-16,24,115,44
2025-04-17,18,90,40
2025-04-18,6,31,15
2025-04-19,1,0,2
2025-04-20,0,0,3
2025-04-21,10,40,14
2025-04-22,46,84,48
2025-04-23,38,100,34
2025-04-24,34,105,54
2025-04-25,29,75,39
2025-04-26,0,0,4
2025-04-27,0,0,1
2025-04-28,11,97,34
2025-04-29,6,69,45
2025-04-30,49,74,40
2025-05-01,19,71,27
2025-05-02,21,57,22
2025-05-03,1,1,1
2025-05-04,0,0,2
2025-05-05,27,81,38
2025-05-06,34,110,44
2025-05-07,29,94,37
2025-05-08,30,110,41
2025-05-09,27,76,40
2025-05-10,0,3,3
2025-05-11,1,0,0
2025-05-12,31,100,4
2025-05-13,32,102,1
2025-05-14,30,63,3
2025-05-15,36,78,4
2025-05-16,25,54,3
2025-05-17,2,3,2
2025-05-18,0,0,0
2025-05-19,34,51,12
2025-05-20,33,72,31
2025-05-21,33,73,33
2025-05-22,35,82,29
2025-05-23,22,31,27
2025-05-24,1,1,5
2025-05-25,1,0,1
2025-05-26,11,20,26
2025-05-27,26,66,41
2025-05-28,35,68,46
2025-05-29,24,67,26
2025-05-30,2,57,31
2025-05-31,0,0,3
2025-06-01,1,0,1
2025-06-02,13,89,42
2025-06-03,16,89,43
2025-06-04,17,89,49
2025-06-05,18,94,53
2025-06-06,9,49,34
2025-06-07,1,3,3
2025-06-08,0,0,1
2025-06-09,14,92,16
2025-06-10,34,95,47
2025-06-11,33,85,38
2025-06-12,29,74,45
2025-06-13,27,74,33
2025-06-14,0,1,3
2025-06-15,1,0,1
2025-06-16,33,86,42
2025-06-17,32,80,51
2025-06-18,51,98,48
2025-06-19,16,20,44
2025-06-20,21,58,54
2025-06-21,2,2,1
