,jetbrains/kotlin,scala/scala,apache/groovy
2022-07-30,0,0,1
2022-07-31,1,0,1
2022-08-01,25,3,1
2022-08-02,29,0,3
2022-08-03,21,2,1
2022-08-04,21,1,0
2022-08-05,76,0,8
2022-08-06,14,0,11
2022-08-07,1,0,2
2022-08-08,28,1,1
2022-08-09,17,0,0
2022-08-10,34,4,2
2022-08-11,23,2,0
2022-08-12,40,0,1
2022-08-13,0,0,2
2022-08-14,0,0,1
2022-08-15,14,4,1
2022-08-16,19,3,3
2022-08-17,34,0,0
2022-08-18,13,8,1
2022-08-19,38,2,4
2022-08-20,3,1,1
2022-08-21,2,0,1
2022-08-22,30,6,1
2022-08-23,10,0,11
2022-08-24,16,7,5
2022-08-25,18,0,8
2022-08-26,17,2,0
2022-08-27,0,0,3
2022-08-28,0,3,9
2022-08-29,18,0,3
2022-08-30,23,1,1
2022-08-31,13,4,1
2022-09-01,20,9,2
2022-09-02,8,0,1
2022-09-03,0,0,4
2022-09-04,0,0,1
2022-09-05,17,0,9
2022-09-06,14,0,5
2022-09-07,22,0,2
2022-09-08,22,0,0
2022-09-09,29,0,1
2022-09-10,1,0,0
2022-09-11,10,0,0
2022-09-12,39,0,0
2022-09-13,28,2,0
2022-09-14,14,0,0
2022-09-15,73,7,0
2022-09-16,54,6,0
2022-09-17,27,2,13
2022-09-18,10,2,1
2022-09-19,53,6,0
2022-09-20,12,1,0
2022-09-21,60,1,11
2022-09-22,20,2,4
2022-09-23,7,5,0
2022-09-24,0,2,0
2022-09-25,0,3,2
2022-09-26,11,5,3
2022-09-27,35,1,1
2022-09-28,16,2,0
2022-09-29,22,0,0
2022-09-30,33,5,0
2022-10-01,0,1,9
2022-10-02,8,1,2
2022-10-03,17,1,2
2022-10-04,19,1,0
2022-10-05,40,1,1
2022-10-06,16,0,1
2022-10-07,55,1,0
2022-10-08,2,3,1
2022-10-09,0,1,0
2022-10-10,13,2,2
2022-10-11,21,1,2
2022-10-12,34,0,2
2022-10-13,29,3,0
2022-10-14,24,0,0
2022-10-15,0,2,0
2022-10-16,0,3,0
2022-10-17,49,1,0
2022-10-18,36,1,2
2022-10-19,39,1,15
2022-10-20,39,0,8
2022-10-21,25,1,6
2022-10-22,0,0,6
2022-10-23,0,0,1
2022-10-24,26,1,1
2022-10-25,14,0,5
2022-10-26,31,7,0
2022-10-27,90,6,1
2022-10-28,1,4,1
2022-10-29,0,0,2
2022-10-30,0,0,0
2022-10-31,22,10,2
2022-11-01,25,5,1
2022-11-02,30,3,1
2022-11-03,17,5,1
2022-11-04,37,7,1
2022-11-05,1,1,2
2022-11-06,0,0,2
2022-11-07,27,1,0
2022-11-08,16,3,2
2022-11-09,15,4,2
2022-11-10,54,5,1
2022-11-11,78,0,4
2022-11-12,32,0,1
2022-11-13,2,0,1
2022-11-14,11,1,7
2022-11-15,29,0,9
2022-11-16,15,0,5
2022-11-17,65,0,3
2022-11-18,24,1,2
2022-11-19,1,0,2
2022-11-20,0,2,1
2022-11-21,26,0,9
2022-11-22,76,3,5
2022-11-23,25,8,3
2022-11-24,40,5,1
2022-11-25,22,6,0
2022-11-26,4,0,1
2022-11-27,1,0,1
2022-11-28,27,3,2
2022-11-29,194,5,0
2022-11-30,47,5,3
2022-12-01,38,4,2
2022-12-02,50,15,1
2022-12-03,0,0,1
2022-12-04,4,0,8
2022-12-05,22,0,2
2022-12-06,53,1,0
2022-12-07,32,1,0
2022-12-08,44,1,0
2022-12-09,50,0,0
2022-12-10,0,0,5
2022-12-11,6,0,2
2022-12-12,50,0,2
2022-12-13,40,2,2
2022-12-14,22,4,4
2022-12-15,27,0,5
2022-12-16,31,3,7
2022-12-17,1,0,5
2022-12-18,5,2,2
2022-12-19,9,6,2
2022-12-20,57,0,1
2022-12-21,29,3,0
2022-12-22,18,5,1
2022-12-23,4,2,2
2022-12-24,0,0,0
2022-12-25,0,0,6
2022-12-26,11,0,1
2022-12-27,30,0,0
2022-12-28,15,0,0
2022-12-29,18,0,0
2022-12-30,1,0,2
2022-12-31,0,0,0
2023-01-01,0,0,1
2023-01-02,52,0,1
2023-01-03,11,1,1
2023-01-04,46,0,2
2023-01-05,10,1,5
2023-01-06,29,4,0
2023-01-07,2,0,0
2023-01-08,1,0,0
2023-01-09,37,0,4
2023-01-10,84,1,5
2023-01-11,57,6,6
2023-01-12,52,3,15
2023-01-13,76,4,2
2023-01-14,3,0,2
2023-01-15,8,0,2
2023-01-16,51,2,1
2023-01-17,124,1,2
2023-01-18,45,3,1
2023-01-19,38,0,1
2023-01-20,83,0,3
2023-01-21,7,8,0
2023-01-22,1,1,0
2023-01-23,29,3,0
2023-01-24,66,3,2
2023-01-25,39,4,1
2023-01-26,65,2,8
2023-01-27,34,1,2
2023-01-28,1,0,2
2023-01-29,1,1,4
2023-01-30,55,6,0
2023-01-31,47,16,1
2023-02-01,41,0,1
2023-02-02,27,0,2
2023-02-03,150,0,1
2023-02-04,0,0,0
2023-02-05,1,5,4
2023-02-06,29,2,1
2023-02-07,25,1,2
2023-02-08,40,2,2
2023-02-09,32,2,0
2023-02-10,25,6,0
2023-02-11,1,2,0
2023-02-12,0,1,0
2023-02-13,27,3,0
2023-02-14,44,2,1
2023-02-15,67,2,2
2023-02-16,24,2,3
2023-02-17,29,6,0
2023-02-18,7,5,0
2023-02-19,0,1,1
2023-02-20,34,5,4
2023-02-21,26,5,0
2023-02-22,47,5,0
2023-02-23,19,2,4
2023-02-24,25,0,3
2023-02-25,0,0,0
2023-02-26,0,0,1
2023-02-27,26,10,0
2023-02-28,33,3,0
2023-03-01,68,2,0
2023-03-02,17,2,1
2023-03-03,29,0,1
2023-03-04,4,0,1
2023-03-05,6,0,1
2023-03-06,14,3,1
2023-03-07,45,0,7
2023-03-08,21,1,2
2023-03-09,39,8,0
2023-03-10,33,4,0
2023-03-11,6,1,0
2023-03-12,0,0,2
2023-03-13,37,9,0
2023-03-14,94,3,0
2023-03-15,25,5,0
2023-03-16,31,1,1
2023-03-17,39,3,2
2023-03-18,0,1,1
2023-03-19,1,1,0
2023-03-20,30,2,1
2023-03-21,38,0,3
2023-03-22,36,2,0
2023-03-23,30,0,0
2023-03-24,29,1,1
2023-03-25,0,0,2
2023-03-26,2,0,0
2023-03-27,39,2,4
2023-03-28,19,8,6
2023-03-29,39,6,0
2023-03-30,29,3,0
2023-03-31,23,4,0
2023-04-01,9,0,0
2023-04-02,0,0,0
2023-04-03,76,0,0
2023-04-04,54,4,0
2023-04-05,42,7,0
2023-04-06,70,0,1
2023-04-07,12,1,0
2023-04-08,17,3,2
2023-04-09,8,1,0
2023-04-10,7,0,1
2023-04-11,34,5,6
2023-04-12,38,1,2
2023-04-13,17,0,1
2023-04-14,9,1,0
2023-04-15,0,0,8
2023-04-16,0,0,1
2023-04-17,58,2,0
2023-04-18,67,2,3
2023-04-19,98,0,2
2023-04-20,32,1,2
2023-04-21,50,0,1
2023-04-22,2,0,0
2023-04-23,1,0,2
2023-04-24,35,2,2
2023-04-25,105,4,0
2023-04-26,41,1,1
2023-04-27,43,8,7
2023-04-28,26,0,3
2023-04-29,4,0,3
2023-04-30,7,0,4
2023-05-01,21,4,3
2023-05-02,44,1,1
2023-05-03,30,3,0
2023-05-04,48,3,5
2023-05-05,24,0,0
2023-05-06,5,0,0
2023-05-07,0,0,1
2023-05-08,32,0,0
2023-05-09,53,0,1
2023-05-10,67,0,0
2023-05-11,49,0,0
2023-05-12,51,0,1
2023-05-13,0,0,1
2023-05-14,0,1,0
2023-05-15,29,5,0
2023-05-16,32,4,1
2023-05-17,36,3,1
2023-05-18,17,14,1
2023-05-19,60,0,0
2023-05-20,0,0,0
2023-05-21,0,0,2
2023-05-22,17,0,1
2023-05-23,34,1,1
2023-05-24,20,2,3
2023-05-25,32,6,0
2023-05-26,32,1,2
2023-05-27,9,1,0
2023-05-28,0,3,1
2023-05-29,5,1,1
2023-05-30,23,0,2
2023-05-31,36,3,1
2023-06-01,27,5,0
2023-06-02,23,10,0
2023-06-03,0,1,2
2023-06-04,0,0,0
2023-06-05,15,1,0
2023-06-06,34,0,3
2023-06-07,31,0,3
2023-06-08,40,1,2
2023-06-09,21,3,3
2023-06-10,12,2,6
2023-06-11,0,0,2
2023-06-12,14,4,6
2023-06-13,25,6,3
2023-06-14,55,3,11
2023-06-15,22,0,2
2023-06-16,47,1,0
2023-06-17,5,0,0
2023-06-18,0,0,1
2023-06-19,30,6,2
2023-06-20,43,6,1
2023-06-21,36,1,0
2023-06-22,81,0,1
2023-06-23,36,9,0
2023-06-24,0,0,0
2023-06-25,8,3,0
2023-06-26,49,4,0
2023-06-27,24,2,0
2023-06-28,21,0,0
2023-06-29,13,1,0
2023-06-30,44,4,0
2023-07-01,9,0,0
2023-07-02,0,0,0
2023-07-03,39,2,0
2023-07-04,48,7,0
2023-07-05,64,7,0
2023-07-06,42,2,0
2023-07-07,28,9,0
2023-07-08,1,0,1
2023-07-09,0,1,2
2023-07-10,47,3,1
2023-07-11,26,9,1
2023-07-12,29,3,3
2023-07-13,32,9,2
2023-07-14,39,6,3
2023-07-15,0,2,1
2023-07-16,0,0,4
2023-07-17,56,3,4
2023-07-18,43,3,2
2023-07-19,49,0,1
2023-07-20,45,2,3
2023-07-21,65,0,8
2023-07-22,1,4,1
2023-07-23,0,2,3
2023-07-24,51,0,5
2023-07-25,37,0,4
2023-07-26,51,0,0
2023-07-27,82,0,0
2023-07-28,65,0,0
2023-07-29,3,0,6
2023-07-30,0,0,7
2023-07-31,68,0,18
2023-08-01,44,0,6
2023-08-02,41,3,12
2023-08-03,84,1,4
2023-08-04,38,1,0
2023-08-05,0,0,0
2023-08-06,0,0,4
2023-08-07,53,2,2
2023-08-08,42,6,4
2023-08-09,36,3,4
2023-08-10,36,2,0
2023-08-11,37,1,0
2023-08-12,2,0,0
2023-08-13,3,0,1
2023-08-14,20,4,3
2023-08-15,13,5,0
2023-08-16,31,7,2
2023-08-17,42,5,1
2023-08-18,26,3,3
2023-08-19,1,0,0
2023-08-20,0,0,0
2023-08-21,30,2,0
