,home-assistant/core,node-red/node-red,ioBroker/ioBroker
2021-08-19,14,1,0
2021-08-20,36,0,0
2021-08-21,39,1,0
2021-08-22,18,0,0
2021-08-23,56,4,0
2021-08-24,60,0,0
2021-08-25,68,2,1
2021-08-26,40,9,0
2021-08-27,46,3,0
2021-08-28,28,0,0
2021-08-29,12,1,0
2021-08-30,61,0,0
2021-08-31,16,5,2
2021-09-01,41,1,0
2021-09-02,23,16,0
2021-09-03,47,1,0
2021-09-04,27,0,0
2021-09-05,5,1,0
2021-09-06,58,0,0
2021-09-07,12,7,0
2021-09-08,34,0,0
2021-09-09,18,0,0
2021-09-10,18,3,0
2021-09-11,23,0,0
2021-09-12,12,0,0
2021-09-13,22,2,0
2021-09-14,15,1,0
2021-09-15,10,0,0
2021-09-16,13,1,0
2021-09-17,20,0,0
2021-09-18,46,1,0
2021-09-19,9,0,0
2021-09-20,19,1,0
2021-09-21,16,2,0
2021-09-22,14,1,0
2021-09-23,31,0,0
2021-09-24,14,9,0
2021-09-25,13,1,0
2021-09-26,14,7,0
2021-09-27,42,9,0
2021-09-28,21,3,0
2021-09-29,43,15,0
2021-09-30,49,10,0
2021-10-01,31,3,0
2021-10-02,37,4,0
2021-10-03,25,0,0
2021-10-04,63,19,0
2021-10-05,46,11,0
2021-10-06,30,13,0
2021-10-07,25,5,0
2021-10-08,47,8,0
2021-10-09,15,0,0
2021-10-10,9,0,0
2021-10-11,55,3,0
2021-10-12,43,7,0
2021-10-13,28,5,0
2021-10-14,50,16,0
2021-10-15,64,0,1
2021-10-16,22,0,0
2021-10-17,47,0,0
2021-10-18,36,5,0
2021-10-19,42,6,0
2021-10-20,51,2,0
2021-10-21,24,5,0
2021-10-22,81,8,0
2021-10-23,40,0,0
2021-10-24,28,5,0
2021-10-25,62,12,0
2021-10-26,54,5,0
2021-10-27,55,0,0
2021-10-28,69,10,0
2021-10-29,53,0,0
2021-10-30,41,0,0
2021-10-31,31,0,0
2021-11-01,67,2,0
2021-11-02,34,0,0
2021-11-03,20,0,0
2021-11-04,32,0,0
2021-11-05,38,0,0
2021-11-06,19,0,0
2021-11-07,12,0,0
2021-11-08,24,5,0
2021-11-09,62,0,0
2021-11-10,17,0,0
2021-11-11,35,1,0
2021-11-12,21,1,0
2021-11-13,23,0,0
2021-11-14,36,0,0
2021-11-15,50,3,0
2021-11-16,25,1,0
2021-11-17,23,0,0
2021-11-18,50,1,1
2021-11-19,43,1,0
2021-11-20,21,0,0
2021-11-21,32,0,0
2021-11-22,37,13,0
2021-11-23,63,0,0
2021-11-24,48,1,2
2021-11-25,48,1,0
2021-11-26,15,1,0
2021-11-27,11,1,0
2021-11-28,15,0,0
2021-11-29,41,0,0
2021-11-30,80,0,0
2021-12-01,119,13,0
2021-12-02,71,3,0
2021-12-03,59,0,0
2021-12-04,31,0,0
2021-12-05,59,3,0
2021-12-06,61,0,0
2021-12-07,36,2,0
2021-12-08,107,0,0
2021-12-09,85,0,0
2021-12-10,50,1,0
2021-12-11,36,0,0
2021-12-12,35,0,0
2021-12-13,48,1,0
2021-12-14,42,0,0
2021-12-15,73,0,0
2021-12-16,163,0,0
2021-12-17,64,3,0
2021-12-18,22,0,0
2021-12-19,66,0,0
2021-12-20,112,1,0
2021-12-21,56,1,0
2021-12-22,55,0,0
2021-12-23,70,0,0
2021-12-24,16,1,0
2021-12-25,3,0,0
2021-12-26,8,4,0
2021-12-27,52,3,3
2021-12-28,34,1,0
2021-12-29,63,0,0
2021-12-30,23,0,0
2021-12-31,22,0,0
2022-01-01,12,0,0
2022-01-02,45,0,0
2022-01-03,77,5,0
2022-01-04,89,5,0
2022-01-05,92,1,0
2022-01-06,31,0,0
2022-01-07,46,3,0
2022-01-08,31,2,0
2022-01-09,18,3,0
2022-01-10,63,8,1
2022-01-11,85,6,0
2022-01-12,42,30,0
2022-01-13,53,14,0
2022-01-14,45,2,0
2022-01-15,16,3,0
2022-01-16,19,1,0
2022-01-17,101,2,0
2022-01-18,40,6,0
2022-01-19,68,1,0
2022-01-20,89,0,0
2022-01-21,44,0,0
2022-01-22,20,0,0
2022-01-23,69,0,0
2022-01-24,84,5,0
2022-01-25,45,17,0
2022-01-26,64,23,0
2022-01-27,53,12,0
2022-01-28,46,1,0
2022-01-29,37,0,0
2022-01-30,22,0,0
2022-01-31,70,3,0
2022-02-01,70,0,0
2022-02-02,35,4,0
2022-02-03,74,5,0
2022-02-04,61,1,0
2022-02-05,49,0,0
2022-02-06,65,0,0
2022-02-07,33,1,0
2022-02-08,62,1,0
2022-02-09,40,4,0
2022-02-10,40,0,3
2022-02-11,58,0,1
2022-02-12,31,1,1
2022-02-13,13,1,2
2022-02-14,42,14,0
2022-02-15,39,9,0
2022-02-16,83,0,0
2022-02-17,32,1,0
2022-02-18,55,3,0
2022-02-19,33,0,0
2022-02-20,25,0,0
2022-02-21,48,1,0
2022-02-22,46,0,0
2022-02-23,61,0,0
2022-02-24,41,1,0
2022-02-25,53,6,0
2022-02-26,42,3,0
2022-02-27,13,0,0
2022-02-28,25,5,0
2022-03-01,34,1,0
2022-03-02,58,0,0
2022-03-03,30,4,0
2022-03-04,31,3,0
2022-03-05,11,3,0
2022-03-06,29,0,0
2022-03-07,25,7,0
2022-03-08,43,5,0
2022-03-09,16,4,0
2022-03-10,15,1,0
2022-03-11,22,0,0
2022-03-12,31,5,0
2022-03-13,19,0,0
2022-03-14,35,6,0
2022-03-15,41,0,0
2022-03-16,12,0,0
2022-03-17,20,0,0
2022-03-18,23,0,0
2022-03-19,17,4,0
2022-03-20,21,3,0
2022-03-21,26,9,0
2022-03-22,43,2,0
2022-03-23,49,7,0
2022-03-24,26,6,0
2022-03-25,19,0,0
2022-03-26,13,0,0
2022-03-27,16,0,0
2022-03-28,42,2,0
2022-03-29,55,3,0
2022-03-30,95,5,0
2022-03-31,90,1,0
2022-04-01,57,0,0
2022-04-02,31,0,0
2022-04-03,52,6,0
2022-04-04,96,3,0
2022-04-05,68,8,0
2022-04-06,38,5,0
2022-04-07,109,0,0
2022-04-08,22,0,0
2022-04-09,11,0,0
2022-04-10,18,3,0
2022-04-11,49,4,0
2022-04-12,42,2,0
2022-04-13,44,0,0
2022-04-14,40,5,0
2022-04-15,22,2,0
2022-04-16,24,3,0
2022-04-17,4,1,0
2022-04-18,33,1,0
2022-04-19,31,7,0
2022-04-20,47,10,0
2022-04-21,23,9,0
2022-04-22,16,3,0
2022-04-23,108,4,0
2022-04-24,36,1,0
2022-04-25,52,8,0
2022-04-26,148,13,0
2022-04-27,74,15,0
2022-04-28,76,8,0
2022-04-29,49,5,0
2022-04-30,22,0,0
2022-05-01,17,1,0
2022-05-02,75,9,0
2022-05-03,44,15,0
2022-05-04,32,11,0
2022-05-05,42,13,0
2022-05-06,18,5,0
2022-05-07,12,4,0
2022-05-08,32,5,0
2022-05-09,49,13,0
2022-05-10,14,4,0
2022-05-11,17,1,0
2022-05-12,50,3,0
2022-05-13,47,2,0
2022-05-14,21,0,0
2022-05-15,18,1,0
2022-05-16,32,4,0
2022-05-17,35,0,2
2022-05-18,71,1,8
2022-05-19,37,0,8
2022-05-20,24,0,2
2022-05-21,16,0,17
2022-05-22,13,6,31
2022-05-23,72,1,11
2022-05-24,34,2,0
2022-05-25,49,4,2
2022-05-26,32,3,0
2022-05-27,45,3,0
2022-05-28,7,1,0
2022-05-29,22,0,0
2022-05-30,52,0,0
2022-05-31,60,0,0
2022-06-01,42,0,0
2022-06-02,42,0,0
2022-06-03,26,0,1
2022-06-04,21,0,0
2022-06-05,18,0,0
2022-06-06,43,0,0
2022-06-07,31,0,0
2022-06-08,20,3,0
2022-06-09,15,11,0
2022-06-10,41,4,0
2022-06-11,11,2,0
2022-06-12,2,2,0
2022-06-13,35,8,0
2022-06-14,34,3,0
2022-06-15,18,3,1
2022-06-16,24,29,0
2022-06-17,17,6,0
2022-06-18,7,6,0
2022-06-19,15,1,0
2022-06-20,38,4,0
2022-06-21,26,6,0
2022-06-22,71,3,0
2022-06-23,42,1,0
2022-06-24,20,0,0
2022-06-25,12,2,0
2022-06-26,4,7,0
2022-06-27,23,20,0
2022-06-28,89,14,0
2022-06-29,77,11,0
2022-06-30,68,10,0
2022-07-01,21,8,0
2022-07-02,12,1,0
2022-07-03,24,4,0
2022-07-04,29,10,0
2022-07-05,38,2,0
2022-07-06,38,10,0
2022-07-07,45,3,0
2022-07-08,50,9,0
2022-07-09,55,0,0
2022-07-10,65,0,0
2022-07-11,58,11,0
2022-07-12,16,8,0
2022-07-13,35,6,0
2022-07-14,47,8,0
2022-07-15,32,0,0
2022-07-16,20,1,0
2022-07-17,16,0,0
2022-07-18,20,0,0
2022-07-19,18,0,0
2022-07-20,69,10,0
2022-07-21,14,13,0
2022-07-22,25,2,0
2022-07-23,13,2,0
2022-07-24,18,1,0
2022-07-25,18,1,0
2022-07-26,42,1,0
2022-07-27,30,1,0
2022-07-28,35,1,0
2022-07-29,20,1,0
2022-07-30,15,0,0
2022-07-31,36,0,0
2022-08-01,18,3,0
2022-08-02,52,0,0
2022-08-03,34,0,0
2022-08-04,55,14,0
2022-08-05,14,1,0
2022-08-06,8,0,0
2022-08-07,37,0,0
2022-08-08,20,0,0
2022-08-09,36,0,0
2022-08-10,22,0,0
2022-08-11,22,0,0
2022-08-12,29,5,0
2022-08-13,16,1,0
2022-08-14,6,5,0
2022-08-15,31,0,0
2022-08-16,51,1,0
2022-08-17,33,1,0
2022-08-18,42,2,0
2022-08-19,30,0,0
2022-08-20,23,0,0
2022-08-21,13,0,0
2022-08-22,24,0,0
2022-08-23,15,0,0
2022-08-24,23,0,0
2022-08-25,47,0,0
2022-08-26,37,0,0
2022-08-27,14,1,0
2022-08-28,14,0,0
2022-08-29,36,0,0
2022-08-30,45,1,0
2022-08-31,47,0,0
2022-09-01,33,0,0
2022-09-02,32,5,0
2022-09-03,18,6,0
2022-09-04,38,4,0
2022-09-05,45,1,0
2022-09-06,64,4,0
2022-09-07,33,0,0
2022-09-08,48,1,0
2022-09-09,26,0,0
2022-09-10,51,1,0
2022-09-11,24,0,0
