,grafana/grafana,getsentry/sentry,elastic/kibana
2020-05-29,8,21,21
2020-05-30,0,1,3
2020-05-31,2,0,1
2020-06-01,10,17,18
2020-06-02,9,20,23
2020-06-03,14,15,38
2020-06-04,10,17,35
2020-06-05,13,12,31
2020-06-06,0,0,1
2020-06-07,0,0,0
2020-06-08,15,18,29
2020-06-09,14,28,38
2020-06-10,9,30,38
2020-06-11,13,25,32
2020-06-12,1,30,30
2020-06-13,1,1,4
2020-06-14,0,0,0
2020-06-15,11,23,35
2020-06-16,18,27,35
2020-06-17,16,22,24
2020-06-18,9,31,44
2020-06-19,0,5,8
2020-06-20,0,0,3
2020-06-21,0,0,0
2020-06-22,16,31,0
2020-06-23,12,15,26
2020-06-24,14,17,29
2020-06-25,15,16,50
2020-06-26,11,22,41
2020-06-27,0,0,3
2020-06-28,1,0,0
2020-06-29,20,33,41
2020-06-30,32,26,45
2020-07-01,28,15,44
2020-07-02,15,26,52
2020-07-03,11,2,24
2020-07-04,5,0,1
2020-07-05,0,0,2
2020-07-06,17,27,47
2020-07-07,15,21,43
2020-07-08,19,17,44
2020-07-09,20,20,68
2020-07-10,9,18,16
2020-07-11,2,0,0
2020-07-12,0,0,0
2020-07-13,19,17,77
2020-07-14,10,24,106
2020-07-15,14,25,71
2020-07-16,16,19,48
2020-07-17,17,22,42
2020-07-18,2,0,1
2020-07-19,0,0,0
2020-07-20,10,14,42
2020-07-21,8,18,46
2020-07-22,15,20,58
2020-07-23,14,12,53
2020-07-24,14,18,12
2020-07-25,1,0,1
2020-07-26,3,1,3
2020-07-27,11,15,32
2020-07-28,10,17,62
2020-07-29,7,12,44
2020-07-30,7,5,40
2020-07-31,12,11,38
2020-08-01,1,0,8
2020-08-02,0,0,0
2020-08-03,8,2,35
2020-08-04,7,2,34
2020-08-05,9,2,35
2020-08-06,9,0,26
2020-08-07,9,1,3
2020-08-08,1,0,0
2020-08-09,1,0,0
2020-08-10,10,23,24
2020-08-11,5,15,31
2020-08-12,10,20,23
2020-08-13,13,19,25
2020-08-14,6,15,29
2020-08-15,0,3,6
2020-08-16,0,0,0
2020-08-17,9,14,25
2020-08-18,6,15,34
2020-08-19,14,25,37
2020-08-20,18,15,32
2020-08-21,6,9,31
2020-08-22,0,0,3
2020-08-23,2,0,1
2020-08-24,12,20,38
2020-08-25,16,15,26
2020-08-26,9,29,34
2020-08-27,11,30,34
2020-08-28,7,32,9
2020-08-29,0,0,0
2020-08-30,0,0,0
2020-08-31,8,13,33
2020-09-01,8,26,37
2020-09-02,9,32,32
2020-09-03,10,19,39
2020-09-04,8,22,41
2020-09-05,0,0,0
2020-09-06,0,0,1
2020-09-07,15,11,18
2020-09-08,25,20,31
2020-09-09,22,20,41
2020-09-10,6,22,29
2020-09-11,14,13,7
2020-09-12,2,0,0
2020-09-13,0,0,2
2020-09-14,11,18,44
2020-09-15,18,40,50
2020-09-16,8,21,45
2020-09-17,12,23,48
2020-09-18,6,14,41
2020-09-19,1,0,2
2020-09-20,1,0,2
2020-09-21,12,21,31
2020-09-22,14,28,37
2020-09-23,22,22,48
2020-09-24,23,20,59
2020-09-25,26,19,11
2020-09-26,3,1,0
2020-09-27,0,0,0
2020-09-28,14,23,47
2020-09-29,18,25,60
2020-09-30,19,22,63
2020-10-01,23,31,81
2020-10-02,10,23,53
2020-10-03,5,1,6
2020-10-04,2,0,3
2020-10-05,15,24,73
2020-10-06,7,23,97
2020-10-07,13,18,41
2020-10-08,19,20,30
2020-10-09,20,29,4
2020-10-10,0,0,0
2020-10-11,0,0,0
2020-10-12,15,9,31
2020-10-13,22,22,48
2020-10-14,29,13,45
2020-10-15,13,46,41
2020-10-16,19,35,45
2020-10-17,6,0,2
2020-10-18,0,0,0
2020-10-19,15,28,34
2020-10-20,15,33,47
2020-10-21,18,24,40
2020-10-22,18,27,30
2020-10-23,10,28,3
2020-10-24,1,0,0
2020-10-25,0,0,1
2020-10-26,17,15,31
2020-10-27,9,25,36
2020-10-28,16,24,30
2020-10-29,14,27,36
2020-10-30,10,24,33
2020-10-31,1,0,1
2020-11-01,1,0,1
2020-11-02,14,11,46
2020-11-03,16,32,46
2020-11-04,13,21,32
2020-11-05,22,37,36
2020-11-06,6,24,35
2020-11-07,0,1,4
2020-11-08,0,0,4
2020-11-09,24,16,36
2020-11-10,15,22,41
2020-11-11,27,37,32
2020-11-12,13,49,35
2020-11-13,14,25,4
2020-11-14,2,2,4
2020-11-15,2,1,1
2020-11-16,3,28,29
2020-11-17,20,33,34
2020-11-18,21,34,41
2020-11-19,15,24,47
2020-11-20,14,38,50
2020-11-21,2,0,1
2020-11-22,0,0,8
2020-11-23,8,21,45
2020-11-24,17,25,49
2020-11-25,20,10,29
2020-11-26,11,16,11
2020-11-27,9,9,2
2020-11-28,0,0,1
2020-11-29,4,0,0
2020-11-30,0,25,38
2020-12-01,19,39,37
2020-12-02,32,26,38
2020-12-03,18,27,41
2020-12-04,21,32,36
2020-12-05,0,3,5
2020-12-06,0,0,1
2020-12-07,16,25,33
2020-12-08,17,18,60
2020-12-09,12,31,53
2020-12-10,11,28,68
2020-12-11,13,25,10
2020-12-12,1,1,4
2020-12-13,0,0,5
2020-12-14,16,41,55
2020-12-15,21,30,70
2020-12-16,17,44,47
2020-12-17,18,42,41
2020-12-18,0,15,39
2020-12-19,0,2,7
2020-12-20,2,0,4
2020-12-21,6,19,30
2020-12-22,6,21,32
2020-12-23,6,4,20
2020-12-24,0,1,6
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,4,0,10
2020-12-29,2,0,9
2020-12-30,2,0,9
2020-12-31,1,0,2
2021-01-01,5,0,2
2021-01-02,1,0,0
2021-01-03,0,0,0
2021-01-04,2,19,49
2021-01-05,8,28,43
2021-01-06,13,22,53
2021-01-07,18,27,38
2021-01-08,15,21,4
2021-01-09,0,0,0
2021-01-10,3,0,0
2021-01-11,19,14,39
2021-01-12,16,23,44
2021-01-13,12,19,53
2021-01-14,24,33,33
2021-01-15,18,27,40
2021-01-16,4,0,5
2021-01-17,1,0,1
2021-01-18,16,17,13
2021-01-19,35,16,36
2021-01-20,27,23,40
2021-01-21,23,22,44
2021-01-22,15,37,7
2021-01-23,1,2,0
2021-01-24,1,0,0
2021-01-25,12,20,45
2021-01-26,19,18,32
2021-01-27,13,42,41
2021-01-28,14,49,41
2021-01-29,18,27,40
2021-01-30,0,2,3
2021-01-31,1,0,2
2021-02-01,12,24,42
2021-02-02,18,31,53
2021-02-03,19,41,44
2021-02-04,17,34,30
2021-02-05,7,28,40
2021-02-06,2,2,4
2021-02-07,0,0,3
2021-02-08,9,23,36
2021-02-09,19,41,53
2021-02-10,18,36,51
2021-02-11,13,31,62
2021-02-12,11,26,15
2021-02-13,2,2,5
2021-02-14,0,1,1
2021-02-15,15,13,29
2021-02-16,11,14,50
2021-02-17,13,25,71
2021-02-18,12,30,49
2021-02-19,10,29,30
2021-02-20,1,1,2
2021-02-21,1,0,3
2021-02-22,8,19,45
2021-02-23,19,22,59
2021-02-24,19,30,41
2021-02-25,15,21,43
2021-02-26,9,11,10
2021-02-27,2,0,1
2021-02-28,1,0,2
2021-03-01,8,24,33
2021-03-02,22,28,57
2021-03-03,15,24,53
2021-03-04,21,22,41
2021-03-05,17,23,37
2021-03-06,1,1,8
2021-03-07,1,0,2
2021-03-08,16,21,38
2021-03-09,14,42,49
2021-03-10,15,23,46
2021-03-11,23,20,33
2021-03-12,15,19,3
2021-03-13,0,0,0
2021-03-14,0,0,1
2021-03-15,13,22,27
2021-03-16,21,26,43
2021-03-17,19,36,30
2021-03-18,27,15,33
2021-03-19,12,20,5
2021-03-20,0,0,2
2021-03-21,0,1,1
2021-03-22,18,36,15
2021-03-23,25,27,37
2021-03-24,20,32,34
2021-03-25,14,29,39
2021-03-26,20,24,44
2021-03-27,0,2,5
2021-03-28,0,0,0
2021-03-29,37,42,30
2021-03-30,23,32,46
2021-03-31,19,36,41
2021-04-01,21,27,30
2021-04-02,17,24,14
2021-04-03,1,2,1
2021-04-04,0,0,3
2021-04-05,8,23,20
2021-04-06,18,29,30
2021-04-07,26,36,47
2021-04-08,19,82,48
2021-04-09,18,24,10
2021-04-10,0,0,0
2021-04-11,0,2,0
2021-04-12,17,22,49
2021-04-13,27,32,51
2021-04-14,23,43,45
2021-04-15,19,38,48
2021-04-16,21,34,14
2021-04-17,2,0,3
2021-04-18,0,0,7
2021-04-19,19,43,48
2021-04-20,25,40,92
2021-04-21,23,43,45
2021-04-22,23,45,35
2021-04-23,25,25,31
2021-04-24,4,0,4
2021-04-25,3,1,0
2021-04-26,22,36,42
2021-04-27,36,45,33
2021-04-28,34,30,33
2021-04-29,20,19,40
2021-04-30,27,18,48
2021-05-01,2,0,3
2021-05-02,9,0,0
2021-05-03,24,26,36
2021-05-04,30,28,44
2021-05-05,25,25,32
2021-05-06,24,26,40
2021-05-07,3,17,3
2021-05-08,1,0,1
2021-05-09,0,0,0
2021-05-10,36,18,33
2021-05-11,46,21,36
2021-05-12,54,21,45
2021-05-13,27,7,28
2021-05-14,25,16,23
2021-05-15,1,0,1
2021-05-16,0,0,1
2021-05-17,31,36,19
2021-05-18,42,27,27
2021-05-19,58,25,18
2021-05-20,45,17,18
2021-05-21,0,12,1
2021-05-22,1,0,2
2021-05-23,0,0,0
2021-05-24,19,7,15
2021-05-25,18,27,18
2021-05-26,29,17,40
2021-05-27,35,20,37
2021-05-28,39,6,30
2021-05-29,4,0,3
2021-05-30,0,0,0
2021-05-31,25,15,11
2021-06-01,27,16,31
2021-06-02,30,27,30
2021-06-03,34,14,31
2021-06-04,39,16,33
2021-06-05,1,0,1
2021-06-06,0,0,0
2021-06-07,13,13,24
2021-06-08,11,33,38
2021-06-09,17,30,43
2021-06-10,17,25,41
2021-06-11,18,25,7
2021-06-12,0,2,3
2021-06-13,0,0,0
2021-06-14,18,22,34
2021-06-15,27,36,44
2021-06-16,14,26,50
2021-06-17,24,26,51
2021-06-18,10,16,21
2021-06-19,1,0,0
2021-06-20,0,0,0
2021-06-21,11,34,46
