,godotengine/godot,MonoGame/MonoGame,4ian/GDevelop
2020-03-17,19,0,3
2020-03-18,32,0,6
2020-03-19,15,2,3
2020-03-20,17,3,1
2020-03-21,6,0,1
2020-03-22,7,0,6
2020-03-23,6,2,1
2020-03-24,16,3,2
2020-03-25,13,6,3
2020-03-26,30,1,0
2020-03-27,19,11,0
2020-03-28,14,0,1
2020-03-29,3,1,2
2020-03-30,23,0,2
2020-03-31,17,3,2
2020-04-01,15,0,3
2020-04-02,21,1,0
2020-04-03,15,0,0
2020-04-04,18,0,3
2020-04-05,10,2,8
2020-04-06,19,0,0
2020-04-07,21,2,1
2020-04-08,15,0,3
2020-04-09,12,0,4
2020-04-10,40,6,6
2020-04-11,8,9,2
2020-04-12,11,0,4
2020-04-13,22,7,4
2020-04-14,19,0,5
2020-04-15,15,1,2
2020-04-16,13,4,4
2020-04-17,28,0,1
2020-04-18,6,0,15
2020-04-19,5,0,1
2020-04-20,24,0,3
2020-04-21,29,0,1
2020-04-22,18,3,2
2020-04-23,15,1,2
2020-04-24,16,4,3
2020-04-25,8,2,0
2020-04-26,11,0,1
2020-04-27,16,0,4
2020-04-28,21,0,0
2020-04-29,36,0,11
2020-04-30,29,0,3
2020-05-01,17,2,9
2020-05-02,6,0,3
2020-05-03,17,0,2
2020-05-04,11,0,4
2020-05-05,17,0,1
2020-05-06,16,0,0
2020-05-07,22,0,0
2020-05-08,16,0,7
2020-05-09,26,0,1
2020-05-10,33,1,10
2020-05-11,30,2,0
2020-05-12,22,0,0
2020-05-13,15,2,2
2020-05-14,16,1,5
2020-05-15,21,0,1
2020-05-16,27,1,5
2020-05-17,7,0,7
2020-05-18,25,17,2
2020-05-19,18,1,2
2020-05-20,13,2,0
2020-05-21,13,0,0
2020-05-22,22,0,1
2020-05-23,4,0,0
2020-05-24,8,1,2
2020-05-25,25,1,1
2020-05-26,14,4,2
2020-05-27,22,5,0
2020-05-28,15,0,0
2020-05-29,14,0,3
2020-05-30,9,0,1
2020-05-31,6,0,1
2020-06-01,3,0,3
2020-06-02,7,2,0
2020-06-03,38,2,1
2020-06-04,21,0,2
2020-06-05,16,5,0
2020-06-06,14,6,0
2020-06-07,7,1,0
2020-06-08,15,3,0
2020-06-09,13,2,3
2020-06-10,19,2,4
2020-06-11,21,0,3
2020-06-12,9,0,1
2020-06-13,8,4,9
2020-06-14,12,3,5
2020-06-15,45,4,3
2020-06-16,26,0,0
2020-06-17,9,0,2
2020-06-18,20,1,1
2020-06-19,29,0,0
2020-06-20,13,1,3
2020-06-21,14,2,10
2020-06-22,20,0,0
2020-06-23,13,1,4
2020-06-24,22,0,0
2020-06-25,13,0,1
2020-06-26,15,0,0
2020-06-27,14,0,3
2020-06-28,7,0,0
2020-06-29,17,0,0
2020-06-30,23,0,2
2020-07-01,41,0,1
2020-07-02,45,0,3
2020-07-03,48,5,4
2020-07-04,21,1,0
2020-07-05,17,2,1
2020-07-06,22,1,1
2020-07-07,7,0,1
2020-07-08,7,0,0
2020-07-09,18,0,0
2020-07-10,33,0,0
2020-07-11,14,0,0
2020-07-12,3,0,0
2020-07-13,17,0,0
2020-07-14,40,0,3
2020-07-15,26,0,3
2020-07-16,4,0,1
2020-07-17,4,0,1
2020-07-18,2,0,0
2020-07-19,0,1,7
2020-07-20,49,1,1
2020-07-21,27,1,0
2020-07-22,22,1,0
2020-07-23,40,0,0
2020-07-24,22,5,0
2020-07-25,23,3,18
2020-07-26,37,1,12
2020-07-27,45,10,7
2020-07-28,19,8,6
2020-07-29,20,14,0
2020-07-30,14,7,0
2020-07-31,31,2,0
2020-08-01,6,3,0
2020-08-02,4,0,5
2020-08-03,9,1,1
2020-08-04,6,6,0
2020-08-05,10,1,3
2020-08-06,2,5,0
2020-08-07,2,6,1
2020-08-08,9,7,3
2020-08-09,3,0,1
2020-08-10,8,13,1
2020-08-11,34,4,0
2020-08-12,8,5,3
2020-08-13,19,2,1
2020-08-14,21,0,0
2020-08-15,9,1,0
2020-08-16,6,1,0
2020-08-17,11,4,4
2020-08-18,16,0,2
2020-08-19,22,4,5
2020-08-20,8,2,1
2020-08-21,14,0,1
2020-08-22,6,0,0
2020-08-23,6,1,0
2020-08-24,6,0,4
2020-08-25,15,0,2
2020-08-26,15,0,2
2020-08-27,15,0,0
2020-08-28,17,0,1
2020-08-29,18,2,4
2020-08-30,7,0,8
2020-08-31,28,0,4
2020-09-01,49,1,2
2020-09-02,24,1,0
2020-09-03,28,0,8
2020-09-04,22,1,0
2020-09-05,10,0,0
2020-09-06,18,0,0
2020-09-07,22,0,0
2020-09-08,21,0,2
2020-09-09,27,0,0
2020-09-10,35,1,4
2020-09-11,20,0,0
2020-09-12,11,0,0
2020-09-13,12,0,1
2020-09-14,14,0,0
2020-09-15,22,0,2
2020-09-16,6,0,0
2020-09-17,8,0,0
2020-09-18,19,0,1
2020-09-19,3,0,1
2020-09-20,4,0,2
2020-09-21,7,0,0
2020-09-22,10,0,0
2020-09-23,35,0,2
2020-09-24,26,0,0
2020-09-25,12,0,0
2020-09-26,6,0,0
2020-09-27,19,0,5
2020-09-28,17,0,0
2020-09-29,22,0,0
2020-09-30,11,0,0
2020-10-01,24,1,0
2020-10-02,26,0,2
2020-10-03,11,0,3
2020-10-04,8,0,0
2020-10-05,9,0,2
2020-10-06,11,0,0
2020-10-07,5,0,0
2020-10-08,20,0,6
2020-10-09,20,0,1
2020-10-10,6,0,4
2020-10-11,1,0,3
2020-10-12,16,0,0
2020-10-13,25,0,2
2020-10-14,11,1,10
2020-10-15,28,0,2
2020-10-16,12,0,4
2020-10-17,11,0,3
2020-10-18,16,0,1
2020-10-19,35,2,8
2020-10-20,20,0,0
2020-10-21,11,0,2
2020-10-22,20,0,2
2020-10-23,8,0,1
2020-10-24,12,0,0
2020-10-25,8,0,1
2020-10-26,33,0,10
2020-10-27,19,5,1
2020-10-28,14,3,0
2020-10-29,18,1,10
2020-10-30,10,2,0
2020-10-31,3,0,3
2020-11-01,9,0,0
2020-11-02,2,2,1
2020-11-03,8,0,3
2020-11-04,10,0,1
2020-11-05,3,1,1
2020-11-06,20,0,0
2020-11-07,10,0,7
2020-11-08,6,0,1
2020-11-09,27,0,0
2020-11-10,38,0,0
2020-11-11,14,1,1
2020-11-12,11,0,3
2020-11-13,15,0,0
2020-11-14,14,1,1
2020-11-15,13,0,2
2020-11-16,39,0,1
2020-11-17,25,0,0
2020-11-18,16,3,1
2020-11-19,24,0,0
2020-11-20,20,0,4
2020-11-21,12,0,0
2020-11-22,8,0,2
2020-11-23,25,0,0
2020-11-24,6,0,0
2020-11-25,25,0,3
2020-11-26,31,0,1
2020-11-27,21,0,1
2020-11-28,19,0,0
2020-11-29,7,0,1
2020-11-30,23,0,1
2020-12-01,11,0,2
2020-12-02,17,0,0
2020-12-03,30,0,2
2020-12-04,24,0,0
2020-12-05,23,0,1
2020-12-06,13,0,0
2020-12-07,19,0,0
2020-12-08,25,3,0
2020-12-09,31,0,1
2020-12-10,29,0,3
2020-12-11,15,0,4
2020-12-12,9,4,3
2020-12-13,7,3,1
2020-12-14,17,0,0
2020-12-15,20,0,0
2020-12-16,23,0,2
2020-12-17,24,0,3
2020-12-18,21,0,4
2020-12-19,18,0,1
2020-12-20,18,0,1
2020-12-21,15,0,2
2020-12-22,12,0,1
2020-12-23,24,0,3
2020-12-24,16,0,3
2020-12-25,11,0,0
2020-12-26,12,0,1
2020-12-27,24,0,0
2020-12-28,32,0,1
2020-12-29,29,1,3
2020-12-30,16,0,1
2020-12-31,4,0,1
2021-01-01,18,0,3
2021-01-02,5,0,0
2021-01-03,6,0,2
2021-01-04,26,0,2
2021-01-05,37,0,3
2021-01-06,17,0,1
2021-01-07,14,0,1
2021-01-08,25,2,25
2021-01-09,7,0,1
2021-01-10,15,0,1
2021-01-11,32,0,2
2021-01-12,19,5,2
2021-01-13,13,2,4
2021-01-14,12,0,4
2021-01-15,24,0,1
2021-01-16,8,7,1
2021-01-17,3,1,4
2021-01-18,23,0,3
2021-01-19,14,0,4
2021-01-20,5,0,0
2021-01-21,3,2,2
2021-01-22,4,0,4
2021-01-23,2,0,4
2021-01-24,6,0,1
2021-01-25,29,0,2
2021-01-26,44,0,0
2021-01-27,17,0,0
2021-01-28,13,1,4
2021-01-29,15,0,1
2021-01-30,5,0,7
2021-01-31,3,1,3
2021-02-01,31,0,2
2021-02-02,24,0,1
2021-02-03,17,1,0
2021-02-04,20,0,3
2021-02-05,14,0,1
2021-02-06,13,0,8
2021-02-07,20,0,1
2021-02-08,24,12,2
2021-02-09,15,6,2
2021-02-10,15,1,1
2021-02-11,25,0,1
2021-02-12,24,0,0
2021-02-13,16,0,0
2021-02-14,23,0,0
2021-02-15,23,2,1
2021-02-16,30,2,3
2021-02-17,26,0,1
2021-02-18,44,0,7
2021-02-19,37,0,0
2021-02-20,13,0,2
2021-02-21,23,0,2
2021-02-22,25,0,5
2021-02-23,9,0,1
2021-02-24,38,2,3
2021-02-25,39,0,0
2021-02-26,24,0,0
2021-02-27,17,0,5
2021-02-28,15,0,1
2021-03-01,33,2,1
2021-03-02,22,0,4
2021-03-03,21,0,4
2021-03-04,25,1,2
2021-03-05,17,0,0
2021-03-06,17,0,4
2021-03-07,17,0,2
2021-03-08,23,0,6
2021-03-09,17,0,3
2021-03-10,9,0,2
2021-03-11,11,0,0
2021-03-12,23,0,0
2021-03-13,31,0,7
2021-03-14,21,1,5
2021-03-15,16,1,3
2021-03-16,25,0,0
2021-03-17,29,0,1
2021-03-18,25,0,1
2021-03-19,16,0,0
2021-03-20,30,0,2
2021-03-21,9,0,0
2021-03-22,28,0,0
2021-03-23,28,2,3
2021-03-24,16,0,0
2021-03-25,15,0,2
2021-03-26,11,0,0
2021-03-27,6,0,4
2021-03-28,9,0,5
2021-03-29,18,0,1
2021-03-30,20,0,0
2021-03-31,21,0,0
2021-04-01,4,0,2
2021-04-02,7,7,1
2021-04-03,5,0,2
2021-04-04,12,0,0
2021-04-05,31,0,2
2021-04-06,28,0,2
2021-04-07,12,0,1
2021-04-08,12,0,1
2021-04-09,16,0,2
