,decaporg/decap-cms,TryGhost/Ghost,strapi/strapi
2019-03-02,1,0,15
2019-03-03,0,0,0
2019-03-04,0,13,1
2019-03-05,0,16,4
2019-03-06,0,15,14
2019-03-07,1,16,27
2019-03-08,4,1,18
2019-03-09,0,1,3
2019-03-10,0,2,0
2019-03-11,5,40,12
2019-03-12,0,25,23
2019-03-13,0,23,6
2019-03-14,6,10,14
2019-03-15,6,7,12
2019-03-16,2,0,0
2019-03-17,2,6,0
2019-03-18,2,8,2
2019-03-19,0,9,3
2019-03-20,3,0,13
2019-03-21,5,9,32
2019-03-22,8,7,9
2019-03-23,1,0,4
2019-03-24,0,0,0
2019-03-25,10,19,7
2019-03-26,2,6,7
2019-03-27,1,5,9
2019-03-28,17,0,10
2019-03-29,7,0,7
2019-03-30,0,0,2
2019-03-31,0,0,0
2019-04-01,0,4,1
2019-04-02,3,12,17
2019-04-03,0,4,34
2019-04-04,5,12,15
2019-04-05,5,4,9
2019-04-06,0,1,0
2019-04-07,0,0,0
2019-04-08,0,9,14
2019-04-09,0,8,15
2019-04-10,6,0,15
2019-04-11,0,2,3
2019-04-12,1,0,11
2019-04-13,0,2,0
2019-04-14,0,0,0
2019-04-15,0,10,2
2019-04-16,1,78,29
2019-04-17,0,28,16
2019-04-18,0,16,18
2019-04-19,0,1,2
2019-04-20,0,1,0
2019-04-21,0,1,0
2019-04-22,0,16,4
2019-04-23,0,13,5
2019-04-24,0,10,5
2019-04-25,0,4,5
2019-04-26,0,0,10
2019-04-27,0,0,1
2019-04-28,0,0,0
2019-04-29,0,10,3
2019-04-30,0,11,5
2019-05-01,0,13,0
2019-05-02,0,6,8
2019-05-03,0,2,10
2019-05-04,0,3,0
2019-05-05,0,0,5
2019-05-06,0,16,7
2019-05-07,0,106,4
2019-05-08,0,5,2
2019-05-09,3,0,0
2019-05-10,3,0,0
2019-05-11,0,0,0
2019-05-12,0,0,0
2019-05-13,0,14,22
2019-05-14,0,4,14
2019-05-15,1,1,17
2019-05-16,0,0,8
2019-05-17,0,0,15
2019-05-18,0,0,0
2019-05-19,0,0,0
2019-05-20,1,8,3
2019-05-21,0,3,4
2019-05-22,1,2,4
2019-05-23,0,5,6
2019-05-24,0,1,21
2019-05-25,1,0,1
2019-05-26,0,0,1
2019-05-27,0,12,7
2019-05-28,0,5,17
2019-05-29,1,0,19
2019-05-30,0,0,0
2019-05-31,0,0,11
2019-06-01,0,0,2
2019-06-02,0,0,2
2019-06-03,1,9,11
2019-06-04,1,5,14
2019-06-05,0,2,7
2019-06-06,0,4,6
2019-06-07,2,1,8
2019-06-08,0,0,4
2019-06-09,0,1,0
2019-06-10,0,8,11
2019-06-11,0,6,16
2019-06-12,0,0,23
2019-06-13,1,1,18
2019-06-14,6,0,24
2019-06-15,0,0,2
2019-06-16,0,0,11
2019-06-17,0,9,5
2019-06-18,2,12,15
2019-06-19,1,7,11
2019-06-20,0,6,8
2019-06-21,0,9,20
2019-06-22,0,0,1
2019-06-23,0,0,1
2019-06-24,4,15,4
2019-06-25,0,14,0
2019-06-26,6,6,0
2019-06-27,0,1,7
2019-06-28,3,0,3
2019-06-29,0,0,2
2019-06-30,0,0,0
2019-07-01,0,16,8
2019-07-02,0,37,47
2019-07-03,0,1,3
2019-07-04,1,6,26
2019-07-05,0,5,14
2019-07-06,0,0,3
2019-07-07,0,0,0
2019-07-08,0,7,21
2019-07-09,0,13,32
2019-07-10,0,0,26
2019-07-11,3,5,28
2019-07-12,1,3,18
2019-07-13,0,0,1
2019-07-14,0,0,0
2019-07-15,0,27,21
2019-07-16,0,5,32
2019-07-17,0,14,13
2019-07-18,1,4,26
2019-07-19,0,1,7
2019-07-20,0,0,0
2019-07-21,0,0,0
2019-07-22,0,26,14
2019-07-23,0,6,46
2019-07-24,8,4,19
2019-07-25,0,18,28
2019-07-26,0,0,5
2019-07-27,1,0,0
2019-07-28,0,0,2
2019-07-29,0,14,18
2019-07-30,0,15,21
2019-07-31,0,2,24
2019-08-01,0,9,38
2019-08-02,0,1,16
2019-08-03,0,0,1
2019-08-04,0,0,0
2019-08-05,0,10,15
2019-08-06,0,8,18
2019-08-07,1,5,4
2019-08-08,0,3,28
2019-08-09,0,35,14
2019-08-10,0,0,1
2019-08-11,0,0,1
2019-08-12,0,19,20
2019-08-13,0,9,20
2019-08-14,0,7,2
2019-08-15,0,2,0
2019-08-16,0,5,0
2019-08-17,0,0,0
2019-08-18,0,0,5
2019-08-19,0,13,11
2019-08-20,0,5,7
2019-08-21,0,2,7
2019-08-22,0,4,18
2019-08-23,0,1,19
2019-08-24,7,0,0
2019-08-25,0,0,0
2019-08-26,0,11,12
2019-08-27,0,17,7
2019-08-28,3,9,27
2019-08-29,1,2,2
2019-08-30,0,0,0
2019-08-31,0,0,2
2019-09-01,0,0,0
2019-09-02,0,14,8
2019-09-03,3,9,8
2019-09-04,12,1,9
2019-09-05,11,10,11
2019-09-06,0,14,18
2019-09-07,0,0,0
2019-09-08,1,0,0
2019-09-09,4,27,51
2019-09-10,1,16,40
2019-09-11,0,11,34
2019-09-12,0,11,18
2019-09-13,0,4,18
2019-09-14,0,0,0
2019-09-15,0,3,12
2019-09-16,0,34,19
2019-09-17,0,12,29
2019-09-18,0,6,15
2019-09-19,0,3,7
2019-09-20,0,2,14
2019-09-21,0,0,0
2019-09-22,0,1,1
2019-09-23,0,18,16
2019-09-24,5,4,20
2019-09-25,2,26,16
2019-09-26,4,21,19
2019-09-27,3,0,15
2019-09-28,1,0,0
2019-09-29,0,0,0
2019-09-30,6,23,3
2019-10-01,1,19,14
2019-10-02,0,36,18
2019-10-03,0,16,10
2019-10-04,0,9,16
2019-10-05,0,4,9
2019-10-06,0,14,0
2019-10-07,0,14,27
2019-10-08,0,14,31
2019-10-09,0,49,8
2019-10-10,0,31,17
2019-10-11,2,41,17
2019-10-12,0,3,3
2019-10-13,0,1,0
2019-10-14,0,23,13
2019-10-15,0,7,33
2019-10-16,0,16,7
2019-10-17,0,13,3
2019-10-18,0,7,12
2019-10-19,0,6,2
2019-10-20,0,13,1
2019-10-21,0,27,11
2019-10-22,8,0,18
2019-10-23,18,1,16
2019-10-24,10,4,18
2019-10-25,0,0,5
2019-10-26,1,0,6
2019-10-27,2,0,0
2019-10-28,6,26,8
2019-10-29,3,13,38
2019-10-30,1,9,5
2019-10-31,0,8,4
2019-11-01,0,2,2
2019-11-02,0,0,1
2019-11-03,2,0,1
2019-11-04,0,39,12
2019-11-05,2,38,10
2019-11-06,0,72,16
2019-11-07,5,43,7
2019-11-08,1,30,4
2019-11-09,0,0,1
2019-11-10,2,0,0
2019-11-11,5,23,0
2019-11-12,1,0,2
2019-11-13,4,22,46
2019-11-14,1,15,9
2019-11-15,0,12,6
2019-11-16,1,4,1
2019-11-17,2,0,0
2019-11-18,4,27,9
2019-11-19,0,1,4
2019-11-20,3,4,131
2019-11-21,2,2,24
2019-11-22,0,10,13
2019-11-23,0,1,4
2019-11-24,0,0,1
2019-11-25,0,12,26
2019-11-26,4,11,34
2019-11-27,1,19,41
2019-11-28,5,2,38
2019-11-29,3,0,19
2019-11-30,0,0,0
2019-12-01,2,0,3
2019-12-02,4,2,14
2019-12-03,2,12,34
2019-12-04,1,14,49
2019-12-05,1,1,32
2019-12-06,0,2,28
2019-12-07,0,0,1
2019-12-08,0,0,0
2019-12-09,1,7,58
2019-12-10,0,1,23
2019-12-11,2,0,28
2019-12-12,1,6,31
2019-12-13,2,7,19
2019-12-14,1,0,0
2019-12-15,0,0,7
2019-12-16,4,19,26
2019-12-17,1,12,36
2019-12-18,4,0,34
2019-12-19,6,1,23
2019-12-20,4,2,15
2019-12-21,0,0,2
2019-12-22,2,0,0
2019-12-23,1,14,27
2019-12-24,0,0,23
2019-12-25,2,0,0
2019-12-26,0,0,22
2019-12-27,0,0,4
2019-12-28,0,0,2
2019-12-29,0,0,2
2019-12-30,0,2,5
2019-12-31,0,0,4
2020-01-01,0,0,2
2020-01-02,0,0,31
2020-01-03,1,0,15
2020-01-04,3,0,3
2020-01-05,3,0,11
2020-01-06,1,9,50
2020-01-07,4,9,38
2020-01-08,5,4,50
2020-01-09,3,1,9
2020-01-10,0,5,20
2020-01-11,0,0,1
2020-01-12,3,0,0
2020-01-13,2,18,30
2020-01-14,8,1,18
2020-01-15,4,5,19
2020-01-16,4,4,21
2020-01-17,0,3,18
2020-01-18,0,1,4
2020-01-19,2,0,2
2020-01-20,2,19,41
2020-01-21,3,5,44
2020-01-22,4,5,28
2020-01-23,5,1,14
2020-01-24,4,0,12
2020-01-25,2,0,2
2020-01-26,3,1,1
2020-01-27,0,10,17
2020-01-28,7,8,9
2020-01-29,4,5,17
2020-01-30,3,4,30
2020-01-31,1,0,28
2020-02-01,5,0,0
2020-02-02,3,0,2
2020-02-03,3,15,12
2020-02-04,6,6,13
2020-02-05,3,6,13
2020-02-06,2,2,26
2020-02-07,0,1,11
2020-02-08,0,0,49
2020-02-09,3,0,1
2020-02-10,10,31,42
2020-02-11,6,11,20
2020-02-12,5,4,22
2020-02-13,6,2,37
2020-02-14,3,11,2
2020-02-15,0,0,0
2020-02-16,0,0,3
2020-02-17,3,9,18
2020-02-18,1,11,18
2020-02-19,3,8,27
2020-02-20,2,3,36
2020-02-21,1,4,11
2020-02-22,5,2,3
2020-02-23,0,0,2
2020-02-24,1,20,27
2020-02-25,7,1,21
2020-02-26,4,4,44
2020-02-27,3,22,25
2020-02-28,5,0,30
2020-02-29,0,0,4
2020-03-01,0,0,2
2020-03-02,3,13,39
2020-03-03,3,4,27
2020-03-04,7,9,48
2020-03-05,4,7,58
2020-03-06,1,1,35
2020-03-07,0,3,2
2020-03-08,0,0,1
2020-03-09,3,16,44
2020-03-10,0,7,20
2020-03-11,0,1,3
2020-03-12,4,3,21
2020-03-13,2,4,15
2020-03-14,0,0,2
2020-03-15,0,0,0
2020-03-16,1,21,14
2020-03-17,0,8,4
2020-03-18,1,5,6
2020-03-19,7,7,5
2020-03-20,4,24,33
2020-03-21,0,0,4
2020-03-22,4,0,2
2020-03-23,6,9,30
2020-03-24,1,4,30
