,DevExpress/testcafe,seleniumhq/selenium,cypress-io/cypress
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,0,4,4
2022-06-28,2,2,9
2022-06-29,0,5,6
2022-06-30,3,0,6
2022-07-01,0,0,4
2022-07-02,0,0,0
2022-07-03,0,0,0
2022-07-04,0,2,0
2022-07-05,0,9,0
2022-07-06,1,10,0
2022-07-07,3,1,0
2022-07-08,7,0,0
2022-07-09,0,0,0
2022-07-10,0,0,0
2022-07-11,1,0,4
2022-07-12,1,4,1
2022-07-13,0,8,6
2022-07-14,2,5,4
2022-07-15,0,4,12
2022-07-16,0,0,2
2022-07-17,0,0,1
2022-07-18,2,0,4
2022-07-19,0,0,13
2022-07-20,1,0,3
2022-07-21,0,0,6
2022-07-22,2,2,4
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,0,0,5
2022-07-26,0,1,5
2022-07-27,1,0,1
2022-07-28,1,0,7
2022-07-29,0,0,8
2022-07-30,0,0,1
2022-07-31,0,0,0
2022-08-01,0,5,3
2022-08-02,0,2,3
2022-08-03,0,12,6
2022-08-04,1,7,7
2022-08-05,0,7,11
2022-08-06,0,0,0
2022-08-07,0,0,0
2022-08-08,1,1,3
2022-08-09,1,5,6
2022-08-10,0,5,12
2022-08-11,0,2,16
2022-08-12,1,3,8
2022-08-13,0,1,1
2022-08-14,0,5,0
2022-08-15,1,2,19
2022-08-16,3,4,18
2022-08-17,0,5,12
2022-08-18,0,3,6
2022-08-19,0,2,5
2022-08-20,0,0,0
2022-08-21,0,7,0
2022-08-22,0,7,7
2022-08-23,0,0,4
2022-08-24,1,0,9
2022-08-25,3,4,10
2022-08-26,4,5,4
2022-08-27,0,2,0
2022-08-28,0,1,0
2022-08-29,0,3,19
2022-08-30,2,6,4
2022-08-31,1,4,5
2022-09-01,1,3,5
2022-09-02,2,8,4
2022-09-03,0,4,0
2022-09-04,0,14,0
2022-09-05,2,1,1
2022-09-06,1,1,3
2022-09-07,2,4,2
2022-09-08,0,0,7
2022-09-09,2,0,6
2022-09-10,0,1,0
2022-09-11,0,9,0
2022-09-12,0,4,10
2022-09-13,0,14,7
2022-09-14,1,0,11
2022-09-15,2,4,18
2022-09-16,1,4,10
2022-09-17,0,0,0
2022-09-18,0,1,0
2022-09-19,0,1,13
2022-09-20,1,2,12
2022-09-21,0,2,10
2022-09-22,0,1,13
2022-09-23,0,1,14
2022-09-24,0,2,0
2022-09-25,0,2,0
2022-09-26,2,12,11
2022-09-27,0,3,11
2022-09-28,1,15,9
2022-09-29,0,3,19
2022-09-30,2,1,28
2022-10-01,1,10,8
2022-10-02,0,10,0
2022-10-03,0,6,12
2022-10-04,2,7,24
2022-10-05,2,11,4
2022-10-06,5,3,11
2022-10-07,1,1,2
2022-10-08,0,2,0
2022-10-09,0,5,0
2022-10-10,0,0,0
2022-10-11,1,10,20
2022-10-12,1,9,13
2022-10-13,0,6,6
2022-10-14,1,7,5
2022-10-15,0,0,0
2022-10-16,0,0,0
2022-10-17,1,4,2
2022-10-18,1,5,5
2022-10-19,0,4,3
2022-10-20,1,2,0
2022-10-21,0,4,2
2022-10-22,0,0,0
2022-10-23,0,0,0
2022-10-24,2,5,4
2022-10-25,0,2,2
2022-10-26,1,7,8
2022-10-27,0,3,0
2022-10-28,0,19,3
2022-10-29,0,3,0
2022-10-30,0,0,0
2022-10-31,3,8,6
2022-11-01,1,5,13
2022-11-02,4,7,13
2022-11-03,3,5,3
2022-11-04,0,6,16
2022-11-05,0,2,0
2022-11-06,0,1,0
2022-11-07,0,8,13
2022-11-08,0,5,13
2022-11-09,0,5,4
2022-11-10,1,0,9
2022-11-11,0,7,0
2022-11-12,0,2,0
2022-11-13,0,0,0
2022-11-14,1,0,9
2022-11-15,0,2,7
2022-11-16,0,9,2
2022-11-17,2,3,2
2022-11-18,0,0,2
2022-11-19,0,0,0
2022-11-20,0,0,0
2022-11-21,1,6,1
2022-11-22,1,10,7
2022-11-23,0,3,6
2022-11-24,0,7,0
2022-11-25,0,3,2
2022-11-26,0,20,0
2022-11-27,0,5,0
2022-11-28,1,2,4
2022-11-29,1,11,6
2022-11-30,3,10,6
2022-12-01,0,15,5
2022-12-02,2,13,20
2022-12-03,0,4,1
2022-12-04,0,1,1
2022-12-05,1,3,4
2022-12-06,2,0,7
2022-12-07,0,14,4
2022-12-08,0,1,14
2022-12-09,5,3,6
2022-12-10,0,21,0
2022-12-11,0,4,0
2022-12-12,1,13,5
2022-12-13,0,10,4
2022-12-14,1,4,6
2022-12-15,1,3,4
2022-12-16,0,4,4
2022-12-17,0,2,0
2022-12-18,0,0,0
2022-12-19,2,2,5
2022-12-20,0,9,3
2022-12-21,0,5,2
2022-12-22,0,7,2
2022-12-23,1,6,2
2022-12-24,0,5,0
2022-12-25,0,7,0
2022-12-26,0,5,1
2022-12-27,1,1,3
2022-12-28,0,3,3
2022-12-29,1,0,7
2022-12-30,3,2,0
2022-12-31,0,3,0
2023-01-01,0,3,0
2023-01-02,0,8,0
2023-01-03,0,2,7
2023-01-04,0,14,1
2023-01-05,1,1,0
2023-01-06,0,9,3
2023-01-07,0,3,0
2023-01-08,0,0,0
2023-01-09,1,3,1
2023-01-10,1,1,2
2023-01-11,0,0,1
2023-01-12,0,8,0
2023-01-13,2,8,2
2023-01-14,0,13,0
2023-01-15,0,6,0
2023-01-16,2,2,0
2023-01-17,1,0,0
2023-01-18,0,3,2
2023-01-19,1,4,5
2023-01-20,1,0,1
2023-01-21,0,1,0
2023-01-22,0,0,0
2023-01-23,0,6,2
2023-01-24,1,1,7
2023-01-25,0,2,7
2023-01-26,0,1,5
2023-01-27,0,2,5
2023-01-28,0,0,0
2023-01-29,0,0,0
2023-01-30,2,3,5
2023-01-31,3,2,6
2023-02-01,1,2,1
2023-02-02,3,9,5
2023-02-03,3,0,0
2023-02-04,1,0,0
2023-02-05,0,0,3
2023-02-06,2,1,6
2023-02-07,0,3,4
2023-02-08,1,2,4
2023-02-09,1,0,1
2023-02-10,3,0,2
2023-02-11,0,1,0
2023-02-12,0,0,0
2023-02-13,1,2,7
2023-02-14,0,2,4
2023-02-15,1,2,7
2023-02-16,2,0,3
2023-02-17,2,11,6
2023-02-18,0,0,0
2023-02-19,0,0,0
2023-02-20,15,1,4
2023-02-21,1,5,7
2023-02-22,0,6,5
2023-02-23,1,0,1
2023-02-24,5,1,5
2023-02-25,1,0,0
2023-02-26,0,0,0
2023-02-27,1,4,1
2023-02-28,2,5,1
2023-03-01,2,3,3
2023-03-02,0,1,2
2023-03-03,2,2,3
2023-03-04,0,0,0
2023-03-05,0,0,0
2023-03-06,1,6,3
2023-03-07,3,2,1
2023-03-08,0,3,3
2023-03-09,1,0,10
2023-03-10,2,7,2
2023-03-11,0,13,0
2023-03-12,0,0,0
2023-03-13,0,1,2
2023-03-14,0,0,7
2023-03-15,3,4,7
2023-03-16,0,16,1
2023-03-17,0,0,0
2023-03-18,0,1,0
2023-03-19,0,1,1
2023-03-20,0,4,6
2023-03-21,1,6,1
2023-03-22,0,3,2
2023-03-23,3,3,3
2023-03-24,1,9,2
2023-03-25,0,4,0
2023-03-26,0,2,0
2023-03-27,1,6,5
2023-03-28,3,10,5
2023-03-29,1,3,2
2023-03-30,2,0,7
2023-03-31,0,0,9
2023-04-01,0,0,0
2023-04-02,0,0,0
2023-04-03,0,3,1
2023-04-04,3,2,8
2023-04-05,0,10,2
2023-04-06,3,0,3
2023-04-07,2,1,6
2023-04-08,0,1,0
2023-04-09,0,0,2
2023-04-10,2,1,7
2023-04-11,3,1,4
2023-04-12,0,0,0
2023-04-13,5,4,6
2023-04-14,2,2,2
2023-04-15,0,4,0
2023-04-16,3,1,0
2023-04-17,2,10,7
2023-04-18,0,3,4
2023-04-19,2,7,2
2023-04-20,2,9,1
2023-04-21,2,14,2
2023-04-22,1,0,0
2023-04-23,0,1,0
2023-04-24,0,1,3
2023-04-25,1,5,2
2023-04-26,1,6,2
2023-04-27,3,2,2
2023-04-28,1,6,3
2023-04-29,0,0,0
2023-04-30,0,0,0
2023-05-01,0,3,7
2023-05-02,0,10,2
2023-05-03,6,5,5
2023-05-04,1,8,7
2023-05-05,1,8,2
2023-05-06,0,7,0
2023-05-07,0,0,0
2023-05-08,0,5,0
2023-05-09,0,2,2
2023-05-10,0,8,1
2023-05-11,6,3,2
2023-05-12,1,6,6
2023-05-13,0,0,0
2023-05-14,0,3,0
2023-05-15,1,8,5
2023-05-16,3,2,3
2023-05-17,2,7,5
2023-05-18,2,13,5
2023-05-19,0,9,2
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,0,5,4
2023-05-23,1,8,5
2023-05-24,2,2,4
2023-05-25,2,3,2
2023-05-26,1,0,2
2023-05-27,0,3,0
2023-05-28,0,1,0
2023-05-29,2,6,0
2023-05-30,2,5,1
2023-05-31,2,7,2
2023-06-01,5,5,3
2023-06-02,0,5,7
2023-06-03,0,6,0
2023-06-04,3,2,0
2023-06-05,2,17,8
2023-06-06,1,13,6
2023-06-07,5,15,2
2023-06-08,4,10,5
2023-06-09,0,3,5
2023-06-10,0,0,0
2023-06-11,0,0,0
2023-06-12,0,4,3
2023-06-13,4,0,7
2023-06-14,3,2,11
2023-06-15,3,3,4
2023-06-16,0,9,3
2023-06-17,0,1,0
2023-06-18,0,1,0
2023-06-19,0,27,0
2023-06-20,0,6,3
2023-06-21,2,1,3
2023-06-22,1,0,1
2023-06-23,4,6,1
2023-06-24,0,0,1
2023-06-25,0,0,0
2023-06-26,2,0,6
2023-06-27,2,15,1
2023-06-28,1,16,6
2023-06-29,1,4,5
2023-06-30,3,0,9
2023-07-01,0,2,0
2023-07-02,0,6,0
2023-07-03,3,1,0
2023-07-04,2,3,0
2023-07-05,0,1,3
2023-07-06,2,1,2
2023-07-07,1,0,4
2023-07-08,0,0,0
2023-07-09,0,0,0
2023-07-10,0,3,2
2023-07-11,0,3,1
2023-07-12,4,12,5
2023-07-13,2,4,2
2023-07-14,1,2,1
2023-07-15,0,0,0
2023-07-16,0,1,0
2023-07-17,1,2,4
2023-07-18,1,0,5
2023-07-19,0,5,4
