,chartjs/chart.js,highcharts/highcharts,d3/d3
2024-05-24,1,6,0
2024-05-25,0,1,0
2024-05-26,0,1,0
2024-05-27,0,30,1
2024-05-28,0,19,0
2024-05-29,0,40,0
2024-05-30,0,15,0
2024-05-31,1,10,0
2024-06-01,0,0,0
2024-06-02,0,1,0
2024-06-03,0,31,2
2024-06-04,0,30,0
2024-06-05,0,30,0
2024-06-06,0,41,0
2024-06-07,0,24,0
2024-06-08,0,0,0
2024-06-09,0,0,0
2024-06-10,0,35,0
2024-06-11,0,18,0
2024-06-12,0,36,0
2024-06-13,0,34,0
2024-06-14,0,26,0
2024-06-15,0,0,0
2024-06-16,0,0,0
