,plotly/plotly.js,highcharts/highcharts,apache/echarts
2024-01-15,0,9,4.0
2024-01-16,0,25,3.0
2024-01-17,3,29,0.0
2024-01-18,0,42,1.0
2024-01-19,13,12,1.0
2024-01-20,0,4,0.0
2024-01-21,0,2,0.0
2024-01-22,6,32,5.0
2024-01-23,5,21,5.0
2024-01-24,6,53,2.0
2024-01-25,5,24,2.0
2024-01-26,19,21,0.0
2024-01-27,1,16,0.0
2024-01-28,0,6,0.0
2024-01-29,0,33,3.0
2024-01-30,7,42,9.0
2024-01-31,8,26,4.0
2024-02-01,13,28,0.0
2024-02-02,27,33,0.0
2024-02-03,1,1,0.0
2024-02-04,0,2,5.0
2024-02-05,7,18,0.0
2024-02-06,3,25,0.0
2024-02-07,0,18,0.0
2024-02-08,2,7,0.0
2024-02-09,2,18,0.0
2024-02-10,0,2,0.0
2024-02-11,0,2,0.0
2024-02-12,5,23,0.0
2024-02-13,1,16,0.0
2024-02-14,4,28,0.0
2024-02-15,0,24,0.0
2024-02-16,0,19,1.0
2024-02-17,0,3,0.0
2024-02-18,0,5,0.0
2024-02-19,0,45,0.0
2024-02-20,0,94,1.0
2024-02-21,0,31,1.0
2024-02-22,0,22,1.0
2024-02-23,0,42,0.0
2024-02-24,2,8,1.0
2024-02-25,0,1,0.0
2024-02-26,4,39,3.0
2024-02-27,5,60,1.0
2024-02-28,67,40,0.0
2024-02-29,1,54,0.0
2024-03-01,12,34,1.0
2024-03-02,0,0,0.0
2024-03-03,0,0,0.0
2024-03-04,0,33,0.0
2024-03-05,3,15,1.0
2024-03-06,16,22,1.0
2024-03-07,1,18,0.0
2024-03-08,4,25,0.0
2024-03-09,1,1,5.0
2024-03-10,0,2,0.0
2024-03-11,18,29,3.0
2024-03-12,7,30,0.0
2024-03-13,12,51,0.0
2024-03-14,15,20,0.0
2024-03-15,11,36,0.0
2024-03-16,0,4,0.0
2024-03-17,0,0,0.0
2024-03-18,3,18,0.0
2024-03-19,0,32,2.0
2024-03-20,19,106,0.0
2024-03-21,11,24,1.0
2024-03-22,2,26,0.0
2024-03-23,0,0,0.0
2024-03-24,0,0,0.0
2024-03-25,10,25,0.0
2024-03-26,0,12,0.0
2024-03-27,7,67,1.0
2024-03-28,7,5,1.0
2024-03-29,0,4,0.0
2024-03-30,0,0,0.0
2024-03-31,0,0,0.0
2024-04-01,0,0,0.0
2024-04-02,0,21,1.0
2024-04-03,2,15,1.0
2024-04-04,4,38,0.0
2024-04-05,6,35,0.0
2024-04-06,0,4,0.0
2024-04-07,0,1,0.0
2024-04-08,4,24,1.0
2024-04-09,12,20,2.0
2024-04-10,12,19,0.0
2024-04-11,37,18,1.0
2024-04-12,12,29,0.0
2024-04-13,0,0,0.0
2024-04-14,22,0,0.0
2024-04-15,22,14,1.0
2024-04-16,7,29,2.0
2024-04-17,11,28,2.0
2024-04-18,5,16,1.0
2024-04-19,4,27,0.0
2024-04-20,0,4,0.0
2024-04-21,0,0,0.0
2024-04-22,7,38,1.0
2024-04-23,14,29,0.0
2024-04-24,46,27,0.0
2024-04-25,3,31,1.0
2024-04-26,0,19,1.0
2024-04-27,0,0,0.0
2024-04-28,0,0,1.0
2024-04-29,0,21,2.0
2024-04-30,0,29,0.0
2024-05-01,0,6,1.0
2024-05-02,0,24,0.0
2024-05-03,13,21,0.0
2024-05-04,0,1,1.0
2024-05-05,0,0,0.0
2024-05-06,15,36,3.0
2024-05-07,7,35,2.0
2024-05-08,15,18,2.0
2024-05-09,1,6,3.0
2024-05-10,6,24,3.0
2024-05-11,0,6,4.0
2024-05-12,0,0,0.0
2024-05-13,1,15,0.0
2024-05-14,6,31,1.0
2024-05-15,10,21,2.0
2024-05-16,9,22,4.0
2024-05-17,6,8,0.0
2024-05-18,0,1,0.0
2024-05-19,0,0,0.0
2024-05-20,0,8,0.0
2024-05-21,0,21,1.0
2024-05-22,3,39,1.0
2024-05-23,0,4,0.0
2024-05-24,1,6,1.0
2024-05-25,0,1,0.0
2024-05-26,0,1,0.0
2024-05-27,6,30,1.0
2024-05-28,5,19,0.0
2024-05-29,3,40,1.0
2024-05-30,3,15,2.0
2024-05-31,1,10,0.0
2024-06-01,1,0,0.0
2024-06-02,0,1,0.0
2024-06-03,4,31,2.0
2024-06-04,1,30,1.0
2024-06-05,22,30,0.0
2024-06-06,45,41,0.0
2024-06-07,46,24,0.0
2024-06-08,1,0,0.0
2024-06-09,0,0,0.0
2024-06-10,9,35,0.0
2024-06-11,0,18,3.0
2024-06-12,2,36,0.0
2024-06-13,2,34,2.0
2024-06-14,1,26,1.0
2024-06-15,0,0,0.0
2024-06-16,0,0,0.0
2024-06-17,20,25,4.0
2024-06-18,14,10,3.0
2024-06-19,4,41,6.0
2024-06-20,0,46,3.0
2024-06-21,3,23,1.0
2024-06-22,0,3,0.0
2024-06-23,0,2,0.0
2024-06-24,3,11,1.0
2024-06-25,8,37,1.0
2024-06-26,7,24,1.0
2024-06-27,6,14,2.0
2024-06-28,3,30,2.0
2024-06-29,0,0,0.0
