,elastic/kibana,getsentry/sentry,grafana/grafana
2020-05-29,21,21,8
2020-05-30,3,1,0
2020-05-31,1,0,2
2020-06-01,18,17,10
2020-06-02,23,20,9
2020-06-03,38,15,14
2020-06-04,35,17,10
2020-06-05,31,12,13
2020-06-06,1,0,0
2020-06-07,0,0,0
2020-06-08,29,18,15
2020-06-09,38,28,14
2020-06-10,38,30,9
2020-06-11,32,25,13
2020-06-12,30,30,1
2020-06-13,4,1,1
2020-06-14,0,0,0
2020-06-15,35,23,11
2020-06-16,35,27,18
2020-06-17,24,22,16
2020-06-18,44,31,9
2020-06-19,8,5,0
2020-06-20,3,0,0
2020-06-21,0,0,0
