,scikit-learn/scikit-learn,statsmodels/statsmodels,mlpack/mlpack
2024-12-11,4,4,1
2024-12-12,3,0,0
2024-12-13,0,0,1
2024-12-14,0,0,0
2024-12-15,2,0,0
2024-12-16,6,6,0
2024-12-17,0,1,0
2024-12-18,4,0,0
2024-12-19,4,0,0
2024-12-20,2,1,1
2024-12-21,0,0,0
2024-12-22,0,0,0
2024-12-23,5,2,1
2024-12-24,1,0,0
2024-12-25,0,0,0
2024-12-26,0,0,0
2024-12-27,0,0,0
2024-12-28,2,0,0
2024-12-29,1,0,1
2024-12-30,6,0,0
2024-12-31,0,0,0
2025-01-01,0,0,0
2025-01-02,10,2,0
2025-01-03,4,0,1
2025-01-04,0,0,1
