,RevenueCat/purchases-ios,apphud/ApphudSDK,bizz84/swiftystorekit
2021-08-15,-0.26559396014374914,0,0
2021-08-16,2.8121861400000006,0,0
2021-08-17,2.5425165204375,0,0
2021-08-18,1.4296199267625,0,0
2021-08-19,-0.5091663672781251,0,1
2021-08-20,-0.2710829101437498,0,0
2021-08-21,0.8326622500000003,0,0
2021-08-22,-0.22916128749999964,0,0
2021-08-23,2.8499993737500002,0,0
2021-08-24,1.583189947203125,2,0
2021-08-25,3.5682486108453126,0,0
2021-08-26,3.364050066360937,0,0
2021-08-27,3.271052782428125,0,0
2021-08-28,-0.7947689462500003,0,0
2021-08-29,-0.45793785051562463,0,0
2021-08-30,0.6708790337140631,0,0
2021-08-31,3.649342618453126,0,0
2021-09-01,1.3491769813609378,0,0
2021-09-02,4.439406207865625,0,0
2021-09-03,5.159094052793749,0,0
2021-09-04,-0.05263541220625023,0,0
2021-09-05,-0.6650494226437498,0,0
2021-09-06,0.5847122537500005,0,0
2021-09-07,4.586674126984375,0,0
2021-09-08,3.202967440401563,0,0
2021-09-09,5.1432106575750005,0,0
2021-09-10,2.9124740398499998,0,0
2021-09-11,-0.013927087023437368,0,0
2021-09-12,-0.6873571907312496,0,0
2021-09-13,1.5672553887140632,0,0
2021-09-14,-0.5255353442656243,0,0
2021-09-15,-0.3547167776140618,0,0
2021-09-16,0.727405507757813,0,0
2021-09-17,1.7101329142625006,0,0
2021-09-18,-0.37699356352812485,0,0
2021-09-19,-0.1879877481593749,0,0
2021-09-20,-0.10824874503593737,0,1
2021-09-21,0.9234216239687503,0,0
2021-09-22,2.837806782428125,0,3
2021-09-23,-0.3824177212500002,0,0
2021-09-24,3.804744294484375,0,0
2021-09-25,-0.5336979785671878,0,0
2021-09-26,-0.2749019550718748,0,0
2021-09-27,1.8244877375000002,0,0
2021-09-28,-0.33322973374999976,0,0
2021-09-29,0.8026835982343753,0,0
2021-09-30,0.7532481584171876,2,0
2021-10-01,-0.25589634260781224,2,0
2021-10-02,-0.14400675206249985,0,0
2021-10-03,-0.10908193514374978,0,0
2021-10-04,1.9410333575000003,0,0
2021-10-05,1.7515846114687499,0,0
2021-10-06,1.6689465861781247,0,0
2021-10-07,0.6323379907343748,0,0
2021-10-08,-0.3062921655515625,0,0
2021-10-09,-0.1839573525359373,0,0
2021-10-10,-0.1283825249999997,0,0
2021-10-11,-0.10140741749999968,0,0
2021-10-12,0.9162352064687502,2,0
2021-10-13,0.8287162638968751,1,0
2021-10-14,0.807971972646875,0,0
2021-10-15,1.8001339819125,0,0
2021-10-16,-0.30256135253593763,1,0
2021-10-17,-0.15527924999999998,0,0
2021-10-18,1.8930587375,1,0
2021-10-19,0.7183025412500001,0,0
2021-10-20,0.7439424782343751,0,0
2021-10-21,2.7426151131984375,0,1
2021-10-22,0.5450204419484375,3,0
2021-10-23,-0.3439314785671874,0,0
2021-10-24,-0.21040098007187485,0,0
2021-10-25,2.8580463450000004,0,0
2021-10-26,-0.41240508478124993,0,0
2021-10-27,1.7719374981625002,0,0
2021-10-28,-0.34991026680156256,0,0
2021-10-29,-0.2001849878328122,0,0
2021-10-30,-0.1401151206234373,0,0
2021-10-31,-0.08920989003593721,0,0
2021-11-01,-0.0655145887499998,0,0
2021-11-02,1.9449710359531251,0,0
2021-11-03,-0.24738395010781256,0,0
2021-11-04,-0.10913662603125002,0,0
2021-11-05,-0.073797705071875,0,0
2021-11-06,-0.04132499999999985,0,0
2021-11-07,-0.032233499999999894,0,0
2021-11-08,2.973675975,0,0
2021-11-09,1.6778126074999997,0,0
2021-11-10,-0.35413662603125023,0,0
2021-11-11,-0.1922977050718751,0,0
2021-11-12,-0.11898749999999982,0,0
2021-11-13,-0.08967524999999969,0,0
2021-11-14,-0.07171953749999978,0,0
2021-11-15,2.94039488625,0,0
2021-11-16,4.649107668453125,0,0
2021-11-17,4.320666816360937,0,0
2021-11-18,6.172702294928125,0,0
2021-11-19,1.8705124999999994,0,0
2021-11-20,-0.9091627500000001,0,0
2021-11-21,-0.5578822874999995,0,0
2021-11-22,5.590187598750001,0,0
2021-11-23,0.0752117672031255,0,0
2021-11-24,-0.6389909414359369,0,1
2021-11-25,-0.4229777390078121,1,0
2021-11-26,-0.2947285425390617,0,0
2021-11-27,-0.20485990679843688,0,0
2021-11-28,-0.12028538260781214,0,0
2021-11-29,4.920275810000001,0,0
2021-11-30,8.431496425656249,0,0
2021-12-01,2.815038571768749,0,0
2021-12-02,9.044101147464062,1,0
2021-12-03,5.460187499999999,3,0
2021-12-04,-1.53054625,0,0
2021-12-05,-0.8935108124999993,0,0
2021-12-06,0.35548140625000135,0,5
2021-12-07,2.3938621186718763,0,0
2021-12-08,1.2380787601796883,0,0
2021-12-09,0.31956602511406307,0,0
2021-12-10,2.4969030859500005,0,0
2021-12-11,-0.6310709664687497,0,0
2021-12-12,-0.32512923025156215,0,0
2021-12-13,15.81102426625,0,0
2021-12-14,6.252722323234374,0,0
2021-12-15,7.359196553417187,0,0
2021-12-16,2.1890870826109365,0,0
2021-12-17,-1.4232471068374994,3,0
2021-12-18,-0.8967717915828113,0,0
2021-12-19,-0.6646852576078108,0,0
2021-12-20,1.4895040100000017,0,0
2021-12-21,-0.6247676907499989,0,0
2021-12-22,6.546580539050001,0,0
2021-12-23,-0.9546804224281251,2,0
2021-12-24,-0.4701879248859373,1,0
2021-12-25,-0.26532891014374993,0,0
2021-12-26,-0.1709615249999994,0,0
2021-12-27,-0.13500464249999958,0,0
2021-12-28,-0.11127071353124968,3,0
2021-12-29,5.9055464211781254,8,0
2021-12-30,0.3330218088906246,7,0
2021-12-31,-0.42879196775156264,0,0
2022-01-01,-0.21600000000000016,0,0
2022-01-02,-0.15247499999999956,0,0
2022-01-03,2.8826370000000003,0,0
2022-01-04,0.604911175,0,0
2022-01-05,3.6852758100000003,0,0
2022-01-06,5.40099642565625,0,0
2022-01-07,0.06955107176874975,4,0
2022-01-08,-0.5614116025359376,0,0
2022-01-09,1.6457472125000003,0,0
2022-01-10,10.53661489875,0,0
2022-01-11,7.6001903147031245,3,0
2022-01-12,1.3737715193765618,2,0
2022-01-13,3.813778705401562,0,0
2022-01-14,4.746880015512501,0,1
2022-01-15,-1.3600322032312493,0,0
2022-01-16,-0.7949066325359366,0,0
2022-01-17,0.4177118527187512,0,0
2022-01-18,4.434062798006251,0,0
2022-01-19,11.080706153714063,0,0
2022-01-20,3.307764831879687,1,0
2022-01-21,11.657237199814062,0,0
2022-01-22,-2.0858333907734385,0,0
2022-01-23,-1.119588877715624,2,0
2022-01-24,1.255882741250001,0,0
2022-01-25,0.22782280573437674,0,0
2022-01-26,-0.6546925851140613,0,0
2022-01-27,0.5146113373828135,2,0
2022-01-28,5.537329153240626,5,0
2022-01-29,2.1357216681171876,0,0
2022-01-30,-0.7501258579671876,0,0
2022-01-31,14.637988095,0,0
2022-02-01,-0.7558220722812508,0,0
2022-02-02,1.0267839694125,0,0
2022-02-03,3.1806851262140623,0,0
2022-02-04,2.055945971984376,0,0
2022-02-05,-0.8985035693796868,0,0
2022-02-06,0.4170300082375008,0,0
2022-02-07,9.494852486142188,0,0
2022-02-08,1.647603083515625,0,0
2022-02-09,1.9627632064453127,0,0
2022-02-10,6.147941198932813,4,0
2022-02-11,2.7684062041156254,0,0
2022-02-12,-1.0991173616906247,0,0
2022-02-13,-0.657748128857812,0,0
2022-02-14,5.533020936984376,0,0
2022-02-15,2.027683641057813,1,0
2022-02-16,3.1274243593437503,1,0
2022-02-17,3.1097945795953126,0,0
2022-02-18,3.0739754662828127,0,0
2022-02-19,7.050246780185938,0,0
2022-02-20,-0.33756773514375027,0,0
2022-02-21,-0.8271652149999997,0,0
2022-02-22,8.43654398315625,4,0
2022-02-23,1.6656121107375004,0,0
2022-02-24,-1.015089144670312,0,0
2022-02-25,5.37084370279375,0,0
2022-02-26,-1.0452427447062493,0,0
2022-02-27,-0.5982738605187492,0,0
2022-02-28,0.5854325041968755,0,0
2022-03-01,-0.3717031562859367,0,0
2022-03-02,-0.2610964058906244,0,0
2022-03-03,-0.21176668687031203,0,0
2022-03-04,12.887578764892188,0,0
2022-03-05,-1.373526628093751,3,0
2022-03-06,-0.6485551277156252,0,0
2022-03-07,1.6184063037499998,0,0
2022-03-08,4.521819186984375,0,0
2022-03-09,6.192083397464063,0,0
2022-03-10,-0.1531061625000003,2,0
2022-03-11,2.25695694875,5,0
2022-03-12,-0.8044340692031247,0,0
2022-03-13,-0.5242303579671864,0,0
2022-03-14,6.693022795000001,4,0
2022-03-15,3.0551565552187503,0,0
2022-03-16,0.08119259359999997,0,0
2022-03-17,-0.6390521875390625,0,0
2022-03-18,1.5947211304828133,0,0
2022-03-19,-0.4610710415828119,0,0
2022-03-20,-0.29246014510781193,0,0
2022-03-21,0.7965793262500004,1,0
2022-03-22,1.7341600113906255,3,0
2022-03-23,0.6146075839359377,0,0
2022-03-24,6.712012251840625,0,0
2022-03-25,2.146751254964062,2,0
2022-03-26,-0.7200783760312502,0,0
2022-03-27,-0.41735571757187495,0,0
2022-03-28,4.7163280287500005,1,0
2022-03-29,0.2802775319843753,0,0
2022-03-30,1.4958864876828128,0,0
2022-03-31,3.4689920706625,0,0
