,mlpack/mlpack,statsmodels/statsmodels,scikit-learn/scikit-learn
2017-01-11,2,0,0
2017-01-12,5,0,0
2017-01-13,5,0,0
2017-01-14,0,0,0
2017-01-15,0,8,2
2017-01-16,0,0,2
2017-01-17,8,0,2
2017-01-18,8,4,4
2017-01-19,3,3,2
2017-01-20,0,0,2
2017-01-21,4,5,0
2017-01-22,0,7,1
2017-01-23,12,1,0
2017-01-24,15,0,1
2017-01-25,35,0,2
2017-01-26,3,0,1
2017-01-27,2,19,0
2017-01-28,0,0,1
2017-01-29,0,0,0
2017-01-30,0,3,0
2017-01-31,0,2,0
2017-02-01,3,3,4
2017-02-02,8,1,2
2017-02-03,5,12,2
2017-02-04,2,13,0
2017-02-05,1,15,0
2017-02-06,4,14,2
2017-02-07,10,3,4
2017-02-08,3,11,4
2017-02-09,2,2,2
2017-02-10,9,3,2
2017-02-11,3,9,1
2017-02-12,8,13,1
2017-02-13,1,1,6
2017-02-14,7,0,0
2017-02-15,6,1,2
2017-02-16,6,0,3
2017-02-17,5,0,1
2017-02-18,3,1,2
2017-02-19,5,1,2
2017-02-20,3,0,6
2017-02-21,24,0,4
2017-02-22,7,9,3
2017-02-23,12,0,6
2017-02-24,2,0,2
2017-02-25,9,8,0
2017-02-26,7,8,2
2017-02-27,13,6,2
2017-02-28,5,23,0
2017-03-01,6,3,0
2017-03-02,15,1,4
2017-03-03,12,0,3
2017-03-04,8,0,7
2017-03-05,4,1,2
2017-03-06,21,0,1
2017-03-07,6,0,6
2017-03-08,1,0,1
2017-03-09,3,0,5
2017-03-10,7,0,1
2017-03-11,2,0,0
2017-03-12,1,0,3
2017-03-13,2,0,4
2017-03-14,7,0,1
2017-03-15,2,0,0
2017-03-16,7,0,3
2017-03-17,21,0,1
2017-03-18,4,0,1
2017-03-19,8,0,2
2017-03-20,16,0,0
2017-03-21,9,0,2
2017-03-22,31,0,2
2017-03-23,7,0,1
2017-03-24,17,0,1
2017-03-25,14,0,0
2017-03-26,4,0,0
2017-03-27,7,0,3
2017-03-28,17,0,0
2017-03-29,28,0,0
2017-03-30,7,3,6
2017-03-31,1,0,1
2017-04-01,3,1,1
2017-04-02,10,0,1
2017-04-03,1,0,4
2017-04-04,6,0,0
2017-04-05,2,0,0
2017-04-06,13,0,2
2017-04-07,5,0,1
2017-04-08,0,0,0
2017-04-09,0,0,1
2017-04-10,1,0,1
2017-04-11,4,1,0
2017-04-12,12,1,2
2017-04-13,4,0,1
2017-04-14,4,0,1
2017-04-15,0,0,0
2017-04-16,0,0,0
2017-04-17,1,0,0
2017-04-18,0,0,0
2017-04-19,0,0,3
2017-04-20,3,0,1
2017-04-21,2,0,1
2017-04-22,1,0,2
2017-04-23,2,0,2
2017-04-24,6,0,0
2017-04-25,11,2,3
2017-04-26,2,0,2
2017-04-27,0,0,1
2017-04-28,4,1,0
2017-04-29,2,1,3
2017-04-30,1,0,1
2017-05-01,3,1,0
2017-05-02,0,0,0
2017-05-03,1,1,0
2017-05-04,8,0,0
2017-05-05,7,0,0
2017-05-06,1,0,1
2017-05-07,1,1,2
2017-05-08,7,0,2
2017-05-09,12,1,2
2017-05-10,1,0,0
2017-05-11,7,1,6
2017-05-12,4,3,5
2017-05-13,7,5,0
2017-05-14,0,4,1
2017-05-15,8,4,1
2017-05-16,2,0,1
2017-05-17,3,0,2
2017-05-18,2,0,1
2017-05-19,12,0,1
2017-05-20,5,0,2
2017-05-21,6,0,1
2017-05-22,6,2,2
2017-05-23,8,3,6
2017-05-24,6,2,4
2017-05-25,22,2,0
2017-05-26,9,8,2
2017-05-27,3,1,1
2017-05-28,1,0,2
2017-05-29,5,0,1
2017-05-30,9,0,1
2017-05-31,8,0,1
2017-06-01,3,0,4
2017-06-02,4,0,2
2017-06-03,0,0,2
2017-06-04,4,0,0
2017-06-05,11,0,2
2017-06-06,8,0,9
2017-06-07,11,0,16
2017-06-08,12,0,29
2017-06-09,10,0,16
2017-06-10,1,0,10
2017-06-11,0,0,2
2017-06-12,5,0,6
2017-06-13,6,0,5
2017-06-14,9,0,8
2017-06-15,9,0,4
2017-06-16,14,0,2
2017-06-17,0,0,0
2017-06-18,4,0,3
2017-06-19,4,2,7
2017-06-20,2,25,4
2017-06-21,5,19,4
2017-06-22,15,1,3
2017-06-23,5,16,6
2017-06-24,7,5,1
2017-06-25,6,4,4
2017-06-26,7,0,6
2017-06-27,18,95,3
2017-06-28,3,30,8
2017-06-29,6,1,10
2017-06-30,9,2,5
2017-07-01,2,3,2
2017-07-02,4,0,0
2017-07-03,9,0,2
2017-07-04,7,1,1
2017-07-05,5,0,5
2017-07-06,11,1,3
2017-07-07,14,0,1
2017-07-08,1,9,0
2017-07-09,4,0,1
2017-07-10,10,0,4
2017-07-11,6,0,1
2017-07-12,13,0,5
2017-07-13,15,0,8
2017-07-14,2,2,0
2017-07-15,4,11,4
2017-07-16,4,1,6
2017-07-17,13,0,9
2017-07-18,12,1,8
2017-07-19,2,0,5
2017-07-20,9,1,5
2017-07-21,12,0,2
2017-07-22,2,1,1
2017-07-23,4,0,2
2017-07-24,3,0,3
2017-07-25,5,0,5
2017-07-26,3,0,1
2017-07-27,6,0,3
2017-07-28,5,2,0
2017-07-29,1,3,2
2017-07-30,1,30,2
2017-07-31,62,2,1
2017-08-01,8,0,7
2017-08-02,7,2,4
2017-08-03,5,2,1
2017-08-04,10,0,2
2017-08-05,8,0,1
2017-08-06,11,0,5
2017-08-07,23,0,0
2017-08-08,22,0,4
2017-08-09,24,0,1
2017-08-10,11,0,1
2017-08-11,8,0,5
2017-08-12,0,0,1
2017-08-13,33,0,1
2017-08-14,6,0,5
2017-08-15,20,0,1
2017-08-16,5,0,4
2017-08-17,3,5,1
2017-08-18,5,9,0
2017-08-19,9,0,0
2017-08-20,3,1,0
2017-08-21,3,5,1
2017-08-22,3,4,4
2017-08-23,6,1,0
2017-08-24,11,0,1
2017-08-25,30,0,0
2017-08-26,3,0,0
2017-08-27,7,0,1
2017-08-28,12,0,4
2017-08-29,9,1,3
2017-08-30,3,0,5
2017-08-31,1,0,2
2017-09-01,6,0,8
2017-09-02,0,0,2
2017-09-03,1,0,0
2017-09-04,2,0,5
2017-09-05,6,1,2
2017-09-06,2,0,0
2017-09-07,0,0,3
2017-09-08,7,0,3
2017-09-09,0,0,1
2017-09-10,0,0,4
2017-09-11,1,0,1
2017-09-12,0,0,4
2017-09-13,0,0,6
2017-09-14,5,0,6
2017-09-15,0,0,3
2017-09-16,0,2,0
2017-09-17,1,0,1
2017-09-18,9,0,6
2017-09-19,6,0,4
2017-09-20,0,56,2
2017-09-21,0,8,2
2017-09-22,6,3,0
2017-09-23,0,6,0
2017-09-24,0,6,1
2017-09-25,3,14,3
2017-09-26,1,8,2
2017-09-27,0,11,4
2017-09-28,5,16,0
2017-09-29,1,2,2
2017-09-30,0,1,0
2017-10-01,0,1,1
2017-10-02,0,5,4
2017-10-03,4,2,3
2017-10-04,15,1,1
2017-10-05,6,2,1
2017-10-06,2,0,2
2017-10-07,5,0,2
2017-10-08,0,5,1
2017-10-09,11,5,7
2017-10-10,2,1,3
2017-10-11,0,0,3
2017-10-12,4,1,1
2017-10-13,4,0,2
2017-10-14,2,0,0
2017-10-15,1,16,1
2017-10-16,1,6,7
2017-10-17,0,0,9
2017-10-18,2,1,3
2017-10-19,0,0,2
2017-10-20,1,1,5
2017-10-21,3,15,0
2017-10-22,7,9,4
2017-10-23,4,6,0
2017-10-24,0,2,8
2017-10-25,2,12,5
2017-10-26,0,10,2
2017-10-27,0,5,4
2017-10-28,1,1,0
2017-10-29,2,3,4
2017-10-30,2,7,0
2017-10-31,1,7,1
2017-11-01,13,4,1
2017-11-02,0,0,7
2017-11-03,1,0,0
2017-11-04,1,1,1
2017-11-05,2,3,1
2017-11-06,2,2,0
2017-11-07,2,2,1
2017-11-08,0,0,1
2017-11-09,1,0,1
2017-11-10,0,6,4
2017-11-11,0,0,2
2017-11-12,1,0,0
2017-11-13,0,0,7
2017-11-14,2,0,4
2017-11-15,6,0,5
2017-11-16,5,1,7
2017-11-17,6,0,4
2017-11-18,0,0,0
2017-11-19,0,0,0
2017-11-20,5,6,3
2017-11-21,8,0,4
2017-11-22,3,0,6
2017-11-23,1,0,4
2017-11-24,1,0,1
2017-11-25,2,0,2
2017-11-26,1,0,1
2017-11-27,6,0,5
2017-11-28,4,0,2
2017-11-29,4,0,2
2017-11-30,1,0,6
2017-12-01,0,0,1
2017-12-02,0,2,0
2017-12-03,0,0,0
2017-12-04,1,0,6
2017-12-05,1,1,4
2017-12-06,1,2,7
2017-12-07,0,0,0
2017-12-08,0,0,2
2017-12-09,3,0,0
2017-12-10,0,0,0
2017-12-11,3,0,5
2017-12-12,4,27,8
2017-12-13,9,1,7
2017-12-14,9,1,5
2017-12-15,10,0,1
2017-12-16,5,0,1
2017-12-17,1,6,0
2017-12-18,6,2,5
2017-12-19,2,2,4
2017-12-20,16,10,6
2017-12-21,17,32,2
2017-12-22,29,4,2
2017-12-23,4,3,0
2017-12-24,0,0,1
2017-12-25,0,0,0
2017-12-26,6,0,0
2017-12-27,5,0,1
2017-12-28,1,0,1
2017-12-29,4,0,0
2017-12-30,24,0,0
2017-12-31,3,0,0
2018-01-01,1,0,0
2018-01-02,8,0,1
2018-01-03,8,0,0
2018-01-04,7,0,3
2018-01-05,21,0,2
2018-01-06,4,0,1
2018-01-07,2,4,1
2018-01-08,3,22,5
2018-01-09,5,1,4
2018-01-10,0,0,3
2018-01-11,15,0,6
2018-01-12,2,0,0
2018-01-13,10,1,1
2018-01-14,1,3,3
2018-01-15,7,3,1
2018-01-16,9,1,2
2018-01-17,7,2,3
2018-01-18,17,2,5
2018-01-19,4,1,2
2018-01-20,3,1,0
2018-01-21,4,3,1
2018-01-22,7,2,4
2018-01-23,9,0,3
2018-01-24,8,0,6
2018-01-25,3,2,2
2018-01-26,13,0,0
2018-01-27,7,0,1
2018-01-28,9,0,1
2018-01-29,17,1,1
2018-01-30,16,0,1
2018-01-31,10,0,3
2018-02-01,22,1,4
2018-02-02,8,1,2
2018-02-03,0,2,1
2018-02-04,9,1,0
