,emberjs/ember.js,facebook/react,angular/angular
2021-05-05,1,5,22.0
2021-05-06,1,2,21.0
2021-05-07,0,6,16.0
2021-05-08,0,1,0.0
2021-05-09,0,0,2.0
2021-05-10,2,0,24.0
2021-05-11,2,1,11.0
2021-05-12,7,3,5.0
2021-05-13,2,1,10.0
2021-05-14,0,2,9.0
2021-05-15,0,0,0.0
2021-05-16,1,0,0.0
2021-05-17,0,1,5.0
2021-05-18,0,7,21.0
2021-05-19,0,4,16.0
2021-05-20,2,7,9.0
2021-05-21,0,1,11.0
2021-05-22,0,0,0.0
2021-05-23,0,0,6.0
2021-05-24,12,1,17.0
2021-05-25,1,5,47.0
2021-05-26,5,2,25.0
2021-05-27,13,3,27.0
2021-05-28,2,0,4.0
2021-05-29,1,0,0.0
2021-05-30,0,0,0.0
2021-05-31,0,1,0.0
2021-06-01,1,4,19.0
2021-06-02,3,4,16.0
2021-06-03,7,11,29.0
2021-06-04,1,5,8.0
2021-06-05,0,2,0.0
2021-06-06,0,0,0.0
2021-06-07,1,3,16.0
2021-06-08,0,5,29.0
2021-06-09,3,1,9.0
2021-06-10,3,2,8.0
2021-06-11,2,8,2.0
2021-06-12,0,0,0.0
2021-06-13,0,0,0.0
2021-06-14,3,7,18.0
2021-06-15,0,7,1.0
2021-06-16,0,2,20.0
2021-06-17,0,2,8.0
2021-06-18,0,0,15.0
2021-06-19,0,0,0.0
2021-06-20,0,0,0.0
2021-06-21,2,0,13.0
2021-06-22,1,3,7.0
2021-06-23,0,3,2.0
2021-06-24,0,5,18.0
2021-06-25,0,2,3.0
2021-06-26,0,1,0.0
2021-06-27,0,0,0.0
2021-06-28,0,0,11.0
2021-06-29,0,1,6.0
2021-06-30,0,4,10.0
2021-07-01,0,5,4.0
2021-07-02,0,0,10.0
2021-07-03,0,0,1.0
2021-07-04,0,0,0.0
2021-07-05,0,0,0.0
2021-07-06,0,0,0.0
2021-07-07,0,5,10.0
2021-07-08,0,12,20.0
2021-07-09,0,2,12.0
2021-07-10,0,2,0.0
2021-07-11,0,0,0.0
2021-07-12,0,2,41.0
2021-07-13,6,9,5.0
2021-07-14,8,4,5.0
2021-07-15,0,3,12.0
2021-07-16,1,6,9.0
2021-07-17,5,0,0.0
2021-07-18,27,0,0.0
2021-07-19,11,3,0.0
2021-07-20,6,2,21.0
2021-07-21,13,2,8.0
2021-07-22,11,2,7.0
2021-07-23,7,0,9.0
2021-07-24,0,0,1.0
2021-07-25,0,0,0.0
2021-07-26,1,5,5.0
2021-07-27,1,5,5.0
2021-07-28,0,3,9.0
2021-07-29,1,1,1.0
2021-07-30,4,3,4.0
2021-07-31,5,0,0.0
2021-08-01,9,0,0.0
2021-08-02,3,6,19.0
2021-08-03,0,4,15.0
2021-08-04,2,2,6.0
2021-08-05,2,2,2.0
2021-08-06,0,2,2.0
2021-08-07,0,0,0.0
2021-08-08,0,1,0.0
2021-08-09,0,2,5.0
2021-08-10,3,2,15.0
2021-08-11,0,6,3.0
2021-08-12,0,3,5.0
2021-08-13,0,2,2.0
2021-08-14,0,1,0.0
2021-08-15,0,1,0.0
2021-08-16,0,4,21.0
2021-08-17,13,2,8.0
2021-08-18,5,7,7.0
2021-08-19,0,1,8.0
2021-08-20,3,6,1.0
2021-08-21,0,0,0.0
2021-08-22,6,3,0.0
2021-08-23,5,3,3.0
2021-08-24,0,5,0.0
2021-08-25,0,2,12.0
2021-08-26,2,3,14.0
2021-08-27,1,0,0.0
2021-08-28,0,1,0.0
2021-08-29,0,0,0.0
2021-08-30,4,4,3.0
2021-08-31,0,0,0.0
2021-09-01,0,5,4.0
2021-09-02,1,1,14.0
2021-09-03,0,0,0.0
2021-09-04,3,0,0.0
2021-09-05,0,0,0.0
2021-09-06,0,11,0.0
2021-09-07,0,11,11.0
2021-09-08,1,3,4.0
2021-09-09,0,6,25.0
2021-09-10,0,3,9.0
2021-09-11,0,1,0.0
2021-09-12,0,1,0.0
2021-09-13,2,2,10.0
2021-09-14,0,3,17.0
2021-09-15,0,4,20.0
2021-09-16,0,0,11.0
2021-09-17,0,6,13.0
2021-09-18,0,0,0.0
2021-09-19,0,0,1.0
2021-09-20,1,12,11.0
2021-09-21,0,13,10.0
2021-09-22,0,7,10.0
2021-09-23,0,3,29.0
2021-09-24,1,8,12.0
2021-09-25,0,0,0.0
2021-09-26,0,0,0.0
2021-09-27,1,9,13.0
2021-09-28,0,4,7.0
2021-09-29,0,4,18.0
2021-09-30,0,7,3.0
2021-10-01,9,2,85.0
2021-10-02,0,1,0.0
2021-10-03,0,0,1.0
2021-10-04,0,2,22.0
2021-10-05,3,1,13.0
2021-10-06,0,3,28.0
2021-10-07,0,1,8.0
2021-10-08,1,3,10.0
2021-10-09,0,0,1.0
2021-10-10,0,0,1.0
2021-10-11,4,2,6.0
2021-10-12,1,1,17.0
2021-10-13,1,3,11.0
2021-10-14,3,3,9.0
2021-10-15,0,6,8.0
2021-10-16,1,0,0.0
2021-10-17,0,0,0.0
2021-10-18,2,3,17.0
2021-10-19,0,6,15.0
2021-10-20,0,4,5.0
2021-10-21,2,7,10.0
2021-10-22,9,1,0.0
2021-10-23,3,0,0.0
2021-10-24,0,1,0.0
2021-10-25,0,0,10.0
2021-10-26,0,0,15.0
2021-10-27,5,3,5.0
2021-10-28,1,1,4.0
2021-10-29,0,0,45.0
2021-10-30,2,0,0.0
2021-10-31,0,3,0.0
2021-11-01,2,6,2.0
2021-11-02,1,2,3.0
2021-11-03,4,3,12.0
2021-11-04,7,4,20.0
2021-11-05,10,1,18.0
2021-11-06,0,1,0.0
2021-11-07,0,0,0.0
2021-11-08,3,3,15.0
2021-11-09,1,6,17.0
2021-11-10,5,0,25.0
2021-11-11,0,2,0.0
2021-11-12,7,2,0.0
2021-11-13,0,0,0.0
2021-11-14,4,0,0.0
2021-11-15,7,11,3.0
2021-11-16,0,5,9.0
2021-11-17,0,0,9.0
2021-11-18,0,4,8.0
2021-11-19,5,2,13.0
2021-11-20,2,0,1.0
2021-11-21,0,0,1.0
2021-11-22,0,0,6.0
2021-11-23,0,3,7.0
2021-11-24,0,1,14.0
2021-11-25,0,3,0.0
2021-11-26,0,0,0.0
2021-11-27,0,0,0.0
2021-11-28,0,0,0.0
2021-11-29,0,0,14.0
2021-11-30,4,1,19.0
2021-12-01,2,0,10.0
2021-12-02,1,5,4.0
2021-12-03,0,2,3.0
2021-12-04,0,1,0.0
2021-12-05,0,0,0.0
2021-12-06,1,2,1.0
2021-12-07,0,1,4.0
2021-12-08,0,9,10.0
2021-12-09,0,1,5.0
2021-12-10,0,1,6.0
2021-12-11,0,0,0.0
2021-12-12,1,0,0.0
2021-12-13,0,2,0.0
2021-12-14,0,3,16.0
2021-12-15,0,6,7.0
2021-12-16,0,0,1.0
2021-12-17,2,1,0.0
2021-12-18,2,0,0.0
2021-12-19,0,0,0.0
2021-12-20,1,0,0.0
2021-12-21,0,3,0.0
2021-12-22,0,1,0.0
2021-12-23,0,2,0.0
2021-12-24,0,0,0.0
2021-12-25,0,0,0.0
2021-12-26,0,0,0.0
2021-12-27,0,0,0.0
2021-12-28,3,0,0.0
2021-12-29,6,0,0.0
2021-12-30,0,0,0.0
2021-12-31,0,0,0.0
2022-01-01,0,0,0.0
2022-01-02,0,0,0.0
2022-01-03,0,0,0.0
2022-01-04,1,2,48.0
2022-01-05,0,1,12.0
2022-01-06,0,0,15.0
2022-01-07,4,1,10.0
2022-01-08,0,0,0.0
2022-01-09,0,0,0.0
2022-01-10,0,1,8.0
2022-01-11,7,2,13.0
2022-01-12,8,2,6.0
2022-01-13,0,1,10.0
2022-01-14,0,0,0.0
2022-01-15,1,0,1.0
2022-01-16,0,0,0.0
2022-01-17,0,0,0.0
2022-01-18,33,1,8.0
2022-01-19,7,3,10.0
2022-01-20,1,6,7.0
2022-01-21,0,3,7.0
2022-01-22,0,0,0.0
2022-01-23,0,0,0.0
2022-01-24,0,2,27.0
2022-01-25,13,0,3.0
2022-01-26,0,2,35.0
2022-01-27,0,1,13.0
2022-01-28,0,1,9.0
2022-01-29,0,0,0.0
2022-01-30,0,0,0.0
2022-01-31,0,0,32.0
2022-02-01,0,4,14.0
2022-02-02,2,1,16.0
2022-02-03,7,0,20.0
2022-02-04,1,1,8.0
2022-02-05,3,0,0.0
2022-02-06,2,0,0.0
2022-02-07,3,3,11.0
2022-02-08,1,2,13.0
2022-02-09,2,5,9.0
2022-02-10,25,3,1.0
2022-02-11,25,5,3.0
2022-02-12,0,0,0.0
2022-02-13,0,0,0.0
2022-02-14,0,0,9.0
2022-02-15,2,0,2.0
2022-02-16,0,2,12.0
2022-02-17,2,4,2.0
2022-02-18,15,2,12.0
2022-02-19,1,1,0.0
2022-02-20,0,0,0.0
2022-02-21,1,1,0.0
2022-02-22,2,0,6.0
2022-02-23,1,8,7.0
2022-02-24,10,6,17.0
2022-02-25,5,6,6.0
2022-02-26,0,0,0.0
2022-02-27,0,0,0.0
2022-02-28,2,3,9.0
2022-03-01,2,4,9.0
2022-03-02,1,4,3.0
2022-03-03,2,2,7.0
2022-03-04,2,1,3.0
2022-03-05,0,0,0.0
2022-03-06,0,0,0.0
2022-03-07,2,1,11.0
2022-03-08,7,6,15.0
2022-03-09,1,3,7.0
2022-03-10,0,4,6.0
2022-03-11,0,0,0.0
2022-03-12,1,5,0.0
2022-03-13,1,1,0.0
2022-03-14,16,2,4.0
2022-03-15,1,4,3.0
2022-03-16,8,4,6.0
2022-03-17,7,2,2.0
2022-03-18,12,1,0.0
2022-03-19,0,0,0.0
2022-03-20,0,1,0.0
2022-03-21,4,1,9.0
2022-03-22,0,1,5.0
2022-03-23,0,2,1.0
2022-03-24,2,4,18.0
2022-03-25,0,5,20.0
2022-03-26,0,0,2.0
2022-03-27,0,0,0.0
2022-03-28,0,1,5.0
2022-03-29,1,9,24.0
2022-03-30,0,9,5.0
2022-03-31,0,3,2.0
2022-04-01,0,3,2.0
2022-04-02,0,0,0.0
2022-04-03,0,1,0.0
2022-04-04,0,3,6.0
2022-04-05,0,3,3.0
2022-04-06,0,2,2.0
2022-04-07,0,8,7.0
2022-04-08,0,20,5.0
2022-04-09,0,2,0.0
2022-04-10,0,0,0.0
2022-04-11,0,10,19.0
2022-04-12,1,5,32.0
2022-04-13,3,1,6.0
2022-04-14,1,1,8.0
2022-04-15,2,1,10.0
2022-04-16,0,2,0.0
2022-04-17,0,0,0.0
2022-04-18,0,0,15.0
2022-04-19,1,3,5.0
2022-04-20,0,5,32.0
2022-04-21,6,1,9.0
2022-04-22,0,1,4.0
2022-04-23,0,0,0.0
2022-04-24,0,0,0.0
2022-04-25,9,1,3.0
2022-04-26,1,7,7.0
2022-04-27,1,1,19.0
2022-04-28,1,2,10.0
2022-04-29,0,0,9.0
2022-04-30,0,0,0.0
2022-05-01,0,0,0.0
2022-05-02,0,0,21.0
2022-05-03,7,6,9.0
2022-05-04,0,1,15.0
2022-05-05,2,3,16.0
2022-05-06,4,3,5.0
2022-05-07,1,0,0.0
2022-05-08,0,0,0.0
2022-05-09,0,0,19.0
2022-05-10,4,1,8.0
2022-05-11,0,1,4.0
2022-05-12,7,5,6.0
2022-05-13,0,1,8.0
2022-05-14,0,1,0.0
2022-05-15,0,0,0.0
2022-05-16,3,2,23.0
2022-05-17,1,0,6.0
2022-05-18,0,4,5.0
2022-05-19,1,2,3.0
2022-05-20,1,1,4.0
2022-05-21,0,0,2.0
2022-05-22,0,0,0.0
2022-05-23,0,3,28.0
2022-05-24,0,1,7.0
2022-05-25,0,3,7.0
2022-05-26,0,2,2.0
2022-05-27,0,2,9.0
2022-05-28,0,1,0.0
2022-05-29,0,0,0.0
2022-05-30,0,1,0.0
2022-05-31,1,7,11.0
2022-06-01,0,2,6.0
2022-06-02,0,0,15.0
2022-06-03,0,1,9.0
2022-06-04,0,0,0.0
2022-06-05,0,0,0.0
2022-06-06,1,8,20.0
2022-06-07,0,3,4.0
2022-06-08,0,7,6.0
2022-06-09,0,1,2.0
2022-06-10,0,2,21.0
2022-06-11,3,0,0.0
2022-06-12,3,0,0.0
2022-06-13,4,5,6.0
2022-06-14,3,6,6.0
2022-06-15,1,2,9.0
2022-06-16,0,2,3.0
2022-06-17,0,4,3.0
2022-06-18,0,2,0.0
2022-06-19,1,2,0.0
2022-06-20,2,1,0.0
2022-06-21,4,1,17.0
2022-06-22,2,0,14.0
2022-06-23,0,2,6.0
2022-06-24,0,0,9.0
2022-06-25,0,1,1.0
2022-06-26,0,1,0.0
2022-06-27,1,1,25.0
2022-06-28,0,2,18.0
2022-06-29,0,4,32.0
2022-06-30,0,7,9.0
2022-07-01,0,0,15.0
2022-07-02,0,0,0.0
2022-07-03,0,0,0.0
2022-07-04,0,0,0.0
2022-07-05,0,2,0.0
2022-07-06,1,2,18.0
2022-07-07,1,2,6.0
2022-07-08,0,4,14.0
2022-07-09,0,0,0.0
2022-07-10,0,0,0.0
2022-07-11,0,1,22.0
2022-07-12,1,10,19.0
2022-07-13,0,3,17.0
2022-07-14,0,1,7.0
2022-07-15,0,0,8.0
2022-07-16,0,0,0.0
2022-07-17,0,0,0.0
2022-07-18,0,2,16.0
2022-07-19,0,5,9.0
2022-07-20,0,0,10.0
2022-07-21,0,3,4.0
2022-07-22,0,1,6.0
2022-07-23,0,0,0.0
2022-07-24,0,0,0.0
2022-07-25,4,2,0.0
2022-07-26,0,1,0.0
2022-07-27,1,0,0.0
2022-07-28,0,0,0.0
2022-07-29,0,2,0.0
2022-07-30,0,1,0.0
2022-07-31,0,0,0.0
2022-08-01,0,0,24.0
2022-08-02,0,1,5.0
2022-08-03,0,2,4.0
2022-08-04,0,0,10.0
2022-08-05,0,1,6.0
2022-08-06,2,0,0.0
2022-08-07,0,0,0.0
2022-08-08,0,1,13.0
2022-08-09,0,0,6.0
2022-08-10,0,1,6.0
2022-08-11,0,2,5.0
2022-08-12,0,3,7.0
2022-08-13,0,0,0.0
2022-08-14,0,0,0.0
2022-08-15,0,0,2.0
2022-08-16,0,1,62.0
2022-08-17,0,1,5.0
2022-08-18,1,1,8.0
2022-08-19,0,1,0.0
2022-08-20,1,0,0.0
2022-08-21,0,1,0.0
2022-08-22,2,1,24.0
2022-08-23,0,2,4.0
2022-08-24,6,4,4.0
2022-08-25,30,7,2.0
2022-08-26,3,0,4.0
2022-08-27,1,1,0.0
2022-08-28,0,0,0.0
2022-08-29,0,0,0.0
2022-08-30,2,1,1.0
2022-08-31,0,4,0.0
2022-09-01,39,4,0.0
2022-09-02,0,0,1.0
2022-09-03,0,0,1.0
2022-09-04,0,0,0.0
2022-09-05,0,0,0.0
2022-09-06,7,2,51.0
2022-09-07,2,2,5.0
2022-09-08,2,3,2.0
2022-09-09,1,10,7.0
2022-09-10,0,1,0.0
2022-09-11,1,0,0.0
2022-09-12,1,5,4.0
2022-09-13,3,11,7.0
2022-09-14,0,3,2.0
2022-09-15,4,6,5.0
2022-09-16,2,3,2.0
2022-09-17,0,0,0.0
2022-09-18,0,0,0.0
2022-09-19,8,2,16.0
2022-09-20,1,0,2.0
2022-09-21,5,1,5.0
2022-09-22,8,2,0.0
2022-09-23,11,5,7.0
2022-09-24,0,1,0.0
2022-09-25,0,0,0.0
2022-09-26,1,0,2.0
2022-09-27,4,3,7.0
2022-09-28,1,2,2.0
2022-09-29,2,7,16.0
2022-09-30,0,8,5.0
2022-10-01,1,2,0.0
2022-10-02,0,0,0.0
2022-10-03,6,8,4.0
2022-10-04,0,21,12.0
2022-10-05,0,9,7.0
2022-10-06,0,4,26.0
2022-10-07,1,1,10.0
2022-10-08,0,0,0.0
2022-10-09,0,0,0.0
2022-10-10,0,1,14.0
2022-10-11,1,4,17.0
2022-10-12,3,2,9.0
2022-10-13,0,7,5.0
2022-10-14,0,11,0.0
2022-10-15,0,4,0.0
2022-10-16,1,1,0.0
2022-10-17,3,12,11.0
