,iterate-ch/cyberduck,aws/aws-cli,rclone/rclone
2019-11-25,10,3,1
2019-11-26,11,3,5
2019-11-27,15,1,4
2019-11-28,12,2,2
2019-11-29,8,0,1
2019-11-30,0,0,0
2019-12-01,0,0,0
2019-12-02,7,12,1
2019-12-03,15,5,2
2019-12-04,1,4,4
2019-12-05,12,4,0
2019-12-06,11,2,3
2019-12-07,0,0,1
2019-12-08,0,0,0
2019-12-09,10,3,1
2019-12-10,1,4,1
2019-12-11,2,6,0
2019-12-12,9,11,4
2019-12-13,13,6,0
2019-12-14,0,0,0
2019-12-15,4,1,0
2019-12-16,10,6,0
2019-12-17,12,7,0
2019-12-18,11,6,0
2019-12-19,3,11,0
2019-12-20,5,7,0
2019-12-21,1,0,0
2019-12-22,0,0,2
2019-12-23,0,3,0
2019-12-24,0,0,0
2019-12-25,0,0,0
2019-12-26,0,0,0
2019-12-27,3,0,0
2019-12-28,1,0,1
2019-12-29,2,0,1
2019-12-30,1,0,0
2019-12-31,1,2,0
2020-01-01,2,0,0
2020-01-02,3,5,5
2020-01-03,0,2,4
2020-01-04,1,0,1
2020-01-05,1,0,9
2020-01-06,1,3,0
2020-01-07,6,5,1
2020-01-08,15,5,2
2020-01-09,5,5,7
2020-01-10,0,7,0
2020-01-11,0,0,3
2020-01-12,0,1,5
2020-01-13,0,3,3
2020-01-14,10,3,0
2020-01-15,4,3,5
2020-01-16,12,3,7
2020-01-17,1,10,12
2020-01-18,7,0,11
2020-01-19,2,0,2
2020-01-20,20,4,7
2020-01-21,16,6,0
2020-01-22,7,4,1
2020-01-23,3,6,9
2020-01-24,2,7,3
2020-01-25,2,1,0
2020-01-26,4,0,3
2020-01-27,11,1,0
2020-01-28,11,3,0
2020-01-29,2,0,6
2020-01-30,9,0,0
2020-01-31,1,1,2
2020-02-01,0,1,8
2020-02-02,1,0,0
2020-02-03,2,0,0
2020-02-04,2,13,1
2020-02-05,1,6,0
2020-02-06,1,4,1
2020-02-07,0,4,1
2020-02-08,0,0,0
2020-02-09,1,0,1
2020-02-10,5,3,10
2020-02-11,18,5,6
2020-02-12,4,6,7
2020-02-13,5,4,3
2020-02-14,1,5,5
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,6,4,0
2020-02-18,4,6,0
2020-02-19,0,4,0
2020-02-20,6,3,2
2020-02-21,1,5,0
2020-02-22,0,0,1
2020-02-23,2,0,0
2020-02-24,4,4,3
2020-02-25,12,14,6
2020-02-26,10,13,5
2020-02-27,22,4,5
2020-02-28,1,8,4
2020-02-29,0,3,0
2020-03-01,5,0,8
2020-03-02,26,4,3
2020-03-03,8,6,3
2020-03-04,6,4,0
2020-03-05,11,4,5
2020-03-06,3,6,0
2020-03-07,3,0,2
2020-03-08,1,0,0
2020-03-09,3,3,2
2020-03-10,3,4,3
2020-03-11,7,4,0
2020-03-12,14,3,1
2020-03-13,6,7,3
2020-03-14,3,0,1
2020-03-15,1,0,2
2020-03-16,1,3,10
2020-03-17,2,3,0
2020-03-18,11,4,5
2020-03-19,4,3,0
2020-03-20,6,3,3
2020-03-21,0,0,5
2020-03-22,4,0,2
2020-03-23,3,3,2
2020-03-24,11,6,1
2020-03-25,7,3,0
2020-03-26,16,3,5
2020-03-27,9,4,0
2020-03-28,0,0,1
2020-03-29,0,0,0
2020-03-30,3,3,3
2020-03-31,2,4,10
2020-04-01,0,4,0
2020-04-02,4,8,1
2020-04-03,2,4,2
2020-04-04,0,0,0
2020-04-05,2,0,0
2020-04-06,3,4,0
2020-04-07,2,3,0
2020-04-08,2,3,0
2020-04-09,4,0,0
2020-04-10,7,0,1
2020-04-11,1,0,9
2020-04-12,0,0,0
2020-04-13,1,0,0
2020-04-14,4,1,0
2020-04-15,10,1,8
2020-04-16,10,3,1
2020-04-17,4,4,0
2020-04-18,2,0,0
2020-04-19,2,0,14
2020-04-20,7,3,2
2020-04-21,31,7,1
2020-04-22,11,3,11
2020-04-23,8,3,30
2020-04-24,0,5,2
2020-04-25,0,0,0
2020-04-26,0,1,1
2020-04-27,1,3,1
2020-04-28,6,5,7
2020-04-29,3,4,15
2020-04-30,11,5,4
2020-05-01,13,3,6
2020-05-02,6,1,2
2020-05-03,1,0,0
2020-05-04,7,5,12
2020-05-05,6,3,2
2020-05-06,5,5,5
2020-05-07,0,3,7
2020-05-08,14,5,1
2020-05-09,0,0,4
2020-05-10,2,0,4
2020-05-11,4,3,2
2020-05-12,10,4,8
2020-05-13,1,4,9
2020-05-14,5,3,7
2020-05-15,5,6,3
2020-05-16,0,0,1
2020-05-17,0,0,0
2020-05-18,0,6,6
2020-05-19,0,5,12
2020-05-20,0,6,8
2020-05-21,0,8,0
2020-05-22,5,4,3
2020-05-23,0,0,1
2020-05-24,1,0,0
2020-05-25,23,0,10
2020-05-26,23,3,4
2020-05-27,1,3,48
2020-05-28,3,3,2
2020-05-29,0,0,1
2020-05-30,0,0,0
2020-05-31,0,0,4
2020-06-01,0,6,10
2020-06-02,4,6,3
2020-06-03,4,3,3
2020-06-04,17,3,0
2020-06-05,16,4,6
2020-06-06,0,0,1
2020-06-07,3,0,0
2020-06-08,14,6,1
2020-06-09,3,6,5
2020-06-10,8,6,18
2020-06-11,6,4,2
2020-06-12,5,6,5
2020-06-13,0,0,1
2020-06-14,0,0,3
2020-06-15,19,5,6
2020-06-16,7,5,12
2020-06-17,6,12,6
2020-06-18,0,5,10
2020-06-19,7,3,0
2020-06-20,0,0,5
2020-06-21,0,0,2
2020-06-22,0,4,0
2020-06-23,7,6,1
2020-06-24,2,5,5
2020-06-25,6,4,19
2020-06-26,1,7,2
2020-06-27,0,0,2
2020-06-28,11,0,0
2020-06-29,3,3,7
2020-06-30,13,3,44
2020-07-01,4,3,2
2020-07-02,3,3,5
2020-07-03,0,0,1
2020-07-04,0,0,1
2020-07-05,0,0,0
2020-07-06,8,3,8
2020-07-07,2,3,4
2020-07-08,1,6,1
2020-07-09,0,3,0
2020-07-10,0,1,3
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,2,3,0
2020-07-14,0,3,0
2020-07-15,1,8,9
2020-07-16,4,6,0
2020-07-17,5,5,2
2020-07-18,0,0,1
2020-07-19,9,0,0
2020-07-20,0,3,0
2020-07-21,1,3,8
2020-07-22,2,3,1
2020-07-23,0,4,3
2020-07-24,0,7,11
2020-07-25,0,0,3
2020-07-26,0,0,3
2020-07-27,2,3,5
2020-07-28,0,3,15
2020-07-29,2,4,1
2020-07-30,6,3,2
2020-07-31,5,8,1
2020-08-01,0,0,0
2020-08-02,2,0,3
2020-08-03,1,4,1
2020-08-04,8,3,0
2020-08-05,8,6,1
2020-08-06,2,3,3
2020-08-07,4,3,4
2020-08-08,0,0,2
2020-08-09,3,0,2
2020-08-10,3,3,4
2020-08-11,9,6,0
2020-08-12,6,3,1
2020-08-13,24,4,2
2020-08-14,17,4,0
2020-08-15,1,0,0
2020-08-16,1,0,0
2020-08-17,10,3,7
2020-08-18,9,3,2
2020-08-19,1,3,6
2020-08-20,4,4,7
2020-08-21,0,2,4
2020-08-22,2,0,0
2020-08-23,0,0,2
2020-08-24,0,4,9
2020-08-25,6,0,2
2020-08-26,0,3,0
2020-08-27,8,3,0
2020-08-28,5,3,0
2020-08-29,0,0,0
2020-08-30,1,0,3
2020-08-31,7,3,11
2020-09-01,7,4,13
2020-09-02,11,3,13
2020-09-03,9,3,4
2020-09-04,1,6,2
2020-09-05,0,0,1
2020-09-06,4,0,0
2020-09-07,1,0,4
2020-09-08,16,3,10
2020-09-09,8,5,1
2020-09-10,12,5,0
2020-09-11,5,6,2
2020-09-12,0,0,1
2020-09-13,0,0,1
2020-09-14,6,3,0
2020-09-15,8,6,2
2020-09-16,8,3,0
2020-09-17,13,13,0
2020-09-18,8,8,7
2020-09-19,0,0,0
2020-09-20,0,0,0
2020-09-21,1,4,0
2020-09-22,4,3,1
2020-09-23,4,3,1
2020-09-24,4,4,3
2020-09-25,7,4,1
2020-09-26,0,0,3
2020-09-27,0,0,3
2020-09-28,1,1,1
2020-09-29,8,6,1
2020-09-30,6,5,0
2020-10-01,0,3,0
2020-10-02,0,5,0
2020-10-03,0,0,0
2020-10-04,0,0,1
2020-10-05,3,3,3
2020-10-06,13,3,14
2020-10-07,8,4,2
2020-10-08,0,3,1
2020-10-09,1,5,2
2020-10-10,10,0,0
2020-10-11,5,0,0
2020-10-12,8,1,1
2020-10-13,2,1,4
2020-10-14,7,5,4
2020-10-15,11,5,6
2020-10-16,3,4,0
2020-10-17,0,0,0
2020-10-18,0,0,0
2020-10-19,6,3,0
2020-10-20,19,3,1
2020-10-21,0,3,0
2020-10-22,0,4,1
2020-10-23,5,5,0
2020-10-24,1,0,0
2020-10-25,2,0,5
2020-10-26,3,5,8
2020-10-27,0,3,2
2020-10-28,2,3,15
2020-10-29,14,14,6
2020-10-30,3,11,3
2020-10-31,0,0,0
2020-11-01,0,1,0
2020-11-02,0,3,3
2020-11-03,13,0,2
2020-11-04,1,3,0
2020-11-05,10,3,0
2020-11-06,3,4,1
2020-11-07,3,0,1
2020-11-08,1,0,0
2020-11-09,16,3,7
2020-11-10,15,3,3
2020-11-11,2,3,1
2020-11-12,5,3,3
2020-11-13,2,5,7
2020-11-14,2,0,0
2020-11-15,1,0,0
2020-11-16,3,4,0
2020-11-17,6,4,0
2020-11-18,5,4,2
2020-11-19,4,3,1
2020-11-20,13,8,0
2020-11-21,1,0,0
2020-11-22,0,0,0
2020-11-23,7,4,8
2020-11-24,9,3,0
2020-11-25,9,4,9
2020-11-26,5,0,5
2020-11-27,5,0,7
2020-11-28,4,0,0
2020-11-29,1,0,10
2020-11-30,7,1,1
2020-12-01,5,8,5
2020-12-02,2,3,8
2020-12-03,2,4,0
2020-12-04,2,3,0
2020-12-05,0,1,0
2020-12-06,0,0,2
2020-12-07,3,3,4
2020-12-08,3,5,0
2020-12-09,8,3,3
2020-12-10,11,3,1
2020-12-11,6,3,3
2020-12-12,1,0,0
2020-12-13,0,0,0
2020-12-14,2,3,0
2020-12-15,7,4,0
2020-12-16,12,3,0
2020-12-17,0,4,2
