,flutter/flutter,NativeScript/NativeScript,facebook/react-native
2022-02-04,26,0,6
2022-02-05,7,0,5
2022-02-06,2,0,0
2022-02-07,3,0,11
2022-02-08,26,0,8
2022-02-09,18,0,18
2022-02-10,2,0,14
2022-02-11,26,0,10
2022-02-12,6,0,0
2022-02-13,4,0,0
2022-02-14,8,0,4
2022-02-15,27,0,13
2022-02-16,16,1,10
2022-02-17,14,0,6
2022-02-18,19,4,7
2022-02-19,7,0,2
2022-02-20,0,1,2
2022-02-21,1,0,4
2022-02-22,13,0,10
2022-02-23,15,0,5
2022-02-24,8,0,3
2022-02-25,19,0,11
2022-02-26,4,0,1
2022-02-27,1,0,0
2022-02-28,18,0,12
2022-03-01,16,72,11
2022-03-02,13,0,10
2022-03-03,16,3,7
2022-03-04,19,5,14
2022-03-05,8,8,2
2022-03-06,7,2,0
2022-03-07,16,2,7
2022-03-08,15,10,12
2022-03-09,26,2,3
2022-03-10,14,0,6
2022-03-11,3,0,13
2022-03-12,0,0,5
2022-03-13,0,0,1
2022-03-14,13,0,7
2022-03-15,10,0,12
2022-03-16,12,1,12
2022-03-17,24,0,8
2022-03-18,23,0,3
2022-03-19,9,3,0
2022-03-20,0,0,0
2022-03-21,16,0,5
2022-03-22,31,0,6
2022-03-23,16,0,10
2022-03-24,8,0,6
2022-03-25,24,0,5
2022-03-26,8,0,0
2022-03-27,5,0,0
2022-03-28,15,0,9
2022-03-29,16,0,8
2022-03-30,18,0,10
2022-03-31,22,0,11
2022-04-01,17,1,11
2022-04-02,1,2,9
2022-04-03,0,0,0
2022-04-04,12,0,4
2022-04-05,12,3,7
2022-04-06,25,0,5
2022-04-07,17,3,16
2022-04-08,19,0,3
2022-04-09,12,0,0
2022-04-10,5,0,0
2022-04-11,18,0,9
2022-04-12,26,0,9
2022-04-13,27,0,5
2022-04-14,27,0,8
2022-04-15,24,3,3
2022-04-16,6,0,0
2022-04-17,1,0,2
2022-04-18,15,0,5
2022-04-19,17,1,4
2022-04-20,13,1,14
2022-04-21,29,0,8
2022-04-22,20,0,6
2022-04-23,5,0,2
2022-04-24,6,0,0
2022-04-25,19,2,9
2022-04-26,27,0,13
2022-04-27,31,0,7
2022-04-28,18,0,8
2022-04-29,18,0,1
2022-04-30,16,0,0
2022-05-01,7,0,2
2022-05-02,17,0,1
2022-05-03,19,0,12
2022-05-04,23,0,16
2022-05-05,24,0,3
2022-05-06,27,0,16
2022-05-07,21,0,0
2022-05-08,10,0,1
2022-05-09,18,0,9
2022-05-10,12,0,9
2022-05-11,27,0,6
2022-05-12,23,0,8
2022-05-13,21,0,17
2022-05-14,19,0,1
2022-05-15,7,0,0
2022-05-16,13,0,6
2022-05-17,22,0,8
2022-05-18,23,0,12
2022-05-19,31,0,7
2022-05-20,24,0,12
2022-05-21,12,0,1
2022-05-22,0,0,0
2022-05-23,6,0,21
2022-05-24,35,0,5
2022-05-25,33,1,25
2022-05-26,26,0,8
2022-05-27,31,0,0
2022-05-28,9,0,0
2022-05-29,7,0,0
2022-05-30,9,0,2
2022-05-31,17,0,4
2022-06-01,21,1,6
2022-06-02,25,0,5
2022-06-03,23,0,6
2022-06-04,8,5,0
2022-06-05,4,0,2
2022-06-06,20,0,6
2022-06-07,28,0,6
2022-06-08,21,0,4
2022-06-09,26,0,10
2022-06-10,18,0,13
2022-06-11,7,0,0
2022-06-12,3,0,1
2022-06-13,8,0,2
2022-06-14,6,0,3
2022-06-15,14,4,3
2022-06-16,19,0,10
2022-06-17,19,0,10
2022-06-18,9,0,4
2022-06-19,1,0,0
2022-06-20,5,3,0
2022-06-21,14,0,10
2022-06-22,21,0,4
2022-06-23,6,0,14
2022-06-24,8,0,6
2022-06-25,6,0,1
2022-06-26,3,0,0
2022-06-27,16,0,4
2022-06-28,21,0,12
2022-06-29,22,0,6
2022-06-30,25,0,9
2022-07-01,12,2,2
2022-07-02,11,0,0
2022-07-03,4,0,0
2022-07-04,9,0,2
2022-07-05,7,0,3
2022-07-06,17,1,10
2022-07-07,29,0,3
2022-07-08,19,0,12
2022-07-09,13,56,3
2022-07-10,5,0,0
2022-07-11,17,0,5
2022-07-12,21,0,8
2022-07-13,17,13,13
2022-07-14,19,2,8
2022-07-15,28,2,5
2022-07-16,5,2,2
2022-07-17,1,0,0
2022-07-18,17,1,4
2022-07-19,32,0,9
2022-07-20,26,0,10
2022-07-21,29,5,10
2022-07-22,23,7,7
2022-07-23,11,1,1
2022-07-24,2,0,1
2022-07-25,23,4,3
2022-07-26,26,7,9
2022-07-27,37,1,13
2022-07-28,31,0,7
2022-07-29,31,1,6
2022-07-30,14,1,1
2022-07-31,7,2,0
2022-08-01,16,0,8
2022-08-02,25,5,12
2022-08-03,26,0,5
2022-08-04,21,0,14
2022-08-05,21,0,3
2022-08-06,11,0,2
2022-08-07,7,0,0
2022-08-08,20,3,15
2022-08-09,25,0,8
2022-08-10,30,1,9
2022-08-11,27,7,12
2022-08-12,20,0,3
2022-08-13,8,1,3
2022-08-14,5,0,0
2022-08-15,17,0,14
2022-08-16,19,0,12
2022-08-17,35,0,8
2022-08-18,16,0,12
2022-08-19,22,0,9
2022-08-20,12,4,0
2022-08-21,8,0,0
2022-08-22,22,0,4
2022-08-23,13,0,7
2022-08-24,37,1,7
2022-08-25,24,1,10
2022-08-26,36,0,6
2022-08-27,6,0,5
2022-08-28,9,0,2
2022-08-29,17,0,4
2022-08-30,22,0,12
2022-08-31,13,0,10
2022-09-01,16,0,5
2022-09-02,27,0,1
2022-09-03,9,0,0
2022-09-04,7,0,0
2022-09-05,12,0,6
2022-09-06,17,0,7
2022-09-07,29,1,11
2022-09-08,23,0,20
2022-09-09,33,0,15
2022-09-10,5,0,0
2022-09-11,0,5,0
2022-09-12,24,0,19
2022-09-13,26,1,12
2022-09-14,24,1,12
2022-09-15,27,0,14
2022-09-16,27,0,11
2022-09-17,11,0,1
2022-09-18,3,0,0
2022-09-19,33,0,3
2022-09-20,32,1,19
2022-09-21,31,0,9
2022-09-22,21,0,13
2022-09-23,22,3,9
2022-09-24,7,0,2
2022-09-25,4,0,0
2022-09-26,21,0,14
2022-09-27,25,1,14
2022-09-28,36,0,14
2022-09-29,30,0,17
2022-09-30,13,1,13
2022-10-01,9,0,0
2022-10-02,1,0,4
2022-10-03,19,1,14
2022-10-04,20,2,13
2022-10-05,21,0,14
2022-10-06,31,1,9
2022-10-07,23,1,14
2022-10-08,10,0,2
2022-10-09,2,0,4
2022-10-10,13,0,15
2022-10-11,16,0,12
2022-10-12,12,0,20
2022-10-13,10,0,14
2022-10-14,6,0,34
2022-10-15,0,2,1
2022-10-16,0,0,0
2022-10-17,23,0,17
2022-10-18,13,0,23
2022-10-19,11,0,22
2022-10-20,20,0,13
2022-10-21,12,0,5
2022-10-22,7,0,4
2022-10-23,4,1,3
2022-10-24,25,0,15
2022-10-25,30,0,16
2022-10-26,26,0,17
2022-10-27,18,0,12
2022-10-28,12,0,10
2022-10-29,11,0,4
2022-10-30,4,0,1
2022-10-31,17,0,16
2022-11-01,24,0,11
2022-11-02,27,1,14
2022-11-03,8,0,15
2022-11-04,23,1,12
2022-11-05,9,0,0
2022-11-06,6,0,0
2022-11-07,26,8,16
2022-11-08,8,6,16
2022-11-09,9,1,11
2022-11-10,21,0,15
2022-11-11,14,0,7
2022-11-12,17,5,8
2022-11-13,8,1,0
2022-11-14,14,2,12
2022-11-15,31,0,14
2022-11-16,27,0,11
2022-11-17,30,2,9
2022-11-18,31,5,10
2022-11-19,10,0,0
2022-11-20,4,1,0
2022-11-21,20,0,16
2022-11-22,15,0,6
2022-11-23,13,0,4
2022-11-24,9,11,17
2022-11-25,0,0,16
2022-11-26,0,0,1
2022-11-27,0,0,0
2022-11-28,15,4,14
2022-11-29,30,3,15
2022-11-30,29,10,10
2022-12-01,23,0,14
2022-12-02,19,0,10
2022-12-03,9,0,5
2022-12-04,5,0,1
2022-12-05,16,0,13
2022-12-06,21,0,8
2022-12-07,17,0,12
2022-12-08,7,0,6
2022-12-09,13,0,11
2022-12-10,4,0,9
2022-12-11,7,0,0
2022-12-12,21,0,4
2022-12-13,17,0,11
2022-12-14,17,0,18
2022-12-15,13,0,10
2022-12-16,18,0,11
2022-12-17,11,0,2
2022-12-18,6,1,0
2022-12-19,12,0,6
2022-12-20,18,0,0
2022-12-21,25,2,1
2022-12-22,10,1,2
2022-12-23,12,0,0
2022-12-24,5,0,1
2022-12-25,2,0,0
2022-12-26,5,0,0
2022-12-27,18,0,0
2022-12-28,14,2,6
2022-12-29,14,2,4
2022-12-30,10,0,7
2022-12-31,2,0,1
2023-01-01,3,0,0
2023-01-02,4,0,1
2023-01-03,12,2,10
2023-01-04,10,6,15
2023-01-05,13,0,16
2023-01-06,9,0,6
2023-01-07,0,1,0
2023-01-08,0,0,1
2023-01-09,16,4,4
2023-01-10,20,0,4
2023-01-11,11,0,5
2023-01-12,22,0,6
2023-01-13,22,0,2
2023-01-14,3,1,0
2023-01-15,1,0,0
2023-01-16,2,4,5
2023-01-17,8,0,6
2023-01-18,16,0,11
2023-01-19,25,3,10
2023-01-20,28,2,3
2023-01-21,13,1,0
2023-01-22,4,0,1
2023-01-23,17,5,10
2023-01-24,21,0,4
2023-01-25,30,0,8
2023-01-26,15,0,5
2023-01-27,17,0,6
2023-01-28,8,0,0
2023-01-29,4,0,0
2023-01-30,17,0,13
2023-01-31,28,4,7
2023-02-01,26,0,3
2023-02-02,26,0,10
2023-02-03,26,1,7
2023-02-04,7,0,0
2023-02-05,3,1,1
2023-02-06,9,0,7
2023-02-07,20,0,17
2023-02-08,22,0,10
2023-02-09,20,0,28
2023-02-10,15,0,8
2023-02-11,10,0,1
2023-02-12,6,0,0
2023-02-13,27,0,11
2023-02-14,10,1,10
2023-02-15,36,5,19
2023-02-16,20,1,11
2023-02-17,19,1,9
2023-02-18,11,1,3
2023-02-19,5,1,1
2023-02-20,6,1,12
2023-02-21,18,3,12
2023-02-22,6,0,11
2023-02-23,35,0,6
2023-02-24,13,0,15
2023-02-25,6,0,3
2023-02-26,2,0,2
2023-02-27,20,0,13
