,highcharts/highcharts,plotly/plotly.js,d3/d3
2019-06-26,50,28,4
2019-06-27,11,12,2
2019-06-28,72,14,4
2019-06-29,0,0,0
2019-06-30,1,0,0
2019-07-01,42,1,0
2019-07-02,28,21,0
2019-07-03,16,18,0
2019-07-04,8,6,0
2019-07-05,12,12,0
2019-07-06,0,0,0
2019-07-07,0,0,0
2019-07-08,17,6,0
2019-07-09,7,0,0
2019-07-10,11,0,0
2019-07-11,3,8,0
2019-07-12,18,6,0
2019-07-13,0,0,0
2019-07-14,0,0,0
2019-07-15,7,4,0
2019-07-16,5,1,0
2019-07-17,10,7,0
2019-07-18,9,16,0
2019-07-19,0,14,0
2019-07-20,0,1,0
2019-07-21,0,0,0
2019-07-22,2,15,0
2019-07-23,23,15,0
2019-07-24,10,6,0
2019-07-25,5,3,0
2019-07-26,0,7,0
2019-07-27,0,3,0
2019-07-28,0,0,0
2019-07-29,5,4,0
2019-07-30,36,6,0
2019-07-31,19,11,0
2019-08-01,12,3,3
2019-08-02,12,16,0
2019-08-03,0,4,0
2019-08-04,0,0,0
2019-08-05,11,1,0
2019-08-06,10,6,0
2019-08-07,13,6,0
2019-08-08,8,2,0
2019-08-09,14,0,0
2019-08-10,0,0,0
2019-08-11,1,0,0
2019-08-12,11,0,0
2019-08-13,6,15,0
2019-08-14,54,8,0
2019-08-15,25,0,1
2019-08-16,7,0,0
2019-08-17,0,0,0
2019-08-18,0,0,0
2019-08-19,10,2,5
2019-08-20,9,5,0
2019-08-21,11,5,4
2019-08-22,2,3,0
2019-08-23,30,0,0
2019-08-24,0,0,0
2019-08-25,0,0,0
2019-08-26,19,1,0
2019-08-27,8,5,0
2019-08-28,16,7,0
2019-08-29,14,0,0
2019-08-30,7,15,0
2019-08-31,0,0,0
2019-09-01,0,0,0
2019-09-02,11,0,0
2019-09-03,21,2,0
2019-09-04,13,15,0
2019-09-05,36,4,0
2019-09-06,4,10,0
2019-09-07,1,0,2
2019-09-08,0,0,0
2019-09-09,34,7,0
2019-09-10,8,20,0
2019-09-11,17,10,0
2019-09-12,23,1,0
2019-09-13,18,15,0
2019-09-14,0,8,0
2019-09-15,0,0,0
2019-09-16,29,7,0
2019-09-17,21,4,0
2019-09-18,34,10,0
2019-09-19,15,12,0
2019-09-20,18,13,0
2019-09-21,1,3,0
2019-09-22,0,3,0
2019-09-23,3,16,0
2019-09-24,11,11,0
2019-09-25,3,9,2
2019-09-26,39,6,0
2019-09-27,10,4,0
2019-09-28,5,3,0
2019-09-29,0,0,0
2019-09-30,2,7,0
2019-10-01,4,5,0
2019-10-02,29,7,0
2019-10-03,36,5,0
2019-10-04,0,8,0
2019-10-05,0,0,0
2019-10-06,0,3,0
2019-10-07,0,6,0
2019-10-08,0,4,0
2019-10-09,5,4,0
2019-10-10,3,2,0
2019-10-11,0,8,0
2019-10-12,0,5,0
2019-10-13,4,2,0
2019-10-14,16,5,0
2019-10-15,19,9,0
2019-10-16,16,8,0
2019-10-17,22,3,0
2019-10-18,3,2,0
2019-10-19,0,0,0
2019-10-20,0,0,0
2019-10-21,16,6,0
2019-10-22,0,11,0
2019-10-23,5,17,0
2019-10-24,5,7,0
2019-10-25,0,18,0
2019-10-26,0,1,0
2019-10-27,0,0,0
2019-10-28,12,13,0
2019-10-29,14,17,0
2019-10-30,7,12,0
2019-10-31,6,7,0
2019-11-01,43,2,0
2019-11-02,3,0,0
2019-11-03,0,0,0
2019-11-04,8,2,0
2019-11-05,13,0,0
2019-11-06,13,1,0
2019-11-07,28,0,0
2019-11-08,24,3,0
2019-11-09,0,9,0
2019-11-10,0,0,0
2019-11-11,18,0,0
2019-11-12,7,2,0
2019-11-13,19,3,0
2019-11-14,10,4,0
2019-11-15,11,3,0
2019-11-16,1,3,4
2019-11-17,1,2,4
2019-11-18,9,6,0
2019-11-19,22,1,1
2019-11-20,4,7,3
2019-11-21,7,6,0
2019-11-22,11,6,0
2019-11-23,0,0,0
2019-11-24,0,0,0
2019-11-25,9,10,0
2019-11-26,9,5,0
2019-11-27,24,0,0
2019-11-28,10,0,0
2019-11-29,3,5,0
2019-11-30,0,0,0
2019-12-01,0,0,0
2019-12-02,0,1,0
2019-12-03,17,5,0
2019-12-04,6,3,0
2019-12-05,16,7,0
2019-12-06,1,1,0
2019-12-07,2,6,0
2019-12-08,0,3,0
2019-12-09,29,6,0
2019-12-10,7,4,0
2019-12-11,26,6,0
2019-12-12,14,7,0
2019-12-13,8,1,0
2019-12-14,0,0,0
2019-12-15,3,0,0
2019-12-16,18,14,0
2019-12-17,9,0,0
2019-12-18,5,12,0
2019-12-19,2,5,0
2019-12-20,1,11,0
2019-12-21,0,1,0
2019-12-22,0,0,0
2019-12-23,4,5,0
2019-12-24,0,8,0
2019-12-25,0,2,0
2019-12-26,0,4,0
2019-12-27,0,10,0
2019-12-28,0,1,0
2019-12-29,0,2,2
2019-12-30,0,9,0
2019-12-31,0,5,0
2020-01-01,0,0,0
2020-01-02,0,15,0
2020-01-03,2,0,0
2020-01-04,0,0,0
2020-01-05,0,1,0
2020-01-06,3,14,0
2020-01-07,29,12,0
2020-01-08,19,11,0
2020-01-09,36,0,0
2020-01-10,6,4,0
2020-01-11,0,2,0
2020-01-12,1,0,0
2020-01-13,6,7,0
2020-01-14,19,0,0
2020-01-15,2,0,0
2020-01-16,21,0,0
2020-01-17,5,0,0
2020-01-18,0,0,0
2020-01-19,2,0,0
2020-01-20,19,0,0
2020-01-21,9,0,0
2020-01-22,10,2,0
2020-01-23,8,1,0
2020-01-24,12,7,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,7,2,0
2020-01-28,1,11,0
2020-01-29,5,13,0
2020-01-30,19,10,0
2020-01-31,4,14,0
2020-02-01,0,1,0
2020-02-02,0,2,0
2020-02-03,13,8,0
2020-02-04,20,5,0
2020-02-05,6,2,0
2020-02-06,10,0,0
2020-02-07,8,0,0
2020-02-08,0,3,0
2020-02-09,0,0,0
2020-02-10,25,7,0
2020-02-11,15,8,0
2020-02-12,14,13,0
2020-02-13,21,8,0
2020-02-14,13,3,0
2020-02-15,0,3,0
2020-02-16,0,0,0
2020-02-17,1,0,0
2020-02-18,3,1,0
2020-02-19,4,1,0
2020-02-20,1,4,0
2020-02-21,1,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,14,1,0
2020-02-25,11,3,0
2020-02-26,7,0,0
2020-02-27,10,0,0
2020-02-28,29,0,0
2020-02-29,0,0,0
2020-03-01,2,0,0
2020-03-02,3,4,0
2020-03-03,5,11,0
2020-03-04,10,0,0
2020-03-05,8,3,0
2020-03-06,34,1,0
2020-03-07,0,0,0
2020-03-08,0,4,0
2020-03-09,4,8,0
2020-03-10,15,23,0
2020-03-11,3,25,0
2020-03-12,6,11,0
2020-03-13,4,17,0
2020-03-14,1,8,0
2020-03-15,0,5,0
2020-03-16,17,10,0
2020-03-17,8,11,0
2020-03-18,7,17,0
2020-03-19,21,14,0
2020-03-20,1,0,0
2020-03-21,0,1,0
2020-03-22,0,3,0
2020-03-23,13,7,0
2020-03-24,8,13,0
2020-03-25,8,16,0
2020-03-26,20,13,2
2020-03-27,28,26,0
2020-03-28,0,6,0
2020-03-29,0,13,0
2020-03-30,6,6,0
2020-03-31,3,4,0
2020-04-01,22,0,2
2020-04-02,8,4,0
2020-04-03,24,0,0
2020-04-04,0,0,0
2020-04-05,0,1,0
2020-04-06,1,6,0
2020-04-07,15,2,0
2020-04-08,5,0,0
2020-04-09,2,7,0
2020-04-10,1,1,0
2020-04-11,0,0,0
2020-04-12,0,0,0
2020-04-13,0,0,0
2020-04-14,32,15,0
2020-04-15,22,3,0
2020-04-16,6,5,0
2020-04-17,7,0,0
2020-04-18,0,0,0
2020-04-19,0,12,0
2020-04-20,3,14,2
2020-04-21,7,10,0
2020-04-22,19,15,0
2020-04-23,3,10,0
2020-04-24,6,7,0
2020-04-25,0,0,0
2020-04-26,0,3,0
2020-04-27,9,14,0
2020-04-28,19,9,0
2020-04-29,16,2,0
2020-04-30,7,11,0
2020-05-01,0,14,0
2020-05-02,0,7,0
2020-05-03,0,0,0
2020-05-04,11,9,0
2020-05-05,8,2,0
2020-05-06,9,2,0
2020-05-07,26,7,0
2020-05-08,2,1,0
2020-05-09,0,0,0
2020-05-10,0,0,0
2020-05-11,9,4,0
2020-05-12,6,0,0
2020-05-13,1,7,0
2020-05-14,4,5,0
2020-05-15,36,1,0
2020-05-16,0,0,0
2020-05-17,0,0,0
2020-05-18,21,0,0
2020-05-19,6,4,0
2020-05-20,24,2,0
2020-05-21,1,3,0
2020-05-22,1,12,0
2020-05-23,0,5,0
2020-05-24,0,0,0
2020-05-25,5,5,0
2020-05-26,17,3,0
2020-05-27,7,3,0
2020-05-28,0,5,0
2020-05-29,7,0,0
2020-05-30,0,0,0
2020-05-31,0,0,0
2020-06-01,0,2,0
2020-06-02,33,8,0
2020-06-03,17,5,0
2020-06-04,3,3,0
2020-06-05,10,13,0
2020-06-06,0,0,0
2020-06-07,0,5,0
2020-06-08,7,6,0
2020-06-09,10,4,0
2020-06-10,4,6,0
2020-06-11,5,0,0
2020-06-12,0,0,0
2020-06-13,0,0,0
2020-06-14,0,0,0
2020-06-15,25,0,0
2020-06-16,4,6,0
2020-06-17,2,2,0
2020-06-18,2,5,0
2020-06-19,3,1,0
2020-06-20,0,0,0
2020-06-21,0,0,0
2020-06-22,0,13,0
2020-06-23,16,4,0
2020-06-24,0,10,0
2020-06-25,5,0,0
2020-06-26,0,0,0
2020-06-27,0,0,0
2020-06-28,0,0,0
2020-06-29,6,0,0
2020-06-30,5,7,0
2020-07-01,39,2,0
2020-07-02,4,6,0
2020-07-03,0,0,0
2020-07-04,0,0,0
2020-07-05,0,0,0
2020-07-06,18,11,0
2020-07-07,23,6,0
2020-07-08,8,5,0
2020-07-09,10,5,0
2020-07-10,33,1,0
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,9,2,0
2020-07-14,1,0,0
2020-07-15,16,0,0
2020-07-16,8,3,0
2020-07-17,0,3,0
2020-07-18,0,0,0
