,rclone/rclone,iterate-ch/cyberduck,aws/aws-cli
2016-01-26,4,5,2
2016-01-27,1,7,0
2016-01-28,0,7,7
2016-01-29,1,8,7
2016-01-30,1,0,0
2016-01-31,8,0,0
2016-02-01,0,3,6
2016-02-02,0,5,1
2016-02-03,0,16,2
2016-02-04,0,17,4
2016-02-05,0,10,3
2016-02-06,0,0,0
2016-02-07,1,0,0
2016-02-08,0,32,3
2016-02-09,7,14,11
2016-02-10,0,11,8
2016-02-11,0,38,10
2016-02-12,0,5,0
2016-02-13,0,1,3
2016-02-14,0,0,0
2016-02-15,5,11,3
2016-02-16,3,6,5
2016-02-17,1,4,0
2016-02-18,0,9,11
2016-02-19,3,10,2
2016-02-20,0,3,1
2016-02-21,9,0,0
2016-02-22,0,15,4
2016-02-23,0,19,4
2016-02-24,1,0,1
2016-02-25,4,10,7
2016-02-26,2,21,0
2016-02-27,9,0,3
2016-02-28,4,0,0
2016-02-29,4,6,4
2016-03-01,3,29,9
2016-03-02,0,0,13
2016-03-03,0,13,7
2016-03-04,0,15,0
2016-03-05,2,1,1
2016-03-06,3,0,0
2016-03-07,0,25,9
2016-03-08,0,29,6
2016-03-09,0,2,0
2016-03-10,2,24,2
2016-03-11,0,16,9
2016-03-12,0,6,1
2016-03-13,0,0,0
2016-03-14,0,38,3
2016-03-15,0,41,5
2016-03-16,1,19,8
2016-03-17,1,6,6
2016-03-18,0,10,8
2016-03-19,1,2,2
2016-03-20,0,0,0
2016-03-21,0,42,3
2016-03-22,6,34,4
2016-03-23,4,15,5
2016-03-24,1,1,4
2016-03-25,0,2,3
2016-03-26,0,7,0
2016-03-27,0,19,0
2016-03-28,0,26,0
2016-03-29,0,12,5
2016-03-30,0,42,4
2016-03-31,0,9,3
2016-04-01,0,35,0
2016-04-02,0,5,0
2016-04-03,0,0,0
2016-04-04,3,4,0
2016-04-05,0,29,5
2016-04-06,0,1,2
2016-04-07,3,3,5
2016-04-08,0,16,2
2016-04-09,0,3,0
2016-04-10,0,0,0
2016-04-11,0,48,6
2016-04-12,2,26,3
2016-04-13,0,9,13
2016-04-14,0,1,15
2016-04-15,0,28,0
2016-04-16,0,0,0
2016-04-17,0,4,0
2016-04-18,3,2,2
2016-04-19,0,18,6
2016-04-20,1,1,3
2016-04-21,2,7,5
2016-04-22,8,38,3
2016-04-23,0,0,0
2016-04-24,0,0,1
2016-04-25,0,2,7
2016-04-26,1,18,9
2016-04-27,0,15,1
2016-04-28,0,5,4
2016-04-29,1,0,3
2016-04-30,0,0,0
2016-05-01,2,2,0
2016-05-02,1,30,8
2016-05-03,0,10,8
2016-05-04,0,11,1
2016-05-05,0,0,7
2016-05-06,4,1,4
2016-05-07,3,1,0
2016-05-08,0,1,0
2016-05-09,0,3,4
2016-05-10,0,13,6
2016-05-11,0,50,1
2016-05-12,0,7,7
2016-05-13,0,24,6
2016-05-14,2,0,0
2016-05-15,0,2,0
2016-05-16,2,45,0
2016-05-17,0,30,4
2016-05-18,0,31,10
2016-05-19,1,11,6
2016-05-20,0,45,0
2016-05-21,0,9,0
2016-05-22,0,4,0
2016-05-23,0,44,0
2016-05-24,0,24,7
2016-05-25,0,5,0
2016-05-26,0,0,6
2016-05-27,0,3,1
2016-05-28,7,0,0
2016-05-29,0,4,0
2016-05-30,3,17,0
2016-05-31,0,22,0
2016-06-01,0,29,0
2016-06-02,0,4,3
2016-06-03,10,16,2
2016-06-04,1,0,0
2016-06-05,0,0,0
2016-06-06,2,14,4
2016-06-07,0,18,3
2016-06-08,0,18,5
2016-06-09,3,4,3
2016-06-10,1,5,9
2016-06-11,0,0,1
2016-06-12,0,0,1
2016-06-13,2,33,5
2016-06-14,0,15,3
2016-06-15,2,23,5
2016-06-16,0,3,0
2016-06-17,3,13,0
2016-06-18,10,1,2
2016-06-19,2,0,0
2016-06-20,0,22,0
2016-06-21,1,14,3
2016-06-22,0,0,2
2016-06-23,0,8,3
2016-06-24,0,2,2
2016-06-25,0,3,0
2016-06-26,0,0,0
2016-06-27,0,21,7
2016-06-28,5,6,2
2016-06-29,2,15,9
2016-06-30,1,2,4
2016-07-01,7,6,0
2016-07-02,2,0,0
2016-07-03,0,3,0
2016-07-04,4,12,0
2016-07-05,2,0,2
2016-07-06,1,0,5
2016-07-07,0,0,3
2016-07-08,0,0,0
2016-07-09,1,0,0
2016-07-10,0,0,0
2016-07-11,7,0,0
2016-07-12,4,0,5
2016-07-13,5,0,4
2016-07-14,0,9,0
2016-07-15,2,20,0
2016-07-16,0,1,0
2016-07-17,0,0,0
2016-07-18,0,8,1
2016-07-19,0,8,5
2016-07-20,0,6,0
2016-07-21,0,0,3
2016-07-22,0,9,0
2016-07-23,0,0,0
2016-07-24,0,0,0
2016-07-25,0,6,0
2016-07-26,0,3,3
2016-07-27,0,6,0
2016-07-28,1,0,1
2016-07-29,0,10,5
2016-07-30,0,11,0
2016-07-31,0,10,0
2016-08-01,1,0,0
2016-08-02,0,15,1
2016-08-03,1,2,2
2016-08-04,7,0,3
2016-08-05,3,9,0
2016-08-06,0,0,0
2016-08-07,0,0,0
2016-08-08,0,2,0
2016-08-09,0,16,4
2016-08-10,0,0,7
2016-08-11,0,7,16
2016-08-12,0,2,4
2016-08-13,0,0,0
2016-08-14,0,0,0
2016-08-15,1,7,6
2016-08-16,0,10,6
2016-08-17,0,13,0
2016-08-18,10,0,8
2016-08-19,0,14,4
2016-08-20,3,0,0
2016-08-21,0,0,0
2016-08-22,5,13,2
2016-08-23,16,10,8
2016-08-24,4,21,2
2016-08-25,2,14,0
2016-08-26,0,10,0
2016-08-27,0,0,0
2016-08-28,0,1,0
2016-08-29,0,4,1
2016-08-30,0,17,3
2016-08-31,0,26,0
2016-09-01,0,5,12
2016-09-02,0,0,6
2016-09-03,0,0,0
2016-09-04,0,0,0
2016-09-05,3,0,0
2016-09-06,0,5,3
2016-09-07,0,11,0
2016-09-08,5,25,4
2016-09-09,1,11,1
2016-09-10,1,0,0
2016-09-11,0,0,0
2016-09-12,6,0,4
2016-09-13,3,0,3
2016-09-14,0,0,2
2016-09-15,0,0,0
2016-09-16,0,1,3
2016-09-17,0,0,0
2016-09-18,0,1,0
2016-09-19,5,0,4
2016-09-20,0,0,4
2016-09-21,0,0,22
2016-09-22,1,0,8
2016-09-23,0,0,4
2016-09-24,0,0,0
2016-09-25,0,0,0
2016-09-26,0,0,3
2016-09-27,0,0,8
2016-09-28,0,0,63
2016-09-29,0,1,9
2016-09-30,0,5,3
2016-10-01,0,0,0
2016-10-02,0,0,0
2016-10-03,6,4,0
2016-10-04,5,19,14
2016-10-05,10,65,6
2016-10-06,4,0,4
2016-10-07,2,0,4
2016-10-08,8,0,0
2016-10-09,0,0,0
2016-10-10,0,41,2
2016-10-11,0,14,1
2016-10-12,0,9,5
2016-10-13,1,1,10
2016-10-14,1,12,6
2016-10-15,0,0,0
2016-10-16,0,0,0
2016-10-17,4,36,3
2016-10-18,3,37,3
2016-10-19,0,33,2
2016-10-20,2,4,4
2016-10-21,1,5,2
2016-10-22,2,0,1
2016-10-23,2,0,0
2016-10-24,1,1,4
2016-10-25,1,7,4
2016-10-26,1,46,2
2016-10-27,3,1,2
2016-10-28,0,8,0
2016-10-29,0,5,0
2016-10-30,4,1,0
2016-10-31,2,29,0
2016-11-01,0,13,3
2016-11-02,4,30,3
2016-11-03,6,14,3
2016-11-04,1,22,0
2016-11-05,9,15,0
2016-11-06,5,10,0
2016-11-07,2,39,0
2016-11-08,0,34,0
2016-11-09,0,37,0
2016-11-10,0,9,0
2016-11-11,6,2,3
2016-11-12,1,0,0
2016-11-13,0,2,0
2016-11-14,1,35,0
2016-11-15,1,29,6
2016-11-16,0,20,3
2016-11-17,1,0,2
2016-11-18,0,19,13
2016-11-19,8,10,0
2016-11-20,1,5,0
2016-11-21,0,71,8
2016-11-22,0,59,8
2016-11-23,0,29,4
2016-11-24,0,3,0
2016-11-25,0,38,0
2016-11-26,1,34,0
2016-11-27,9,13,0
2016-11-28,5,65,1
2016-11-29,0,32,10
2016-11-30,1,74,19
2016-12-01,0,3,11
2016-12-02,0,58,0
2016-12-03,4,40,3
2016-12-04,5,1,0
2016-12-05,1,48,3
2016-12-06,2,5,7
2016-12-07,2,10,5
2016-12-08,1,10,9
2016-12-09,6,65,0
2016-12-10,0,5,0
2016-12-11,0,12,0
2016-12-12,2,42,4
2016-12-13,1,47,1
2016-12-14,4,31,2
2016-12-15,4,5,5
2016-12-16,0,7,7
2016-12-17,0,3,0
2016-12-18,0,5,0
2016-12-19,2,28,3
2016-12-20,2,23,5
2016-12-21,0,18,6
2016-12-22,0,2,7
2016-12-23,0,10,0
2016-12-24,0,0,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,0,1,0
2016-12-28,0,8,2
2016-12-29,0,6,3
2016-12-30,0,5,3
2016-12-31,1,0,0
2017-01-01,0,9,1
2017-01-02,4,35,0
2017-01-03,11,22,3
2017-01-04,1,39,10
2017-01-05,4,12,0
2017-01-06,1,28,5
2017-01-07,0,0,1
2017-01-08,1,0,0
2017-01-09,0,31,0
2017-01-10,4,77,2
2017-01-11,0,40,0
2017-01-12,2,14,0
2017-01-13,0,62,0
2017-01-14,3,12,0
2017-01-15,0,19,0
2017-01-16,6,42,3
2017-01-17,2,65,3
2017-01-18,0,21,5
2017-01-19,4,9,5
2017-01-20,2,3,3
2017-01-21,0,0,0
2017-01-22,0,0,0
2017-01-23,0,0,0
2017-01-24,0,11,0
2017-01-25,0,39,6
2017-01-26,2,2,3
2017-01-27,0,12,3
2017-01-28,0,3,0
2017-01-29,10,3,0
2017-01-30,1,38,4
2017-01-31,0,10,0
2017-02-01,0,6,1
2017-02-02,4,0,0
2017-02-03,3,12,0
2017-02-04,13,11,0
2017-02-05,0,6,0
2017-02-06,0,37,1
2017-02-07,0,9,0
2017-02-08,2,5,3
2017-02-09,2,0,4
2017-02-10,0,14,5
2017-02-11,9,0,0
2017-02-12,4,0,0
2017-02-13,3,10,1
2017-02-14,3,14,4
2017-02-15,5,9,3
2017-02-16,6,9,3
2017-02-17,10,15,7
