,scikit-learn/scikit-learn,mlpack/mlpack,statsmodels/statsmodels
2021-02-08,5,4,0
2021-02-09,4,3,0
2021-02-10,5,3,3
2021-02-11,7,1,0
2021-02-12,7,4,2
2021-02-13,0,0,5
2021-02-14,0,5,0
2021-02-15,3,5,0
2021-02-16,0,1,0
2021-02-17,3,0,5
2021-02-18,8,3,1
2021-02-19,3,1,3
2021-02-20,2,1,0
2021-02-21,0,3,0
2021-02-22,8,9,0
2021-02-23,3,6,0
2021-02-24,3,2,0
2021-02-25,8,5,1
2021-02-26,0,3,2
2021-02-27,4,22,0
2021-02-28,0,4,3
2021-03-01,3,4,4
2021-03-02,4,2,1
2021-03-03,3,1,3
2021-03-04,0,2,2
