,spring-projects/spring-framework,apache/tomcat,apache/struts
2023-08-18,17,0,12
2023-08-19,3,0,9
2023-08-20,2,0,11
2023-08-21,18,3,16
2023-08-22,19,11,14
2023-08-23,27,4,2
2023-08-24,8,2,0
2023-08-25,20,1,0
2023-08-26,31,0,0
2023-08-27,10,0,0
2023-08-28,16,0,0
2023-08-29,8,0,2
2023-08-30,5,0,13
2023-08-31,4,2,4
2023-09-01,6,3,4
2023-09-02,11,0,3
2023-09-03,3,0,0
2023-09-04,6,1,0
2023-09-05,7,6,0
2023-09-06,9,9,0
2023-09-07,20,2,0
2023-09-08,36,8,0
2023-09-09,0,0,0
