,scikit-learn/scikit-learn,statsmodels/statsmodels,mlpack/mlpack
2021-03-11,3,1,2
2021-03-12,5,3,9
2021-03-13,0,1,6
2021-03-14,2,3,3
2021-03-15,4,3,4
2021-03-16,3,2,7
2021-03-17,6,3,14
2021-03-18,3,10,10
2021-03-19,7,0,11
2021-03-20,2,1,5
2021-03-21,5,0,3
2021-03-22,0,4,2
2021-03-23,6,1,2
2021-03-24,0,0,1
2021-03-25,1,1,4
2021-03-26,0,0,4
2021-03-27,0,0,9
2021-03-28,0,0,4
2021-03-29,1,0,2
2021-03-30,1,0,2
2021-03-31,2,0,2
2021-04-01,1,1,2
2021-04-02,5,3,1
2021-04-03,0,1,3
2021-04-04,2,0,0
2021-04-05,3,3,1
2021-04-06,3,4,1
2021-04-07,2,6,1
2021-04-08,7,7,0
2021-04-09,10,0,1
2021-04-10,0,0,12
2021-04-11,1,0,2
2021-04-12,4,3,6
2021-04-13,7,0,3
2021-04-14,3,2,2
2021-04-15,2,0,2
2021-04-16,3,0,3
2021-04-17,0,0,7
2021-04-18,2,0,0
2021-04-19,5,0,0
2021-04-20,9,0,6
2021-04-21,3,1,2
2021-04-22,3,5,8
2021-04-23,2,0,0
2021-04-24,0,0,15
2021-04-25,0,0,4
2021-04-26,6,0,19
2021-04-27,8,0,5
2021-04-28,1,2,2
2021-04-29,3,0,6
2021-04-30,0,3,4
2021-05-01,0,0,8
2021-05-02,0,0,0
2021-05-03,2,2,19
2021-05-04,0,2,14
2021-05-05,2,4,11
2021-05-06,1,0,2
2021-05-07,0,6,1
2021-05-08,0,0,3
2021-05-09,0,0,9
2021-05-10,4,0,0
2021-05-11,9,0,0
2021-05-12,0,0,0
2021-05-13,2,0,0
2021-05-14,2,2,0
2021-05-15,0,0,1
2021-05-16,1,0,3
2021-05-17,2,2,2
2021-05-18,3,0,0
2021-05-19,3,0,5
2021-05-20,2,0,0
2021-05-21,2,2,2
2021-05-22,2,0,2
2021-05-23,0,0,0
2021-05-24,1,1,8
2021-05-25,2,3,2
2021-05-26,3,0,1
2021-05-27,7,0,25
2021-05-28,4,0,6
2021-05-29,0,0,0
2021-05-30,0,0,1
2021-05-31,4,0,0
2021-06-01,10,9,8
2021-06-02,1,1,9
2021-06-03,7,0,2
2021-06-04,3,0,2
2021-06-05,0,0,2
2021-06-06,2,0,4
2021-06-07,5,4,7
2021-06-08,1,2,12
2021-06-09,5,0,5
2021-06-10,0,0,4
2021-06-11,5,2,3
2021-06-12,4,0,2
2021-06-13,1,1,4
2021-06-14,3,3,6
2021-06-15,10,9,10
2021-06-16,0,1,11
2021-06-17,11,7,5
2021-06-18,10,1,3
2021-06-19,2,1,2
2021-06-20,1,0,11
2021-06-21,1,0,3
2021-06-22,6,0,17
2021-06-23,5,1,10
2021-06-24,5,4,4
2021-06-25,1,0,6
2021-06-26,12,0,7
2021-06-27,4,0,10
2021-06-28,17,0,11
2021-06-29,10,0,9
2021-06-30,4,0,13
2021-07-01,1,0,10
2021-07-02,0,0,16
2021-07-03,0,0,20
2021-07-04,1,0,13
2021-07-05,1,0,7
2021-07-06,17,38,4
2021-07-07,5,31,11
2021-07-08,1,2,10
2021-07-09,3,1,2
2021-07-10,3,4,2
2021-07-11,2,5,2
2021-07-12,1,2,83
2021-07-13,12,6,23
2021-07-14,0,6,10
2021-07-15,4,12,16
2021-07-16,0,7,9
2021-07-17,0,0,2
2021-07-18,0,1,8
2021-07-19,5,7,11
2021-07-20,15,15,13
2021-07-21,7,3,9
2021-07-22,5,1,10
2021-07-23,5,25,10
2021-07-24,2,1,9
2021-07-25,0,1,7
2021-07-26,4,3,4
2021-07-27,14,1,3
2021-07-28,4,2,1
2021-07-29,5,0,5
2021-07-30,4,14,5
2021-07-31,1,2,2
2021-08-01,0,0,5
2021-08-02,5,10,16
2021-08-03,1,2,0
2021-08-04,4,0,4
2021-08-05,4,0,5
2021-08-06,6,1,5
2021-08-07,8,0,1
2021-08-08,3,0,1
2021-08-09,7,0,0
2021-08-10,1,0,4
2021-08-11,1,0,1
2021-08-12,0,3,8
2021-08-13,2,2,10
2021-08-14,0,0,8
2021-08-15,1,0,3
2021-08-16,11,3,4
2021-08-17,4,4,9
2021-08-18,1,2,1
2021-08-19,2,4,1
2021-08-20,4,13,0
2021-08-21,3,0,2
2021-08-22,2,0,2
2021-08-23,1,2,1
2021-08-24,1,6,1
2021-08-25,2,1,0
2021-08-26,7,0,0
2021-08-27,0,0,0
2021-08-28,1,2,0
2021-08-29,0,0,0
2021-08-30,5,2,2
2021-08-31,22,3,2
2021-09-01,6,3,6
2021-09-02,11,3,1
2021-09-03,7,7,3
2021-09-04,2,0,2
2021-09-05,1,1,0
2021-09-06,11,11,0
2021-09-07,7,13,1
2021-09-08,7,15,2
2021-09-09,11,18,3
2021-09-10,2,0,4
2021-09-11,0,7,0
2021-09-12,0,2,0
2021-09-13,10,1,0
2021-09-14,7,1,0
2021-09-15,6,5,3
2021-09-16,4,5,2
2021-09-17,4,0,6
2021-09-18,4,0,1
2021-09-19,1,0,1
2021-09-20,5,0,6
2021-09-21,3,14,0
2021-09-22,2,5,1
2021-09-23,13,4,1
2021-09-24,7,4,0
2021-09-25,0,3,0
2021-09-26,0,3,3
2021-09-27,7,1,10
2021-09-28,3,3,5
2021-09-29,4,1,0
2021-09-30,4,2,0
2021-10-01,4,13,1
2021-10-02,1,0,1
2021-10-03,0,0,1
2021-10-04,2,0,1
2021-10-05,8,0,1
2021-10-06,2,0,2
2021-10-07,5,3,2
2021-10-08,5,0,2
2021-10-09,1,0,0
2021-10-10,1,0,0
2021-10-11,0,1,0
2021-10-12,5,1,0
2021-10-13,3,2,0
2021-10-14,7,1,0
2021-10-15,1,3,0
2021-10-16,2,0,6
2021-10-17,0,0,7
2021-10-18,5,0,14
2021-10-19,4,3,8
2021-10-20,11,2,10
2021-10-21,11,13,4
2021-10-22,5,3,5
2021-10-23,15,0,11
2021-10-24,6,1,7
2021-10-25,7,1,2
2021-10-26,3,0,3
2021-10-27,8,2,0
2021-10-28,3,6,1
2021-10-29,10,3,0
2021-10-30,5,0,0
2021-10-31,0,12,3
2021-11-01,0,0,5
2021-11-02,7,2,8
2021-11-03,11,2,2
2021-11-04,7,3,0
2021-11-05,13,4,17
2021-11-06,2,0,1
2021-11-07,2,0,1
2021-11-08,4,3,2
2021-11-09,2,0,5
2021-11-10,1,1,11
2021-11-11,1,1,4
2021-11-12,7,2,8
2021-11-13,1,0,15
2021-11-14,0,1,1
2021-11-15,10,1,8
2021-11-16,8,1,3
2021-11-17,2,0,0
2021-11-18,6,6,1
2021-11-19,4,0,0
2021-11-20,2,0,6
2021-11-21,0,1,0
2021-11-22,5,0,0
2021-11-23,5,2,0
2021-11-24,7,2,0
2021-11-25,10,6,0
2021-11-26,10,4,0
2021-11-27,2,0,0
2021-11-28,0,3,0
2021-11-29,9,3,5
2021-11-30,8,2,0
2021-12-01,5,0,0
2021-12-02,7,2,4
2021-12-03,3,0,0
2021-12-04,1,0,0
2021-12-05,0,1,4
2021-12-06,8,7,0
2021-12-07,4,7,0
2021-12-08,1,3,0
2021-12-09,5,5,0
2021-12-10,5,3,1
2021-12-11,0,1,2
2021-12-12,0,2,0
2021-12-13,2,5,2
2021-12-14,3,1,0
2021-12-15,7,8,2
2021-12-16,2,5,10
2021-12-17,6,1,0
2021-12-18,0,0,0
2021-12-19,2,0,0
2021-12-20,3,1,0
2021-12-21,7,9,0
2021-12-22,3,5,0
2021-12-23,6,1,0
2021-12-24,5,0,0
2021-12-25,1,0,5
2021-12-26,0,0,0
2021-12-27,0,0,1
2021-12-28,1,0,0
2021-12-29,0,0,4
2021-12-30,1,0,1
2021-12-31,4,0,0
2022-01-01,0,0,1
2022-01-02,1,0,1
2022-01-03,3,0,3
2022-01-04,5,1,5
2022-01-05,4,4,2
2022-01-06,1,5,0
2022-01-07,4,20,3
2022-01-08,1,17,8
2022-01-09,0,0,0
2022-01-10,4,12,2
2022-01-11,4,7,1
2022-01-12,5,1,1
2022-01-13,4,12,1
2022-01-14,1,1,0
2022-01-15,1,0,14
2022-01-16,0,0,12
2022-01-17,1,1,4
2022-01-18,5,1,3
2022-01-19,2,0,4
2022-01-20,4,3,1
2022-01-21,5,6,4
2022-01-22,3,3,3
2022-01-23,1,2,1
2022-01-24,12,1,6
2022-01-25,4,9,4
2022-01-26,5,4,3
2022-01-27,7,2,2
2022-01-28,22,0,0
2022-01-29,6,1,1
2022-01-30,1,0,1
2022-01-31,7,3,0
2022-02-01,6,3,2
2022-02-02,4,1,1
2022-02-03,1,0,6
2022-02-04,3,0,2
2022-02-05,3,0,3
2022-02-06,1,0,6
2022-02-07,3,6,5
2022-02-08,7,1,0
2022-02-09,8,4,2
2022-02-10,5,1,8
2022-02-11,5,0,3
2022-02-12,4,0,0
2022-02-13,0,2,0
2022-02-14,15,0,0
2022-02-15,10,0,0
2022-02-16,4,2,1
2022-02-17,10,1,3
2022-02-18,5,10,0
2022-02-19,6,0,4
2022-02-20,0,0,0
2022-02-21,1,2,2
2022-02-22,4,0,1
2022-02-23,5,4,0
2022-02-24,5,0,1
2022-02-25,4,0,8
2022-02-26,2,0,1
2022-02-27,4,0,0
2022-02-28,7,1,0
2022-03-01,1,5,0
2022-03-02,15,4,0
2022-03-03,5,7,0
2022-03-04,3,0,0
2022-03-05,2,0,0
2022-03-06,0,0,3
2022-03-07,7,0,0
2022-03-08,10,0,0
2022-03-09,8,0,0
2022-03-10,5,0,0
2022-03-11,5,2,10
2022-03-12,15,0,0
2022-03-13,11,0,1
2022-03-14,12,0,1
2022-03-15,7,0,0
2022-03-16,4,0,1
2022-03-17,18,1,1
2022-03-18,14,0,3
2022-03-19,3,1,0
2022-03-20,1,3,1
2022-03-21,9,2,0
2022-03-22,11,0,0
2022-03-23,3,0,4
2022-03-24,7,0,3
2022-03-25,7,0,3
2022-03-26,4,0,0
2022-03-27,6,0,8
2022-03-28,3,0,0
2022-03-29,9,0,1
2022-03-30,6,2,7
2022-03-31,5,0,5
2022-04-01,8,0,5
2022-04-02,1,0,12
2022-04-03,0,0,40
2022-04-04,6,2,6
