,gohugoio/hugo,hexojs/hexo,sphinx-doc/sphinx
2016-09-09,4,0,0
2016-09-10,0,0,2
2016-09-11,13,0,0
2016-09-12,6,0,3
2016-09-13,6,0,0
2016-09-14,4,0,13
2016-09-15,4,0,5
2016-09-16,10,0,1
2016-09-17,3,0,11
2016-09-18,6,0,3
2016-09-19,4,0,0
2016-09-20,3,0,0
2016-09-21,1,0,7
2016-09-22,0,0,0
2016-09-23,2,0,0
2016-09-24,0,0,0
2016-09-25,0,0,0
2016-09-26,3,0,0
2016-09-27,2,0,0
2016-09-28,6,0,3
2016-09-29,0,0,5
2016-09-30,1,0,2
2016-10-01,3,0,10
2016-10-02,2,0,3
2016-10-03,0,0,2
2016-10-04,0,0,1
2016-10-05,6,0,0
2016-10-06,3,0,9
2016-10-07,9,0,9
2016-10-08,3,0,0
2016-10-09,5,0,1
2016-10-10,11,1,10
2016-10-11,2,0,15
2016-10-12,3,0,19
2016-10-13,4,0,10
2016-10-14,4,0,10
2016-10-15,5,0,9
2016-10-16,5,0,4
2016-10-17,6,0,7
2016-10-18,1,0,3
2016-10-19,5,0,2
2016-10-20,0,1,7
2016-10-21,1,0,1
2016-10-22,1,0,1
2016-10-23,0,0,5
2016-10-24,9,0,4
2016-10-25,2,1,11
2016-10-26,1,0,8
2016-10-27,1,0,9
2016-10-28,3,0,3
2016-10-29,2,0,4
2016-10-30,0,0,0
2016-10-31,1,0,0
2016-11-01,2,0,1
2016-11-02,1,0,15
2016-11-03,2,0,6
2016-11-04,4,1,14
2016-11-05,3,0,9
2016-11-06,4,0,28
2016-11-07,1,1,0
2016-11-08,0,0,0
2016-11-09,0,0,0
2016-11-10,0,0,0
2016-11-11,0,0,1
2016-11-12,0,0,5
2016-11-13,1,0,3
2016-11-14,0,0,0
2016-11-15,1,0,0
2016-11-16,2,0,16
2016-11-17,0,0,12
2016-11-18,2,0,4
2016-11-19,1,0,7
2016-11-20,2,0,10
2016-11-21,1,0,3
2016-11-22,52,0,5
2016-11-23,27,0,16
2016-11-24,1,0,5
2016-11-25,0,0,1
2016-11-26,0,0,0
2016-11-27,4,0,0
2016-11-28,1,0,0
2016-11-29,3,0,0
2016-11-30,3,0,0
2016-12-01,1,0,3
2016-12-02,1,2,0
2016-12-03,3,0,11
2016-12-04,3,0,11
2016-12-05,0,1,3
2016-12-06,2,1,3
2016-12-07,0,0,1
2016-12-08,0,0,6
2016-12-09,1,0,3
2016-12-10,2,0,8
2016-12-11,1,0,10
2016-12-12,1,0,9
2016-12-13,0,0,21
2016-12-14,1,0,9
2016-12-15,11,0,10
2016-12-16,3,0,5
2016-12-17,0,0,13
2016-12-18,0,0,9
2016-12-19,5,0,2
2016-12-20,1,0,2
2016-12-21,2,0,0
2016-12-22,5,0,1
2016-12-23,7,0,0
2016-12-24,0,0,11
2016-12-25,4,0,10
2016-12-26,4,0,0
2016-12-27,3,0,1
2016-12-28,10,0,0
2016-12-29,3,0,0
2016-12-30,0,0,0
2016-12-31,4,0,4
2017-01-01,5,0,6
2017-01-02,11,0,23
2017-01-03,5,0,1
2017-01-04,4,0,3
2017-01-05,6,0,20
2017-01-06,6,0,6
2017-01-07,2,0,20
2017-01-08,1,0,7
2017-01-09,0,0,12
2017-01-10,1,0,0
2017-01-11,3,0,3
2017-01-12,0,0,23
2017-01-13,0,0,2
2017-01-14,1,0,5
2017-01-15,2,0,26
2017-01-16,0,0,6
2017-01-17,0,0,3
2017-01-18,4,1,0
2017-01-19,0,0,5
2017-01-20,1,0,3
2017-01-21,0,0,12
2017-01-22,1,0,5
2017-01-23,2,0,4
2017-01-24,1,0,3
2017-01-25,0,0,3
2017-01-26,1,0,1
2017-01-27,1,0,0
2017-01-28,0,0,18
2017-01-29,1,0,5
2017-01-30,0,0,4
2017-01-31,0,2,2
2017-02-01,0,0,6
2017-02-02,0,0,5
2017-02-03,2,0,4
2017-02-04,6,0,13
2017-02-05,2,0,10
2017-02-06,2,0,9
2017-02-07,1,0,10
2017-02-08,0,0,8
2017-02-09,2,0,8
2017-02-10,4,0,8
2017-02-11,1,0,20
2017-02-12,1,0,7
2017-02-13,1,0,7
2017-02-14,0,0,5
2017-02-15,1,0,2
2017-02-16,1,0,5
2017-02-17,14,0,12
2017-02-18,8,0,15
2017-02-19,8,0,0
2017-02-20,4,0,6
2017-02-21,17,0,17
2017-02-22,4,0,2
2017-02-23,3,0,4
2017-02-24,3,0,10
2017-02-25,4,0,15
2017-02-26,2,0,30
2017-02-27,6,0,10
2017-02-28,5,0,17
2017-03-01,9,0,12
2017-03-02,3,0,16
2017-03-03,1,0,31
2017-03-04,3,0,17
2017-03-05,3,0,5
2017-03-06,0,0,1
2017-03-07,1,0,8
2017-03-08,3,0,7
2017-03-09,2,0,6
2017-03-10,4,0,20
2017-03-11,4,0,13
2017-03-12,1,0,11
2017-03-13,4,0,8
2017-03-14,5,0,2
2017-03-15,3,0,4
2017-03-16,0,0,9
2017-03-17,1,0,0
2017-03-18,3,0,15
2017-03-19,5,0,3
2017-03-20,2,0,8
2017-03-21,2,0,6
2017-03-22,2,0,8
2017-03-23,0,0,7
2017-03-24,3,0,4
2017-03-25,4,0,1
2017-03-26,1,0,19
2017-03-27,51,0,1
2017-03-28,0,0,0
2017-03-29,2,0,4
2017-03-30,0,0,1
2017-03-31,5,0,0
2017-04-01,2,0,0
2017-04-02,12,0,5
2017-04-03,1,1,6
2017-04-04,11,1,0
2017-04-05,2,8,0
2017-04-06,7,2,2
2017-04-07,8,0,2
2017-04-08,6,0,4
2017-04-09,1,0,0
2017-04-10,5,0,5
2017-04-11,0,0,1
2017-04-12,6,2,2
2017-04-13,4,0,0
2017-04-14,2,0,5
2017-04-15,0,0,4
2017-04-16,3,0,5
2017-04-17,0,0,5
2017-04-18,2,0,14
2017-04-19,3,0,26
2017-04-20,0,2,11
2017-04-21,0,0,4
2017-04-22,6,0,22
2017-04-23,1,0,26
2017-04-24,9,0,4
2017-04-25,4,0,17
2017-04-26,5,1,8
2017-04-27,6,0,15
2017-04-28,1,2,2
2017-04-29,1,0,14
2017-04-30,4,0,0
2017-05-01,20,0,9
2017-05-02,7,0,11
2017-05-03,3,1,26
2017-05-04,1,0,10
2017-05-05,0,1,7
2017-05-06,3,0,1
2017-05-07,1,0,38
2017-05-08,1,0,3
2017-05-09,4,0,12
2017-05-10,2,0,1
2017-05-11,1,1,16
2017-05-12,0,0,2
2017-05-13,7,0,15
2017-05-14,1,0,5
2017-05-15,1,0,0
2017-05-16,0,0,11
2017-05-17,3,2,3
2017-05-18,10,1,4
2017-05-19,4,0,0
2017-05-20,4,0,2
2017-05-21,0,0,3
2017-05-22,10,0,2
2017-05-23,7,0,3
2017-05-24,1,3,8
2017-05-25,2,0,11
2017-05-26,8,0,0
2017-05-27,1,0,2
2017-05-28,1,0,24
2017-05-29,0,0,5
2017-05-30,6,0,2
2017-05-31,5,0,3
2017-06-01,2,0,4
2017-06-02,4,1,0
2017-06-03,6,0,10
2017-06-04,0,0,3
2017-06-05,1,0,7
2017-06-06,3,0,0
2017-06-07,2,0,0
2017-06-08,7,0,0
2017-06-09,1,0,0
2017-06-10,0,0,3
2017-06-11,1,0,5
2017-06-12,10,1,4
2017-06-13,28,0,0
2017-06-14,5,0,10
2017-06-15,0,0,0
2017-06-16,9,0,4
2017-06-17,1,0,25
2017-06-18,1,0,7
2017-06-19,4,0,4
2017-06-20,4,0,2
2017-06-21,9,0,0
2017-06-22,2,1,0
2017-06-23,2,0,0
2017-06-24,2,0,10
2017-06-25,1,0,8
2017-06-26,6,0,6
2017-06-27,6,0,0
2017-06-28,7,0,2
2017-06-29,0,0,0
2017-06-30,0,0,2
2017-07-01,2,0,6
2017-07-02,1,0,12
2017-07-03,4,0,0
2017-07-04,3,2,0
2017-07-05,4,0,0
2017-07-06,7,0,0
2017-07-07,8,0,0
2017-07-08,5,1,0
2017-07-09,0,0,0
2017-07-10,8,1,1
2017-07-11,0,0,6
2017-07-12,0,0,0
2017-07-13,0,0,1
2017-07-14,2,0,1
2017-07-15,1,0,17
2017-07-16,0,0,5
2017-07-17,2,1,6
2017-07-18,6,1,1
2017-07-19,1,1,7
2017-07-20,0,0,0
2017-07-21,8,0,2
2017-07-22,1,0,1
2017-07-23,1,0,1
2017-07-24,0,0,4
2017-07-25,0,0,0
2017-07-26,2,1,9
2017-07-27,2,4,0
2017-07-28,5,0,0
2017-07-29,1,0,4
2017-07-30,0,0,6
2017-07-31,7,0,3
2017-08-01,2,2,1
2017-08-02,1,0,1
2017-08-03,2,0,0
2017-08-04,0,0,0
2017-08-05,0,0,4
2017-08-06,3,0,2
2017-08-07,8,0,0
2017-08-08,1,0,6
2017-08-09,3,0,0
2017-08-10,8,0,2
2017-08-11,5,0,0
2017-08-12,0,0,1
2017-08-13,0,0,3
2017-08-14,2,0,0
2017-08-15,0,0,0
2017-08-16,2,0,2
2017-08-17,3,0,0
2017-08-18,3,0,5
2017-08-19,1,0,12
2017-08-20,0,0,2
2017-08-21,0,0,4
2017-08-22,2,0,2
2017-08-23,0,0,3
2017-08-24,0,0,0
2017-08-25,1,1,1
2017-08-26,0,0,0
2017-08-27,0,0,0
2017-08-28,1,0,10
2017-08-29,0,2,0
2017-08-30,0,0,0
2017-08-31,0,0,2
2017-09-01,0,0,0
2017-09-02,0,0,1
2017-09-03,1,0,0
2017-09-04,0,0,5
2017-09-05,4,3,1
2017-09-06,0,1,3
2017-09-07,1,0,2
2017-09-08,2,0,1
2017-09-09,1,0,1
2017-09-10,3,0,2
2017-09-11,6,0,2
2017-09-12,0,0,1
2017-09-13,6,0,1
2017-09-14,0,0,0
2017-09-15,0,0,1
2017-09-16,0,0,0
2017-09-17,0,0,6
2017-09-18,0,0,4
2017-09-19,0,0,2
2017-09-20,0,2,6
2017-09-21,2,0,0
2017-09-22,3,0,0
2017-09-23,8,0,0
2017-09-24,2,0,19
2017-09-25,13,0,4
2017-09-26,11,0,8
2017-09-27,2,4,2
2017-09-28,4,0,4
2017-09-29,6,0,0
2017-09-30,0,4,1
2017-10-01,0,1,5
2017-10-02,0,0,7
2017-10-03,3,1,5
